locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,cross_validated
RPSI07_RS22585,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.1311799330650294,0.9012435427183847,0.0,0.0,701,1,103.44,1,3,0,12,True
RPSI07_RS22590,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2019811954082572,0.7918819384851751,0.0,0.0,398,1,105.59,3,3,0,9,True
RPSI07_RS22595,,UNRESOLVED,unknown,0,E_geometry,0,0.5076707784798267,0.38342281174719545,0.25,0.0,212,1,106.59,3,3,1,7,False
RPSI07_RS22600,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2875107342449054,0.7178997263804677,0.08,0.0,331,1,107.42,3,3,2,29,False
RPSI07_RS22605,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,1,0.960743975965922,0.02491223862102383,0.926829268292683,11.0,297,1,108.36,3,3,534,11,True
RPSI07_RS22610,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2098377619705358,0.8172218194809322,0.0,0.0,375,1,109.36,3,3,0,25,True
RPSI07_RS22615,,UNRESOLVED,unknown,0,E_cons_core,1,0.8739289351110128,0.06704653359260686,0.7073170731707317,0.0,292,0,110.52,3,3,34,13,False
RPSI07_RS22620,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho,1,0.961186828062748,0.018393677661668734,1.0,0.0,294,0,111.4,3,3,33,0,True
RPSI07_RS22625,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2502493115008024,0.7441511521165959,0.0,0.0,268,0,112.32,3,3,2,5,False
RPSI07_RS22630,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,0,0.908818036871696,0.06508870627461132,0.75,0.0,167,1,113.0,3,3,9,4,False
RPSI07_RS22635,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.7322483366321547,0.30360346256356113,0.5,0.0,290,1,113.77,3,3,3,5,False
RPSI07_RS22640,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.318977813185145,0.7104638307192727,0.0555555555555555,1.0,234,0,114.95,3,3,6,69,True
RPSI07_RS22645,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.2124916650365787,0.7831902520949011,0.0,1.0,392,1,115.9,3,3,0,34,True
RPSI07_RS22650,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2347538840918668,0.7348174865968735,0.0,0.0,298,1,116.96,3,3,1,2,False
RPSI07_RS22655,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,0,0.8097406100088681,0.14501019069116874,0.5263157894736842,9.0,273,1,117.85,3,3,201,97,False
RPSI07_RS22660,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.2073713927771411,0.8054810005114009,0.0,0.0,395,1,118.92,2,3,0,2,True
RPSI07_RS22665,,CONFIDENT_ESSENTIAL,essential,2,E_geometry|N_score|N_pangenome_some|E_ortho,1,0.3131836636440225,0.5978506234540129,0.0,0.0,67,1,119.7,2,3,2,0,False
RPSI07_RS22670,,UNRESOLVED,unknown,0,N_redundancy,0,0.5548629575408395,0.40307908312516844,0.2580645161290322,7.0,298,0,120.49,3,3,94,128,False
RPSI07_RS22675,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2720109474912813,0.7585000129732332,0.0555555555555555,0.0,331,1,121.46,3,3,2,24,False
RPSI07_RS22680,,UNRESOLVED,unknown,0,N_redundancy,0,0.5588848707213766,0.4128094363264993,0.2580645161290322,7.0,291,0,122.48,3,3,94,128,False
RPSI07_RS22685,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.22139666293704,0.7819062312910015,0.0,0.0,376,0,123.44,3,3,0,5,True
RPSI07_RS22690,,UNRESOLVED,unknown,0,N_redundancy,0,0.7556820538400616,0.2132812046218773,0.4054054054054054,14.0,280,0,124.42,3,3,280,342,False
RPSI07_RS22695,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.3194026044296255,0.8296785307073452,0.0,0.0,86,0,125.29,3,3,0,9,True
RPSI07_RS22700,,UNRESOLVED,unknown,0,E_geometry,0,0.4103963922717025,0.5931465366030293,0.1111111111111111,1.0,131,1,125.75,3,3,6,14,True
RPSI07_RS22705,,UNRESOLVED,unknown,0,,0,0.4182769680072237,0.607953216224934,0.2,0.0,347,0,126.61,3,3,2,12,False
RPSI07_RS22710,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1793126471263568,0.8903054107989231,0.1428571428571428,0.0,906,0,128.55,3,3,1,10,False
RPSI07_RS22715,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.3049245683586193,0.7579046460004079,0.0,0.0,130,0,130.35,3,3,0,3,True
RPSI07_RS22720,,UNRESOLVED,unknown,0,N_redundancy,1,0.7686105226417063,0.2794818541997691,0.4210526315789473,10.0,211,0,131.17,3,3,223,162,False
RPSI07_RS22725,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,0,0.9707910596948665,0.02180314744414576,1.0,0.0,147,0,131.82,3,3,4,4,True
RPSI07_RS22730,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9053288569090916,0.12208650183423736,0.6666666666666666,1.0,47,0,132.17,3,3,9,1,False
RPSI07_RS22735,,UNRESOLVED,unknown,0,,0,0.50071146543344,0.5169256409327639,0.3333333333333333,0.0,476,1,133.01,3,3,1,6,False
RPSI07_RS22740,,UNRESOLVED,unknown,0,E_geometry,0,0.6528938887566013,0.3610187861363742,0.3333333333333333,0.0,107,1,134.26,3,3,5,7,False
RPSI07_RS22745,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho,1,0.9393496443151976,0.04307001738155191,1.0,0.0,601,0,135.5,3,3,46,0,True
RPSI07_RS22750,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,0,0.9107581704435304,0.06078050345670004,0.7619047619047619,0.0,237,0,136.81,3,3,17,9,False
RPSI07_RS22755,,UNRESOLVED,unknown,0,,0,0.6710198229478099,0.3893159824751638,0.3846153846153846,0.0,219,0,136.31,3,3,11,26,False
RPSI07_RS22760,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho|F_core_redundant,1,0.9854905382781528,0.0074095769344092195,1.0,28.0,267,0,135.47,3,3,1251,0,True
RPSI07_RS22765,,UNRESOLVED,unknown,0,,0,0.3463090819483338,0.6787691697948565,0.0857142857142857,2.0,282,0,134.65,3,3,6,91,True
RPSI07_RS22770,,UNRESOLVED,unknown,0,E_geometry,0,0.5497688364663132,0.4632722016187718,0.2352941176470588,1.0,129,1,133.93,3,3,6,20,False
RPSI07_RS22775,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2225148899134401,0.8014114737474612,0.0,0.0,360,1,133.18,3,3,0,20,True
RPSI07_RS22780,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2927124342321133,0.7067807649402322,0.0,0.0,166,0,132.22,3,3,0,32,True
RPSI07_RS22785,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.2713925749197957,0.809061188129143,0.027027027027027,5.0,394,0,131.22,3,3,24,213,True
RPSI07_RS22790,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1631805542629508,0.9164889565639859,0.0,0.0,609,0,129.46,3,3,0,22,True
RPSI07_RS22795,,UNRESOLVED,unknown,0,,1,0.6298965356270833,0.4407953636054673,0.3421052631578947,1.0,227,0,128.18,3,3,22,61,False
RPSI07_RS22800,,UNRESOLVED,unknown,0,N_redundancy,0,0.478908771157845,0.5262952313502459,0.2368421052631578,5.0,394,0,126.67,3,3,71,153,True
RPSI07_RS22805,,UNRESOLVED,unknown,0,,0,0.388664040373007,0.5970493616139646,0.1290322580645161,0.0,237,0,125.71,3,3,7,42,True
RPSI07_RS22810,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.2744496968366421,0.763896199911873,0.027027027027027,5.0,377,0,124.78,3,3,24,213,True
RPSI07_RS22815,,UNRESOLVED,unknown,0,,0,0.3567824267230171,0.7024769704048751,0.0769230769230769,1.0,202,0,123.86,3,3,7,59,True
RPSI07_RS22820,,UNRESOLVED,unknown,0,,1,0.6422626171438983,0.35719034265289085,0.3142857142857143,2.0,137,0,123.33,3,3,37,58,False
RPSI07_RS22825,,UNRESOLVED,unknown,0,N_redundancy,0,0.5958637537707816,0.37767947934318924,0.2682926829268293,7.0,230,0,122.78,3,3,91,229,False
RPSI07_RS22830,,ROGUE_SUSPECT,unknown,0,P_rogue,0,0.3647478172433544,0.5964456559045512,0.0714285714285714,0.0,145,0,122.22,3,3,2,33,False
RPSI07_RS22835,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.2458964729023269,0.8006312089242844,0.09375,0.0,536,0,121.18,3,3,4,33,False
RPSI07_RS22840,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2419900571337481,0.7833866041116094,0.0,0.0,306,0,119.89,3,3,0,6,True
RPSI07_RS22845,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,0,0.8191164300514308,0.14340409592039502,0.5263157894736842,9.0,265,0,119.03,3,3,201,97,False
RPSI07_RS22850,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3424938550217114,0.7205665593119578,0.1351351351351351,0.0,363,0,118.06,3,3,6,37,True
RPSI07_RS22860,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.2693527160079461,0.7457295411720428,0.1785714285714285,0.0,675,0,115.91,3,3,12,39,False
RPSI07_RS22865,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.3100195180720539,0.7709821603574282,0.0,0.0,100,0,114.69,1,3,0,1,True
RPSI07_RS22870,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2997546876395374,0.8173541796849411,0.0,0.0,129,0,114.34,1,3,0,1,True
RPSI07_RS22875,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2986948055285532,0.7225491860127407,0.064516129032258,1.0,314,0,113.6,3,3,5,46,True
RPSI07_RS22880,,UNRESOLVED,unknown,0,,0,0.6069040583270958,0.37341959310949063,0.3666666666666666,0.0,310,0,112.66,3,3,18,34,False
RPSI07_RS22885,,UNRESOLVED,unknown,0,,1,0.4752346312050683,0.48931866024899134,0.1818181818181818,1.0,168,0,111.92,3,3,12,41,True
RPSI07_RS22890,,ROGUE_SUSPECT,unknown,0,N_score|E_ortho|P_rogue,0,0.3122583210653467,0.6936342025986777,0.0,0.0,89,0,111.51,3,3,4,0,False
RPSI07_RS22895,,UNRESOLVED,unknown,0,,0,0.4231192502559195,0.573879005585279,0.2,0.0,319,0,110.9,3,3,1,8,False
RPSI07_RS22900,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0942881021916833,0.9448964565242618,0.0,0.0,931,1,109.04,3,3,0,3,True
RPSI07_RS22905,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.7325255410748746,0.2167288085050211,0.4054054054054054,14.0,309,1,106.98,3,3,280,342,False
RPSI07_RS22910,,UNRESOLVED,unknown,0,,0,0.3948594489838747,0.626190611258654,0.15625,3.0,328,0,105.77,3,3,14,72,True
RPSI07_RS22915,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.187782181801599,0.8260697371664311,0.0,0.0,479,0,104.36,3,3,0,18,True
RPSI07_RS22920,,UNRESOLVED,unknown,0,,0,0.4033939460792977,0.5754545058864,0.1142857142857142,3.0,196,0,103.28,3,3,29,98,True
RPSI07_RS22925,,UNRESOLVED,unknown,0,N_pangenome_some,0,0.4043538081146945,0.5532729347949006,0.1333333333333333,0.0,184,0,102.72,2,3,2,16,True
RPSI07_RS22930,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2345217511726149,0.7933895760716051,0.0,0.0,286,1,101.98,3,3,0,53,True
RPSI07_RS22945,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1832767231660136,0.8594782125087284,0.0,0.0,488,0,95.75,3,3,0,3,True
RPSI07_RS22950,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3187862710329367,0.7108701197594032,0.1,0.0,285,1,94.57,3,3,3,24,True
RPSI07_RS22955,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2317973863878015,0.8152840366859504,0.0,0.0,311,0,93.48,1,3,0,1,True
RPSI07_RS22960,,UNRESOLVED,unknown,0,N_pangenome_some,1,0.5042346350891007,0.5452795267978263,0.24,1.0,229,0,92.46,1,3,12,48,False
RPSI07_RS22965,,UNRESOLVED,unknown,0,E_cons_core|N_pangenome_some,0,0.7916648114739565,0.15190549046957383,0.5,0.0,98,0,91.89,1,3,3,6,False
RPSI07_RS22970,,UNRESOLVED,unknown,0,,0,0.4510056967974697,0.5393392382971116,0.1515151515151515,2.0,145,0,91.51,3,3,11,64,True
RPSI07_RS22975,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.1523016054589244,0.8804583692963176,0.0,0.0,613,0,90.37,1,3,3,46,True
RPSI07_RS22980,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2526118559701906,0.7271640479818778,0.0,0.0,238,0,89.1,1,3,1,3,True
RPSI07_RS22985,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.069724426975887,0.9540580432277116,0.0,0.0,1100,1,86.94,3,3,0,10,True
RPSI07_RS22990,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2152611054938709,0.7754937548282133,0.0,0.0,356,0,84.36,3,3,0,3,True
RPSI07_RS22995,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.291035464652538,0.7737534910028372,0.0,0.0,119,0,83.49,3,3,0,14,True
RPSI07_RS23000,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.2943430758992628,0.8726413355507089,0.0,0.0,111,0,82.44,2,3,0,2,True
RPSI07_RS23010,,UNRESOLVED,unknown,0,N_redundancy,0,0.4693026528541028,0.5372147799891483,0.1621621621621621,7.0,214,0,81.21,3,3,44,222,True
RPSI07_RS23015,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2021522667558861,0.8189422956857291,0.0,0.0,399,0,80.27,3,3,0,9,True
RPSI07_RS23020,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_pangenome_strong,0,0.4738370358569216,0.5088158800340474,0.25,0.0,267,1,79.27,0,3,2,7,False
RPSI07_RS23025,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.2534269521652144,0.74748667582142,0.027027027027027,7.0,403,1,78.22,3,3,12,260,True
RPSI07_RS23030,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2081473679026469,0.7744392696696235,0.0,0.0,348,1,76.91,3,3,0,7,True
RPSI07_RS23035,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2272913671292388,0.8157300836242506,0.0,0.0,282,1,75.92,3,3,0,7,True
RPSI07_RS23040,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2780197902331096,0.7562008837158974,0.1111111111111111,0.0,407,1,74.82,3,3,1,13,True
RPSI07_RS23045,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2795405428295405,0.7789597379817101,0.0,0.0,117,1,74.03,3,3,0,3,True
RPSI07_RS23050,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1654278735777228,0.8715449795814952,0.0,0.0,536,0,72.75,3,3,0,6,True
RPSI07_RS23055,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2189700417805017,0.7586809462177246,0.0,0.0,304,1,71.44,3,3,0,7,True
RPSI07_RS23060,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2730230191450222,0.7709643015350791,0.0,0.0,157,0,70.59,3,3,0,5,True
RPSI07_RS23065,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_ortho|P_rogue,0,0.2810885176810433,0.7099185133875925,0.0,0.0,107,1,70.17,3,3,3,0,False
RPSI07_RS23070,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2675433336098349,0.7991625389989192,0.0,0.0,148,1,69.63,3,3,0,3,True
RPSI07_RS23075,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_ortho,0,0.2006869817494878,0.8268095761400035,0.0,0.0,367,1,68.59,0,3,0,3,True
RPSI07_RS23080,,CONFIDENT_NONESSENTIAL,non-essential,1,E_cons_core|E_geometry|N_pangenome_strong,0,0.8116095680844527,0.18670051899903858,0.5555555555555556,0.0,117,1,67.83,0,3,5,7,False
RPSI07_RS23085,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1140843815344883,0.9259775287449956,0.0,0.0,759,1,66.43,3,3,0,11,True
RPSI07_RS23090,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2837686907053606,0.7763114415984926,0.0,0.0,95,1,65.11,3,3,0,5,True
RPSI07_RS23095,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1721622597595841,0.8921282078951697,0.0,0.0,499,0,63.92,3,3,0,5,True
RPSI07_RS23100,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2358686729916844,0.8046199937365773,0.0,0.0,264,0,62.73,3,3,0,34,True
RPSI07_RS23105,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.25792506274117,0.8141400613590702,0.0,0.0,194,0,62.05,3,3,0,4,True
RPSI07_RS23110,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_ortho,0,0.2586398849479171,0.8411561312700638,0.0,0.0,167,1,61.44,0,3,0,4,False
RPSI07_RS23115,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9019201920925136,0.06469903083572166,0.926829268292683,0.0,613,1,59.85,3,3,48,3,False
RPSI07_RS23120,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho,1,0.942711770497018,0.03560342964109164,1.0,0.0,456,1,58.14,3,3,43,0,True
RPSI07_RS23125,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2147521854119536,0.7855027029639262,0.0,0.0,328,0,56.8,3,3,0,20,True
RPSI07_RS23130,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2119434751280874,0.8358476196694502,0.0,0.0,313,1,55.74,3,3,0,40,True
RPSI07_RS23135,,UNRESOLVED,unknown,0,,0,0.390810311332023,0.5571173924938709,0.1764705882352941,2.0,314,0,54.65,3,3,21,56,True
RPSI07_RS23140,,UNRESOLVED,unknown,0,N_redundancy,0,0.5478193998480347,0.3623552589128551,0.2631578947368421,20.0,481,1,53.45,3,3,104,358,True
RPSI07_RS23145,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1909052613738082,0.8466954633489627,0.0,0.0,386,1,52.14,3,3,0,63,True
RPSI07_RS23150,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2382123609507753,0.7503132979640095,0.0256410256410256,2.0,322,1,51.08,3,3,9,94,True
RPSI07_RS23155,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2376699359820258,0.7264115174384779,0.0263157894736842,2.0,324,1,50.12,3,3,5,203,True
RPSI07_RS23160,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,0,0.8477773300900776,0.0802317709850523,0.5365853658536586,18.0,240,1,49.24,3,3,362,258,False
RPSI07_RS23165,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,0,0.3444562332385164,0.6399181576992979,0.125,13.0,504,0,47.98,3,3,140,410,True
RPSI07_RS23170,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,0,0.964993845585704,0.017795672275958973,0.6097560975609756,61.0,309,1,46.77,3,3,1653,605,True
RPSI07_RS23175,,UNRESOLVED,unknown,0,N_redundancy,1,0.5826662447598026,0.3704762167398397,0.3658536585365853,6.0,409,0,45.55,3,3,114,165,False
RPSI07_RS23180,,UNRESOLVED,unknown,0,,0,0.3633697749836154,0.5695058021209589,0.16,1.0,310,0,44.43,3,3,7,45,True
RPSI07_RS23185,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.950923061197102,0.03728272114438438,0.9166666666666666,0.0,131,1,43.76,3,3,55,4,True
RPSI07_RS23190,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho|F_core_redundant,1,0.982059319276136,0.007316967261997999,1.0,28.0,268,1,43.14,3,3,1251,0,True
RPSI07_RS23195,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9308443262042728,0.038471330327463575,0.9285714285714286,0.0,398,0,42.12,3,3,17,2,False
RPSI07_RS23200,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1984825667839838,0.795469921401755,0.032258064516129,0.0,427,1,40.89,3,3,1,40,False
RPSI07_RS23205,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2132117321719263,0.7976151037953806,0.0,0.0,315,0,39.68,3,3,0,45,True
RPSI07_RS23235,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3579714804316938,0.5683890838503236,0.073170731707317,14.0,310,1,30.01,3,3,81,406,True
RPSI07_RS23240,,UNRESOLVED,unknown,0,E_geometry,0,0.4328132927416669,0.48424051762965115,0.2,1.0,200,1,29.17,3,3,18,70,True
RPSI07_RS23245,,UNRESOLVED,unknown,0,N_redundancy,1,0.8066622435217456,0.12280560450117853,0.4871794871794871,12.0,171,0,28.5,3,3,207,90,False
RPSI07_RS23250,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2431186012504825,0.8123951698649484,0.0,0.0,203,0,27.91,3,3,0,3,True
RPSI07_RS23255,,ROGUE_SUSPECT,unknown,0,N_score|E_ortho|P_rogue,1,0.2672769475940505,0.658863630830691,0.0,0.0,125,0,27.32,3,3,3,0,False
RPSI07_RS23260,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.2332211266931831,0.7757267822804264,0.0,1.0,252,0,26.68,3,3,0,38,True
RPSI07_RS23265,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2125778031544605,0.8443368475078573,0.0,0.0,303,0,25.56,3,3,0,12,True
RPSI07_RS23270,,UNRESOLVED,unknown,0,N_redundancy,0,0.3659271154033735,0.624698991101843,0.1379310344827586,6.0,322,0,24.44,3,3,32,143,True
RPSI07_RS23275,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2412495878375965,0.7460636695117104,0.0,0.0,178,1,23.55,3,3,0,3,True
RPSI07_RS23280,,UNRESOLVED,unknown,0,E_geometry,0,0.4984775911292575,0.4460309968395744,0.3170731707317073,1.0,338,1,22.56,3,3,14,42,False
RPSI07_RS23285,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2444894891282544,0.7649575374177289,0.0,0.0,166,1,21.67,3,3,0,7,True
RPSI07_RS23290,,UNRESOLVED,unknown,0,E_geometry,0,0.3494042484869982,0.6882629045316135,0.1463414634146341,1.0,262,1,20.89,3,3,14,71,True
RPSI07_RS23295,,UNRESOLVED,unknown,0,,1,0.6725739990739216,0.3177952604088677,0.4390243902439024,0.0,227,0,20.12,3,3,24,23,False
RPSI07_RS23300,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2110395739968203,0.817301899617688,0.0,0.0,276,1,19.24,3,3,0,40,True
RPSI07_RS23305,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.8959595759177552,0.060452897914627955,0.8048780487804879,0.0,293,1,18.33,3,3,39,11,False
RPSI07_RS23310,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,0,0.8807091576209836,0.07861185720020013,0.7567567567567568,2.0,298,1,17.36,3,3,58,24,False
RPSI07_RS23315,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,0,0.8818588425936636,0.06737070210633607,0.7567567567567568,2.0,290,1,16.47,3,3,58,24,False
RPSI07_RS23320,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho,1,0.946036567191909,0.035085227160689146,1.0,0.0,397,0,15.2,3,3,45,0,True
RPSI07_RS23325,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,0,0.8672719333640457,0.1115034475828985,0.6666666666666666,0.0,98,1,14.38,3,3,2,5,False
RPSI07_RS23330,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.2165634100595803,0.7946804338198259,0.0,1.0,294,0,13.47,3,3,0,35,True
RPSI07_RS23335,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1210331412964518,0.8894167546910107,0.0,0.0,659,1,12.02,3,3,0,4,True
RPSI07_RS23340,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1868890613609968,0.7814352865118988,0.0,0.0,379,0,10.21,3,3,0,12,True
RPSI07_RS23345,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,1,0.8143049099956703,0.1160448831206875,0.5588235294117647,8.0,203,1,9.32,3,3,243,143,False
RPSI07_RS23350,,UNRESOLVED,unknown,0,N_redundancy,0,0.7292422984764786,0.21428538630573393,0.4102564102564102,9.0,153,0,8.65,3,3,186,143,False
RPSI07_RS23355,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_strong|N_ortho,0,0.2061388711860743,0.7822414891215985,0.0,0.0,305,0,7.82,0,3,0,14,True
