organism,locus_tag,ortholog_prior,n_orthologs
mtuberculosis,Rv0041,1.0,7
mtuberculosis,Rv0042c,0.5,0
mtuberculosis,Rv0043c,0.5,0
mtuberculosis,Rv0044c,0.5,0
mtuberculosis,Rv0045c,0.0,1
mtuberculosis,Rv0046c,0.5,0
mtuberculosis,Rv0047c,0.5,0
mtuberculosis,Rv0048c,0.5,0
mtuberculosis,Rv0049,0.5,0
mtuberculosis,Rv0050,0.5,0
mtuberculosis,Rv0051,0.5,0
mtuberculosis,Rv0052,0.0,1
mtuberculosis,Rv0053,1.0,3
mtuberculosis,Rv0054,0.5,2
mtuberculosis,Rv0055,1.0,5
mtuberculosis,Rv0056,0.2,5
mtuberculosis,Rv0057,0.5,0
mtuberculosis,Rv0058,0.5,0
mtuberculosis,Rv0060,0.5,0
mtuberculosis,Rv0061c,0.5,0
mtuberculosis,Rv0062,0.5,0
mtuberculosis,Rv0063,0.5,0
mtuberculosis,Rv0064,0.5,0
mtuberculosis,Rv0064A,0.5,0
mtuberculosis,Rv0065,0.5,0
mtuberculosis,Rv0066c,0.0,1
mtuberculosis,Rv0067c,0.5,0
mtuberculosis,Rv0068,0.0,1
mtuberculosis,Rv0069c,0.0,2
mtuberculosis,Rv0070c,0.6,5
mtuberculosis,Rv0071,0.5,0
mtuberculosis,Rv0072,0.5,0
mtuberculosis,Rv0073,0.0,2
mtuberculosis,Rv0074,0.0,1
mtuberculosis,Rv0075,0.5,0
mtuberculosis,Rv0076c,0.5,0
mtuberculosis,Rv0077c,0.5,0
mtuberculosis,Rv0078,0.5,0
mtuberculosis,Rv0078A,0.5,0
mtuberculosis,Rv0078B,0.5,0
mtuberculosis,Rv0079,0.5,0
mtuberculosis,Rv0080,0.5,0
mtuberculosis,Rv0081,0.0,1
mtuberculosis,Rv0082,0.5,0
mtuberculosis,Rv0083,0.5,0
mtuberculosis,Rv0084,0.0,1
mtuberculosis,Rv0085,0.5,0
mtuberculosis,Rv0086,0.5,0
mtuberculosis,Rv0087,0.0,1
mtuberculosis,Rv0088,0.5,0
mtuberculosis,Rv0089,0.5,0
mtuberculosis,Rv0090,0.5,0
mtuberculosis,Rv0091,0.5,0
mtuberculosis,Rv0092,0.5,0
mtuberculosis,Rv0093c,0.5,0
mtuberculosis,Rv0094c,0.5,0
mtuberculosis,Rv0095c,0.5,0
mtuberculosis,Rv0096,0.5,0
mtuberculosis,Rv0097,0.5,0
mtuberculosis,Rv0098,0.5,0
mtuberculosis,Rv0099,0.5,0
mtuberculosis,Rv0100,0.5,0
mtuberculosis,Rv0101,0.5,0
mtuberculosis,Rv0102,0.5,0
mtuberculosis,Rv0103c,0.5,0
mtuberculosis,Rv0104,0.5,0
mtuberculosis,Rv0105c,0.5,0
mtuberculosis,Rv0106,0.5,0
mtuberculosis,Rv0107c,0.5,0
mtuberculosis,Rv0108c,0.5,0
mtuberculosis,Rv0109,0.5,0
mtuberculosis,Rv0110,0.0,1
mtuberculosis,Rv0111,0.5,0
mtuberculosis,Rv0112,0.5,0
mtuberculosis,Rv0113,0.5,0
mtuberculosis,Rv0114,0.5,2
mtuberculosis,Rv0115,0.5,0
mtuberculosis,Rv0116c,0.5,0
mtuberculosis,Rv0117,0.0,2
mtuberculosis,Rv0118c,0.5,0
mtuberculosis,Rv0119,0.5,0
mtuberculosis,Rv0120c,0.5,0
mtuberculosis,Rv0121c,0.5,0
mtuberculosis,Rv0122,0.5,0
mtuberculosis,Rv0123,0.5,0
mtuberculosis,Rv0124,0.5,0
mtuberculosis,Rv0125,0.5,0
mtuberculosis,Rv0126,0.5,0
mtuberculosis,Rv0127,0.5,0
mtuberculosis,Rv0128,0.5,0
mtuberculosis,Rv0129c,0.5,0
mtuberculosis,Rv0130,0.0,1
mtuberculosis,Rv0131c,0.5,0
mtuberculosis,Rv0132c,0.5,0
mtuberculosis,Rv0133,0.5,0
mtuberculosis,Rv0134,0.5,0
mtuberculosis,Rv0135c,0.5,0
mtuberculosis,Rv0136,0.5,0
mtuberculosis,Rv0137c,0.0,5
mtuberculosis,Rv0140,0.5,0
mtuberculosis,Rv0141c,0.5,0
mtuberculosis,Rv0142,0.5,0
mtuberculosis,Rv0143c,0.5,0
mtuberculosis,Rv0144,0.5,0
mtuberculosis,Rv0145,0.5,0
mtuberculosis,Rv0153c,0.0,1
mtuberculosis,Rv0154c,0.0,2
mtuberculosis,Rv0155,0.0,3
mtuberculosis,Rv0157,0.0,3
mtuberculosis,Rv0157A,0.5,0
mtuberculosis,Rv0161,0.0,1
mtuberculosis,Rv0162c,0.5,0
mtuberculosis,Rv0163,0.0,1
mtuberculosis,Rv0164,0.5,0
mtuberculosis,Rv0165c,0.5,0
mtuberculosis,Rv0166,0.0,1
mtuberculosis,Rv0167,0.5,0
mtuberculosis,Rv0168,0.5,0
mtuberculosis,Rv0169,0.5,0
mtuberculosis,Rv0170,0.5,0
mtuberculosis,Rv0171,0.5,0
mtuberculosis,Rv0172,0.5,0
mtuberculosis,Rv0173,0.5,0
mtuberculosis,Rv0174,0.5,0
mtuberculosis,Rv0175,0.5,0
mtuberculosis,Rv0176,0.5,0
mtuberculosis,Rv0177,0.5,0
mtuberculosis,Rv0178,0.5,0
mtuberculosis,Rv0179c,0.5,0
mtuberculosis,Rv0180c,0.5,0
mtuberculosis,Rv0181c,0.0,3
mtuberculosis,Rv0182c,0.5,0
mtuberculosis,Rv0183,0.5,0
mtuberculosis,Rv0184,0.5,0
mtuberculosis,Rv0185,0.5,0
mtuberculosis,Rv0186,0.0,1
mtuberculosis,Rv0186A,0.5,0
mtuberculosis,Rv0187,0.0,1
mtuberculosis,Rv0188,0.5,0
mtuberculosis,Rv0189c,0.0,2
mtuberculosis,Rv0196,0.5,0
mtuberculosis,Rv0197,0.5,0
mtuberculosis,Rv0198c,0.0,1
mtuberculosis,Rv0199,0.5,0
mtuberculosis,Rv0200,0.5,0
mtuberculosis,Rv0201c,0.5,0
mtuberculosis,Rv0202c,0.5,0
mtuberculosis,Rv0203,0.5,0
mtuberculosis,Rv0204c,0.5,0
mtuberculosis,Rv0205,0.5,0
mtuberculosis,Rv0206c,0.5,0
mtuberculosis,Rv0207c,0.5,0
mtuberculosis,Rv0208c,0.3333333333333333,3
mtuberculosis,Rv0209,0.5,0
mtuberculosis,Rv0210,0.5,0
mtuberculosis,Rv0211,1.0,1
mtuberculosis,Rv0212c,0.0,1
mtuberculosis,Rv0213c,0.5,0
mtuberculosis,Rv0214,0.0,2
mtuberculosis,Rv0215c,0.0,1
mtuberculosis,Rv0216,0.5,0
mtuberculosis,Rv0217c,0.5,0
mtuberculosis,Rv0218,0.5,0
mtuberculosis,Rv0219,0.5,0
mtuberculosis,Rv0220,0.5,0
mtuberculosis,Rv0221,0.5,0
mtuberculosis,Rv0222,0.0,2
mtuberculosis,Rv0223c,0.0,1
mtuberculosis,Rv0224c,0.5,0
mtuberculosis,Rv0225,0.5,0
mtuberculosis,Rv0226c,0.5,0
mtuberculosis,Rv0227c,0.5,0
mtuberculosis,Rv0228,0.5,0
mtuberculosis,Rv0229c,0.5,0
mtuberculosis,Rv0233,0.5,0
mtuberculosis,Rv0234c,0.0,2
mtuberculosis,Rv0235c,0.5,0
mtuberculosis,Rv0236c,0.5,0
mtuberculosis,Rv0236A,0.5,0
mtuberculosis,Rv0237,0.0,2
mtuberculosis,Rv0238,0.5,0
mtuberculosis,Rv0239,0.5,0
mtuberculosis,Rv0240,0.5,0
mtuberculosis,Rv0241c,0.0,1
mtuberculosis,Rv0242c,0.5,2
mtuberculosis,Rv0243,0.0,1
mtuberculosis,Rv0244c,0.0,2
mtuberculosis,Rv0245,0.5,0
mtuberculosis,Rv0246,0.5,0
mtuberculosis,Rv0247c,0.5,0
mtuberculosis,Rv0248c,0.5,0
mtuberculosis,Rv0249c,0.5,0
mtuberculosis,Rv0250c,0.5,0
mtuberculosis,Rv0251c,0.5,0
mtuberculosis,Rv0252,0.0,3
mtuberculosis,Rv0253,0.0,1
mtuberculosis,Rv0254c,0.0,1
mtuberculosis,Rv0255c,0.0,3
mtuberculosis,Rv0256c,0.5,0
mtuberculosis,Rv0257,0.5,0
mtuberculosis,Rv0258c,0.5,0
mtuberculosis,Rv0259c,0.5,0
mtuberculosis,Rv0260c,0.5,0
mtuberculosis,Rv0261c,0.5,0
mtuberculosis,Rv0262c,0.5,0
mtuberculosis,Rv0263c,0.0,2
mtuberculosis,Rv0264c,0.0,1
mtuberculosis,Rv0265c,0.5,0
mtuberculosis,Rv0266c,0.0,1
mtuberculosis,Rv0269c,0.5,0
mtuberculosis,Rv0270,0.5,0
mtuberculosis,Rv0271c,0.5,0
mtuberculosis,Rv0272c,0.5,0
mtuberculosis,Rv0273c,0.5,0
mtuberculosis,Rv0274,0.0,1
mtuberculosis,Rv0275c,0.5,0
mtuberculosis,Rv0276,0.5,0
mtuberculosis,Rv0277c,0.5,0
mtuberculosis,Rv0278c,0.5,0
mtuberculosis,Rv0279c,0.5,0
mtuberculosis,Rv0280,0.5,0
mtuberculosis,Rv0281,0.5,0
mtuberculosis,Rv0282,0.5,0
mtuberculosis,Rv0283,0.5,0
mtuberculosis,Rv0284,0.5,0
mtuberculosis,Rv0285,0.5,0
mtuberculosis,Rv0286,0.5,0
mtuberculosis,Rv0289,0.5,0
mtuberculosis,Rv0290,0.5,0
mtuberculosis,Rv0291,0.5,0
mtuberculosis,Rv0292,0.5,0
mtuberculosis,Rv0293c,0.5,0
mtuberculosis,Rv0294,0.5,0
mtuberculosis,Rv0295c,0.5,0
mtuberculosis,Rv0296c,0.5,0
mtuberculosis,Rv0297,0.5,0
mtuberculosis,Rv0298,0.5,0
mtuberculosis,Rv0299,0.5,0
mtuberculosis,Rv0300,0.5,0
mtuberculosis,Rv0301,0.5,0
mtuberculosis,Rv0302,0.5,0
mtuberculosis,Rv0303,0.5,0
mtuberculosis,Rv0304c,0.5,0
mtuberculosis,Rv0305c,0.5,0
mtuberculosis,Rv0306,0.5,0
mtuberculosis,Rv0307c,0.5,0
mtuberculosis,Rv0308,0.5,0
mtuberculosis,Rv0309,0.5,0
mtuberculosis,Rv0310c,0.5,0
mtuberculosis,Rv0311,0.5,0
mtuberculosis,Rv0312,0.5,0
mtuberculosis,Rv0316,0.5,0
mtuberculosis,Rv0317c,0.5,0
mtuberculosis,Rv0318c,0.5,0
mtuberculosis,Rv0319,0.5,0
mtuberculosis,Rv0320,0.5,0
mtuberculosis,Rv0321,0.0,2
mtuberculosis,Rv0322,0.0,1
mtuberculosis,Rv0323c,0.5,0
mtuberculosis,Rv0324,0.5,0
mtuberculosis,Rv0325,0.5,0
mtuberculosis,Rv0326,0.5,0
mtuberculosis,Rv0327c,0.5,0
mtuberculosis,Rv0328,0.5,0
mtuberculosis,Rv0329c,0.5,0
mtuberculosis,Rv0330c,0.5,0
mtuberculosis,Rv0331,0.5,0
mtuberculosis,Rv0332,0.5,0
mtuberculosis,Rv0333,0.5,0
mtuberculosis,Rv0334,0.0,3
mtuberculosis,Rv0337c,0.0,2
mtuberculosis,Rv0338c,0.5,0
mtuberculosis,Rv0339c,0.5,0
mtuberculosis,Rv0340,0.5,0
mtuberculosis,Rv0341,0.5,0
mtuberculosis,Rv0342,0.5,0
mtuberculosis,Rv0343,0.5,0
mtuberculosis,Rv0344c,0.5,0
mtuberculosis,Rv0345,0.5,0
mtuberculosis,Rv0346c,0.5,0
mtuberculosis,Rv0348,0.5,0
mtuberculosis,Rv0349,0.5,0
mtuberculosis,Rv0350,0.7142857142857143,7
mtuberculosis,Rv0351,0.5,0
mtuberculosis,Rv0352,0.6666666666666666,3
mtuberculosis,Rv0353,0.5,0
mtuberculosis,Rv0356c,0.5,0
mtuberculosis,Rv0357c,0.3333333333333333,3
mtuberculosis,Rv0359,0.0,1
mtuberculosis,Rv0360c,0.5,0
mtuberculosis,Rv0361,0.5,0
mtuberculosis,Rv0362,0.0,1
mtuberculosis,Rv0363c,1.0,3
mtuberculosis,Rv0364,0.0,2
mtuberculosis,Rv0365c,0.5,0
mtuberculosis,Rv0366c,0.5,0
mtuberculosis,Rv0367c,0.5,0
mtuberculosis,Rv0368c,0.5,0
mtuberculosis,Rv0369c,0.5,0
mtuberculosis,Rv0370c,0.0,2
mtuberculosis,Rv0371c,0.5,0
mtuberculosis,Rv0372c,0.5,0
mtuberculosis,Rv0373c,0.5,0
mtuberculosis,Rv0374c,0.0,1
mtuberculosis,Rv0375c,0.5,0
mtuberculosis,Rv0376c,0.5,0
mtuberculosis,Rv0377,0.5,0
mtuberculosis,Rv0379,0.5,0
mtuberculosis,Rv0380c,0.5,0
mtuberculosis,Rv0381c,0.5,0
mtuberculosis,Rv0382c,0.0,1
mtuberculosis,Rv0386,0.5,0
mtuberculosis,Rv0387c,0.5,0
mtuberculosis,Rv0388c,0.5,0
mtuberculosis,Rv0389,0.0,2
mtuberculosis,Rv0390,0.0,1
mtuberculosis,Rv0391,0.5,2
mtuberculosis,Rv0392c,0.5,0
mtuberculosis,Rv0393,0.5,0
mtuberculosis,Rv0394c,0.5,0
mtuberculosis,Rv0395,0.5,0
mtuberculosis,Rv0396,0.5,0
mtuberculosis,Rv0397,0.5,0
mtuberculosis,Rv0397A,0.5,0
mtuberculosis,Rv0398c,0.5,0
mtuberculosis,Rv0399c,0.5,0
mtuberculosis,Rv0400c,0.0,1
mtuberculosis,Rv0401,0.5,0
mtuberculosis,Rv0402c,0.5,0
mtuberculosis,Rv0403c,0.5,0
mtuberculosis,Rv0404,0.5,0
mtuberculosis,Rv0405,0.5,0
mtuberculosis,Rv0406c,0.5,0
mtuberculosis,Rv0407,0.5,0
mtuberculosis,Rv0408,0.0,2
mtuberculosis,Rv0409,0.6,5
mtuberculosis,Rv0410c,0.5,0
mtuberculosis,Rv0411c,0.0,1
mtuberculosis,Rv0412c,0.5,0
mtuberculosis,Rv0413,0.5,0
mtuberculosis,Rv0414c,0.0,1
mtuberculosis,Rv0415,0.0,1
mtuberculosis,Rv0416,0.5,0
mtuberculosis,Rv0417,0.5,2
mtuberculosis,Rv0418,0.5,0
mtuberculosis,Rv0419,0.5,0
mtuberculosis,Rv0420c,0.5,0
mtuberculosis,Rv0421c,0.5,0
mtuberculosis,Rv0423c,0.0,2
mtuberculosis,Rv0424c,0.5,0
mtuberculosis,Rv0425c,0.5,0
mtuberculosis,Rv0426c,0.5,0
mtuberculosis,Rv0427c,0.0,1
mtuberculosis,Rv0428c,0.5,0
mtuberculosis,Rv0429c,0.5,4
mtuberculosis,Rv0430,0.5,0
mtuberculosis,Rv0431,0.5,0
mtuberculosis,Rv0432,0.0,1
mtuberculosis,Rv0433,0.5,0
mtuberculosis,Rv0434,0.5,0
mtuberculosis,Rv0435c,0.5,0
mtuberculosis,Rv0436c,0.5,0
mtuberculosis,Rv0437c,0.5,0
mtuberculosis,Rv0438c,0.0,3
mtuberculosis,Rv0439c,0.5,0
mtuberculosis,Rv0440,1.0,4
mtuberculosis,Rv0441c,0.5,0
mtuberculosis,Rv0442c,0.5,0
mtuberculosis,Rv0443,0.5,0
mtuberculosis,Rv0444c,0.5,0
mtuberculosis,Rv0445c,0.0,1
mtuberculosis,Rv0446c,0.0,2
mtuberculosis,Rv0447c,0.0,2
mtuberculosis,Rv0448c,0.5,0
mtuberculosis,Rv0449c,0.0,2
mtuberculosis,Rv0450c,0.5,0
mtuberculosis,Rv0451c,0.5,0
mtuberculosis,Rv0452,0.5,0
mtuberculosis,Rv0453,0.5,0
mtuberculosis,Rv0454,0.5,0
mtuberculosis,Rv0455c,0.5,0
mtuberculosis,Rv0456c,0.5,0
mtuberculosis,Rv0456A,0.5,0
mtuberculosis,Rv0456B,0.5,0
mtuberculosis,Rv0457c,0.0,1
mtuberculosis,Rv0458,0.0,3
mtuberculosis,Rv0459,0.5,0
mtuberculosis,Rv0460,0.5,0
mtuberculosis,Rv0463,0.5,0
mtuberculosis,Rv0464c,0.5,0
mtuberculosis,Rv0465c,0.0,1
mtuberculosis,Rv0466,0.5,0
mtuberculosis,Rv0468,0.0,2
mtuberculosis,Rv0469,0.5,0
mtuberculosis,Rv0470c,0.5,0
mtuberculosis,Rv0479c,0.5,0
mtuberculosis,Rv0480c,0.0,3
mtuberculosis,Rv0481c,0.5,0
mtuberculosis,Rv0482,0.5,2
mtuberculosis,Rv0485,0.5,0
mtuberculosis,Rv0486,0.5,0
mtuberculosis,Rv0487,0.5,0
mtuberculosis,Rv0488,0.0,1
mtuberculosis,Rv0489,0.0,1
mtuberculosis,Rv0490,0.0,2
mtuberculosis,Rv0491,0.5,2
mtuberculosis,Rv0492c,0.5,0
mtuberculosis,Rv0492A,0.5,0
mtuberculosis,Rv0493c,0.5,0
mtuberculosis,Rv0494,0.0,2
mtuberculosis,Rv0495c,0.5,0
mtuberculosis,Rv0496,0.5,0
mtuberculosis,Rv0497,0.5,0
mtuberculosis,Rv0498,0.5,0
mtuberculosis,Rv0499,0.5,0
mtuberculosis,Rv0500,0.0,2
mtuberculosis,Rv0500A,0.5,0
mtuberculosis,Rv0500B,0.5,0
mtuberculosis,Rv0501,0.5,0
mtuberculosis,Rv0502,0.5,0
mtuberculosis,Rv0504c,0.5,0
mtuberculosis,Rv0505c,1.0,1
mtuberculosis,Rv0506,0.5,0
mtuberculosis,Rv0507,0.5,0
mtuberculosis,Rv0508,0.5,0
mtuberculosis,Rv0509,1.0,2
mtuberculosis,Rv0510,0.5,2
mtuberculosis,Rv0512,1.0,2
mtuberculosis,Rv0513,0.5,0
mtuberculosis,Rv0514,0.5,0
mtuberculosis,Rv0515,0.5,0
mtuberculosis,Rv0521,0.5,0
mtuberculosis,Rv0522,0.0,2
mtuberculosis,Rv0523c,0.5,0
mtuberculosis,Rv0524,0.0,1
mtuberculosis,Rv0525,0.5,0
mtuberculosis,Rv0526,0.5,0
mtuberculosis,Rv0527,0.5,0
mtuberculosis,Rv0528,0.5,0
mtuberculosis,Rv0529,0.5,0
mtuberculosis,Rv0530,0.5,0
mtuberculosis,Rv0530A,0.5,0
mtuberculosis,Rv0531,0.5,0
mtuberculosis,Rv0532,0.5,0
mtuberculosis,Rv0533c,1.0,3
mtuberculosis,Rv0534c,0.5,2
mtuberculosis,Rv0535,0.5,0
mtuberculosis,Rv0536,0.5,0
mtuberculosis,Rv0537c,0.5,0
mtuberculosis,Rv0538,0.5,0
mtuberculosis,Rv0539,0.5,0
mtuberculosis,Rv0540,0.5,0
mtuberculosis,Rv0541c,0.5,0
mtuberculosis,Rv0542c,0.5,0
mtuberculosis,Rv0543c,0.5,0
mtuberculosis,Rv0544c,0.5,0
mtuberculosis,Rv0545c,0.5,0
mtuberculosis,Rv0546c,0.5,0
mtuberculosis,Rv0547c,0.0,1
mtuberculosis,Rv0548c,0.0,2
mtuberculosis,Rv0549c,0.5,0
mtuberculosis,Rv0550c,0.5,0
mtuberculosis,Rv0551c,0.5,0
mtuberculosis,Rv0552,0.5,0
mtuberculosis,Rv0553,0.5,0
mtuberculosis,Rv0554,0.0,1
mtuberculosis,Rv0555,0.5,0
mtuberculosis,Rv0556,0.5,0
mtuberculosis,Rv0557,0.0,2
mtuberculosis,Rv0558,0.5,4
mtuberculosis,Rv0559c,0.5,0
mtuberculosis,Rv0560c,0.5,0
mtuberculosis,Rv0561c,0.5,0
mtuberculosis,Rv0562,0.5,2
mtuberculosis,Rv0563,0.0,2
mtuberculosis,Rv0564c,0.5,0
mtuberculosis,Rv0565c,0.5,0
mtuberculosis,Rv0566c,0.0,2
mtuberculosis,Rv0567,0.5,0
mtuberculosis,Rv0568,0.5,0
mtuberculosis,Rv0569,0.5,0
mtuberculosis,Rv0570,0.5,0
mtuberculosis,Rv0571c,0.5,0
mtuberculosis,Rv0572c,0.5,0
mtuberculosis,Rv0573c,1.0,1
mtuberculosis,Rv0574c,0.5,0
mtuberculosis,Rv0575c,0.5,0
mtuberculosis,Rv0576,0.5,0
mtuberculosis,Rv0577,0.5,0
mtuberculosis,Rv0578c,0.5,0
mtuberculosis,Rv0579,0.5,0
mtuberculosis,Rv0580c,0.5,0
mtuberculosis,Rv0581,0.5,0
mtuberculosis,Rv0582,0.5,0
mtuberculosis,Rv0583c,0.5,0
mtuberculosis,Rv0584,0.0,1
mtuberculosis,Rv0585c,0.5,0
mtuberculosis,Rv0586,0.5,0
mtuberculosis,Rv0587,0.5,0
mtuberculosis,Rv0588,0.5,0
mtuberculosis,Rv0589,0.5,0
mtuberculosis,Rv0590,0.5,0
mtuberculosis,Rv0590A,0.5,0
mtuberculosis,Rv0591,0.5,0
mtuberculosis,Rv0592,0.5,0
mtuberculosis,Rv0593,0.5,0
mtuberculosis,Rv0594,0.5,0
mtuberculosis,Rv0595c,0.5,0
mtuberculosis,Rv0596c,0.5,0
mtuberculosis,Rv0597c,0.5,0
mtuberculosis,Rv0598c,0.5,0
mtuberculosis,Rv0599c,0.5,0
mtuberculosis,Rv0600c,0.5,0
mtuberculosis,Rv0601c,0.5,0
mtuberculosis,Rv0602c,0.0,2
mtuberculosis,Rv0603,0.5,0
mtuberculosis,Rv0604,0.5,0
mtuberculosis,Rv0605,0.5,0
mtuberculosis,Rv0606,0.5,0
mtuberculosis,Rv0609,0.5,0
mtuberculosis,Rv0610c,0.5,0
mtuberculosis,Rv0611c,0.5,0
mtuberculosis,Rv0612,0.5,0
mtuberculosis,Rv0613c,0.5,0
mtuberculosis,Rv0614,0.5,0
mtuberculosis,Rv0615,0.5,0
mtuberculosis,Rv0616c,0.5,0
mtuberculosis,Rv0616A,0.5,0
mtuberculosis,Rv0617,0.5,0
mtuberculosis,Rv0618,0.5,0
mtuberculosis,Rv0619,0.5,0
mtuberculosis,Rv0620,0.0,1
mtuberculosis,Rv0621,0.5,0
mtuberculosis,Rv0622,0.5,0
mtuberculosis,Rv0623,0.5,0
mtuberculosis,Rv0624,0.0,1
mtuberculosis,Rv0625c,0.5,0
mtuberculosis,Rv0626,0.5,0
mtuberculosis,Rv0628c,0.5,0
mtuberculosis,Rv0629c,0.0,2
mtuberculosis,Rv0630c,0.5,0
mtuberculosis,Rv0631c,0.5,0
mtuberculosis,Rv0632c,0.5,0
mtuberculosis,Rv0633c,0.5,0
mtuberculosis,Rv0634c,0.0,3
mtuberculosis,Rv0634A,0.5,0
mtuberculosis,Rv0635,0.5,0
mtuberculosis,Rv0636,0.5,0
mtuberculosis,Rv0637,0.5,0
mtuberculosis,Rv0638,0.5,0
mtuberculosis,Rv0639,0.5,2
mtuberculosis,Rv0640,1.0,6
mtuberculosis,Rv0641,0.7142857142857143,7
mtuberculosis,Rv0647c,0.0,1
mtuberculosis,Rv0648,0.5,0
mtuberculosis,Rv0649,0.5,0
mtuberculosis,Rv0650,0.0,2
mtuberculosis,Rv0651,1.0,2
mtuberculosis,Rv0653c,0.5,0
mtuberculosis,Rv0658c,0.5,0
mtuberculosis,Rv0659c,0.5,0
mtuberculosis,Rv0660c,0.5,0
mtuberculosis,Rv0661c,0.5,0
mtuberculosis,Rv0663,0.5,0
mtuberculosis,Rv0664,0.5,0
mtuberculosis,Rv0665,0.5,0
mtuberculosis,Rv0667,1.0,7
mtuberculosis,Rv0668,0.8571428571428571,7
mtuberculosis,Rv0669c,0.5,0
mtuberculosis,Rv0670,0.5,0
mtuberculosis,Rv0671,0.0,1
mtuberculosis,Rv0672,0.0,2
mtuberculosis,Rv0673,0.5,0
mtuberculosis,Rv0674,0.5,0
mtuberculosis,Rv0675,0.5,0
mtuberculosis,Rv0676c,0.5,0
mtuberculosis,Rv0677c,0.5,0
mtuberculosis,Rv0678,0.5,0
mtuberculosis,Rv0679c,0.5,0
mtuberculosis,Rv0680c,0.5,0
mtuberculosis,Rv0681,0.5,0
mtuberculosis,Rv0682,1.0,6
mtuberculosis,Rv0683,0.8333333333333334,6
mtuberculosis,Rv0684,0.8571428571428571,7
mtuberculosis,Rv0685,0.6666666666666666,6
mtuberculosis,Rv0686,0.5,0
mtuberculosis,Rv0687,0.0,2
mtuberculosis,Rv0688,0.0,1
mtuberculosis,Rv0689c,0.5,0
mtuberculosis,Rv0690c,0.0,1
mtuberculosis,Rv0691c,0.5,0
mtuberculosis,Rv0691A,0.5,0
mtuberculosis,Rv0692,0.5,0
mtuberculosis,Rv0693,0.5,0
mtuberculosis,Rv0694,0.5,0
mtuberculosis,Rv0695,0.5,0
mtuberculosis,Rv0696,0.5,0
mtuberculosis,Rv0698,0.5,0
mtuberculosis,Rv0699,0.5,0
mtuberculosis,Rv0701,1.0,6
mtuberculosis,Rv0702,1.0,6
mtuberculosis,Rv0703,1.0,4
mtuberculosis,Rv0704,1.0,6
mtuberculosis,Rv0705,1.0,7
mtuberculosis,Rv0706,1.0,4
mtuberculosis,Rv0707,1.0,6
mtuberculosis,Rv0708,1.0,6
mtuberculosis,Rv0710,1.0,5
mtuberculosis,Rv0711,0.5,0
mtuberculosis,Rv0712,0.0,1
mtuberculosis,Rv0713,0.5,0
mtuberculosis,Rv0714,1.0,6
mtuberculosis,Rv0715,1.0,5
mtuberculosis,Rv0716,1.0,6
mtuberculosis,Rv0718,1.0,6
mtuberculosis,Rv0719,1.0,7
mtuberculosis,Rv0720,1.0,5
mtuberculosis,Rv0721,1.0,6
mtuberculosis,Rv0724,0.5,2
mtuberculosis,Rv0724A,0.5,0
mtuberculosis,Rv0725c,0.5,0
mtuberculosis,Rv0726c,0.5,0
mtuberculosis,Rv0727c,0.0,1
mtuberculosis,Rv0728c,0.0,1
mtuberculosis,Rv0729,0.5,0
mtuberculosis,Rv0732,1.0,5
mtuberculosis,Rv0733,1.0,6
mtuberculosis,Rv0734,1.0,1
mtuberculosis,Rv0735,0.5,0
mtuberculosis,Rv0736,0.5,0
mtuberculosis,Rv0737,0.5,0
mtuberculosis,Rv0739,0.5,0
mtuberculosis,Rv0740,0.5,0
mtuberculosis,Rv0741,0.5,0
mtuberculosis,Rv0742,0.5,0
mtuberculosis,Rv0743c,0.5,0
mtuberculosis,Rv0744c,0.5,0
mtuberculosis,Rv0745,0.5,0
mtuberculosis,Rv0746,0.5,0
mtuberculosis,Rv0747,0.5,0
mtuberculosis,Rv0748,0.5,0
mtuberculosis,Rv0749,0.5,0
mtuberculosis,Rv0749A,0.5,0
mtuberculosis,Rv0750,0.5,0
mtuberculosis,Rv0751c,0.0,3
mtuberculosis,Rv0752c,0.0,2
mtuberculosis,Rv0753c,0.0,2
mtuberculosis,Rv0754,0.5,0
mtuberculosis,Rv0755c,0.5,0
mtuberculosis,Rv0756c,0.5,0
mtuberculosis,Rv0757,0.5,0
mtuberculosis,Rv0758,0.0,1
mtuberculosis,Rv0759c,0.5,0
mtuberculosis,Rv0760c,0.5,0
mtuberculosis,Rv0761c,0.5,0
mtuberculosis,Rv0762c,0.5,0
mtuberculosis,Rv0764c,0.5,0
mtuberculosis,Rv0765c,0.0,2
mtuberculosis,Rv0766c,0.5,0
mtuberculosis,Rv0767c,0.5,0
mtuberculosis,Rv0768,0.0,2
mtuberculosis,Rv0769,0.0,1
mtuberculosis,Rv0770,0.0,1
mtuberculosis,Rv0771,0.5,0
mtuberculosis,Rv0772,0.3333333333333333,3
mtuberculosis,Rv0773c,0.0,1
mtuberculosis,Rv0774c,0.5,0
mtuberculosis,Rv0775,0.5,0
mtuberculosis,Rv0776c,0.5,0
mtuberculosis,Rv0777,0.5,0
mtuberculosis,Rv0778,0.0,2
mtuberculosis,Rv0779c,0.5,0
mtuberculosis,Rv0780,0.0,1
mtuberculosis,Rv0781,0.5,0
mtuberculosis,Rv0782,0.0,1
mtuberculosis,Rv0783c,0.0,1
mtuberculosis,Rv0784,0.5,0
mtuberculosis,Rv0785,0.5,0
mtuberculosis,Rv0786c,0.5,0
mtuberculosis,Rv0787,0.5,0
mtuberculosis,Rv0787A,0.5,0
mtuberculosis,Rv0788,0.0,1
