locus_tag,gene_name,true_essential,v15_call,v15_conf,ortholog_prior,n_orthologs,memory_prior,n_memory_neighbors,fallback_prior,fallback_source,cascade_a_call,cascade_a_source,cascade_b_call,cascade_b_source
JCVISYN3A_0870,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0872,ychF,1,0,0.0,0.0,5,0.0,5,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0873,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0874,rsmG,0,0,0.0,0.0,4,0.0,4,0.0,orth+mem,0,fallback(orth+mem),0,v15_nonessential
JCVISYN3A_0875,pgsA,1,1,0.8,0.8,5,0.8183352080989876,5,0.8055005624296963,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0876,,0,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0877,,1,1,0.9,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0878,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0879,corA,1,1,1.0,,0,0.0,3,0.0,mem_only,1,v15>=0.5,1,v15_essential
JCVISYN3A_0881,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0885,mnmG; gidA,1,1,0.8,0.6,5,0.6366487455197132,5,0.610994623655914,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0886,gltP,1,1,1.0,,0,,0,,none,1,v15>=0.5,1,v15_essential
JCVISYN3A_0887,cdr,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0906,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0907,,1,0,0.0,,0,,0,,none,0,v15_no_fallback,0,v15_nonessential
JCVISYN3A_0908,yidC,1,1,0.8,1.0,1,1.0,1,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0909,rnpA,1,1,0.8,1.0,1,1.0,1,1.0,orth+mem,1,v15>=0.5,1,v15_essential
JCVISYN3A_0910,rpmH,1,1,0.9,1.0,5,1.0,5,1.0,orth+mem,1,v15>=0.5,1,v15_essential
