organism,locus_tag,b_number,gene_name,product,source
beril_Keio,16342,b4605,ypaB,protein YpaB,synteny_chain
beril_Keio,16343,b2234,nrdA,ribonucleoside-diphosphate reductase 1 subunit alpha,synteny_chain
beril_Keio,16344,b2237,inaA,putative lipopolysaccharide kinase InaA,synteny_chain
beril_Keio,16346,b2239,glpQ,glycerophosphoryl diester phosphodiesterase GlpQ,synteny_chain
beril_Keio,16347,b2240,glpT,sn-glycerol 3-phosphate:phosphate antiporter,synteny_chain
beril_Keio,16348,b2241,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,anchor_product
beril_Keio,16349,b2242,glpB,anaerobic glycerol-3-phosphate dehydrogenase subunit B,synteny_walk
beril_Keio,16350,b2243,glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit C,synteny_chain
beril_Keio,16352,b2244,rpnE,inactive recombination-promoting nuclease-like protein RpnE,synteny_chain
beril_Keio,16353,b2245,yfaU,2-keto-3-deoxy-L-rhamnonate aldolase,synteny_chain
beril_Keio,16354,b2246,yfaV,putative transporter YfaV,synteny_chain
beril_Keio,16355,b2247,rhmD,L-rhamnonate dehydratase,synteny_chain
beril_Keio,16356,b2248,yfaX,putative DNA-binding transcriptional regulator YfaX,synteny_chain
beril_Keio,16357,b2249,yfaY,IPR008135 CinA family protein YfaY,synteny_chain
beril_Keio,16358,b2253,arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,synteny_chain
beril_Keio,16360,b2254,arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,synteny_chain
beril_Keio,16361,b2255,arnA,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,synteny_chain
beril_Keio,16362,b2256,arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,synteny_chain
beril_Keio,16363,b2257,arnT,lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase,synteny_chain
beril_Keio,16364,b4544,arnE,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit,synteny_chain
beril_Keio,16365,b2258,arnF,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit,synteny_walk
beril_Keio,16366,b2259,pmrD,signal transduction protein PmrD,synteny_walk
beril_Keio,16367,b2260,menE,o-succinylbenzoate--CoA ligase,anchor_product
beril_Keio,16368,b2261,menC,o-succinylbenzoate synthase,anchor_product
beril_Keio,16369,b2262,menB,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,synteny_walk
beril_Keio,16370,b2263,menH,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,synteny_chain
beril_Keio,16371,b2264,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,synteny_chain
beril_Keio,16372,b2265,menF,isochorismate synthase MenF,synteny_chain
beril_Keio,16374,b2266,elaB,tail-anchored inner membrane protein ElaB,synteny_chain
beril_Keio,16375,b2267,elaA,putative acetyltransferase ElaA,synteny_chain
beril_Keio,16377,b2268,rbn,ribonuclease BN,synteny_chain
beril_Keio,16383,b2269,elaD,protease ElaD,synteny_chain
beril_Keio,16384,b2270,yfbK,IPR002035/DUF3520 domain-containing protein YfbK,synteny_chain
beril_Keio,16385,b2271,yfbL,putative peptidase YfbL,synteny_chain
beril_Keio,16386,b2272,yfbM,DUF1877 domain-containing protein YfbM,synteny_chain
beril_Keio,16387,b2273,yfbN,uncharacterized protein YfbN,synteny_chain
beril_Keio,16388,b2274,yfbO,uncharacterized protein YfbO,synteny_chain
beril_Keio,16389,b2351,yfdH,bactoprenol glucosyl transferase,synteny_chain
beril_Keio,16390,b2352,yfdI,serotype-specific glucosyl transferase YfdI,synteny_chain
beril_Keio,16391,b4780,yodE,toxic protein YodE,synteny_chain
beril_Keio,16392,b2354,yfdK,putative tail fiber assembly protein YfdK,synteny_chain
beril_Keio,16393,b2356,yfdM,putative methyltransferase YfdM,synteny_chain
beril_Keio,16394,b2357,yfdN,uncharacterized protein YfdN,synteny_chain
beril_Keio,16395,b2358,yfdO,protein YdfO,synteny_chain
beril_Keio,16396,b2359,yfdP,uncharacterized protein YfdP,synteny_chain
beril_Keio,16397,b2360,yfdQ,DUF2303 domain-containing protein YfdQ,synteny_chain
beril_Keio,16398,b2361,yfdR,5'-deoxynucleotidase,anchor_product
beril_Keio,16399,b2362,yfdS,protein YfdS,synteny_chain
beril_Keio,16400,b2293,hxpA,hexitol phosphatase A,synteny_chain
beril_Keio,16401,b2294,yfbU,PF03887 family protein YfbU,synteny_walk
beril_Keio,16402,b2295,yfbV,PF04217 family membrane protein YfbV,synteny_walk
beril_Keio,16403,b2296,ackA,acetate kinase,synteny_walk
beril_Keio,16404,b2297,pta,phosphate acetyltransferase,anchor_product
beril_Keio,16405,b2298,yfcC,putative transporter YfcC,synteny_walk
beril_Keio,16406,b2299,yfcD,putative Nudix hydrolase YfcD,synteny_walk
beril_Keio,16407,b2300,yfcE,phosphodiesterase YfcE,synteny_walk
beril_Keio,16408,b2301,yfcF,glutathione S-transferase YfcF,synteny_walk
beril_Keio,16409,b2302,yfcG,disulfide bond oxidoreductase YfcG,synteny_chain
beril_Keio,16410,b2303,folX,dihydroneopterin triphosphate 2'-epimerase,synteny_chain
beril_Keio,16411,b2304,yfcH,epimerase family protein YfcH,synteny_chain
beril_Keio,16412,b2305,rpnB,recombination-promoting nuclease RpnB,synteny_walk
beril_Keio,16413,b2306,hisP,lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C ATP binding subunit,synteny_walk
beril_Keio,16414,b2307,hisM,lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C membrane subunit HisM,synteny_walk
beril_Keio,16415,b2308,hisQ,lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C membrane subunit HisQ,synteny_walk
beril_Keio,16416,b2309,hisJ,histidine ABC transporter periplasmic binding protein,synteny_walk
beril_Keio,16417,b2310,argT,lysine/arginine/ornithine ABC transporter periplasmic binding protein,synteny_walk
beril_Keio,16418,b2311,ubiX,flavin prenyltransferase,synteny_walk
beril_Keio,16419,b2312,purF,amidophosphoribosyltransferase,anchor_product
beril_Keio,16420,b2313,cvpA,colicin V production protein,synteny_chain
beril_Keio,16421,b2314,dedD,cell division protein DedD,anchor_product
beril_Keio,16422,b2315,folC,bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase,synteny_walk
beril_Keio,16423,b2316,accD,acetyl-CoA carboxyltransferase subunit beta,synteny_walk
beril_Keio,16424,b2317,dedA,DedA family protein DedA,synteny_walk
beril_Keio,16425,b2318,truA,tRNA pseudouridine(38-40) synthase,synteny_walk
beril_Keio,16426,b2319,usg,putative semialdehyde dehydrogenase Usg,synteny_walk
beril_Keio,16427,b2320,pdxB,erythronate-4-phosphate dehydrogenase,synteny_walk
beril_Keio,16428,b2321,flk,putative flagella assembly protein,synteny_walk
beril_Keio,16429,b2322,yfcJ,putative transporter YfcJ,synteny_walk
beril_Keio,16430,b2323,fabB,3-oxoacyl-[acyl carrier protein] synthase 1,synteny_walk
beril_Keio,16431,b2324,mnmC,fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase,synteny_walk
beril_Keio,16432,b2325,yfcL,PF08891 family protein YfcL,synteny_walk
beril_Keio,16433,b2326,epmC,EF-P-Lys34 hydroxylase,synteny_walk
beril_Keio,16434,b2327,yfcA,putative transporter YfcA,synteny_chain
beril_Keio,16435,b2328,mepA,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,synteny_walk
beril_Keio,16436,b2329,aroC,chorismate synthase,anchor_product
beril_Keio,16437,b2330,prmB,ribosomal protein L3 N(5)-glutamine methyltransferase,synteny_walk
beril_Keio,16438,b2331,smrB,ribosome rescue factor SmrB,synteny_chain
beril_Keio,16440,b2333,yfcP,putative fimbrial protein YfcP,synteny_walk
beril_Keio,16441,b2334,yfcQ,putative fimbrial protein YfcQ,synteny_walk
beril_Keio,16442,b2335,yfcR,putative fimbrial protein YfcR,synteny_walk
beril_Keio,16443,b2336,yfcS,putative fimbrial chaperone YfcS,synteny_walk
beril_Keio,16445,b2339,yfcV,putative fimbrial protein YfcV,synteny_walk
beril_Keio,16446,b2340,sixA,phosphohistidine phosphatase SixA,anchor_product
beril_Keio,16447,b2341,fadJ,multifunctional 3-hydroxyacyl-CoA dehydrogenase/3-hydroxyacyl-CoA epimerase/enoyl-CoA hydratase FadJ,synteny_walk
beril_Keio,16448,b2342,fadI,3-ketoacyl-CoA thiolase FadI,synteny_walk
beril_Keio,16449,b2343,yfcZ,DUF406 domain-containing protein YfcZ,synteny_walk
beril_Keio,16450,b2344,fadL,long-chain fatty acid outer membrane channel/bacteriophage T2 receptor,synteny_walk
beril_Keio,16452,b2345,yfdF,protein YfdF,synteny_chain
beril_Keio,16453,b2346,mlaA,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,synteny_chain
beril_Keio,16454,b2347,yfdC,inner membrane protein YfdC,synteny_chain
beril_Keio,16455,b2349,intS,prophage CPS-53 integrase,synteny_chain
beril_Keio,16456,b2350,yfdG,putative bactoprenol-linked glucose translocase,synteny_chain
beril_Keio,16464,b2363,yfdT,protein YfdT,synteny_chain
beril_Keio,16465,b4545,ypdJ,putative uncharacterized protein YpdJ,synteny_chain
beril_Keio,16466,b4501,torI,prophage CPS-53 recombination directionality factor and response regulator inhibitor,synteny_chain
beril_Keio,16469,b2364,dsdC,DNA-binding transcriptional dual regulator DsdC,synteny_chain
beril_Keio,16470,b2365,dsdX,D-serine transporter,synteny_chain
beril_Keio,16471,b2366,dsdA,D-serine ammonia-lyase,anchor_product
beril_Keio,16473,b2367,emrY,tripartite efflux pump membrane subunit EmrY,synteny_chain
beril_Keio,16474,b2368,emrK,tripartite efflux pump membrane fusion protein EmrK,synteny_chain
beril_Keio,16475,b2370,evgS,sensor histidine kinase EvgS,synteny_chain
beril_Keio,16476,b2371,yfdE,acetyl-CoA:oxalate CoA-transferase,synteny_chain
beril_Keio,16477,b2372,yfdV,putative transport protein YfdV,synteny_chain
beril_Keio,16478,b2373,oxc,oxalyl-CoA decarboxylase,anchor_product
beril_Keio,16479,b2374,frc,formyl-CoA transferase,synteny_walk
beril_Keio,16483,b2375,yfdX,protein YfdX,synteny_chain
beril_Keio,16484,b2376,ypdI,colanic acid synthesis putative lipoprotein YpdI,synteny_chain
beril_Keio,16485,b2385,ypdF,aminopeptidase YpdF,synteny_chain
beril_Keio,16486,b2386,fryC,putative PTS enzyme IIC component FryC,synteny_chain
beril_Keio,16490,b2387,fryB,putative PTS enzyme IIB component FryB,synteny_chain
beril_Keio,16493,b2388,glk,glucokinase,anchor_product
beril_Keio,16494,b2389,yfeO,putative transport protein YfeO,synteny_walk
beril_Keio,16495,b2390,ypeC,DUF2502 domain-containing protein YpeC,synteny_walk
beril_Keio,16497,b2392,mntH,Mn(2(+)):H(+) symporter,synteny_chain
beril_Keio,16498,b2394,insL3,putative IS186/IS421 transposase,synteny_chain
beril_Keio,16500,b2395,pdeA,putative cyclic di-GMP phosphodiesterase PdeA,synteny_walk
beril_Keio,16501,b2398,yfeC,DNA-binding transcriptional dual regulator YfeC,synteny_walk
beril_Keio,16502,b2399,yfeD,putative DNA-binding transcriptional regulator YfeD,synteny_walk
beril_Keio,16503,b2400,gltX,glutamate--tRNA ligase,anchor_product
beril_Keio,16504,b2405,xapR,DNA-binding transcriptional activator XapR,synteny_walk
beril_Keio,16505,b2406,xapB,xanthosine:H(+) symporter XapB,synteny_chain
beril_Keio,16506,b2407,xapA,xanthosine phosphorylase,synteny_chain
beril_Keio,16507,b2408,yfeN,putative outer membrane porin YfeN,synteny_chain
beril_Keio,16508,b2410,yfeH,putative solute:Na(+) symporter,synteny_chain
beril_Keio,16509,b4546,ypeB,PF12843 family protein YpeB,synteny_chain
beril_Keio,16510,b2411,ligA,DNA ligase,synteny_walk
beril_Keio,16511,b2412,zipA,cell division protein ZipA,anchor_product
beril_Keio,16512,b2413,cysZ,sulfate:H(+) symporter,synteny_walk
beril_Keio,16513,b2414,cysK,cysteine synthase A,synteny_walk
beril_Keio,16514,b2415,ptsH,phosphocarrier protein HPr,synteny_walk
beril_Keio,16515,b2416,ptsI,PTS enzyme I,synteny_chain
beril_Keio,16516,b2417,crr,Enzyme IIA(Glc),synteny_chain
beril_Keio,16517,b2418,pdxK,pyridoxine/pyridoxal/pyridoxamine kinase,synteny_chain
beril_Keio,16520,b2419,yfeK,DUF5329 domain-containing protein YfeK,synteny_chain
beril_Keio,16521,b2424,cysU,sulfate/thiosulfate ABC transporter inner membrane subunit CysU,synteny_chain
beril_Keio,16523,b2425,cysP,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,synteny_chain
beril_Keio,16524,b2426,ucpA,oxidoreductase UcpA,synteny_chain
beril_Keio,16525,b2427,murR,DNA-binding transcriptional dual regulator MurR,synteny_chain
beril_Keio,16527,b2428,murQ,N-acetylmuramic acid 6-phosphate etherase,anchor_product
beril_Keio,16528,b2429,murP,N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter,synteny_walk
beril_Keio,16529,b2430,yfeW,penicillin binding protein 4B,synteny_chain
beril_Keio,16530,b2431,yfeX,porphyrinogen peroxidase,synteny_chain
beril_Keio,16531,b2432,yfeY,DUF1131 domain-containing lipoprotein YfeY,synteny_chain
beril_Keio,16532,b2433,yfeZ,putative inner membrane protein,synteny_chain
beril_Keio,16533,b2434,ypeA,putative acetyltransferase YpeA,synteny_chain
beril_Keio,16534,b2435,amiA,N-acetylmuramoyl-L-alanine amidase A,synteny_chain
beril_Keio,16535,b2436,hemF,coproporphyrinogen III oxidase,synteny_chain
beril_Keio,16536,b2437,eutR,putative DNA-binding transcriptional regulator EutR,synteny_chain
beril_Keio,16537,b2438,eutK,putative structural protein%2C ethanolamine utilization microcompartment,synteny_chain
beril_Keio,16538,b2439,eutL,putative structural protein%2C ethanolamine utilization microcompartment,synteny_chain
beril_Keio,16539,b2440,eutC,ethanolamine ammonia-lyase subunit beta,synteny_chain
beril_Keio,16540,b2441,eutB,ethanolamine ammonia-lyase subunit alpha,synteny_chain
beril_Keio,16541,b2442,intZ,putative phage integrase IntZ,synteny_chain
beril_Keio,16550,b2443,yffL,uncharacterized protein YffL,synteny_chain
beril_Keio,16551,b2444,yffM,uncharacterized protein YffM,synteny_chain
beril_Keio,16560,b2463,maeB,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)),synteny_chain
beril_Keio,16561,b2464,talA,transaldolase A,synteny_chain
beril_Keio,16562,b2465,tktB,transketolase 2,synteny_chain
beril_Keio,16563,b2466,ypfG,DUF1176 domain-containing protein YpfG,synteny_chain
beril_Keio,16564,b2467,nudK,GDP-mannose hydrolase,synteny_chain
beril_Keio,16565,b2468,aegA,putative oxidoreductase AegA,synteny_chain
beril_Keio,16566,b2469,narQ,sensor histidine kinase NarQ,synteny_chain
beril_Keio,16567,b2470,acrD,multidrug efflux pump RND permease AcrD,synteny_chain
beril_Keio,16568,b4606,ypfM,uncharacterized protein YpfM,synteny_chain
beril_Keio,16569,b2471,yffB,putative reductase YffB,synteny_chain
beril_Keio,16570,b2472,dapE,succinyl-diaminopimelate desuccinylase,synteny_chain
beril_Keio,16571,b4547,ypfN,PF13980 family protein YpfN,synteny_chain
beril_Keio,16572,b2473,ypfH,esterase YpfH,synteny_chain
beril_Keio,16573,b2474,tmcA,tRNA(Met) cytidine acetyltransferase,synteny_chain
beril_Keio,16574,b2475,ypfJ,uncharacterized protein YpfJ,synteny_chain
beril_Keio,16575,b2476,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,synteny_walk
beril_Keio,16576,b2477,bamC,outer membrane protein assembly factor BamC,anchor_product
beril_Keio,16577,b2478,dapA,4-hydroxy-tetrahydrodipicolinate synthase,anchor_product
beril_Keio,16578,b2479,gcvR,transcriptional regulator GcvR,synteny_walk
beril_Keio,16580,b2484,hyfD,hydrogenase 4 component D,synteny_chain
beril_Keio,16581,b2485,hyfE,hydrogenase 4 component E,synteny_chain
beril_Keio,16582,b2486,hyfF,hydrogenase 4 component F,synteny_chain
beril_Keio,16583,b2487,hyfG,hydrogenase 4 catalytic subunit HyfG,synteny_chain
beril_Keio,16584,b2488,hyfH,hydrogenase 4 component H,synteny_chain
beril_Keio,16585,b2489,hyfI,hydrogenase 4 catalytic subunit HyfI,synteny_chain
beril_Keio,16586,b2490,hyfJ,putative hydrogenase 4 assembly protein,synteny_chain
beril_Keio,16588,b2491,hyfR,DNA-binding transcriptional activator HyfR,synteny_chain
beril_Keio,16589,b2492,focB,formate channel FocB,synteny_walk
beril_Keio,16592,b2493,yfgO,putative transporter YfgO,synteny_walk
beril_Keio,16593,b2494,bepA,beta-barrel assembly-enhancing protease,anchor_product
beril_Keio,16594,b2495,yfgD,putative oxidoreductase YfgD,synteny_chain
beril_Keio,16595,b2496,hda,inibitor of reinitiation of DNA replication,synteny_chain
beril_Keio,16596,b2497,uraA,uracil:H(+) symporter UraA,synteny_walk
beril_Keio,16597,b2498,upp,uracil phosphoribosyltransferase,anchor_product
beril_Keio,16598,b2499,purM,phosphoribosylformylglycinamide cyclo-ligase,synteny_walk
beril_Keio,16599,b2500,purN,phosphoribosylglycinamide formyltransferase 1,synteny_walk
beril_Keio,16600,b2501,ppk,polyphosphate kinase,synteny_walk
beril_Keio,16601,b2502,ppx,exopolyphosphatase,synteny_walk
beril_Keio,16602,b2503,pdeF,cyclic di-GMP phosphodiesterase PdeF,synteny_walk
beril_Keio,16603,b2504,yfgG,Ni/Co stress response protein YfgG,synteny_walk
beril_Keio,16606,b2505,yfgH,lipoprotein YfgH,synteny_chain
beril_Keio,16607,b2506,yfgI,nalidixic acid resistance protein YfgI,synteny_chain
beril_Keio,16608,b2509,xseA,exodeoxyribonuclease VII subunit XseA,synteny_chain
beril_Keio,16609,b2510,yfgJ,zinc ribbon domain-containing protein YfgJ,synteny_chain
beril_Keio,16610,b2511,der,50S ribosomal subunit stability factor,synteny_chain
beril_Keio,16611,b2512,bamB,outer membrane protein assembly factor BamB,anchor_product
beril_Keio,16612,b2513,yfgM,ancillary SecYEG translocon subunit,synteny_chain
beril_Keio,16613,b2514,hisS,histidine--tRNA ligase,anchor_product
beril_Keio,16614,b2515,ispG,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),synteny_walk
beril_Keio,16615,b2516,rodZ,cytoskeleton protein RodZ,synteny_chain
beril_Keio,16616,b2517,rlmN,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,synteny_chain
beril_Keio,16617,b2518,ndk,nucleoside diphosphate kinase,synteny_chain
beril_Keio,16618,b2519,pbpC,peptidoglycan glycosyltransferase PbpC,synteny_chain
beril_Keio,16619,b2520,yfhM,alpha2-macroglobulin,synteny_chain
beril_Keio,16620,b2521,sseA,3-mercaptopyruvate sulfurtransferase,synteny_chain
beril_Keio,16621,b4812,timP,putative toxic protein TimP,synteny_chain
beril_Keio,16622,b2522,sseB,protein SseB,synteny_chain
beril_Keio,16623,b2523,pepB,aminopeptidase B,synteny_chain
beril_Keio,16624,b2524,iscX,accessory [Fe-S] cluster assembly protein IscX,synteny_chain
beril_Keio,16625,b2525,fdx,reduced ferredoxin,synteny_chain
beril_Keio,16626,b2526,hscA,[Fe-S] cluster biosynthesis chaperone HscA,synteny_chain
beril_Keio,16627,b2527,hscB,[Fe-S] cluster biosynthesis co-chaperone HscB,synteny_chain
beril_Keio,16628,b2528,iscA,iron-sulfur cluster insertion protein IscA,synteny_chain
beril_Keio,16630,b2534,yfhR,putative peptidase,synteny_chain
beril_Keio,16631,b2535,csiE,stationary phase-inducible protein CsiE,synteny_chain
beril_Keio,16632,b2536,hcaT,putative 3-phenylpropionate transporter,synteny_chain
beril_Keio,16633,b2537,hcaR,DNA-binding transcriptional dual regulator HcaR,synteny_chain
beril_Keio,16634,b4706,iroK,protein IroK,synteny_chain
beril_Keio,16635,b2538,hcaE,putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha,synteny_chain
beril_Keio,16636,b2539,hcaF,putative 3-phenylpropionate/cinnamate dioxygenase subunit beta,synteny_chain
beril_Keio,16637,b2540,hcaC,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,synteny_chain
beril_Keio,16638,b2541,hcaB,2%2C3-dihydroxy-2%2C3-dihydrophenylpropionate dehydrogenase,synteny_chain
beril_Keio,16639,b2542,hcaD,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,synteny_chain
beril_Keio,16641,b2543,yphA,putative inner membrane protein,synteny_chain
beril_Keio,16642,b2544,yphB,putative aldose 1-epimerase YphB,synteny_chain
beril_Keio,16643,b2545,yphC,putative zinc-binding dehydrogenase YphC,synteny_chain
beril_Keio,16644,b2546,yphD,putative ABC transporter membrane subunit YphD,synteny_chain
beril_Keio,16645,b2547,yphE,putative ABC transporter ATP-binding protein YphE,synteny_walk
beril_Keio,16647,b2548,yphF,putative ABC transporter periplasmic binding protein YphF,synteny_walk
beril_Keio,16648,b2549,yphG,DUF5107 domain-containing protein YphG,synteny_walk
beril_Keio,16649,b2550,yphH,putative DNA-binding transcriptional regulator%2C NAGC-like,synteny_walk
beril_Keio,16650,b2551,glyA,serine hydroxymethyltransferase,anchor_product
beril_Keio,16651,b2552,hmp,nitric oxide dioxygenase,synteny_chain
beril_Keio,16652,b2553,glnB,nitrogen regulatory protein PII-1,synteny_chain
beril_Keio,16653,b2554,glrR,DNA-binding transcriptional activator GlrR,synteny_chain
beril_Keio,16654,b2555,qseG,outer membrane lipoprotein QseG,synteny_chain
beril_Keio,16655,b2556,glrK,histidine kinase GlrK,synteny_chain
beril_Keio,16657,b2559,tadA,tRNA adenosine(34) deaminase,synteny_chain
beril_Keio,16658,b2560,pgpC,phosphatidylglycerophosphatase C,synteny_chain
beril_Keio,16659,b2561,yfhH,putative DNA-binding transcriptional regulator YfhH,synteny_chain
beril_Keio,16660,b2562,yfhL,putative 4Fe-4S cluster-containing protein YfhL,synteny_chain
beril_Keio,16661,b4687,shoB,toxic peptide ShoB,synteny_chain
beril_Keio,16662,b2563,acpS,holo-[acyl-carrier-protein] synthase,synteny_walk
beril_Keio,16663,b2564,pdxJ,pyridoxine 5'-phosphate synthase,anchor_product
beril_Keio,16664,b2565,recO,recombination mediator protein RecO,synteny_walk
beril_Keio,16665,b2566,era,30S ribosomal subunit maturation GTPase Era,synteny_walk
beril_Keio,16666,b2567,rnc,RNase III,synteny_walk
beril_Keio,16667,b2568,lepB,signal peptidase I,anchor_product
beril_Keio,16668,b2569,lepA,30S ribosomal subunit biogenesis factor LepA,synteny_walk
beril_Keio,16669,b2570,rseC,regulatory protein RseC,synteny_walk
beril_Keio,16670,b2571,rseB,anti-sigma factor stabilizing protein RseB,synteny_walk
beril_Keio,16671,b2572,rseA,anti-sigma-E factor RseA,anchor_product
beril_Keio,16672,b2573,rpoE,RNA polymerase sigma factor RpoE,synteny_walk
beril_Keio,16673,b4725,rseD,rpoE leader peptide,synteny_chain
beril_Keio,16674,b2574,nadB,L-aspartate oxidase,synteny_chain
beril_Keio,16675,b2577,yfiE,putative LysR-type DNA-binding transcriptional regulator YfiE,synteny_chain
beril_Keio,16677,b2578,eamB,cysteine/O-acetylserine exporter EamB,synteny_chain
beril_Keio,16678,b2579,grcA,stress-induced alternate pyruvate formate-lyase subunit,synteny_chain
beril_Keio,16679,b2580,ung,uracil-DNA glycosylase,anchor_product
beril_Keio,16680,b2581,yfiF,putative methyltransferase YfiF,synteny_walk
beril_Keio,16681,b2582,trxC,thioredoxin 2,synteny_walk
beril_Keio,16682,b2583,tapT,tRNA 3-amino-3-carboxypropyltransferase,synteny_walk
beril_Keio,16683,b2584,patZ,peptidyl-lysine N-acetyltransferase,synteny_walk
beril_Keio,16684,b4782,pssL,protein PssL,synteny_chain
beril_Keio,16685,b2585,pssA,phosphatidylserine synthase,synteny_chain
beril_Keio,16686,b4783,yfiS,protein YfiS,synteny_chain
beril_Keio,16687,b2592,clpB,chaperone protein ClpB,synteny_chain
beril_Keio,16688,b2593,yfiH,purine nucleoside phosphorylase YfiH,synteny_chain
beril_Keio,16689,b2594,rluD,23S rRNA pseudouridine(1911/1915/1917) synthase,synteny_walk
beril_Keio,16690,b2595,bamD,outer membrane protein assembly factor BamD,anchor_product
beril_Keio,16692,b2597,raiA,ribosome-associated inhibitor A,synteny_walk
beril_Keio,16694,b2599,pheA,fused chorismate mutase/prephenate dehydratase,synteny_walk
beril_Keio,16695,b2600,tyrA,fused chorismate mutase/prephenate dehydrogenase,synteny_walk
beril_Keio,16696,b2601,aroF,3-deoxy-7-phosphoheptulonate synthase%2C Tyr-sensitive,synteny_walk
beril_Keio,16697,b2602,yfiL,DUF2799 domain-containing lipoprotein YfiL,synteny_walk
beril_Keio,16698,b2603,yfiR,DUF4154 domain-containing protein YfiR,synteny_walk
beril_Keio,16699,b2604,dgcN,diguanylate cyclase DgcN,synteny_walk
beril_Keio,16700,b2605,yfiB,lipoprotein YfiB,synteny_walk
beril_Keio,16701,b2606,rplS,50S ribosomal subunit protein L19,synteny_walk
beril_Keio,16702,b2607,trmD,tRNA m(1)G37 methyltransferase,synteny_walk
beril_Keio,16703,b2608,rimM,ribosome maturation factor RimM,anchor_product
beril_Keio,16704,b2609,rpsP,30S ribosomal subunit protein S16,synteny_walk
beril_Keio,16705,b2610,ffh,signal recognition particle protein component,synteny_walk
beril_Keio,16706,b2611,ypjD,cytochrome c assembly family protein,synteny_walk
beril_Keio,16708,b2614,grpE,nucleotide exchange factor GrpE,anchor_product
beril_Keio,16709,b2615,nadK,NAD kinase,anchor_product
beril_Keio,16711,b2617,bamE,outer membrane protein assembly factor BamE,anchor_product
beril_Keio,16712,b2618,yfjF,putative component of the Rsx system,synteny_chain
beril_Keio,16713,b2619,ratA,ribosome association toxin RatA,synteny_chain
beril_Keio,16714,b2620,smpB,SsrA-binding protein,synteny_chain
beril_Keio,16715,b2622,intA,integrase IntA,synteny_chain
beril_Keio,16717,b2623,yfjH,uncharacterized protein YfjH,synteny_chain
beril_Keio,16718,b2624,alpA,DNA-binding transcriptional activator AlpA,synteny_chain
beril_Keio,16726,b2625,yfjI,DUF3987 domain-containing protein YfjI,synteny_chain
beril_Keio,16727,b2626,yfjJ,protein YfjJ,synteny_chain
beril_Keio,16729,b2627,abpB,putative helicase YfjK,synteny_chain
beril_Keio,16734,b2628,abpA,anti-bacteriophage protein,synteny_chain
beril_Keio,16735,b2629,yfjM,protein YfjM,synteny_chain
beril_Keio,16736,b2630,rnlA,RNase LS%2C toxin of the RnlAB toxin-antitoxin system,synteny_chain
beril_Keio,16737,b2650,ypjC,DUF5507 domain-containing protein YpjC,synteny_chain
beril_Keio,16749,b2659,glaH,glutarate dioxygenase GlaH,synteny_chain
beril_Keio,16750,b2660,lhgD,L-2-hydroxyglutarate dehydrogenase,synteny_chain
beril_Keio,16751,b2661,gabD,succinate-semialdehyde dehydrogenase (NADP(+)) GabD,synteny_chain
beril_Keio,16752,b2662,gabT,4-aminobutyrate aminotransferase GabT,synteny_chain
beril_Keio,16753,b2663,gabP,4-aminobutanoate:H(+) symporter,synteny_chain
beril_Keio,16754,b2664,glaR,DNA-binding transcriptional repressor GlaR,synteny_chain
beril_Keio,16755,b2665,kbp,K(+) binding protein,synteny_chain
beril_Keio,16756,b2666,yqaE,Pmp3 family protein YqaE,synteny_chain
beril_Keio,16757,b2667,ygaV,putative DNA-binding transcriptional regulator YgaV,synteny_chain
beril_Keio,16758,b2668,ygaP,thiosulfate sulfurtransferase YgaP,synteny_chain
