organism,locus_tag,og_id,cooccur_max_jaccard,cooccur_n_neighbors_50,cooccur_n_neighbors_80,cooccur_essential_neighbor_frac
beril_azobra,AZOBR_RS10425,OG01403,1.0,1666,847,0.3013
beril_Dyella79,N515DRAFT_3782,OG01403,1.0,1666,847,0.3013
beril_BFirm,BPHYT_RS14330,OG01403,1.0,1666,847,0.3013
beril_PS,Dsui_2467,OG01403,1.0,1666,847,0.3013
beril_MR1,201472,OG01403,1.0,1666,847,0.3013
beril_pseudo3_N2E3,AO353_19080,OG01403,1.0,1666,847,0.3013
beril_DvH,207125,OG01403,1.0,1666,847,0.3013
beril_Ddia6719,HGI48_RS19085,OG01403,1.0,1666,847,0.3013
beril_PV4,5209444,OG01403,1.0,1666,847,0.3013
beril_Korea,Ga0059261_0717,OG01403,1.0,1666,847,0.3013
beril_RalstoniaUW163,UW163_RS11980,OG01403,1.0,1666,847,0.3013
beril_SyringaeB728a_mexBdelta,Psyr_3628,OG01403,1.0,1666,847,0.3013
beril_Kang,B158DRAFT_0985,OG01403,1.0,1666,847,0.3013
beril_Pedo557,CA265_RS21465,OG01403,1.0,1666,847,0.3013
beril_Pedo557,CA265_RS21470,OG01403,1.0,1666,847,0.3013
beril_WCS417,GFF1666,OG01403,1.0,1666,847,0.3013
beril_Dyella79,N515DRAFT_3750,OG01403,1.0,1666,847,0.3013
beril_DdiaME23,DZA65_RS09550,OG01403,1.0,1666,847,0.3013
beril_SynE,Synpcc7942_2565,OG01403,1.0,1666,847,0.3013
beril_HerbieS,HSERO_RS15375,OG01403,1.0,1666,847,0.3013
beril_Cola,Echvi_0189,OG01403,1.0,1666,847,0.3013
beril_Putida,PP_1858,OG01403,1.0,1666,847,0.3013
beril_Magneto,AMB_RS06540,OG01403,1.0,1666,847,0.3013
beril_Kang,B158DRAFT_1964,OG01403,1.0,1666,847,0.3013
beril_Phaeo,GFF2367,OG01403,1.0,1666,847,0.3013
beril_Cup4G11,RR42_RS14010,OG01403,1.0,1666,847,0.3013
beril_Dino,3608701,OG01403,1.0,1666,847,0.3013
beril_Keio,18175,OG01403,1.0,1666,847,0.3013
beril_Smeli,SMc00357,OG01403,1.0,1666,847,0.3013
beril_pseudo5_N2C3_1,AO356_03160,OG01403,1.0,1666,847,0.3013
beril_Btheta,353235,OG01403,1.0,1666,847,0.3013
beril_pseudo13_GW456_L13,PfGW456L13_2234,OG01403,1.0,1666,847,0.3013
beril_RalstoniaGMI1000,RS_RS05295,OG01403,1.0,1666,847,0.3013
beril_pseudo1_N1B4,Pf1N1B4_278,OG01403,1.0,1666,847,0.3013
beril_Dda3937,DDA3937_RS18995,OG01403,1.0,1666,847,0.3013
beril_Marino,GFF2569,OG01403,1.0,1666,847,0.3013
beril_ANA3,7024970,OG01403,1.0,1666,847,0.3013
beril_Caulo,CCNA_00758,OG01403,1.0,1666,847,0.3013
beril_Koxy,BWI76_RS02415,OG01403,1.0,1666,847,0.3013
beril_SB2B,6937543,OG01403,1.0,1666,847,0.3013
beril_acidovorax_3H11,Ac3H11_366,OG01403,1.0,1666,847,0.3013
beril_Miya,8499604,OG01403,1.0,1666,847,0.3013
beril_Dda3937,DDA3937_RS09210,OG01403,1.0,1666,847,0.3013
beril_Koxy,BWI76_RS19750,OG01403,1.0,1666,847,0.3013
beril_Keio,14953,OG01404,0.75,787,0,0.4676
beril_Cola,Echvi_0716,OG01404,0.75,787,0,0.4676
beril_RalstoniaUW163,UW163_RS13565,OG01404,0.75,787,0,0.4676
beril_RalstoniaGMI1000,RS_RS06910,OG01404,0.75,787,0,0.4676
beril_Dyella79,N515DRAFT_1733,OG01404,0.75,787,0,0.4676
beril_Dyella79,N515DRAFT_0391,OG01404,0.75,787,0,0.4676
beril_HerbieS,HSERO_RS09185,OG01404,0.75,787,0,0.4676
beril_Burk376,H281DRAFT_04050,OG01404,0.75,787,0,0.4676
beril_ANA3,7024717,OG01404,0.75,787,0,0.4676
beril_Kang,B158DRAFT_1238,OG01404,0.75,787,0,0.4676
beril_BFirm,BPHYT_RS15545,OG01404,0.75,787,0,0.4676
beril_RalstoniaPSI07,RPSI07_RS17245,OG01404,0.75,787,0,0.4676
beril_PV4,5209718,OG01404,0.75,787,0,0.4676
beril_SB2B,6937461,OG01404,0.75,787,0,0.4676
beril_Ddia6719,HGI48_RS00620,OG01404,0.75,787,0,0.4676
beril_Koxy,BWI76_RS14950,OG01404,0.75,787,0,0.4676
beril_Cup4G11,RR42_RS12000,OG01404,0.75,787,0,0.4676
beril_Dda3937,DDA3937_RS20595,OG01404,0.75,787,0,0.4676
beril_Ponti,CA264_20335,OG01404,0.75,787,0,0.4676
beril_Caulo,CCNA_00096,OG01404,0.75,787,0,0.4676
beril_Ponti,CA264_05825,OG01404,0.75,787,0,0.4676
beril_SB2B,6936102,OG01404,0.75,787,0,0.4676
beril_DvH,207726,OG01404,0.75,787,0,0.4676
beril_RalstoniaBSBF1503,RALBFv3_RS00235,OG01404,0.75,787,0,0.4676
beril_Pedo557,CA265_RS15565,OG01404,0.75,787,0,0.4676
beril_DdiaME23,DZA65_RS00675,OG01404,0.75,787,0,0.4676
beril_MR1,201272,OG01404,0.75,787,0,0.4676
beril_Caulo,CCNA_00612,OG01404,0.75,787,0,0.4676
beril_Pedo557,CA265_RS08130,OG01404,0.75,787,0,0.4676
beril_Cola,Echvi_4056,OG01404,0.75,787,0,0.4676
beril_Koxy,BWI76_RS09090,OG01404,0.75,787,0,0.4676
beril_Caulo,CCNA_02444,OG01404,0.75,787,0,0.4676
beril_Miya,8500076,OG01404,0.75,787,0,0.4676
beril_Smeli,SMa1630,OG01405,0.7,490,0,0.1143
beril_HerbieS,HSERO_RS21725,OG01405,0.7,490,0,0.1143
beril_pseudo5_N2C3_1,AO356_27875,OG01405,0.7,490,0,0.1143
beril_WCS417,GFF2434,OG01405,0.7,490,0,0.1143
beril_SyringaeB728a_mexBdelta,Psyr_1753,OG01405,0.7,490,0,0.1143
beril_SyringaeB728a,Psyr_1753,OG01405,0.7,490,0,0.1143
beril_pseudo3_N2E3,AO353_23875,OG01405,0.7,490,0,0.1143
beril_Korea,Ga0059261_1786,OG01405,0.7,490,0,0.1143
beril_pseudo1_N1B4,Pf1N1B4_4719,OG01405,0.7,490,0,0.1143
beril_pseudo6_N2E2,Pf6N2E2_751,OG01405,0.7,490,0,0.1143
beril_pseudo1_N1B4,Pf1N1B4_4836,OG01406,0.913,1021,5,0.1832
beril_pseudo6_N2E2,Pf6N2E2_5079,OG01406,0.913,1021,5,0.1832
beril_RalstoniaBSBF1503,RALBFv3_RS09515,OG01406,0.913,1021,5,0.1832
beril_Cup4G11,RR42_RS20510,OG01406,0.913,1021,5,0.1832
beril_Keio,1936309,OG01406,0.913,1021,5,0.1832
beril_Dyella79,N515DRAFT_4410,OG01406,0.913,1021,5,0.1832
beril_Keio,18377,OG01406,0.913,1021,5,0.1832
beril_Koxy,BWI76_RS03815,OG01406,0.913,1021,5,0.1832
beril_pseudo1_N1B4,Pf1N1B4_2772,OG01406,0.913,1021,5,0.1832
beril_DdiaME23,DZA65_RS17540,OG01406,0.913,1021,5,0.1832
beril_pseudo13_GW456_L13,PfGW456L13_1445,OG01406,0.913,1021,5,0.1832
beril_Koxy,BWI76_RS07780,OG01406,0.913,1021,5,0.1832
beril_SyringaeB728a_mexBdelta,Psyr_4272,OG01406,0.913,1021,5,0.1832
beril_pseudo3_N2E3,AO353_25260,OG01406,0.913,1021,5,0.1832
beril_RalstoniaPSI07,RPSI07_RS23835,OG01406,0.913,1021,5,0.1832
beril_RalstoniaGMI1000,RS_RS00115,OG01406,0.913,1021,5,0.1832
beril_Ddia6719,HGI48_RS16455,OG01406,0.913,1021,5,0.1832
beril_Putida,PP_4640,OG01406,0.913,1021,5,0.1832
beril_Dda3937,DDA3937_RS16355,OG01406,0.913,1021,5,0.1832
beril_azobra,AZOBR_RS18100,OG01406,0.913,1021,5,0.1832
beril_pseudo5_N2C3_1,AO356_15695,OG01406,0.913,1021,5,0.1832
beril_RalstoniaUW163,UW163_RS04065,OG01406,0.913,1021,5,0.1832
beril_WCS417,GFF4749,OG01406,0.913,1021,5,0.1832
beril_pseudo3_N2E3,AO353_13995,OG01406,0.913,1021,5,0.1832
beril_SyringaeB728a,Psyr_4272,OG01406,0.913,1021,5,0.1832
beril_HerbieS,HSERO_RS09800,OG01406,0.913,1021,5,0.1832
beril_pseudo5_N2C3_1,AO356_25685,OG01406,0.913,1021,5,0.1832
beril_pseudo6_N2E2,Pf6N2E2_1453,OG01407,0.7778,69,0,0.058
beril_Ddia6719,HGI48_RS00330,OG01407,0.7778,69,0,0.058
beril_Koxy,BWI76_RS27045,OG01407,0.7778,69,0,0.058
beril_SyringaeB728a,Psyr_2882,OG01407,0.7778,69,0,0.058
beril_SyringaeB728a_mexBdelta,Psyr_2882,OG01407,0.7778,69,0,0.058
beril_pseudo5_N2C3_1,AO356_28495,OG01407,0.7778,69,0,0.058
beril_Keio,17630,OG01407,0.7778,69,0,0.058
beril_Burk376,H281DRAFT_03875,OG01407,0.7778,69,0,0.058
beril_BFirm,BPHYT_RS32830,OG01407,0.7778,69,0,0.058
beril_Dyella79,N515DRAFT_3228,OG01407,0.7778,69,0,0.058
beril_HerbieS,HSERO_RS22455,OG01407,0.7778,69,0,0.058
beril_Dda3937,DDA3937_RS20915,OG01407,0.7778,69,0,0.058
beril_WCS417,GFF2147,OG01407,0.7778,69,0,0.058
beril_DdiaME23,DZA65_RS00330,OG01407,0.7778,69,0,0.058
beril_Cola,Echvi_3418,OG01407,0.7778,69,0,0.058
beril_Btheta,353135,OG01407,0.7778,69,0,0.058
beril_pseudo1_N1B4,Pf1N1B4_1573,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaUW163,UW163_RS22730,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaBSBF1503,RALBFv3_RS22185,OG01409,0.8387,1693,15,0.2918
beril_DdiaME23,DZA65_RS13755,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaGMI1000,RS_RS14565,OG01409,0.8387,1693,15,0.2918
beril_WCS417,GFF1163,OG01409,0.8387,1693,15,0.2918
beril_psRCH2,GFF1539,OG01409,0.8387,1693,15,0.2918
beril_Keio,15545,OG01409,0.8387,1693,15,0.2918
beril_HerbieS,HSERO_RS23935,OG01409,0.8387,1693,15,0.2918
beril_pseudo6_N2E2,Pf6N2E2_3135,OG01409,0.8387,1693,15,0.2918
beril_SB2B,6937535,OG01409,0.8387,1693,15,0.2918
beril_SyringaeB728a_mexBdelta,Psyr_5085,OG01409,0.8387,1693,15,0.2918
beril_ANA3,7024709,OG01409,0.8387,1693,15,0.2918
beril_WCS417,GFF351,OG01409,0.8387,1693,15,0.2918
beril_Koxy,BWI76_RS13310,OG01409,0.8387,1693,15,0.2918
beril_HerbieS,HSERO_RS19640,OG01409,0.8387,1693,15,0.2918
beril_MR1,201264,OG01409,0.8387,1693,15,0.2918
beril_ANA3,7023660,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaBSBF1503,RALBFv3_RS06615,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaUW163,UW163_RS07010,OG01409,0.8387,1693,15,0.2918
beril_Dda3937,DDA3937_RS13220,OG01409,0.8387,1693,15,0.2918
beril_SyringaeB728a_mexBdelta,Psyr_0377,OG01409,0.8387,1693,15,0.2918
beril_HerbieS,HSERO_RS17270,OG01409,0.8387,1693,15,0.2918
beril_MR1,200234,OG01409,0.8387,1693,15,0.2918
beril_Marino,GFF1977,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaBSBF1503,RALBFv3_RS07420,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaPSI07,RPSI07_RS10610,OG01409,0.8387,1693,15,0.2918
beril_pseudo13_GW456_L13,PfGW456L13_311,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaPSI07,RPSI07_RS09835,OG01409,0.8387,1693,15,0.2918
beril_pseudo3_N2E3,AO353_04310,OG01409,0.8387,1693,15,0.2918
beril_pseudo1_N1B4,Pf1N1B4_3022,OG01409,0.8387,1693,15,0.2918
beril_pseudo6_N2E2,Pf6N2E2_3792,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaGMI1000,RS_RS18420,OG01409,0.8387,1693,15,0.2918
beril_Putida,PP_5026,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaUW163,UW163_RS06200,OG01409,0.8387,1693,15,0.2918
beril_SyringaeB728a,Psyr_5085,OG01409,0.8387,1693,15,0.2918
beril_Ddia6719,HGI48_RS13280,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaGMI1000,RS_RS15360,OG01409,0.8387,1693,15,0.2918
beril_pseudo5_N2C3_1,AO356_09565,OG01409,0.8387,1693,15,0.2918
beril_Koxy,BWI76_RS10930,OG01409,0.8387,1693,15,0.2918
beril_Cup4G11,RR42_RS28925,OG01409,0.8387,1693,15,0.2918
beril_Keio,15170,OG01409,0.8387,1693,15,0.2918
beril_pseudo3_N2E3,AO353_12310,OG01409,0.8387,1693,15,0.2918
beril_acidovorax_3H11,Ac3H11_4012,OG01409,0.8387,1693,15,0.2918
beril_Phaeo,GFF1215,OG01409,0.8387,1693,15,0.2918
beril_pseudo5_N2C3_1,AO356_06335,OG01409,0.8387,1693,15,0.2918
beril_pseudo13_GW456_L13,PfGW456L13_4768,OG01409,0.8387,1693,15,0.2918
beril_SyringaeB728a,Psyr_0377,OG01409,0.8387,1693,15,0.2918
beril_RalstoniaPSI07,RPSI07_RS01015,OG01409,0.8387,1693,15,0.2918
beril_Dino,3610785,OG01409,0.8387,1693,15,0.2918
beril_Cup4G11,RR42_RS26855,OG01409,0.8387,1693,15,0.2918
beril_BFirm,BPHYT_RS33765,OG01410,0.8095,616,1,0.0666
beril_WCS417,GFF2466,OG01410,0.8095,616,1,0.0666
beril_pseudo13_GW456_L13,PfGW456L13_2953,OG01410,0.8095,616,1,0.0666
beril_Burk376,H281DRAFT_06047,OG01410,0.8095,616,1,0.0666
beril_Pedo557,CA265_RS17895,OG01410,0.8095,616,1,0.0666
beril_pseudo1_N1B4,Pf1N1B4_4771,OG01410,0.8095,616,1,0.0666
beril_Korea,Ga0059261_3139,OG01410,0.8095,616,1,0.0666
beril_pseudo6_N2E2,Pf6N2E2_465,OG01410,0.8095,616,1,0.0666
beril_SyringaeB728a_mexBdelta,Psyr_3121,OG01410,0.8095,616,1,0.0666
beril_RalstoniaBSBF1503,RALBFv3_RS21490,OG01410,0.8095,616,1,0.0666
beril_pseudo5_N2C3_1,AO356_22915,OG01410,0.8095,616,1,0.0666
beril_RalstoniaGMI1000,RS_RS19135,OG01410,0.8095,616,1,0.0666
beril_RalstoniaUW163,UW163_RS17700,OG01410,0.8095,616,1,0.0666
beril_SyringaeB728a,Psyr_3121,OG01410,0.8095,616,1,0.0666
beril_RalstoniaPSI07,RPSI07_RS01640,OG01410,0.8095,616,1,0.0666
beril_Dyella79,N515DRAFT_1071,OG01410,0.8095,616,1,0.0666
beril_Smeli,SMc01272,OG01410,0.8095,616,1,0.0666
beril_Putida,PP_3579,OG01410,0.8095,616,1,0.0666
beril_HerbieS,HSERO_RS16935,OG01410,0.8095,616,1,0.0666
beril_pseudo3_N2E3,AO353_26850,OG01410,0.8095,616,1,0.0666
beril_Ddia6719,HGI48_RS17155,OG01411,1.0,1784,660,0.2892
beril_Dyella79,N515DRAFT_3358,OG01411,1.0,1784,660,0.2892
beril_Koxy,BWI76_RS24460,OG01411,1.0,1784,660,0.2892
beril_RalstoniaUW163,UW163_RS08185,OG01411,1.0,1784,660,0.2892
beril_RalstoniaBSBF1503,RALBFv3_RS05440,OG01411,1.0,1784,660,0.2892
beril_Keio,17129,OG01411,1.0,1784,660,0.2892
beril_Dino,3608373,OG01411,1.0,1784,660,0.2892
beril_SyringaeB728a,Psyr_0519,OG01411,1.0,1784,660,0.2892
beril_Marino,GFF447,OG01411,1.0,1784,660,0.2892
beril_Magneto,AMB_RS13495,OG01411,1.0,1784,660,0.2892
beril_pseudo3_N2E3,AO353_12870,OG01411,1.0,1784,660,0.2892
beril_WCS417,GFF436,OG01411,1.0,1784,660,0.2892
beril_RalstoniaGMI1000,RS_RS13300,OG01411,1.0,1784,660,0.2892
beril_Putida,PP_0340,OG01411,1.0,1784,660,0.2892
beril_Phaeo,GFF1968,OG01411,1.0,1784,660,0.2892
beril_Smeli,SMc02368,OG01411,1.0,1784,660,0.2892
beril_SB2B,6938560,OG01411,1.0,1784,660,0.2892
beril_pseudo5_N2C3_1,AO356_08955,OG01411,1.0,1784,660,0.2892
beril_HerbieS,HSERO_RS07140,OG01411,1.0,1784,660,0.2892
beril_ANA3,7023603,OG01411,1.0,1784,660,0.2892
beril_DdiaME23,DZA65_RS18240,OG01411,1.0,1784,660,0.2892
beril_psRCH2,GFF444,OG01411,1.0,1784,660,0.2892
beril_pseudo6_N2E2,Pf6N2E2_3672,OG01411,1.0,1784,660,0.2892
beril_MR1,202851,OG01411,1.0,1784,660,0.2892
beril_Korea,Ga0059261_3494,OG01411,1.0,1784,660,0.2892
beril_Burk376,H281DRAFT_04691,OG01411,1.0,1784,660,0.2892
beril_RalstoniaPSI07,RPSI07_RS11865,OG01411,1.0,1784,660,0.2892
beril_pseudo1_N1B4,Pf1N1B4_1474,OG01411,1.0,1784,660,0.2892
beril_acidovorax_3H11,Ac3H11_1209,OG01411,1.0,1784,660,0.2892
beril_PV4,5208116,OG01411,1.0,1784,660,0.2892
beril_Cup4G11,RR42_RS05890,OG01411,1.0,1784,660,0.2892
beril_Dda3937,DDA3937_RS17105,OG01411,1.0,1784,660,0.2892
beril_Kang,B158DRAFT_0849,OG01411,1.0,1784,660,0.2892
beril_Caulo,CCNA_02839,OG01411,1.0,1784,660,0.2892
beril_BFirm,BPHYT_RS03555,OG01411,1.0,1784,660,0.2892
beril_SyringaeB728a_mexBdelta,Psyr_0519,OG01411,1.0,1784,660,0.2892
beril_PS,Dsui_3404,OG01411,1.0,1784,660,0.2892
beril_pseudo13_GW456_L13,PfGW456L13_213,OG01411,1.0,1784,660,0.2892
beril_MR1,200655,OG01413,0.9231,1822,376,0.2838
beril_Ddia6719,HGI48_RS19145,OG01413,0.9231,1822,376,0.2838
beril_RalstoniaBSBF1503,RALBFv3_RS00150,OG01413,0.9231,1822,376,0.2838
beril_SyringaeB728a,Psyr_3196,OG01413,0.9231,1822,376,0.2838
beril_Marino,GFF3292,OG01413,0.9231,1822,376,0.2838
beril_ANA3,7025792,OG01413,0.9231,1822,376,0.2838
beril_Koxy,BWI76_RS01665,OG01413,0.9231,1822,376,0.2838
beril_Cup4G11,RR42_RS25845,OG01413,0.9231,1822,376,0.2838
beril_pseudo5_N2C3_1,AO356_22080,OG01413,0.9231,1822,376,0.2838
beril_Caulo,CCNA_01841,OG01413,0.9231,1822,376,0.2838
beril_Keio,18043,OG01413,0.9231,1822,376,0.2838
beril_Smeli,SMc00768,OG01413,0.9231,1822,376,0.2838
beril_Cup4G11,RR42_RS12200,OG01413,0.9231,1822,376,0.2838
beril_Dda3937,DDA3937_RS19055,OG01413,0.9231,1822,376,0.2838
beril_RalstoniaPSI07,RPSI07_RS17335,OG01413,0.9231,1822,376,0.2838
beril_DdiaME23,DZA65_RS20265,OG01413,0.9231,1822,376,0.2838
beril_Burk376,H281DRAFT_00580,OG01413,0.9231,1822,376,0.2838
beril_SB2B,6938260,OG01413,0.9231,1822,376,0.2838
beril_RalstoniaGMI1000,RS_RS06810,OG01413,0.9231,1822,376,0.2838
beril_Korea,Ga0059261_1963,OG01413,0.9231,1822,376,0.2838
beril_psRCH2,GFF1971,OG01413,0.9231,1822,376,0.2838
beril_pseudo6_N2E2,Pf6N2E2_279,OG01413,0.9231,1822,376,0.2838
beril_azobra,AZOBR_RS02405,OG01413,0.9231,1822,376,0.2838
beril_HerbieS,HSERO_RS10565,OG01413,0.9231,1822,376,0.2838
beril_acidovorax_3H11,Ac3H11_2831,OG01413,0.9231,1822,376,0.2838
beril_Ponti,CA264_09255,OG01413,0.9231,1822,376,0.2838
beril_RalstoniaUW163,UW163_RS13480,OG01413,0.9231,1822,376,0.2838
beril_PV4,5208774,OG01413,0.9231,1822,376,0.2838
beril_pseudo13_GW456_L13,PfGW456L13_2633,OG01413,0.9231,1822,376,0.2838
beril_Putida,PP_4116,OG01413,0.9231,1822,376,0.2838
beril_WCS417,GFF3237,OG01413,0.9231,1822,376,0.2838
beril_SyringaeB728a_mexBdelta,Psyr_3196,OG01413,0.9231,1822,376,0.2838
beril_BFirm,BPHYT_RS12285,OG01413,0.9231,1822,376,0.2838
beril_pseudo1_N1B4,Pf1N1B4_4042,OG01413,0.9231,1822,376,0.2838
beril_pseudo3_N2E3,AO353_27735,OG01413,0.9231,1822,376,0.2838
beril_PS,Dsui_0011,OG01413,0.9231,1822,376,0.2838
beril_Dyella79,N515DRAFT_4123,OG01413,0.9231,1822,376,0.2838
beril_WCS417,GFF791,OG01414,0.9412,623,1,0.0867
beril_Koxy,BWI76_RS19505,OG01414,0.9412,623,1,0.0867
beril_pseudo1_N1B4,Pf1N1B4_1132,OG01414,0.9412,623,1,0.0867
beril_pseudo6_N2E2,Pf6N2E2_3331,OG01414,0.9412,623,1,0.0867
beril_HerbieS,HSERO_RS08535,OG01414,0.9412,623,1,0.0867
beril_Keio,16239,OG01414,0.9412,623,1,0.0867
beril_SyringaeB728a_mexBdelta,Psyr_4251,OG01414,0.9412,623,1,0.0867
beril_pseudo5_N2C3_1,AO356_07295,OG01414,0.9412,623,1,0.0867
beril_azobra,AZOBR_RS15770,OG01414,0.9412,623,1,0.0867
beril_pseudo3_N2E3,AO353_05430,OG01414,0.9412,623,1,0.0867
beril_Marino,GFF1013,OG01414,0.9412,623,1,0.0867
beril_Putida,PP_0870,OG01414,0.9412,623,1,0.0867
beril_SyringaeB728a,Psyr_4251,OG01414,0.9412,623,1,0.0867
beril_Burk376,H281DRAFT_03487,OG01414,0.9412,623,1,0.0867
beril_Smeli,SM_b21144,OG01414,0.9412,623,1,0.0867
beril_Cup4G11,RR42_RS04815,OG01414,0.9412,623,1,0.0867
beril_Smeli,SMa1462,OG01414,0.9412,623,1,0.0867
beril_pseudo13_GW456_L13,PfGW456L13_5063,OG01414,0.9412,623,1,0.0867
beril_Cup4G11,RR42_RS03760,OG01415,0.7059,169,0,0.0355
beril_BFirm,BPHYT_RS14995,OG01415,0.7059,169,0,0.0355
beril_Burk376,H281DRAFT_03942,OG01415,0.7059,169,0,0.0355
beril_Marino,GFF4234,OG01415,0.7059,169,0,0.0355
beril_Dino,3607874,OG01415,0.7059,169,0,0.0355
beril_Phaeo,GFF2534,OG01415,0.7059,169,0,0.0355
beril_azobra,AZOBR_RS14960,OG01415,0.7059,169,0,0.0355
beril_Smeli,SMc04444,OG01415,0.7059,169,0,0.0355
beril_pseudo5_N2C3_1,AO356_24170,OG01415,0.7059,169,0,0.0355
beril_pseudo3_N2E3,AO353_15690,OG01415,0.7059,169,0,0.0355
beril_Marino,GFF1615,OG01415,0.7059,169,0,0.0355
beril_acidovorax_3H11,Ac3H11_3808,OG01415,0.7059,169,0,0.0355
beril_pseudo6_N2E2,Pf6N2E2_1467,OG01415,0.7059,169,0,0.0355
beril_pseudo1_N1B4,Pf1N1B4_2988,OG01415,0.7059,169,0,0.0355
beril_Magneto,AMB_RS00865,OG01415,0.7059,169,0,0.0355
beril_HerbieS,HSERO_RS07430,OG01415,0.7059,169,0,0.0355
beril_Cup4G11,RR42_RS31310,OG01415,0.7059,169,0,0.0355
beril_Putida,PP_2185,OG01415,0.7059,169,0,0.0355
beril_pseudo13_GW456_L13,PfGW456L13_4887,OG01415,0.7059,169,0,0.0355
beril_RalstoniaBSBF1503,RALBFv3_RS14125,OG01417,0.8333,360,18,0.1639
beril_RalstoniaGMI1000,RS_RS04905,OG01417,0.8333,360,18,0.1639
beril_Korea,Ga0059261_3449,OG01417,0.8333,360,18,0.1639
beril_RalstoniaPSI07,RPSI07_RS19335,OG01417,0.8333,360,18,0.1639
beril_HerbieS,HSERO_RS08960,OG01417,0.8333,360,18,0.1639
beril_Burk376,H281DRAFT_00280,OG01417,0.8333,360,18,0.1639
beril_Caulo,CCNA_02574,OG01417,0.8333,360,18,0.1639
beril_RalstoniaUW163,UW163_RS15675,OG01417,0.8333,360,18,0.1639
beril_BFirm,BPHYT_RS06010,OG01417,0.8333,360,18,0.1639
beril_acidovorax_3H11,Ac3H11_1736,OG01417,0.8333,360,18,0.1639
beril_Cup4G11,RR42_RS14550,OG01417,0.8333,360,18,0.1639
beril_Koxy,BWI76_RS21935,OG01418,0.5556,47,0,0.2128
beril_Dino,3608291,OG01418,0.5556,47,0,0.2128
beril_Burk376,H281DRAFT_04311,OG01418,0.5556,47,0,0.2128
beril_SyringaeB728a_mexBdelta,Psyr_4322,OG01418,0.5556,47,0,0.2128
beril_RalstoniaGMI1000,RS_RS19225,OG01418,0.5556,47,0,0.2128
beril_SB2B,6936497,OG01418,0.5556,47,0,0.2128
beril_acidovorax_3H11,Ac3H11_4293,OG01418,0.5556,47,0,0.2128
beril_Phaeo,GFF1622,OG01418,0.5556,47,0,0.2128
beril_Dda3937,DDA3937_RS05280,OG01418,0.5556,47,0,0.2128
beril_Marino,GFF1587,OG01418,0.5556,47,0,0.2128
beril_RalstoniaGMI1000,RS_RS11620,OG01418,0.5556,47,0,0.2128
beril_SyringaeB728a,Psyr_4322,OG01418,0.5556,47,0,0.2128
beril_BFirm,BPHYT_RS14630,OG01418,0.5556,47,0,0.2128
beril_Korea,Ga0059261_0427,OG01418,0.5556,47,0,0.2128
beril_Cup4G11,RR42_RS19950,OG01418,0.5556,47,0,0.2128
beril_psRCH2,GFF737,OG01418,0.5556,47,0,0.2128
beril_PV4,5208441,OG01418,0.5556,47,0,0.2128
beril_HerbieS,HSERO_RS12680,OG01418,0.5556,47,0,0.2128
beril_Putida,PP_1112,OG01418,0.5556,47,0,0.2128
beril_Smeli,SMc01779,OG01418,0.5556,47,0,0.2128
beril_Cup4G11,RR42_RS13565,OG01419,0.9474,1654,325,0.3047
beril_PV4,5209662,OG01419,0.9474,1654,325,0.3047
beril_Ddia6719,HGI48_RS16185,OG01419,0.9474,1654,325,0.3047
beril_Burk376,H281DRAFT_04400,OG01419,0.9474,1654,325,0.3047
beril_pseudo3_N2E3,AO353_23485,OG01419,0.9474,1654,325,0.3047
beril_pseudo5_N2C3_1,AO356_24475,OG01419,0.9474,1654,325,0.3047
beril_RalstoniaPSI07,RPSI07_RS15235,OG01419,0.9474,1654,325,0.3047
beril_SB2B,6937744,OG01419,0.9474,1654,325,0.3047
beril_Cola,Echvi_4079,OG01419,0.9474,1654,325,0.3047
beril_RalstoniaUW163,UW163_RS15520,OG01419,0.9474,1654,325,0.3047
beril_Keio,14351,OG01419,0.9474,1654,325,0.3047
beril_pseudo6_N2E2,Pf6N2E2_586,OG01419,0.9474,1654,325,0.3047
beril_Marino,GFF1849,OG01419,0.9474,1654,325,0.3047
beril_Putida,PP_4145,OG01419,0.9474,1654,325,0.3047
beril_MR1,201704,OG01419,0.9474,1654,325,0.3047
beril_acidovorax_3H11,Ac3H11_477,OG01419,0.9474,1654,325,0.3047
beril_ANA3,7025209,OG01419,0.9474,1654,325,0.3047
beril_pseudo1_N1B4,Pf1N1B4_4595,OG01419,0.9474,1654,325,0.3047
beril_psRCH2,GFF2027,OG01419,0.9474,1654,325,0.3047
beril_HerbieS,HSERO_RS17125,OG01419,0.9474,1654,325,0.3047
beril_DvH,208969,OG01419,0.9474,1654,325,0.3047
beril_BFirm,BPHYT_RS14205,OG01419,0.9474,1654,325,0.3047
beril_PS,Dsui_2797,OG01419,0.9474,1654,325,0.3047
