organism,locus_tag,product,cog,func_class,source
saur_NCTC8325_biotradis,SAOUHSC_00481,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00482,hypothetical protein,COG2919D,Cell division,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00483,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00484,hypothetical protein,COG0037D,tRNA Ile modification,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00485,hypoxanthine phosphoribosyltransferase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00486,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00487,Hsp33-like chaperonin,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00488,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00489,dihydropteroate synthase,COG0294H,Folate,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00490,dihydroneopterin aldolase,COG1539H,Folate,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00491,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,COG0801H,Folate,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00492,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00493,lysyl-tRNA synthetase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_R00016,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T00059,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T00053,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T00035,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T00021,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T00030,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T0004,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T00044,,,,none
saur_NCTC8325_biotradis,SAOUHSC_T0001,,,,none
saur_NCTC8325_biotradis,SAOUHSC_R0002,,,,none
saur_NCTC8325_biotradis,SAOUHSC_R0007,,,,none
saur_NCTC8325_biotradis,SAOUHSC_R00012,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00497,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00499,pyridoxal biosynthesis lyase PdxS,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00500,glutamine amidotransferase subunit PdxT,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00501,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00502,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00503,UvrB/UvrC motif-containing protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00506,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00507,DNA repair protein RadA,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00508,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00509,glutamyl-tRNA synthetase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00511,cysteinyl-tRNA synthetase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00512,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00513,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00514,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00515,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00516,preprotein translocase subunit SecE,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00518,50S ribosomal protein L11,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00519,50S ribosomal protein L1,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00520,50S ribosomal protein L10,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00521,50S ribosomal protein L7/L12,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00523,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00526,50S ribosomal protein L7Ae-like protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00527,30S ribosomal protein S12,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00528,30S ribosomal protein S7,COG0049J,Ribosomal proteins,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00529,elongation factor G,COG0480J,Translation factors,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00530,elongation factor Tu,COG0050J,Translation factors,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00531,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00532,2-amino-3-ketobutyrate coenzyme A ligase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00533,chaperone protein HchA,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00534,ribulokinase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00535,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00536,branched-chain amino acid aminotransferase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00537,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00539,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00540,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00541,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00542,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00543,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A00526,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00547,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00548,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00549,GTP cyclohydrolase,COG1469S,Folate,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00550,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00551,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00552,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00553,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00554,6-phospho 3-hexuloisomerase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00557,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00559,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00560,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00561,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00562,phosphomethylpyrimidine kinase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00564,uracil-DNA glycosylase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00565,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00567,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00569,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00571,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00572,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00573,heme peroxidase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00574,phosphotransacetylase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00575,hypothetical protein,COG0095H,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00578,mevalonate diphosphate decarboxylase,COG3407I,Isoprenoid/Mevalonate biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00579,phosphomevalonate kinase,COG1577I,Isoprenoid/Mevalonate biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00580,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00581,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00582,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00583,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00584,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00585,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00586,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00587,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00588,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00589,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00591,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00592,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00593,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00595,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00596,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00598,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00599,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00600,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00602,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00603,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00604,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00605,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00606,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00607,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00609,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00610,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00611,arginyl-tRNA synthetase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00614,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00616,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00617,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00618,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00619,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00621,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00622,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00625,monovalent cation/H+ antiporter subunit A,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00626,monovalent cation/H+ antiporter subunit B,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00627,monovalent cation/H+ antiporter subunit C,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00628,monovalent cation/H+ antiporter subunit D,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00629,monovalent cation/H+ antiporter subunit E,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00630,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00632,monovalent cation/H+ antiporter subunit G,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00633,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00637,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00638,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00639,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00640,teichoic acid biosynthesis protein,COG1922M,Teichoic acid biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00645,glycerol-3-phosphate cytidylyltransferase,COG0615MI,Teichoic acid biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00647,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00648,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00650,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00651,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00655,dihydroxyacetone kinase subunit DhaK,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00656,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00658,PTS system mannnose-specific family transporter subunit IIA,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00659,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00660,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00661,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A00635,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00662,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00663,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00664,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00665,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00666,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00669,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00670,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00671,secretory antigen SsaA-like protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00672,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00673,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00674,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00675,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00676,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00677,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00678,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00679,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00680,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00681,major facilitator superfamily protein superfamily,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00682,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00683,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00684,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00685,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00686,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00687,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00688,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00689,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00690,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00692,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00693,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00694,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00695,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00696,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00697,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00698,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00700,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00701,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00702,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00704,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00705,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00706,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00709,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00710,N-acetylglucosamine-6-phosphate deacetylase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00711,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00712,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00713,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00716,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00717,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00718,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00719,7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00721,7-cyano-7-deazaguanine synthase QueC,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00723,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00725,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00726,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00727,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00728,hypothetical protein,COG1368M,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A00703,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00730,ATP-dependent DNA helicase RecQ,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00731,ABC transporter,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00733,histidinol-phosphate aminotransferase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00734,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00735,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00736,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00737,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00738,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00739,7-cyano-7-deazaguanine reductase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00740,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00744,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00745,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00746,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00747,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00748,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00749,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00751,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00753,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00754,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00755,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00756,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00758,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00759,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00760,hypothetical protein,COG2199T,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00762,hypothetical protein,COG0472M,Teichoic acid biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00763,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00764,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00765,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00766,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00767,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00770,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00772,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00773,LysM domain-containing protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00774,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00775,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00778,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A00747,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00781,HPr kinase/phosphorylase,COG1493T,Regulation,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00782,prolipoprotein diacylglyceryl transferase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00783,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00784,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00785,thioredoxin reductase,COG0492O,Thioredoxin,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00786,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00787,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00788,hypothetical protein,COG0391S,Intermediary metabolism,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00789,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_T0005,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00792,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00793,hypothetical protein,-,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00794,glycolytic operon regulator,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00797,triosephosphate isomerase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00799,phosphopyruvate hydratase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00800,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00804,SsrA-binding protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00805,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00806,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00807,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00808,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00809,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00810,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00811,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00812,clumping factor,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00813,,,,none
saur_NCTC8325_biotradis,SAOUHSC_00817,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00818,thermonuclease,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00819,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00820,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00821,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00822,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00823,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00824,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00825,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00826,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00827,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00828,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00830,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00831,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00833,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00835,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00836,glycine cleavage system protein H,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00837,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00838,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00839,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00840,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00841,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00843,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00844,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00845,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00846,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00848,hypothetical protein,COG0719O,Fe-sulpate cluster,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00850,hypothetical protein,COG0822C,Fe-sulpate cluster,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00851,hypothetical protein,COG0719O,Fe-sulpate cluster,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00852,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00853,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00854,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00855,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00857,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00858,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00859,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00860,5-nucleotidase family protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00861,lipoyl synthase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00862,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00863,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00864,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00865,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00867,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00868,hypothetical protein,-,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00869,D-alanine--poly(phosphoribitol) ligase subunit 1,COG1020Q,Teichoic acid biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00871,D-alanine--poly(phosphoribitol) ligase subunit 2,COG0236IQ,Teichoic acid biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00872,extramembranal protein,COG3966M,Teichoic acid biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00873,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00874,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00875,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_00876,hypothetical protein,,,gff_direct
