organism,locus_tag,og_id,prev_og_id,next_og_id,prev_locus_tag,next_locus_tag
beril_RalstoniaUW163,UW163_RS00155,OG15104,OG15431,OG14741,UW163_RS00150,UW163_RS00160
beril_RalstoniaUW163,UW163_RS00160,OG14741,OG15104,OG06707,UW163_RS00155,UW163_RS00165
beril_RalstoniaUW163,UW163_RS00165,OG06707,OG14741,OG06260,UW163_RS00160,UW163_RS00170
beril_RalstoniaUW163,UW163_RS00170,OG06260,OG06707,OG15265,UW163_RS00165,UW163_RS00175
beril_RalstoniaUW163,UW163_RS00175,OG15265,OG06260,OG15376,UW163_RS00170,UW163_RS00195
beril_RalstoniaUW163,UW163_RS00195,OG15376,OG15265,OG15384,UW163_RS00175,UW163_RS00200
beril_RalstoniaUW163,UW163_RS00200,OG15384,OG15376,OG15179,UW163_RS00195,UW163_RS00205
beril_RalstoniaUW163,UW163_RS00205,OG15179,OG15384,OG15403,UW163_RS00200,UW163_RS00210
beril_RalstoniaUW163,UW163_RS00210,OG15403,OG15179,OG15409,UW163_RS00205,UW163_RS00215
beril_RalstoniaUW163,UW163_RS00215,OG15409,OG15403,OG15080,UW163_RS00210,UW163_RS00220
beril_RalstoniaUW163,UW163_RS00220,OG15080,OG15409,OG00428,UW163_RS00215,UW163_RS00225
beril_RalstoniaUW163,UW163_RS00225,OG00428,OG15080,OG00019,UW163_RS00220,UW163_RS00230
beril_RalstoniaUW163,UW163_RS00230,OG00019,OG00428,OG15129,UW163_RS00225,UW163_RS00235
beril_RalstoniaUW163,UW163_RS00235,OG15129,OG00019,OG00036,UW163_RS00230,UW163_RS00240
beril_RalstoniaUW163,UW163_RS00240,OG00036,OG15129,OG01075,UW163_RS00235,UW163_RS00245
beril_RalstoniaUW163,UW163_RS00245,OG01075,OG00036,OG14899,UW163_RS00240,UW163_RS00255
beril_RalstoniaUW163,UW163_RS00255,OG14899,OG01075,OG00053,UW163_RS00245,UW163_RS00260
beril_RalstoniaUW163,UW163_RS00260,OG00053,OG14899,OG00339,UW163_RS00255,UW163_RS00265
beril_RalstoniaUW163,UW163_RS00265,OG00339,OG00053,OG05201,UW163_RS00260,UW163_RS00270
beril_RalstoniaUW163,UW163_RS00270,OG05201,OG00339,OG01439,UW163_RS00265,UW163_RS00275
beril_RalstoniaUW163,UW163_RS00275,OG01439,OG05201,OG00582,UW163_RS00270,UW163_RS00280
beril_RalstoniaUW163,UW163_RS00280,OG00582,OG01439,OG05942,UW163_RS00275,UW163_RS00285
beril_RalstoniaUW163,UW163_RS00285,OG05942,OG00582,OG15517,UW163_RS00280,UW163_RS00290
beril_RalstoniaUW163,UW163_RS00290,OG15517,OG05942,OG01931,UW163_RS00285,UW163_RS00295
beril_RalstoniaUW163,UW163_RS00295,OG01931,OG15517,OG09201,UW163_RS00290,UW163_RS00300
beril_RalstoniaUW163,UW163_RS00300,OG09201,OG01931,OG01996,UW163_RS00295,UW163_RS00305
beril_RalstoniaUW163,UW163_RS00305,OG01996,OG09201,OG13005,UW163_RS00300,UW163_RS00310
beril_RalstoniaUW163,UW163_RS00310,OG13005,OG01996,OG00727,UW163_RS00305,UW163_RS00315
beril_RalstoniaUW163,UW163_RS00315,OG00727,OG13005,OG00355,UW163_RS00310,UW163_RS00320
beril_RalstoniaUW163,UW163_RS00320,OG00355,OG00727,OG00019,UW163_RS00315,UW163_RS00325
beril_RalstoniaUW163,UW163_RS00325,OG00019,OG00355,OG02161,UW163_RS00320,UW163_RS00330
beril_RalstoniaUW163,UW163_RS00330,OG02161,OG00019,OG00070,UW163_RS00325,UW163_RS00335
beril_RalstoniaUW163,UW163_RS00335,OG00070,OG02161,OG14673,UW163_RS00330,UW163_RS00340
beril_RalstoniaUW163,UW163_RS00340,OG14673,OG00070,OG00231,UW163_RS00335,UW163_RS00345
beril_RalstoniaUW163,UW163_RS00345,OG00231,OG14673,OG15345,UW163_RS00340,UW163_RS00350
beril_RalstoniaUW163,UW163_RS00350,OG15345,OG00231,OG12789,UW163_RS00345,UW163_RS00355
beril_RalstoniaUW163,UW163_RS00355,OG12789,OG15345,OG01688,UW163_RS00350,UW163_RS00360
beril_RalstoniaUW163,UW163_RS00360,OG01688,OG12789,OG00188,UW163_RS00355,UW163_RS00365
beril_RalstoniaUW163,UW163_RS00365,OG00188,OG01688,OG12442,UW163_RS00360,UW163_RS00370
beril_RalstoniaUW163,UW163_RS00370,OG12442,OG00188,OG13506,UW163_RS00365,UW163_RS00375
beril_RalstoniaUW163,UW163_RS00375,OG13506,OG12442,OG04912,UW163_RS00370,UW163_RS00380
beril_RalstoniaUW163,UW163_RS00380,OG04912,OG13506,OG01809,UW163_RS00375,UW163_RS00385
beril_RalstoniaUW163,UW163_RS00385,OG01809,OG04912,OG01057,UW163_RS00380,UW163_RS00390
beril_RalstoniaUW163,UW163_RS00390,OG01057,OG01809,OG02164,UW163_RS00385,UW163_RS00395
beril_RalstoniaUW163,UW163_RS00395,OG02164,OG01057,OG05437,UW163_RS00390,UW163_RS00400
beril_RalstoniaUW163,UW163_RS00400,OG05437,OG02164,OG04885,UW163_RS00395,UW163_RS00405
beril_RalstoniaUW163,UW163_RS00405,OG04885,OG05437,OG09178,UW163_RS00400,UW163_RS00410
beril_RalstoniaUW163,UW163_RS00410,OG09178,OG04885,OG00948,UW163_RS00405,UW163_RS00415
beril_RalstoniaUW163,UW163_RS00415,OG00948,OG09178,OG00944,UW163_RS00410,UW163_RS00420
beril_RalstoniaUW163,UW163_RS00420,OG00944,OG00948,OG00395,UW163_RS00415,UW163_RS00430
beril_RalstoniaUW163,UW163_RS00430,OG00395,OG00944,OG14696,UW163_RS00420,UW163_RS00435
beril_RalstoniaUW163,UW163_RS00435,OG14696,OG00395,OG00055,UW163_RS00430,UW163_RS00440
beril_RalstoniaUW163,UW163_RS00440,OG00055,OG14696,OG03800,UW163_RS00435,UW163_RS00445
beril_RalstoniaUW163,UW163_RS00445,OG03800,OG00055,OG05568,UW163_RS00440,UW163_RS00450
beril_RalstoniaUW163,UW163_RS00450,OG05568,OG03800,OG06498,UW163_RS00445,UW163_RS00455
beril_RalstoniaUW163,UW163_RS00455,OG06498,OG05568,OG02297,UW163_RS00450,UW163_RS00460
beril_RalstoniaUW163,UW163_RS00460,OG02297,OG06498,OG02665,UW163_RS00455,UW163_RS00465
beril_RalstoniaUW163,UW163_RS00465,OG02665,OG02297,OG02544,UW163_RS00460,UW163_RS00470
beril_RalstoniaUW163,UW163_RS00470,OG02544,OG02665,OG00414,UW163_RS00465,UW163_RS00485
beril_RalstoniaUW163,UW163_RS00485,OG00414,OG02544,OG01239,UW163_RS00470,UW163_RS00490
beril_RalstoniaUW163,UW163_RS00490,OG01239,OG00414,OG01393,UW163_RS00485,UW163_RS00495
beril_RalstoniaUW163,UW163_RS00495,OG01393,OG01239,OG02184,UW163_RS00490,UW163_RS00500
beril_RalstoniaUW163,UW163_RS00500,OG02184,OG01393,OG01497,UW163_RS00495,UW163_RS00505
beril_RalstoniaUW163,UW163_RS00505,OG01497,OG02184,OG09095,UW163_RS00500,UW163_RS00510
beril_RalstoniaUW163,UW163_RS00510,OG09095,OG01497,OG00156,UW163_RS00505,UW163_RS00515
beril_RalstoniaUW163,UW163_RS00515,OG00156,OG09095,OG12186,UW163_RS00510,UW163_RS00520
beril_RalstoniaUW163,UW163_RS00520,OG12186,OG00156,OG00703,UW163_RS00515,UW163_RS00525
beril_RalstoniaUW163,UW163_RS00525,OG00703,OG12186,OG02466,UW163_RS00520,UW163_RS00530
beril_RalstoniaUW163,UW163_RS00530,OG02466,OG00703,OG00174,UW163_RS00525,UW163_RS00535
beril_RalstoniaUW163,UW163_RS00535,OG00174,OG02466,OG02266,UW163_RS00530,UW163_RS00540
beril_RalstoniaUW163,UW163_RS00540,OG02266,OG00174,OG00162,UW163_RS00535,UW163_RS00545
beril_RalstoniaUW163,UW163_RS00545,OG00162,OG02266,OG00619,UW163_RS00540,UW163_RS00550
beril_RalstoniaUW163,UW163_RS00550,OG00619,OG00162,OG00663,UW163_RS00545,UW163_RS00555
beril_RalstoniaUW163,UW163_RS00555,OG00663,OG00619,OG11489,UW163_RS00550,UW163_RS00560
beril_RalstoniaUW163,UW163_RS00560,OG11489,OG00663,OG13523,UW163_RS00555,UW163_RS00565
beril_RalstoniaUW163,UW163_RS00565,OG13523,OG11489,OG15422,UW163_RS00560,UW163_RS00570
beril_RalstoniaUW163,UW163_RS00570,OG15422,OG13523,OG03172,UW163_RS00565,UW163_RS00575
beril_RalstoniaUW163,UW163_RS00575,OG03172,OG15422,OG02696,UW163_RS00570,UW163_RS00580
beril_RalstoniaUW163,UW163_RS00580,OG02696,OG03172,OG04738,UW163_RS00575,UW163_RS00585
beril_RalstoniaUW163,UW163_RS00585,OG04738,OG02696,OG01554,UW163_RS00580,UW163_RS00590
beril_RalstoniaUW163,UW163_RS00590,OG01554,OG04738,OG00299,UW163_RS00585,UW163_RS00595
beril_RalstoniaUW163,UW163_RS00595,OG00299,OG01554,OG06486,UW163_RS00590,UW163_RS00600
beril_RalstoniaUW163,UW163_RS00600,OG06486,OG00299,OG12514,UW163_RS00595,UW163_RS00605
beril_RalstoniaUW163,UW163_RS00605,OG12514,OG06486,OG02253,UW163_RS00600,UW163_RS00610
beril_RalstoniaUW163,UW163_RS00610,OG02253,OG12514,OG02874,UW163_RS00605,UW163_RS00620
beril_RalstoniaUW163,UW163_RS00620,OG02874,OG02253,OG01008,UW163_RS00610,UW163_RS00625
beril_RalstoniaUW163,UW163_RS00625,OG01008,OG02874,OG02310,UW163_RS00620,UW163_RS00630
beril_RalstoniaUW163,UW163_RS00630,OG02310,OG01008,OG00287,UW163_RS00625,UW163_RS00635
beril_RalstoniaUW163,UW163_RS00635,OG00287,OG02310,OG00332,UW163_RS00630,UW163_RS00640
beril_RalstoniaUW163,UW163_RS00640,OG00332,OG00287,OG00159,UW163_RS00635,UW163_RS00645
beril_RalstoniaUW163,UW163_RS00645,OG00159,OG00332,OG00027,UW163_RS00640,UW163_RS00650
beril_RalstoniaUW163,UW163_RS00650,OG00027,OG00159,OG01002,UW163_RS00645,UW163_RS00655
beril_RalstoniaUW163,UW163_RS00655,OG01002,OG00027,OG00024,UW163_RS00650,UW163_RS00660
beril_RalstoniaUW163,UW163_RS00660,OG00024,OG01002,OG00143,UW163_RS00655,UW163_RS00665
beril_RalstoniaUW163,UW163_RS00665,OG00143,OG00024,OG01279,UW163_RS00660,UW163_RS00670
beril_RalstoniaUW163,UW163_RS00670,OG01279,OG00143,OG02576,UW163_RS00665,UW163_RS00675
beril_RalstoniaUW163,UW163_RS00675,OG02576,OG01279,OG14442,UW163_RS00670,UW163_RS00680
beril_RalstoniaUW163,UW163_RS00680,OG14442,OG02576,OG01443,UW163_RS00675,UW163_RS00685
beril_RalstoniaUW163,UW163_RS00685,OG01443,OG14442,OG00384,UW163_RS00680,UW163_RS00690
beril_RalstoniaUW163,UW163_RS00690,OG00384,OG01443,OG15264,UW163_RS00685,UW163_RS00695
beril_RalstoniaUW163,UW163_RS00695,OG15264,OG00384,OG02637,UW163_RS00690,UW163_RS00700
beril_RalstoniaUW163,UW163_RS00700,OG02637,OG15264,OG00719,UW163_RS00695,UW163_RS00705
beril_RalstoniaUW163,UW163_RS00705,OG00719,OG02637,OG14716,UW163_RS00700,UW163_RS00710
beril_RalstoniaUW163,UW163_RS00710,OG14716,OG00719,OG01443,UW163_RS00705,UW163_RS00715
beril_RalstoniaUW163,UW163_RS00715,OG01443,OG14716,OG13526,UW163_RS00710,UW163_RS00720
beril_RalstoniaUW163,UW163_RS00720,OG13526,OG01443,OG15543,UW163_RS00715,UW163_RS00725
beril_RalstoniaUW163,UW163_RS00725,OG15543,OG13526,OG13595,UW163_RS00720,UW163_RS00730
beril_RalstoniaUW163,UW163_RS00730,OG13595,OG15543,OG13508,UW163_RS00725,UW163_RS00735
beril_RalstoniaUW163,UW163_RS00735,OG13508,OG13595,OG01968,UW163_RS00730,UW163_RS00740
beril_RalstoniaUW163,UW163_RS00740,OG01968,OG13508,OG02649,UW163_RS00735,UW163_RS00745
beril_RalstoniaUW163,UW163_RS00745,OG02649,OG01968,OG01208,UW163_RS00740,UW163_RS00750
beril_RalstoniaUW163,UW163_RS00750,OG01208,OG02649,OG00480,UW163_RS00745,UW163_RS00755
beril_RalstoniaUW163,UW163_RS00755,OG00480,OG01208,OG01514,UW163_RS00750,UW163_RS00760
beril_RalstoniaUW163,UW163_RS00760,OG01514,OG00480,OG00391,UW163_RS00755,UW163_RS00765
beril_RalstoniaUW163,UW163_RS00765,OG00391,OG01514,OG12484,UW163_RS00760,UW163_RS00770
beril_RalstoniaUW163,UW163_RS00770,OG12484,OG00391,OG02245,UW163_RS00765,UW163_RS00775
beril_RalstoniaUW163,UW163_RS00775,OG02245,OG12484,OG00045,UW163_RS00770,UW163_RS00780
beril_RalstoniaUW163,UW163_RS00780,OG00045,OG02245,OG15061,UW163_RS00775,UW163_RS00785
beril_RalstoniaUW163,UW163_RS00785,OG15061,OG00045,OG12043,UW163_RS00780,UW163_RS00790
beril_RalstoniaUW163,UW163_RS00790,OG12043,OG15061,OG00851,UW163_RS00785,UW163_RS00795
beril_RalstoniaUW163,UW163_RS00795,OG00851,OG12043,OG01597,UW163_RS00790,UW163_RS00810
beril_RalstoniaUW163,UW163_RS00810,OG01597,OG00851,OG00036,UW163_RS00795,UW163_RS00815
beril_RalstoniaUW163,UW163_RS00815,OG00036,OG01597,OG01164,UW163_RS00810,UW163_RS00820
beril_RalstoniaUW163,UW163_RS00820,OG01164,OG00036,OG00494,UW163_RS00815,UW163_RS00825
beril_RalstoniaUW163,UW163_RS00825,OG00494,OG01164,OG00466,UW163_RS00820,UW163_RS00830
beril_RalstoniaUW163,UW163_RS00830,OG00466,OG00494,OG00075,UW163_RS00825,UW163_RS00835
beril_RalstoniaUW163,UW163_RS00835,OG00075,OG00466,OG00900,UW163_RS00830,UW163_RS00840
beril_RalstoniaUW163,UW163_RS00840,OG00900,OG00075,OG00863,UW163_RS00835,UW163_RS00845
beril_RalstoniaUW163,UW163_RS00845,OG00863,OG00900,OG00128,UW163_RS00840,UW163_RS00850
beril_RalstoniaUW163,UW163_RS00850,OG00128,OG00863,OG15086,UW163_RS00845,UW163_RS00855
beril_RalstoniaUW163,UW163_RS00855,OG15086,OG00128,OG00684,UW163_RS00850,UW163_RS00860
beril_RalstoniaUW163,UW163_RS00860,OG00684,OG15086,OG02324,UW163_RS00855,UW163_RS00865
beril_RalstoniaUW163,UW163_RS00865,OG02324,OG00684,OG01379,UW163_RS00860,UW163_RS00870
beril_RalstoniaUW163,UW163_RS00870,OG01379,OG02324,OG13543,UW163_RS00865,UW163_RS00875
beril_RalstoniaUW163,UW163_RS00875,OG13543,OG01379,OG02314,UW163_RS00870,UW163_RS00880
beril_RalstoniaUW163,UW163_RS00880,OG02314,OG13543,OG04907,UW163_RS00875,UW163_RS00885
beril_RalstoniaUW163,UW163_RS00885,OG04907,OG02314,OG15281,UW163_RS00880,UW163_RS00890
beril_RalstoniaUW163,UW163_RS00890,OG15281,OG04907,OG04907,UW163_RS00885,UW163_RS00895
beril_RalstoniaUW163,UW163_RS00895,OG04907,OG15281,OG03493,UW163_RS00890,UW163_RS00900
beril_RalstoniaUW163,UW163_RS00900,OG03493,OG04907,OG01505,UW163_RS00895,UW163_RS00905
beril_RalstoniaUW163,UW163_RS00905,OG01505,OG03493,OG00798,UW163_RS00900,UW163_RS00910
beril_RalstoniaUW163,UW163_RS00910,OG00798,OG01505,OG00966,UW163_RS00905,UW163_RS00915
beril_RalstoniaUW163,UW163_RS00915,OG00966,OG00798,OG00363,UW163_RS00910,UW163_RS00920
beril_RalstoniaUW163,UW163_RS00920,OG00363,OG00966,OG00976,UW163_RS00915,UW163_RS00925
beril_RalstoniaUW163,UW163_RS00925,OG00976,OG00363,OG01913,UW163_RS00920,UW163_RS00930
beril_RalstoniaUW163,UW163_RS00930,OG01913,OG00976,OG03270,UW163_RS00925,UW163_RS00935
beril_RalstoniaUW163,UW163_RS00935,OG03270,OG01913,OG01392,UW163_RS00930,UW163_RS00940
beril_RalstoniaUW163,UW163_RS00940,OG01392,OG03270,OG01669,UW163_RS00935,UW163_RS00945
beril_RalstoniaUW163,UW163_RS00945,OG01669,OG01392,OG00374,UW163_RS00940,UW163_RS00950
beril_RalstoniaUW163,UW163_RS00950,OG00374,OG01669,OG01917,UW163_RS00945,UW163_RS00955
beril_RalstoniaUW163,UW163_RS00955,OG01917,OG00374,OG01867,UW163_RS00950,UW163_RS00960
beril_RalstoniaUW163,UW163_RS00960,OG01867,OG01917,OG00587,UW163_RS00955,UW163_RS00965
beril_RalstoniaUW163,UW163_RS00965,OG00587,OG01867,OG13572,UW163_RS00960,UW163_RS00970
beril_RalstoniaUW163,UW163_RS00970,OG13572,OG00587,OG02715,UW163_RS00965,UW163_RS00975
beril_RalstoniaUW163,UW163_RS00975,OG02715,OG13572,OG00868,UW163_RS00970,UW163_RS00980
beril_RalstoniaUW163,UW163_RS00980,OG00868,OG02715,OG00368,UW163_RS00975,UW163_RS00985
beril_RalstoniaUW163,UW163_RS00985,OG00368,OG00868,OG00368,UW163_RS00980,UW163_RS00990
beril_RalstoniaUW163,UW163_RS00990,OG00368,OG00368,OG01045,UW163_RS00985,UW163_RS00995
beril_RalstoniaUW163,UW163_RS00995,OG01045,OG00368,OG01289,UW163_RS00990,UW163_RS01000
beril_RalstoniaUW163,UW163_RS01000,OG01289,OG01045,OG01272,UW163_RS00995,UW163_RS01005
beril_RalstoniaUW163,UW163_RS01005,OG01272,OG01289,OG11117,UW163_RS01000,UW163_RS01010
beril_RalstoniaUW163,UW163_RS01010,OG11117,OG01272,OG01894,UW163_RS01005,UW163_RS01015
beril_RalstoniaUW163,UW163_RS01015,OG01894,OG11117,OG15238,UW163_RS01010,UW163_RS01020
beril_RalstoniaUW163,UW163_RS01020,OG15238,OG01894,OG14658,UW163_RS01015,UW163_RS01025
beril_RalstoniaUW163,UW163_RS01025,OG14658,OG15238,OG08928,UW163_RS01020,UW163_RS01030
beril_RalstoniaUW163,UW163_RS01030,OG08928,OG14658,OG04805,UW163_RS01025,UW163_RS01035
beril_RalstoniaUW163,UW163_RS01035,OG04805,OG08928,OG04759,UW163_RS01030,UW163_RS01040
beril_RalstoniaUW163,UW163_RS01040,OG04759,OG04805,OG12192,UW163_RS01035,UW163_RS01045
beril_RalstoniaUW163,UW163_RS01045,OG12192,OG04759,OG04454,UW163_RS01040,UW163_RS01050
beril_RalstoniaUW163,UW163_RS01050,OG04454,OG12192,OG04229,UW163_RS01045,UW163_RS01055
beril_RalstoniaUW163,UW163_RS01055,OG04229,OG04454,OG04722,UW163_RS01050,UW163_RS01060
beril_RalstoniaUW163,UW163_RS01060,OG04722,OG04229,OG04809,UW163_RS01055,UW163_RS01065
beril_RalstoniaUW163,UW163_RS01065,OG04809,OG04722,OG13326,UW163_RS01060,UW163_RS01070
beril_RalstoniaUW163,UW163_RS01070,OG13326,OG04809,OG13263,UW163_RS01065,UW163_RS01075
beril_RalstoniaUW163,UW163_RS01075,OG13263,OG13326,OG13670,UW163_RS01070,UW163_RS01080
beril_RalstoniaUW163,UW163_RS01080,OG13670,OG13263,OG01804,UW163_RS01075,UW163_RS01085
beril_RalstoniaUW163,UW163_RS01085,OG01804,OG13670,OG04629,UW163_RS01080,UW163_RS01090
beril_RalstoniaUW163,UW163_RS01090,OG04629,OG01804,OG14781,UW163_RS01085,UW163_RS01095
beril_RalstoniaUW163,UW163_RS01095,OG14781,OG04629,OG14992,UW163_RS01090,UW163_RS01100
beril_RalstoniaUW163,UW163_RS01100,OG14992,OG14781,OG13553,UW163_RS01095,UW163_RS01105
beril_RalstoniaUW163,UW163_RS01105,OG13553,OG14992,OG00947,UW163_RS01100,UW163_RS01110
beril_RalstoniaUW163,UW163_RS01110,OG00947,OG13553,OG01676,UW163_RS01105,UW163_RS01115
beril_RalstoniaUW163,UW163_RS01115,OG01676,OG00947,OG01203,UW163_RS01110,UW163_RS01120
beril_RalstoniaUW163,UW163_RS01120,OG01203,OG01676,OG00446,UW163_RS01115,UW163_RS01125
beril_RalstoniaUW163,UW163_RS01125,OG00446,OG01203,OG01776,UW163_RS01120,UW163_RS01130
beril_RalstoniaUW163,UW163_RS01130,OG01776,OG00446,OG03429,UW163_RS01125,UW163_RS01135
beril_RalstoniaUW163,UW163_RS01135,OG03429,OG01776,OG04255,UW163_RS01130,UW163_RS01140
beril_RalstoniaUW163,UW163_RS01140,OG04255,OG03429,OG01859,UW163_RS01135,UW163_RS01145
beril_RalstoniaUW163,UW163_RS01145,OG01859,OG04255,OG01003,UW163_RS01140,UW163_RS01150
beril_RalstoniaUW163,UW163_RS01150,OG01003,OG01859,OG11312,UW163_RS01145,UW163_RS01160
beril_RalstoniaUW163,UW163_RS01160,OG11312,OG01003,OG15355,UW163_RS01150,UW163_RS01165
beril_RalstoniaUW163,UW163_RS01165,OG15355,OG11312,OG14695,UW163_RS01160,UW163_RS01190
beril_RalstoniaUW163,UW163_RS01190,OG14695,OG15355,OG15183,UW163_RS01165,UW163_RS01195
beril_RalstoniaUW163,UW163_RS01195,OG15183,OG14695,OG01977,UW163_RS01190,UW163_RS01200
beril_RalstoniaUW163,UW163_RS01200,OG01977,OG15183,OG02411,UW163_RS01195,UW163_RS01205
beril_RalstoniaUW163,UW163_RS01205,OG02411,OG01977,OG11858,UW163_RS01200,UW163_RS01210
beril_RalstoniaUW163,UW163_RS01210,OG11858,OG02411,OG15578,UW163_RS01205,UW163_RS01215
beril_RalstoniaUW163,UW163_RS01215,OG15578,OG11858,OG15584,UW163_RS01210,UW163_RS01220
beril_RalstoniaUW163,UW163_RS01220,OG15584,OG15578,OG02325,UW163_RS01215,UW163_RS01235
beril_RalstoniaUW163,UW163_RS01235,OG02325,OG15584,OG03988,UW163_RS01220,UW163_RS01240
beril_RalstoniaUW163,UW163_RS01240,OG03988,OG02325,OG15428,UW163_RS01235,UW163_RS01245
beril_RalstoniaUW163,UW163_RS01245,OG15428,OG03988,OG00053,UW163_RS01240,UW163_RS01250
beril_RalstoniaUW163,UW163_RS01250,OG00053,OG15428,OG00044,UW163_RS01245,UW163_RS01255
beril_RalstoniaUW163,UW163_RS01255,OG00044,OG00053,OG00034,UW163_RS01250,UW163_RS01260
beril_RalstoniaUW163,UW163_RS01260,OG00034,OG00044,OG02238,UW163_RS01255,UW163_RS01265
beril_RalstoniaUW163,UW163_RS01265,OG02238,OG00034,OG15536,UW163_RS01260,UW163_RS01270
beril_RalstoniaUW163,UW163_RS01270,OG15536,OG02238,OG00982,UW163_RS01265,UW163_RS01275
beril_RalstoniaUW163,UW163_RS01275,OG00982,OG15536,OG01866,UW163_RS01270,UW163_RS01280
beril_RalstoniaUW163,UW163_RS01280,OG01866,OG00982,OG00894,UW163_RS01275,UW163_RS01285
beril_RalstoniaUW163,UW163_RS01285,OG00894,OG01866,OG03985,UW163_RS01280,UW163_RS01290
beril_RalstoniaUW163,UW163_RS01290,OG03985,OG00894,OG00224,UW163_RS01285,UW163_RS01295
beril_RalstoniaUW163,UW163_RS01295,OG00224,OG03985,OG15519,UW163_RS01290,UW163_RS01300
beril_RalstoniaUW163,UW163_RS01300,OG15519,OG00224,OG15261,UW163_RS01295,UW163_RS01305
beril_RalstoniaUW163,UW163_RS01305,OG15261,OG15519,OG00464,UW163_RS01300,UW163_RS01310
beril_RalstoniaUW163,UW163_RS01310,OG00464,OG15261,OG12998,UW163_RS01305,UW163_RS01315
beril_RalstoniaUW163,UW163_RS01315,OG12998,OG00464,OG14783,UW163_RS01310,UW163_RS01320
beril_RalstoniaUW163,UW163_RS01320,OG14783,OG12998,OG14706,UW163_RS01315,UW163_RS01325
beril_RalstoniaUW163,UW163_RS01325,OG14706,OG14783,OG00225,UW163_RS01320,UW163_RS01330
beril_RalstoniaUW163,UW163_RS01330,OG00225,OG14706,OG15490,UW163_RS01325,UW163_RS01335
beril_RalstoniaUW163,UW163_RS01335,OG15490,OG00225,OG00265,UW163_RS01330,UW163_RS01340
beril_RalstoniaUW163,UW163_RS01340,OG00265,OG15490,OG00236,UW163_RS01335,UW163_RS01345
beril_RalstoniaUW163,UW163_RS01345,OG00236,OG00265,OG00398,UW163_RS01340,UW163_RS01350
beril_RalstoniaUW163,UW163_RS01350,OG00398,OG00236,OG05675,UW163_RS01345,UW163_RS01355
beril_RalstoniaUW163,UW163_RS01355,OG05675,OG00398,OG03747,UW163_RS01350,UW163_RS01360
beril_RalstoniaUW163,UW163_RS01360,OG03747,OG05675,OG10470,UW163_RS01355,UW163_RS01365
beril_RalstoniaUW163,UW163_RS01365,OG10470,OG03747,OG13512,UW163_RS01360,UW163_RS01370
beril_RalstoniaUW163,UW163_RS01370,OG13512,OG10470,OG13738,UW163_RS01365,UW163_RS01375
beril_RalstoniaUW163,UW163_RS01375,OG13738,OG13512,OG00801,UW163_RS01370,UW163_RS01380
beril_RalstoniaUW163,UW163_RS01380,OG00801,OG13738,OG14880,UW163_RS01375,UW163_RS01385
beril_RalstoniaUW163,UW163_RS01385,OG14880,OG00801,OG00668,UW163_RS01380,UW163_RS01390
beril_RalstoniaUW163,UW163_RS01390,OG00668,OG14880,OG03315,UW163_RS01385,UW163_RS01395
beril_RalstoniaUW163,UW163_RS01395,OG03315,OG00668,OG11952,UW163_RS01390,UW163_RS01400
beril_RalstoniaUW163,UW163_RS01400,OG11952,OG03315,OG00741,UW163_RS01395,UW163_RS01405
beril_RalstoniaUW163,UW163_RS01405,OG00741,OG11952,OG00393,UW163_RS01400,UW163_RS01410
beril_RalstoniaUW163,UW163_RS01410,OG00393,OG00741,OG01770,UW163_RS01405,UW163_RS01415
beril_RalstoniaUW163,UW163_RS01415,OG01770,OG00393,OG02114,UW163_RS01410,UW163_RS01420
beril_RalstoniaUW163,UW163_RS01420,OG02114,OG01770,OG01564,UW163_RS01415,UW163_RS01425
beril_RalstoniaUW163,UW163_RS01425,OG01564,OG02114,OG01518,UW163_RS01420,UW163_RS01430
beril_RalstoniaUW163,UW163_RS01430,OG01518,OG01564,OG00783,UW163_RS01425,UW163_RS01435
beril_RalstoniaUW163,UW163_RS01435,OG00783,OG01518,OG00288,UW163_RS01430,UW163_RS01440
beril_RalstoniaUW163,UW163_RS01440,OG00288,OG00783,OG00521,UW163_RS01435,UW163_RS01445
beril_RalstoniaUW163,UW163_RS01445,OG00521,OG00288,OG00824,UW163_RS01440,UW163_RS01450
beril_RalstoniaUW163,UW163_RS01450,OG00824,OG00521,OG01899,UW163_RS01445,UW163_RS01455
beril_RalstoniaUW163,UW163_RS01455,OG01899,OG00824,OG01965,UW163_RS01450,UW163_RS01460
beril_RalstoniaUW163,UW163_RS01460,OG01965,OG01899,OG02324,UW163_RS01455,UW163_RS01465
beril_RalstoniaUW163,UW163_RS01465,OG02324,OG01965,OG01469,UW163_RS01460,UW163_RS01470
beril_RalstoniaUW163,UW163_RS01470,OG01469,OG02324,OG01476,UW163_RS01465,UW163_RS01475
beril_RalstoniaUW163,UW163_RS01475,OG01476,OG01469,OG12545,UW163_RS01470,UW163_RS01480
beril_RalstoniaUW163,UW163_RS01480,OG12545,OG01476,OG00768,UW163_RS01475,UW163_RS01485
beril_RalstoniaUW163,UW163_RS01485,OG00768,OG12545,OG00835,UW163_RS01480,UW163_RS01490
beril_RalstoniaUW163,UW163_RS01490,OG00835,OG00768,OG14637,UW163_RS01485,UW163_RS01495
beril_RalstoniaUW163,UW163_RS01495,OG14637,OG00835,OG15234,UW163_RS01490,UW163_RS01520
beril_RalstoniaUW163,UW163_RS01520,OG15234,OG14637,OG15432,UW163_RS01495,UW163_RS01535
