gene,ensg,fba_essential,hart_truth,subsystem,druggability
OCA2,ENSG00000104044,0,,Transport reactions,0.9
OCRL,ENSG00000122126,0,,Inositol phosphate metabolism,0.9
ODC1,ENSG00000115758,0,,Arginine and proline metabolism,0.9
OGDH,ENSG00000105953,0,1,Tricarboxylic acid cycle and glyoxylate/,0.9
OLAH,ENSG00000152463,0,,Fatty acid oxidation,0.9
OPLAH,ENSG00000178814,0,,Glutathione metabolism,0.9
OTC,ENSG00000036473,0,,Arginine and proline metabolism,0.9
OTUD5,ENSG00000068308,0,,Isolated,0.9
OXCT1,ENSG00000083720,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
OXCT2,ENSG00000198754,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
OXSM,ENSG00000151093,0,,Transport reactions,0.9
P4HA1,ENSG00000122884,0,,Arginine and proline metabolism,0.9
P4HA2,ENSG00000072682,0,,Arginine and proline metabolism,0.9
P4HA3,ENSG00000149380,0,,Arginine and proline metabolism,0.9
P4HB,ENSG00000185624,0,,Arginine and proline metabolism,0.9
PADI1,ENSG00000142623,0,,Protein modification,0.9
PADI2,ENSG00000117115,0,,Protein modification,0.9
PADI3,ENSG00000142619,0,,Protein modification,0.9
PADI4,ENSG00000159339,0,,Protein modification,0.9
PADI6,ENSG00000276747,0,,Protein modification,0.9
PAFAH1B1,ENSG00000007168,0,1,Glycerophospholipid metabolism,0.9
PAFAH1B2,ENSG00000168092,0,,Glycerophospholipid metabolism,0.9
PAFAH1B3,ENSG00000079462,0,,Glycerophospholipid metabolism,0.9
PAFAH2,ENSG00000158006,0,,Glycerophospholipid metabolism,0.9
PAH,ENSG00000171759,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
PAICS,ENSG00000128050,0,1,Purine metabolism,0.9
PAM,ENSG00000145730,0,,Isolated,0.9
PANK1,ENSG00000152782,0,,Pantothenate and CoA metabolism,0.9
PANK2,ENSG00000125779,0,,Pantothenate and CoA metabolism,0.9
PANK3,ENSG00000120137,0,,Pantothenate and CoA metabolism,0.9
PANK4,ENSG00000157881,0,,Pantothenate and CoA metabolism,0.9
PAOX,ENSG00000148832,0,,Arginine and proline metabolism,0.9
PAPOLA,ENSG00000090060,0,,Nucleotide metabolism,0.9
PAPOLB,ENSG00000218823,0,,Nucleotide metabolism,0.9
PAPOLG,ENSG00000115421,0,,Nucleotide metabolism,0.9
PAPSS1,ENSG00000138801,0,,Nucleotide metabolism,0.9
PAPSS2,ENSG00000198682,0,,Nucleotide metabolism,0.9
PARP1,ENSG00000143799,0,,Isolated,0.9
PARP10,ENSG00000178685,0,,Isolated,0.9
PARP11,ENSG00000111224,0,,Isolated,0.9
PARP12,ENSG00000059378,0,,Isolated,0.9
PARP14,ENSG00000173193,0,,Isolated,0.9
PARP15,ENSG00000173200,0,,Isolated,0.9
PARP16,ENSG00000138617,0,,Isolated,0.9
PARP2,ENSG00000129484,0,,Isolated,0.9
PARP3,ENSG00000041880,0,,Isolated,0.9
PARP4,ENSG00000102699,0,,Isolated,0.9
PARP6,ENSG00000137817,0,,Isolated,0.9
PARP8,ENSG00000151883,0,,Isolated,0.9
PARP9,ENSG00000138496,0,,Isolated,0.9
PC,ENSG00000173599,0,,Pyruvate metabolism,0.9
PCBD1,ENSG00000166228,0,,Biopterin metabolism,0.9
PCBD2,ENSG00000132570,0,,Biopterin metabolism,0.9
PCCA,ENSG00000175198,0,,"Valine, leucine, and isoleucine metaboli",0.9
PCCB,ENSG00000114054,0,,"Valine, leucine, and isoleucine metaboli",0.9
PCK1,ENSG00000124253,0,,Pyruvate metabolism,0.9
PCK2,ENSG00000100889,0,,Pyruvate metabolism,0.9
PCMT1,ENSG00000120265,0,,Isolated,0.9
PCTP,ENSG00000141179,0,,Transport reactions,0.9
PCYOX1,ENSG00000116005,0,,Terpenoid backbone biosynthesis,0.9
PCYT1A,ENSG00000161217,0,,Glycerophospholipid metabolism,0.9
PCYT1B,ENSG00000102230,0,,Glycerophospholipid metabolism,0.9
PCYT2,ENSG00000185813,0,,Glycerophospholipid metabolism,0.9
PDE10A,ENSG00000112541,0,,Purine metabolism,0.9
PDE11A,ENSG00000128655,0,,Purine metabolism,0.9
PDE1A,ENSG00000115252,0,,Purine metabolism,0.9
PDE1B,ENSG00000123360,0,,Purine metabolism,0.9
PDE1C,ENSG00000154678,0,,Purine metabolism,0.9
PDE2A,ENSG00000186642,0,,Purine metabolism,0.9
PDE3A,ENSG00000172572,0,,Purine metabolism,0.9
PDE3B,ENSG00000152270,0,,Purine metabolism,0.9
PDE4A,ENSG00000065989,0,,Purine metabolism,0.9
PDE4B,ENSG00000184588,0,,Purine metabolism,0.9
PDE4C,ENSG00000105650,0,,Purine metabolism,0.9
PDE4D,ENSG00000113448,0,,Purine metabolism,0.9
PDE5A,ENSG00000138735,0,,Purine metabolism,0.9
PDE6A,ENSG00000132915,0,,Purine metabolism,0.9
PDE6B,ENSG00000133256,0,,Purine metabolism,0.9
PDE6C,ENSG00000095464,0,,Purine metabolism,0.9
PDE6G,ENSG00000185527,0,,Purine metabolism,0.9
PDE6H,ENSG00000139053,0,0,Purine metabolism,0.9
PDE7A,ENSG00000205268,0,,Purine metabolism,0.9
PDE7B,ENSG00000171408,0,,Purine metabolism,0.9
PDE8A,ENSG00000073417,0,,Purine metabolism,0.9
PDE8B,ENSG00000113231,0,,Purine metabolism,0.9
PDE9A,ENSG00000160191,0,,Purine metabolism,0.9
PDF,ENSG00000258429,0,,Isolated,0.9
PDHA1,ENSG00000131828,0,,Thiamine metabolism,0.9
PDHA2,ENSG00000163114,0,,Thiamine metabolism,0.9
PDHB,ENSG00000168291,0,,Thiamine metabolism,0.9
PDHX,ENSG00000110435,0,,Glycolysis / Gluconeogenesis,0.9
PDIA3,ENSG00000167004,0,,Isolated,0.9
PDIA4,ENSG00000155660,0,,Isolated,0.9
PDIA5,ENSG00000065485,0,,Isolated,0.9
PDIA6,ENSG00000143870,0,,Isolated,0.9
PDK1,ENSG00000152256,0,,Isolated,0.9
PDK2,ENSG00000005882,0,,Isolated,0.9
PDK3,ENSG00000067992,0,,Isolated,0.9
PDK4,ENSG00000004799,0,,Isolated,0.9
PDP1,ENSG00000164951,0,,Isolated,0.9
PDP2,ENSG00000172840,0,,Isolated,0.9
PDPR,ENSG00000090857,0,,"Glycine, serine and threonine metabolism",0.9
PDSS1,ENSG00000148459,0,,Terpenoid backbone biosynthesis,0.9
PDSS2,ENSG00000164494,0,,Terpenoid backbone biosynthesis,0.9
PDXK,ENSG00000160209,0,,Vitamin B6 metabolism,0.9
PDXP,ENSG00000241360,0,,Vitamin B6 metabolism,0.9
PDZD4,ENSG00000067840,0,,Bile acid biosynthesis,0.9
PECR,ENSG00000115425,0,,Fatty acid biosynthesis (even-chain),0.9
PEMT,ENSG00000133027,0,,Glycerophospholipid metabolism,0.9
PEPD,ENSG00000124299,0,,Peptide metabolism,0.9
PFAS,ENSG00000178921,0,,Purine metabolism,0.9
PFKFB1,ENSG00000158571,0,,Fructose and mannose metabolism,0.9
PFKFB2,ENSG00000123836,0,,Fructose and mannose metabolism,0.9
PFKFB3,ENSG00000170525,0,,Fructose and mannose metabolism,0.9
PFKFB4,ENSG00000114268,0,,Fructose and mannose metabolism,0.9
PFKL,ENSG00000141959,0,,Glycolysis / Gluconeogenesis,0.9
PFKM,ENSG00000152556,0,,Glycolysis / Gluconeogenesis,0.9
PFKP,ENSG00000067057,0,,Glycolysis / Gluconeogenesis,0.9
PGAM1,ENSG00000171314,0,1,Glycolysis / Gluconeogenesis,0.9
PGAM2,ENSG00000164708,0,,Glycolysis / Gluconeogenesis,0.9
PGAM4,ENSG00000226784,0,,Glycolysis / Gluconeogenesis,0.9
PGAP1,ENSG00000197121,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PGD,ENSG00000142657,0,,Pentose phosphate pathway,0.9
PGGHG,ENSG00000142102,0,,Starch and sucrose metabolism,0.9
PGK1,ENSG00000102144,0,1,Glycolysis / Gluconeogenesis,0.9
PGK2,ENSG00000170950,0,0,Glycolysis / Gluconeogenesis,0.9
PGLS,ENSG00000130313,0,,Pentose phosphate pathway,0.9
PGLYRP1,ENSG00000008438,0,,Isolated,0.9
PGLYRP2,ENSG00000161031,0,0,Isolated,0.9
PGLYRP3,ENSG00000159527,0,0,Isolated,0.9
PGLYRP4,ENSG00000163218,0,,Isolated,0.9
PGM1,ENSG00000079739,0,,Glycolysis / Gluconeogenesis,0.9
PGM2,ENSG00000169299,0,,Pentose phosphate pathway,0.9
PGM2L1,ENSG00000165434,0,,Starch and sucrose metabolism,0.9
PGM3,ENSG00000013375,0,,Amino sugar and nucleotide sugar metabol,0.9
PGP,ENSG00000184207,0,,Isolated,0.9
PGS1,ENSG00000087157,0,,Glycerophospholipid metabolism,0.9
PHGDH,ENSG00000092621,0,,Butanoate metabolism,0.9
PHKA1,ENSG00000067177,0,,Isolated,0.9
PHKA2,ENSG00000044446,0,,Isolated,0.9
PHKB,ENSG00000102893,0,,Isolated,0.9
PHKG1,ENSG00000164776,0,,Isolated,0.9
PHKG2,ENSG00000156873,0,,Isolated,0.9
PHOSPHO1,ENSG00000173868,0,,Glycerophospholipid metabolism,0.9
PHOSPHO2,ENSG00000144362,0,,Vitamin B6 metabolism,0.9
PHPT1,ENSG00000054148,0,,Transport reactions,0.9
PHYH,ENSG00000107537,0,,Fatty acid oxidation,0.9
PHYKPL,ENSG00000175309,0,,Isolated,0.9
PI4K2A,ENSG00000155252,0,,Inositol phosphate metabolism,0.9
PI4K2B,ENSG00000038210,0,,Inositol phosphate metabolism,0.9
PI4KA,ENSG00000241973,0,,Phosphatidylinositol phosphate metabolis,0.9
PI4KB,ENSG00000143393,0,,Phosphatidylinositol phosphate metabolis,0.9
PIGA,ENSG00000165195,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGB,ENSG00000069943,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGC,ENSG00000135845,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGF,ENSG00000151665,0,,Phosphatidylinositol phosphate metabolis,0.9
PIGG,ENSG00000174227,0,,Phosphatidylinositol phosphate metabolis,0.9
PIGH,ENSG00000100564,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGK,ENSG00000142892,0,,Phosphatidylinositol phosphate metabolis,0.9
PIGL,ENSG00000108474,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGM,ENSG00000143315,0,,Sphingolipid metabolism,0.9
PIGN,ENSG00000197563,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGO,ENSG00000165282,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGP,ENSG00000185808,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGQ,ENSG00000007541,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGS,ENSG00000087111,0,,Phosphatidylinositol phosphate metabolis,0.9
PIGT,ENSG00000124155,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGU,ENSG00000101464,0,,Phosphatidylinositol phosphate metabolis,0.9
PIGV,ENSG00000060642,0,,Sphingolipid metabolism,0.9
PIGW,ENSG00000277161,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGX,ENSG00000163964,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGY,ENSG00000255072,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PIGZ,ENSG00000119227,0,,Sphingolipid metabolism,0.9
PIK3C2A,ENSG00000011405,0,,Phosphatidylinositol phosphate metabolis,0.9
PIK3C2B,ENSG00000133056,0,,Inositol phosphate metabolism,0.9
PIK3C2G,ENSG00000139144,0,,Phosphatidylinositol phosphate metabolis,0.9
PIK3C3,ENSG00000078142,0,,Inositol phosphate metabolism,0.9
PIK3CA,ENSG00000121879,0,,Inositol phosphate metabolism,0.9
PIK3CB,ENSG00000051382,0,,Inositol phosphate metabolism,0.9
PIK3CD,ENSG00000171608,0,,Inositol phosphate metabolism,0.9
PIK3CG,ENSG00000105851,0,,Inositol phosphate metabolism,0.9
PIK3R1,ENSG00000145675,0,,Inositol phosphate metabolism,0.9
PIK3R2,ENSG00000105647,0,,Inositol phosphate metabolism,0.9
PIK3R3,ENSG00000117461,0,,Inositol phosphate metabolism,0.9
PIK3R5,ENSG00000141506,0,,Inositol phosphate metabolism,0.9
PIKFYVE,ENSG00000115020,0,,Inositol phosphate metabolism,0.9
PIN1,ENSG00000127445,0,,Isolated,0.9
PIN4,ENSG00000102309,0,,Isolated,0.9
PIP4K2A,ENSG00000150867,0,,Phosphatidylinositol phosphate metabolis,0.9
PIP4K2B,ENSG00000276293,0,,Phosphatidylinositol phosphate metabolis,0.9
PIP4K2C,ENSG00000166908,0,,Phosphatidylinositol phosphate metabolis,0.9
PIP4P1,ENSG00000165782,0,,Inositol phosphate metabolism,0.9
PIP4P2,ENSG00000155099,0,,Inositol phosphate metabolism,0.9
PIP5K1A,ENSG00000143398,0,,Phosphatidylinositol phosphate metabolis,0.9
PIP5K1B,ENSG00000107242,0,,Phosphatidylinositol phosphate metabolis,0.9
PIP5K1C,ENSG00000186111,0,,Phosphatidylinositol phosphate metabolis,0.9
PIP5KL1,ENSG00000167103,0,,Inositol phosphate metabolism,0.9
PIPOX,ENSG00000179761,0,,"Glycine, serine and threonine metabolism",0.9
PISD,ENSG00000241878,0,,Glycerophospholipid metabolism,0.9
PJA1,ENSG00000181191,0,,Isolated,0.9
PJA2,ENSG00000198961,0,,Isolated,0.9
PKLR,ENSG00000143627,0,,Purine metabolism,0.9
PKM,ENSG00000067225,0,,Purine metabolism,0.9
PLA2G10,ENSG00000069764,0,,Glycerolipid metabolism,0.9
PLA2G12A,ENSG00000123739,0,,Glycerolipid metabolism,0.9
PLA2G15,ENSG00000103066,0,,Glycerophospholipid metabolism,0.9
PLA2G1B,ENSG00000170890,0,,Glycerolipid metabolism,0.9
PLA2G2A,ENSG00000188257,0,,Glycerolipid metabolism,0.9
PLA2G2D,ENSG00000117215,0,,Glycerolipid metabolism,0.9
PLA2G2E,ENSG00000188784,0,0,Glycerolipid metabolism,0.9
PLA2G2F,ENSG00000158786,0,0,Glycerolipid metabolism,0.9
PLA2G3,ENSG00000100078,0,,Glycerolipid metabolism,0.9
PLA2G4A,ENSG00000116711,0,,Glycerolipid metabolism,0.9
PLA2G4B,ENSG00000243708,0,,Glycerolipid metabolism,0.9
PLA2G4C,ENSG00000105499,0,,Glycerolipid metabolism,0.9
PLA2G4D,ENSG00000159337,0,,Glycerolipid metabolism,0.9
PLA2G4E,ENSG00000188089,0,0,Glycerolipid metabolism,0.9
PLA2G4F,ENSG00000168907,0,,Glycerolipid metabolism,0.9
PLA2G5,ENSG00000127472,0,,Glycerolipid metabolism,0.9
PLA2G6,ENSG00000184381,0,,Glycerolipid metabolism,0.9
PLA2G7,ENSG00000146070,0,,Glycerophospholipid metabolism,0.9
PLAAT2,ENSG00000133328,0,,Leukotriene metabolism,0.9
PLAAT3,ENSG00000176485,0,,Glycerolipid metabolism,0.9
PLB1,ENSG00000163803,0,,Glycerolipid metabolism,0.9
PLCB1,ENSG00000182621,0,,Inositol phosphate metabolism,0.9
PLCB2,ENSG00000137841,0,,Inositol phosphate metabolism,0.9
PLCB3,ENSG00000149782,0,,Inositol phosphate metabolism,0.9
PLCB4,ENSG00000101333,0,,Inositol phosphate metabolism,0.9
PLCD1,ENSG00000187091,0,,Inositol phosphate metabolism,0.9
PLCD3,ENSG00000161714,0,,Inositol phosphate metabolism,0.9
PLCD4,ENSG00000115556,0,,Inositol phosphate metabolism,0.9
PLCE1,ENSG00000138193,0,,Inositol phosphate metabolism,0.9
PLCG1,ENSG00000124181,0,,Inositol phosphate metabolism,0.9
PLCG2,ENSG00000197943,0,,Inositol phosphate metabolism,0.9
PLCH1,ENSG00000114805,0,,Inositol phosphate metabolism,0.9
PLCH2,ENSG00000149527,0,,Inositol phosphate metabolism,0.9
PLCXD2,ENSG00000240891,0,,Inositol phosphate metabolism,0.9
PLCZ1,ENSG00000139151,0,,Inositol phosphate metabolism,0.9
PLD1,ENSG00000075651,0,,Glycerophospholipid metabolism,0.9
PLD2,ENSG00000129219,0,,Glycerophospholipid metabolism,0.9
PLD6,ENSG00000179598,0,,Glycerophospholipid metabolism,0.9
PLG,ENSG00000122194,0,,Protein assembly,0.9
PLIN1,ENSG00000166819,0,,Pool reactions,0.9
PLIN2,ENSG00000147872,0,,Pool reactions,0.9
PLIN3,ENSG00000105355,0,,Pool reactions,0.9
PLIN4,ENSG00000167676,0,,Pool reactions,0.9
PLOD1,ENSG00000083444,0,,Lysine metabolism,0.9
PLOD2,ENSG00000152952,0,,Lysine metabolism,0.9
PLOD3,ENSG00000106397,0,,Lysine metabolism,0.9
PLPP1,ENSG00000067113,0,,Glycerolipid metabolism,0.9
PLPP2,ENSG00000141934,0,,Glycerolipid metabolism,0.9
PLPP3,ENSG00000162407,0,,Glycerolipid metabolism,0.9
PLPP4,ENSG00000203805,0,,Glycerolipid metabolism,0.9
PLPP5,ENSG00000147535,0,,Glycerolipid metabolism,0.9
PLPP6,ENSG00000205808,0,,Inositol phosphate metabolism,0.9
PLPPR2,ENSG00000105520,0,,Glycerolipid metabolism,0.9
PLPPR3,ENSG00000129951,0,,Glycerolipid metabolism,0.9
PLPPR4,ENSG00000117600,0,,Glycerolipid metabolism,0.9
PMM1,ENSG00000100417,0,,Fructose and mannose metabolism,0.9
PMM2,ENSG00000140650,0,,Fructose and mannose metabolism,0.9
PMPCA,ENSG00000165688,0,1,Inositol phosphate metabolism,0.9
PMVK,ENSG00000163344,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
PNCK,ENSG00000130822,0,,Transport reactions,0.9
PNKP,ENSG00000039650,0,1,Isolated,0.9
PNLIP,ENSG00000175535,0,0,Acylglycerides metabolism,0.9
PNLIPRP1,ENSG00000187021,0,0,Acylglycerides metabolism,0.9
PNLIPRP2,ENSG00000266200,0,0,Acylglycerides metabolism,0.9
PNLIPRP3,ENSG00000203837,0,,Acylglycerides metabolism,0.9
PNMT,ENSG00000141744,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
PNP,ENSG00000198805,0,,Purine metabolism,0.9
PNPLA2,ENSG00000177666,0,,Acylglycerides metabolism,0.9
PNPLA3,ENSG00000100344,0,,Acylglycerides metabolism,0.9
PNPLA4,ENSG00000006757,0,,Acylglycerides metabolism,0.9
PNPLA6,ENSG00000032444,0,,Glycerophospholipid metabolism,0.9
PNPLA7,ENSG00000130653,0,,Glycerophospholipid metabolism,0.9
PNPLA8,ENSG00000135241,0,,Glycerophospholipid metabolism,0.9
PNPO,ENSG00000108439,0,,Vitamin B6 metabolism,0.9
POLA1,ENSG00000101868,0,,Nucleotide metabolism,0.9
POLA2,ENSG00000014138,0,1,Nucleotide metabolism,0.9
POLB,ENSG00000070501,0,,Nucleotide metabolism,0.9
POLD1,ENSG00000062822,0,,Nucleotide metabolism,0.9
POLD2,ENSG00000106628,0,,Nucleotide metabolism,0.9
POLD3,ENSG00000077514,0,,Nucleotide metabolism,0.9
POLD4,ENSG00000175482,0,,Nucleotide metabolism,0.9
POLE,ENSG00000177084,0,,Nucleotide metabolism,0.9
POLE2,ENSG00000100479,0,,Nucleotide metabolism,0.9
POLE3,ENSG00000148229,0,,Nucleotide metabolism,0.9
POLE4,ENSG00000115350,0,,Nucleotide metabolism,0.9
POLG,ENSG00000140521,0,,Nucleotide metabolism,0.9
POLG2,ENSG00000256525,0,,Nucleotide metabolism,0.9
POLH,ENSG00000170734,0,,Nucleotide metabolism,0.9
POLI,ENSG00000101751,0,,Nucleotide metabolism,0.9
POLK,ENSG00000122008,0,,Nucleotide metabolism,0.9
POLL,ENSG00000166169,0,,Nucleotide metabolism,0.9
POLM,ENSG00000122678,0,,Nucleotide metabolism,0.9
POLN,ENSG00000130997,0,,Nucleotide metabolism,0.9
POLQ,ENSG00000051341,0,,Nucleotide metabolism,0.9
POLR3G,ENSG00000113356,0,,Nucleotide metabolism,0.9
POLR3GL,ENSG00000121851,0,,Nucleotide metabolism,0.9
POMGNT1,ENSG00000085998,0,,Glycosphingolipid metabolism,0.9
POMT1,ENSG00000130714,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
POMT2,ENSG00000009830,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
PON1,ENSG00000005421,0,,Cysteine and methionine metabolism,0.9
PON2,ENSG00000105854,0,,Cysteine and methionine metabolism,0.9
PON3,ENSG00000105852,0,,Cysteine and methionine metabolism,0.9
POR,ENSG00000127948,0,,Isolated,0.9
PORCN,ENSG00000102312,0,,Leukotriene metabolism,0.9
PPA1,ENSG00000180817,0,1,Oxidative phosphorylation,0.9
PPA2,ENSG00000138777,0,,Oxidative phosphorylation,0.9
PPAT,ENSG00000128059,0,1,Purine metabolism,0.9
PPCDC,ENSG00000138621,0,,Pantothenate and CoA metabolism,0.9
PPCS,ENSG00000127125,0,,Pantothenate and CoA metabolism,0.9
PPIA,ENSG00000196262,0,,Isolated,0.9
PPIAL4A,ENSG00000263353,0,,Isolated,0.9
PPIAL4C,ENSG00000263464,0,,Isolated,0.9
PPIAL4E,ENSG00000271567,0,,Isolated,0.9
PPIAL4G,ENSG00000236334,0,,Isolated,0.9
PPIB,ENSG00000166794,0,,Isolated,0.9
PPIC,ENSG00000168938,0,,Isolated,0.9
PPID,ENSG00000171497,0,,Isolated,0.9
PPIE,ENSG00000084072,0,,Isolated,0.9
PPIF,ENSG00000108179,0,,Isolated,0.9
PPIG,ENSG00000138398,0,,Isolated,0.9
PPIH,ENSG00000171960,0,,Isolated,0.9
PPIL1,ENSG00000137168,0,,Isolated,0.9
PPIL2,ENSG00000100023,0,1,Isolated,0.9
PPIL3,ENSG00000240344,0,,Isolated,0.9
PPIL4,ENSG00000131013,0,,Isolated,0.9
PPIP5K1,ENSG00000168781,0,,Inositol phosphate metabolism,0.9
PPIP5K2,ENSG00000145725,0,,Inositol phosphate metabolism,0.9
PPM1L,ENSG00000163590,0,,Transport reactions,0.9
PPOX,ENSG00000143224,0,,Porphyrin metabolism,0.9
PPP1R3B,ENSG00000173281,0,,Starch and sucrose metabolism,0.9
PPP1R3C,ENSG00000119938,0,,Starch and sucrose metabolism,0.9
PPT1,ENSG00000131238,0,,Fatty acid biosynthesis,0.9
PPT2,ENSG00000221988,0,,Fatty acid biosynthesis,0.9
PPWD1,ENSG00000113593,0,1,Isolated,0.9
PRDX1,ENSG00000117450,0,,Glutathione metabolism,0.9
PRDX2,ENSG00000167815,0,,Glutathione metabolism,0.9
PRDX3,ENSG00000165672,0,,Glutathione metabolism,0.9
PRDX5,ENSG00000126432,0,,Glutathione metabolism,0.9
PRDX6,ENSG00000117592,0,,Arachidonic acid metabolism,0.9
PREP,ENSG00000085377,0,,Isolated,0.9
PRKD1,ENSG00000184304,0,,Transport reactions,0.9
PRKN,ENSG00000185345,0,,Isolated,0.9
PRODH,ENSG00000100033,0,,Oxidative phosphorylation,0.9
PRODH2,ENSG00000250799,0,,Oxidative phosphorylation,0.9
PRPS1,ENSG00000147224,0,,Pentose phosphate pathway,0.9
PRPS1L1,ENSG00000229937,0,,Pentose phosphate pathway,0.9
PRPS2,ENSG00000101911,0,,Pentose phosphate pathway,0.9
PRUNE1,ENSG00000143363,0,,Oxidative phosphorylation,0.9
PSAP,ENSG00000197746,0,,Sphingolipid metabolism,0.9
PSAT1,ENSG00000135069,0,,"Glycine, serine and threonine metabolism",0.9
PSPH,ENSG00000146733,0,,"Glycine, serine and threonine metabolism",0.9
PTDSS1,ENSG00000156471,0,,Glycerophospholipid metabolism,0.9
PTDSS2,ENSG00000174915,0,,Glycerophospholipid metabolism,0.9
PTEN,ENSG00000171862,0,,Inositol phosphate metabolism,0.9
PTGDS,ENSG00000107317,0,,Prostaglandin biosynthesis,0.9
PTGES,ENSG00000148344,0,,Arachidonic acid metabolism,0.9
PTGES2,ENSG00000148334,0,,Prostaglandin biosynthesis,0.9
PTGES3,ENSG00000110958,0,,Prostaglandin biosynthesis,0.9
PTGIS,ENSG00000124212,0,,Prostaglandin biosynthesis,0.9
PTGR1,ENSG00000106853,0,,Arachidonic acid metabolism,0.9
PTGS1,ENSG00000095303,0,,Arachidonic acid metabolism,0.9
PTGS2,ENSG00000073756,0,,Arachidonic acid metabolism,0.9
PTPMT1,ENSG00000110536,0,,Glycerophospholipid metabolism,0.9
PTPRQ,ENSG00000139304,0,,Inositol phosphate metabolism,0.9
PTRH1,ENSG00000187024,0,,Isolated,0.9
PTRH2,ENSG00000141378,0,,Isolated,0.9
PTS,ENSG00000150787,0,,Biopterin metabolism,0.9
PUS1,ENSG00000177192,0,,Isolated,0.9
PXDN,ENSG00000130508,0,,Miscellaneous,0.9
PXYLP1,ENSG00000155893,0,,Nicotinate and nicotinamide metabolism,0.9
PYCR1,ENSG00000183010,0,,Arginine and proline metabolism,0.9
PYCR2,ENSG00000143811,0,,Arginine and proline metabolism,0.9
PYCR3,ENSG00000104524,0,,Arginine and proline metabolism,0.9
PYGB,ENSG00000100994,0,,Starch and sucrose metabolism,0.9
PYGL,ENSG00000100504,0,,Starch and sucrose metabolism,0.9
PYGM,ENSG00000068976,0,,Starch and sucrose metabolism,0.9
PYURF,ENSG00000145337,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
QDPR,ENSG00000151552,0,,Folate metabolism,0.9
QPCT,ENSG00000115828,0,,Isolated,0.9
QPRT,ENSG00000103485,0,,Nicotinate and nicotinamide metabolism,0.9
QTRT1,ENSG00000213339,0,,Isolated,0.9
QTRT2,ENSG00000151576,0,,Isolated,0.9
RAD1,ENSG00000113456,0,,Nucleotide metabolism,0.9
RAD18,ENSG00000070950,0,,Isolated,0.9
RAD9A,ENSG00000172613,0,,Nucleotide metabolism,0.9
RAG1,ENSG00000166349,0,,Isolated,0.9
RALBP1,ENSG00000017797,0,,Transport reactions,0.9
RBAK,ENSG00000146587,0,,Purine metabolism,0.9
RBBP6,ENSG00000122257,0,1,Isolated,0.9
RBKS,ENSG00000171174,0,,Pentose phosphate pathway,0.9
RBP1,ENSG00000114115,0,,Transport reactions,0.9
RBP2,ENSG00000114113,0,,Transport reactions,0.9
RBP3,ENSG00000265203,0,0,Retinol metabolism,0.9
RBP4,ENSG00000138207,0,,Transport reactions,0.9
RCHY1,ENSG00000163743,0,,Isolated,0.9
RDH10,ENSG00000121039,0,,Bile acid biosynthesis,0.9
RDH11,ENSG00000072042,0,,Vitamin A metabolism,0.9
RDH12,ENSG00000139988,0,,Leukotriene metabolism,0.9
RDH13,ENSG00000160439,0,,Vitamin A metabolism,0.9
RDH14,ENSG00000240857,0,,Leukotriene metabolism,0.9
RDH16,ENSG00000139547,0,,Retinol metabolism,0.9
RDH5,ENSG00000135437,0,,Retinol metabolism,0.9
RDH8,ENSG00000080511,0,0,Vitamin A metabolism,0.9
RENBP,ENSG00000102032,0,,Amino sugar and nucleotide sugar metabol,0.9
REV3L,ENSG00000009413,0,,Nucleotide metabolism,0.9
RFC5,ENSG00000111445,0,1,Nucleotide metabolism,0.9
RFK,ENSG00000135002,0,1,Riboflavin metabolism,0.9
RFWD3,ENSG00000168411,0,,Isolated,0.9
RGN,ENSG00000130988,0,,Ascorbate and aldarate metabolism,0.9
RHAG,ENSG00000112077,0,,Transport reactions,0.9
RHBG,ENSG00000132677,0,,Transport reactions,0.9
RHCG,ENSG00000140519,0,,Transport reactions,0.9
RING1,ENSG00000204227,0,,Isolated,0.9
RLBP1,ENSG00000140522,0,,Retinol metabolism,0.9
RNF103,ENSG00000239305,0,,Isolated,0.9
RNF115,ENSG00000265491,0,,Isolated,0.9
