locus_tag,product,essential,conservation,n_paralogs,gene_len_aa,n_sisters_present,absent_in_a_sister,rogue
RS_RS11895,hypothetical protein,1,0.0,0.0,111,3,False,True
RS_RS11900,formate dehydrogenase subunit gamma,0,0.0,0.0,385,3,False,False
RS_RS11905,hypothetical protein,0,0.0,0.0,81,3,False,False
RS_RS11910,formate dehydrogenase FDH3 subunit beta,0,0.1904761904761904,0.0,232,3,False,False
RS_RS11915,molybdopterin-dependent oxidoreductase,0,0.0,0.0,1000,3,False,False
RS_RS11920,formate dehydrogenase,0,0.0,0.0,84,3,False,False
RS_RS11925,TorD/DmsD family molecular chaperone,0,0.0,0.0,224,3,False,False
RS_RS11930,4Fe-4S binding protein,0,0.0,0.0,720,3,False,False
RS_RS11935,DUF3306 domain-containing protein,0,0.0,0.0,190,3,False,False
RS_RS11940,DUF3305 domain-containing protein,0,0.0,0.0,174,3,False,False
RS_RS11945,iron-sulfur cluster carrier protein ApbC,0,0.4878048780487805,0.0,363,3,False,False
RS_RS11950,OmpA family protein,0,0.0689655172413793,0.0,210,3,False,False
RS_RS11955,methionine--tRNA ligase,1,0.6341463414634146,0.0,689,3,False,False
RS_RS11960,outer membrane protein assembly factor BamE domain-containing protein,1,0.0,0.0,181,3,False,True
RS_RS11965,translocation/assembly module TamB domain-containing protein,0,0.0,0.0,1300,3,False,False
RS_RS11970,autotransporter assembly complex protein TamA,0,0.0967741935483871,0.0,590,3,False,False
RS_RS11975,DUF3460 family protein,0,0.4,0.0,63,3,False,False
RS_RS11980,segregation and condensation protein A,1,0.2,0.0,294,3,False,False
RS_RS11985,pantoate--beta-alanine ligase,1,0.6052631578947368,0.0,284,3,False,False
RS_RS11990,DUF2778 domain-containing protein,0,0.0,1.0,153,3,False,False
RS_RS11995,ParA family protein,1,0.6341463414634146,5.0,218,3,False,False
RS_RS12000,cobyric acid synthase,0,0.21875,0.0,496,3,False,False
RS_RS12005,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,0,0.2258064516129032,0.0,194,3,False,False
RS_RS12010,adenosylcobinamide-phosphate synthase CbiB,0,0.2,1.0,332,3,False,False
RS_RS12015,threonine-phosphate decarboxylase CobD,1,0.2439024390243902,2.0,351,3,False,False
RS_RS12020,cobalamin-binding protein,0,0.0857142857142857,1.0,314,3,False,False
RS_RS12025,alpha-ribazole phosphatase,1,0.4871794871794871,2.0,193,3,False,False
RS_RS12030,adenosylcobinamide-GDP ribazoletransferase,0,0.2424242424242424,0.0,259,3,False,False
RS_RS12035,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,1,0.2258064516129032,0.0,355,3,False,False
RS_RS12040,ABC transporter ATP-binding protein,1,0.425,7.0,280,3,False,False
RS_RS12045,FecCD family ABC transporter permease,0,0.2105263157894736,0.0,336,3,False,False
RS_RS12050,TonB-dependent receptor,0,0.054054054054054,13.0,627,3,False,False
RS_RS12055,hypothetical protein,1,1.0,0.0,107,3,False,False
RS_RS12060,cell division protein ZapA,0,0.1923076923076923,0.0,106,3,False,False
RS_RS12065,EVE domain-containing protein,0,0.0,0.0,157,3,False,False
RS_RS12095,prolipoprotein diacylglyceryl transferase,1,0.918918918918919,0.0,304,3,False,False
RS_RS12100,LysR substrate-binding domain-containing protein,1,0.6097560975609756,57.0,312,3,False,False
RS_RS12105,dihydroxy-acid dehydratase,1,0.1463414634146341,0.0,558,3,False,False
RS_RS12110,DUF2486 family protein,1,0.0,0.0,144,3,False,True
RS_RS12115,DNA polymerase III subunit chi,0,0.6363636363636364,0.0,143,3,False,False
RS_RS12120,leucyl aminopeptidase,0,0.081081081081081,0.0,507,3,False,False
RS_RS12125,LPS export ABC transporter permease LptF,1,1.0,1.0,373,3,False,False
RS_RS12130,LPS export ABC transporter permease LptG,1,1.0,1.0,402,3,False,False
RS_RS12135,sirohydrochlorin chelatase,1,0.3333333333333333,0.0,124,3,False,False
RS_RS12140,5-carboxymethyl-2-hydroxymuconate Delta-isomerase,0,0.625,0.0,135,3,False,False
RS_RS12145,uroporphyrinogen-III C-methyltransferase,0,0.25,0.0,270,3,False,False
RS_RS12150,sulfate adenylyltransferase subunit 1,1,0.902439024390244,1.0,436,3,False,False
RS_RS12155,sulfate adenylyltransferase subunit CysD,0,0.4358974358974359,1.0,317,3,False,False
RS_RS12160,phosphoadenylyl-sulfate reductase,0,0.4358974358974359,1.0,268,3,False,False
RS_RS12165,DUF934 domain-containing protein,1,0.3809523809523809,0.0,183,3,False,False
RS_RS12170,nitrite/sulfite reductase,0,0.1515151515151515,1.0,554,3,False,False
RS_RS12175,sulfite exporter TauE/SafE family protein,0,0.1351351351351351,3.0,254,3,False,False
RS_RS12180,CysB family HTH-type transcriptional regulator,1,0.6097560975609756,57.0,314,3,False,False
RS_RS12185,ABC transporter substrate-binding protein,0,0.0666666666666666,12.0,390,3,False,False
RS_RS12190,NAD(P)-dependent oxidoreductase,0,0.1621621621621621,2.0,299,3,False,False
RS_RS12200,MarR family winged helix-turn-helix transcriptional regulator,1,0.4871794871794871,13.0,140,3,False,False
RS_RS12205,chloride channel protein,0,0.0555555555555555,0.0,600,3,False,False
RS_RS12210,sensor domain-containing diguanylate cyclase,0,0.0,0.0,552,2,True,False
RS_RS12215,NAD-dependent epimerase/dehydratase family protein,0,0.081081081081081,0.0,342,3,False,False
RS_RS12220,CDP-6-deoxy-delta-3%2C4-glucoseen reductase,1,0.3103448275862069,1.0,350,3,False,False
RS_RS12225,acetylornithine transaminase,1,0.3658536585365853,6.0,400,3,False,False
RS_RS12230,GNAT family N-acetyltransferase,0,0.0833333333333333,0.0,166,3,False,False
RS_RS12235,ABC transporter ATP-binding protein,1,0.425,7.0,239,3,False,False
RS_RS12240,ABC transporter ATP-binding protein,1,0.3571428571428571,4.0,258,3,False,False
RS_RS12245,ABC transporter permease subunit,0,0.0344827586206896,4.0,379,3,False,False
RS_RS12250,branched-chain amino acid ABC transporter permease,0,0.2068965517241379,4.0,312,3,False,False
RS_RS12255,branched-chain amino acid ABC transporter substrate-binding protein,0,0.0666666666666666,12.0,404,3,False,False
RS_RS12260,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,1,0.9473684210526316,0.0,325,3,False,False
RS_RS12265,FKBP-type peptidyl-prolyl cis-trans isomerase,1,0.3428571428571428,1.0,160,3,False,False
RS_RS12270,RadC family protein,0,0.0,0.0,225,3,False,False
RS_RS12275,50S ribosomal protein L28,1,0.9487179487179488,0.0,78,3,False,False
RS_RS12280,50S ribosomal protein L33,1,0.8787878787878788,0.0,57,3,False,False
RS_RS12285,L-aspartate oxidase,1,0.7804878048780488,1.0,534,3,False,False
RS_RS12290,carboxylating nicotinate-nucleotide diphosphorylase,0,0.3333333333333333,0.0,296,3,False,False
RS_RS12295,quinolinate synthase NadA,0,0.2972972972972973,0.0,383,3,False,False
RS_RS12300,DesA family fatty acid desaturase,1,0.1904761904761904,0.0,399,3,False,False
RS_RS12305,mechanosensitive ion channel family protein,0,0.1111111111111111,0.0,448,3,False,False
RS_RS12310,phospholipase D family protein,0,0.0,0.0,190,3,False,False
RS_RS12315,RsmB/NOP family class I SAM-dependent RNA methyltransferase,0,0.027027027027027,1.0,465,3,False,False
RS_RS12320,phosphoribosylglycinamide formyltransferase,1,0.1282051282051282,0.0,217,3,False,False
RS_RS12325,response regulator,1,0.4210526315789473,11.0,222,3,False,False
RS_RS12330,ATP-binding response regulator,0,0.0,0.0,612,3,False,False
RS_RS12335,bifunctional riboflavin kinase/FAD synthetase,1,1.0,0.0,333,3,False,False
RS_RS12340,isoleucine--tRNA ligase,1,1.0,0.0,961,3,False,False
RS_RS12345,signal peptidase II,1,0.9473684210526316,0.0,174,3,False,False
RS_RS12350,YdcF family protein,0,0.0,0.0,192,3,False,False
RS_RS12355,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,1,0.975,0.0,402,3,False,False
RS_RS12360,LLM class flavin-dependent oxidoreductase,0,0.0,0.0,351,3,False,False
RS_RS12365,dUTP diphosphatase,1,0.7631578947368421,0.0,149,3,False,False
RS_RS12370,ATP-dependent Clp protease ATP-binding subunit ClpA,1,0.2051282051282051,0.0,763,3,False,False
RS_RS12375,ATP-dependent Clp protease adapter ClpS,0,0.1034482758620689,0.0,109,3,False,False
RS_RS12380,cold-shock protein,1,0.8285714285714286,3.0,68,3,False,False
RS_RS12385,DUF4126 domain-containing protein,1,0.2,0.0,207,3,False,False
RS_RS12390,hypothetical protein,1,0.0,0.0,71,3,False,True
RS_RS12395,hypothetical protein,1,0.0,0.0,171,2,True,True
RS_RS12400,RHS repeat domain-containing protein,0,0.0,1.0,891,3,False,False
RS_RS12405,hypothetical protein,0,0.0,0.0,237,0,True,False
RS_RS12420,hypothetical protein,0,0.0,0.0,217,1,True,False
RS_RS12440,HK97-gp10 family putative phage morphogenesis protein,0,0.0,0.0,157,0,True,False
RS_RS12445,hypothetical protein,0,0.0,0.0,127,0,True,False
RS_RS12455,DUF3631 domain-containing protein,0,0.0,0.0,849,1,True,False
RS_RS12480,tyrosine-type recombinase/integrase,0,0.0333333333333333,5.0,418,2,True,False
RS_RS12485,NADP-dependent isocitrate dehydrogenase,1,0.4878048780487805,4.0,417,3,False,False
RS_RS12490,hypothetical protein,1,0.0,0.0,68,1,True,True
RS_RS12495,metallophosphoesterase,0,0.0,0.0,503,3,False,False
RS_RS12500,cytochrome-c peroxidase,0,0.0,2.0,450,3,False,False
RS_RS12505,DUF192 domain-containing protein,0,0.1875,0.0,151,3,False,False
RS_RS12510,MBL fold metallo-hydrolase,0,0.0625,0.0,321,3,False,False
RS_RS12515,MliC family protein,0,0.0,0.0,152,3,False,False
RS_RS12520,LysR substrate-binding domain-containing protein,1,0.6097560975609756,57.0,322,3,False,False
RS_RS12525,LysR family transcriptional regulator,0,0.0,0.0,306,3,False,False
RS_RS12530,MFS transporter,0,0.0,1.0,519,3,False,False
RS_RS12535,DoxX family protein,0,0.1515151515151515,1.0,137,3,False,False
RS_RS12540,gamma-glutamyltransferase family protein,0,0.0263157894736842,2.0,544,3,False,False
RS_RS12545,hypothetical protein,0,0.0,0.0,179,3,False,False
RS_RS12550,KPN_02809 family neutral zinc metallopeptidase,0,0.0,0.0,296,3,False,False
RS_RS12555,SDR family oxidoreductase,1,1.0,27.0,249,3,False,False
RS_RS12560,DNA-3-methyladenine glycosylase 2 family protein,0,0.0,0.0,491,3,False,False
RS_RS12565,methylated-DNA--[protein]-cysteine S-methyltransferase,1,0.1333333333333333,2.0,186,3,False,False
RS_RS12570,DMT family transporter,1,0.073170731707317,15.0,311,3,False,True
RS_RS12575,HipA N-terminal domain-containing protein,0,0.0,0.0,442,3,False,False
RS_RS12580,hypothetical protein,0,0.0,0.0,91,3,False,False
RS_RS12585,TRAP transporter substrate-binding protein,0,0.0,0.0,339,3,False,False
RS_RS12590,hypothetical protein,0,0.0,0.0,137,1,True,False
RS_RS12595,transporter substrate-binding domain-containing protein,1,0.1111111111111111,11.0,268,3,False,False
RS_RS12600,hypothetical protein,0,0.0,0.0,269,3,False,False
RS_RS12605,hypothetical protein,0,0.0,0.0,81,3,False,False
RS_RS12610,HD-GYP domain-containing protein,0,0.0,1.0,403,3,False,False
RS_RS12615,glycine betaine ABC transporter substrate-binding protein,0,0.0,0.0,521,3,False,False
RS_RS12620,sulfite exporter TauE/SafE family protein,0,0.0,0.0,256,3,False,False
RS_RS12625,GntP family permease,0,0.0833333333333333,0.0,467,3,False,False
RS_RS12630,hypothetical protein,0,0.0,0.0,101,3,False,False
RS_RS12635,oxidoreductase,0,0.0,0.0,251,3,False,False
RS_RS12640,HU family DNA-binding protein,1,0.9487179487179488,2.0,95,3,False,False
RS_RS12645,HutD/Ves family protein,0,0.1428571428571428,0.0,198,3,False,False
RS_RS12650,DUF2167 domain-containing protein,0,0.0,0.0,304,3,False,False
RS_RS12655,site-2 protease family protein,0,0.0,0.0,242,3,False,False
RS_RS12660,hypothetical protein,0,0.0,0.0,323,0,True,False
RS_RS12665,superoxide dismutase [Fe],1,0.8205128205128205,0.0,193,3,False,False
RS_RS12670,exodeoxyribonuclease VII large subunit,0,0.0526315789473684,0.0,472,3,False,False
RS_RS12675,MotA/TolQ/ExbB proton channel family protein,1,0.7948717948717948,2.0,207,3,False,False
RS_RS12680,ExbD/TolR family protein,1,0.8205128205128205,2.0,144,3,False,False
RS_RS12685,tetraacyldisaccharide 4'-kinase,1,1.0,0.0,350,3,False,False
RS_RS12690,Trm112 family protein,1,0.8275862068965517,0.0,63,3,False,False
RS_RS12695,3-deoxy-manno-octulosonate cytidylyltransferase,1,0.9473684210526316,0.0,269,3,False,False
RS_RS12700,adenylate kinase,1,0.9743589743589745,0.0,223,3,False,False
RS_RS12705,3-hydroxyacyl-CoA dehydrogenase,1,1.0,27.0,253,3,False,False
RS_RS12710,LysR family transcriptional regulator,0,0.0,0.0,319,0,True,False
RS_RS12715,CoA-acylating methylmalonate-semialdehyde dehydrogenase,0,0.125,13.0,505,3,False,False
RS_RS12720,LysR family transcriptional regulator,1,0.6097560975609756,57.0,298,3,False,False
RS_RS12725,bile acid:sodium symporter family protein,0,0.0,0.0,340,3,False,False
RS_RS12730,N-acetylmuramoyl-L-alanine amidase,0,0.3939393939393939,0.0,508,3,False,False
RS_RS12735,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,1,0.972972972972973,0.0,193,3,False,False
RS_RS12740,tRNA epoxyqueuosine(34) reductase QueG,0,0.0,0.0,384,3,False,False
RS_RS12745,chalcone isomerase family protein,0,0.0,0.0,217,3,False,False
RS_RS12750,methylated-DNA--[protein]-cysteine S-methyltransferase,1,0.1333333333333333,2.0,160,3,False,False
RS_RS12755,site-specific tyrosine recombinase XerD,1,0.3902439024390244,2.0,309,3,False,False
RS_RS12760,Cys-tRNA(Pro) deacylase,0,0.1818181818181818,1.0,164,3,False,False
RS_RS12765,glycerol-3-phosphate 1-O-acyltransferase PlsY,1,0.4285714285714285,0.0,208,3,False,False
RS_RS12770,acylase,0,0.0,0.0,796,0,True,False
RS_RS12775,nucleoside hydrolase,0,0.0,0.0,352,3,False,False
RS_RS12780,YajQ family cyclic di-GMP-binding protein,0,0.21875,0.0,162,3,False,False
RS_RS12785,UDP-N-acetylmuramate dehydrogenase,1,1.0,0.0,343,3,False,False
RS_RS12790,patatin-like phospholipase family protein,0,0.0,0.0,350,3,False,False
RS_RS12795,pyrimidine/purine nucleoside phosphorylase,0,0.2,0.0,106,3,False,False
RS_RS12800,argininosuccinate synthase,1,0.3902439024390244,0.0,446,3,False,False
RS_RS12805,ornithine carbamoyltransferase,1,0.3170731707317073,0.0,309,3,False,False
RS_RS12810,DUF3579 domain-containing protein,1,0.8,0.0,108,3,False,False
RS_RS12815,30S ribosomal protein S20,1,1.0,0.0,89,3,False,False
RS_RS12820,murein biosynthesis integral membrane protein MurJ,1,0.9428571428571428,0.0,518,3,False,False
RS_RS12825,SirB1 family protein,0,0.04,0.0,282,3,False,False
RS_RS12830,VTT domain-containing protein,0,0.1935483870967742,0.0,219,3,False,False
RS_RS12835,TetR/AcrR family transcriptional regulator,0,0.0,0.0,210,3,False,False
RS_RS12840,DUF3313 domain-containing protein,0,0.0,0.0,221,3,False,False
RS_RS12845,intermembrane transport protein PqiB,0,0.0476190476190476,1.0,559,3,False,False
RS_RS12850,DNA mismatch repair endonuclease MutL,0,0.0769230769230769,0.0,637,3,False,False
RS_RS12855,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,0,0.4615384615384615,0.0,324,3,False,False
RS_RS12860,GNAT family N-acetyltransferase,0,0.1666666666666666,2.0,178,3,False,False
RS_RS12865,methylated-DNA--[protein]-cysteine S-methyltransferase,1,0.1333333333333333,2.0,172,3,False,False
RS_RS12870,2OG-Fe(II) oxygenase,0,0.0,0.0,251,3,False,False
RS_RS12875,DNA oxidative demethylase AlkB,0,0.0454545454545454,0.0,219,3,False,False
RS_RS12880,DNA-3-methyladenine glycosylase family protein,0,0.0,0.0,213,3,False,False
RS_RS12885,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada,0,0.0,0.0,355,3,False,False
RS_RS12890,Ada metal-binding domain-containing protein,0,0.0,0.0,90,3,False,False
RS_RS12895,hypothetical protein,0,0.0,0.0,141,3,False,False
RS_RS12905,DUF2274 domain-containing protein,0,0.0,0.0,81,0,True,False
RS_RS12910,TrbI/VirB10 family protein,0,0.0,0.0,426,1,True,False
RS_RS12915,P-type conjugative transfer protein TrbG,0,0.0,0.0,335,0,True,False
RS_RS12920,conjugal transfer protein TrbF,0,0.0,0.0,235,0,True,False
RS_RS12925,P-type conjugative transfer protein TrbL,0,0.0,0.0,458,0,True,False
RS_RS12930,hypothetical protein,1,0.5,0.0,109,0,True,False
RS_RS12935,P-type conjugative transfer protein TrbJ,1,0.25,0.0,246,0,True,False
RS_RS12940,conjugal transfer protein TrbE,0,0.0,0.0,817,1,True,False
RS_RS12945,VirB3 family type IV secretion system protein,1,0.25,0.0,91,0,True,False
RS_RS12950,TrbC/VirB2 family protein,1,0.0,0.0,131,0,True,True
RS_RS12955,P-type conjugative transfer ATPase TrbB,0,0.0,0.0,356,1,True,False
RS_RS12960,CopG family transcriptional regulator,0,0.25,0.0,159,0,True,False
RS_RS12965,conjugal transfer protein TraG,0,0.0,0.0,676,0,True,False
RS_RS12970,EexN family lipoprotein,0,0.0,0.0,88,0,True,False
RS_RS12975,LysR family transcriptional regulator,1,0.6097560975609756,57.0,315,3,False,False
RS_RS12985,limonene-1%2C2-epoxide hydrolase,0,0.0,0.0,129,0,True,False
RS_RS12990,AraC family transcriptional regulator,0,0.1388888888888889,6.0,297,3,False,False
RS_RS12995,MmcQ/YjbR family DNA-binding protein,0,0.0,0.0,145,0,True,False
RS_RS13000,carboxylesterase family protein,0,0.0,0.0,476,0,True,False
RS_RS13005,glutathione S-transferase family protein,1,0.5588235294117647,10.0,225,3,False,False
RS_RS13010,putative quinol monooxygenase,0,0.0,0.0,100,0,True,False
RS_RS13015,isochorismatase family cysteine hydrolase,0,0.3428571428571428,2.0,197,3,False,False
RS_RS13020,SDR family NAD(P)-dependent oxidoreductase,1,1.0,27.0,253,3,False,False
RS_RS13025,AraC family transcriptional regulator,0,0.1388888888888889,6.0,300,3,False,False
RS_RS13040,relaxase/mobilization nuclease and DUF3363 domain-containing protein,0,0.0,0.0,666,0,True,False
RS_RS13045,S26 family signal peptidase,0,0.0,0.0,200,0,True,False
RS_RS13050,DUF2840 domain-containing protein,0,0.0,0.0,182,0,True,False
RS_RS13055,hypothetical protein,1,0.5,0.0,92,0,True,False
RS_RS13060,ParA family partition ATPase,1,0.6341463414634146,5.0,213,3,False,False
RS_RS13065,replication initiator protein A,0,0.3333333333333333,0.0,282,0,True,False
RS_RS13070,helix-turn-helix domain-containing protein,0,0.0,0.0,92,0,True,False
RS_RS13075,DUF2285 domain-containing protein,0,0.0,0.0,257,0,True,False
RS_RS13080,DUF2958 domain-containing protein,0,0.5,0.0,117,0,True,False
RS_RS13085,helix-turn-helix domain-containing protein,0,0.0,0.0,97,0,True,False
RS_RS13090,TIR domain-containing protein,0,0.0,0.0,188,1,True,False
RS_RS13095,macro domain-containing protein,0,0.0,0.0,283,0,True,False
RS_RS13100,DUF736 domain-containing protein,0,0.1666666666666666,0.0,105,0,True,False
RS_RS13120,DUF932 domain-containing protein,0,0.3333333333333333,0.0,277,0,True,False
RS_RS13125,ATP-binding protein,0,0.0,0.0,848,0,True,False
RS_RS13130,RadC family protein,0,0.125,0.0,170,1,True,False
RS_RS13135,PDDEXK nuclease domain-containing protein,0,0.0,0.0,356,0,True,False
RS_RS13140,tyrosine-type recombinase/integrase,0,0.0333333333333333,5.0,401,2,True,False
RS_RS13145,phosphoribosylformylglycinamidine cyclo-ligase,1,0.5121951219512195,0.0,354,3,False,False
RS_RS13150,AI-2E family transporter,0,0.1219512195121951,0.0,357,3,False,False
RS_RS13155,DnaA regulatory inactivator Hda,1,0.8125,0.0,234,3,False,False
RS_RS13160,HAD family hydrolase,1,0.24,0.0,225,3,False,False
RS_RS13165,polynucleotide adenylyltransferase PcnB,0,0.0384615384615384,0.0,515,2,True,False
RS_RS13170,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,1,0.9487179487179488,0.0,170,3,False,False
RS_RS13175,deoxynucleoside kinase,0,0.0,0.0,215,3,False,False
RS_RS13180,3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.4871794871794871,0.0,275,3,False,False
RS_RS13185,ABC transporter permease,0,0.0,0.0,236,3,False,False
RS_RS13190,ABC transporter ATP-binding protein,0,0.0,0.0,229,3,False,False
RS_RS13195,chorismate-binding protein,0,0.0,0.0,627,3,False,False
RS_RS13200,molecular chaperone DnaJ,0,0.6666666666666666,0.0,381,3,False,False
RS_RS13205,molecular chaperone DnaK,0,0.9487179487179488,0.0,653,3,False,False
RS_RS13210,nucleoside diphosphate kinase regulator,0,0.1428571428571428,0.0,135,3,False,False
RS_RS13215,thioredoxin family protein,1,0.0,0.0,141,2,True,True
RS_RS13220,nucleotide exchange factor GrpE,1,0.8974358974358975,0.0,215,3,False,False
RS_RS13225,hypothetical protein,0,0.0,0.0,63,3,False,False
RS_RS13230,RNA-binding S4 domain-containing protein,0,0.032258064516129,0.0,132,3,False,False
RS_RS13235,ferrochelatase,1,0.8888888888888888,0.0,372,3,False,False
RS_RS13240,imidazolonepropionase,0,0.0,0.0,409,3,False,False
RS_RS13245,formimidoylglutamase,0,0.0,0.0,328,3,False,False
RS_RS13250,histidine ammonia-lyase,0,0.0,1.0,519,3,False,False
RS_RS13255,urocanate hydratase,0,0.0,0.0,602,3,False,False
RS_RS13260,histidine utilization repressor,0,0.3142857142857143,4.0,238,3,False,False
RS_RS13265,heat-inducible transcriptional repressor HrcA,0,0.0666666666666666,0.0,353,3,False,False
RS_RS13270,NAD kinase,1,0.9666666666666668,0.0,310,3,False,False
RS_RS13275,DNA repair protein RecN,0,0.0512820512820512,0.0,570,3,False,False
RS_RS13280,hypothetical protein,0,0.0,0.0,149,3,False,False
RS_RS13285,MprA protease%2C GlyGly-CTERM protein-sorting domain-containing form,0,0.0,0.0,544,3,False,False
RS_RS13290,MprA protease%2C GlyGly-CTERM protein-sorting domain-containing form,0,0.0,0.0,680,3,False,False
RS_RS13295,rhombosortase,0,0.0,0.0,207,3,False,False
RS_RS13300,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,0,0.0,0.0,956,3,False,False
RS_RS13305,YhdP family protein,0,0.04,0.0,1427,3,False,False
RS_RS13310,carbon-nitrogen hydrolase family protein,0,0.1794871794871795,1.0,290,3,False,False
RS_RS13315,metalloprotease TldD,0,0.0,0.0,487,3,False,False
RS_RS13320,3-deoxy-7-phosphoheptulonate synthase AroG,0,0.1785714285714285,1.0,360,3,False,False
RS_RS13325,helix-turn-helix domain-containing protein,1,0.0,0.0,112,3,False,True
RS_RS13330,mechanosensitive ion channel family protein,0,0.03125,0.0,299,3,False,False
RS_RS13335,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,0,0.1071428571428571,0.0,186,3,False,False
RS_RS13340,FAD-binding oxidoreductase,0,0.2758620689655172,2.0,473,3,False,False
RS_RS13345,LysR substrate-binding domain-containing protein,1,0.6097560975609756,57.0,297,3,False,False
RS_RS13350,FAD-linked oxidase C-terminal domain-containing protein,0,0.2758620689655172,2.0,498,3,False,False
RS_RS13355,glycolate oxidase subunit GlcE,0,0.0,0.0,373,3,False,False
RS_RS13360,glycolate oxidase subunit GlcF,0,0.0384615384615384,0.0,416,3,False,False
RS_RS13365,CidA/LrgA family protein,0,0.1739130434782608,0.0,126,3,False,False
RS_RS13370,LrgB family protein,0,0.1071428571428571,0.0,241,3,False,False
RS_RS13375,VOC family protein,0,0.0,0.0,132,3,False,False
RS_RS13380,cupin domain-containing protein,0,0.0,0.0,160,3,False,False
RS_RS13385,helix-turn-helix transcriptional regulator,1,0.0434782608695652,0.0,233,3,False,True
RS_RS13390,glutathione peroxidase,0,0.0555555555555555,1.0,166,3,False,False
RS_RS13395,pilus assembly protein,0,0.0,0.0,1071,2,True,False
RS_RS13400,pilus assembly PilX family protein,0,0.0,0.0,179,2,True,False
RS_RS13405,PilW family protein,0,0.0,3.0,343,3,False,False
RS_RS13410,type IV pilus modification protein PilV,0,0.0,0.0,197,3,False,False
RS_RS13415,GspH/FimT family pseudopilin,0,0.1111111111111111,0.0,163,3,False,False
RS_RS13420,type IV pilin protein,0,0.0,2.0,147,3,False,False
RS_RS13425,PilT/PilU family type 4a pilus ATPase,0,0.0666666666666666,0.0,380,3,False,False
RS_RS13430,type IV pilus twitching motility protein PilT,0,0.0,0.0,348,3,False,False
RS_RS13435,YggS family pyridoxal phosphate-dependent enzyme,0,0.0769230769230769,1.0,241,3,False,False
RS_RS13440,pyrroline-5-carboxylate reductase,1,0.3846153846153846,0.0,275,3,False,False
RS_RS13445,hypothetical protein,0,0.0,0.0,93,3,False,False
RS_RS13450,4-hydroxybenzoate octaprenyltransferase,1,1.0,0.0,292,3,False,False
RS_RS13455,Dps family protein,0,0.125,0.0,167,3,False,False
RS_RS13460,hypothetical protein,1,0.0,0.0,81,3,False,True
RS_RS13470,hydrogen peroxide-inducible genes activator,1,0.6097560975609756,57.0,315,3,False,False
RS_RS13490,fimbrial biogenesis chaperone,0,0.1111111111111111,0.0,240,3,False,False
RS_RS25595,hypothetical protein,1,0.0,0.0,87,1,True,True
RS_RS13505,transglutaminase-like domain-containing protein,0,0.0,0.0,287,1,True,False
RS_RS13510,hypothetical protein,0,0.5,2.0,99,3,False,False
RS_RS13515,hypothetical protein,0,0.0,0.0,106,1,True,False
RS_RS25600,hypothetical protein,0,0.5,2.0,95,3,False,False
RS_RS13525,hypothetical protein,0,0.0,0.0,109,0,True,False
RS_RS13530,hypothetical protein,0,0.0,0.0,85,3,False,False
RS_RS13550,DSD1 family PLP-dependent enzyme,0,0.0476190476190476,1.0,377,3,False,False
RS_RS13560,GDCCVxC domain-containing (seleno)protein,1,0.0,0.0,68,3,False,True
RS_RS13565,ATP-dependent DNA helicase RecG,1,0.1052631578947368,0.0,731,3,False,False
RS_RS13570,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,0,0.1282051282051282,0.0,363,3,False,False
RS_RS13575,tRNA guanosine(34) transglycosylase Tgt,0,0.1538461538461538,0.0,384,3,False,False
RS_RS13580,preprotein translocase subunit YajC,1,0.631578947368421,0.0,110,3,False,False
RS_RS13585,protein translocase subunit SecD,1,0.9090909090909092,0.0,627,3,False,False
RS_RS13590,protein translocase subunit SecF,1,0.9166666666666666,0.0,323,3,False,False
RS_RS13595,YceI family protein,0,0.1470588235294117,3.0,199,3,False,False
RS_RS13600,YceI family protein,0,0.1470588235294117,3.0,189,3,False,False
RS_RS13605,cytochrome b,0,0.0625,1.0,196,3,False,False
RS_RS13610,adenylosuccinate lyase,1,0.975609756097561,1.0,458,3,False,False
RS_RS13615,glutathione S-transferase,1,0.5588235294117647,10.0,203,3,False,False
RS_RS13620,FMN-binding glutamate synthase family protein,1,0.04,0.0,533,3,False,True
RS_RS13625,tRNA 2-thiouridine(34) synthase MnmA,1,0.9210526315789472,0.0,371,3,False,False
RS_RS13630,NUDIX hydrolase,0,0.0384615384615384,0.0,169,3,False,False
RS_RS13635,MarR family winged helix-turn-helix transcriptional regulator,1,0.4871794871794871,13.0,158,3,False,False
RS_RS13640,HlyD family secretion protein,0,0.0263157894736842,4.0,389,3,False,False
RS_RS13645,MDR family MFS transporter,1,0.0256410256410256,8.0,512,3,False,True
