chromosome,gene,crispr_hit,log_dist,atac_enh,h3k27ac_enh,polr2a_enh,procap_enh,tf_count,promoter_atac,promoter_polii,gene_expr,abc_score
chr19,FUT1,0,5.766182252874969,5.96907,6.51399,0.0,0.0,0,0.0,19.8771,0.0,0.0
chr19,NUCB1,0,5.642493208451691,5.96907,6.51399,0.0,0.0,0,9.47601,73.49104,0.7067648768424988,0.0
chr19,PPP1R15A,0,5.669025703377337,5.96907,6.51399,0.0,0.0,0,5.39457,299.51589,0.7820007801055908,0.0
chr19,BAX,0,5.5861640551665035,2.89773,6.51399,0.0,1.0,2,8.04293,36.78681,1.098604679107666,0.0
chr19,BCAT2,0,5.723792960746346,2.89773,6.51399,0.0,1.0,2,3.76894,76.15411,0.333469957113266,0.0
chr19,FTL,0,5.574191058697323,2.89773,6.51399,0.0,1.0,2,9.09407,354.63712,47.27708053588867,0.0
chr19,FUT1,0,5.7671929836824685,2.89773,6.51399,0.0,1.0,2,0.0,19.8771,0.0,0.0
chr19,NUCB1,0,5.6438364626635575,2.89773,6.51399,0.0,1.0,2,9.47601,73.49104,0.7067648768424988,0.0
chr19,PPP1R15A,0,5.670289465928322,2.89773,6.51399,0.0,1.0,2,5.39457,299.51589,0.7820007801055908,0.0
chr19,BAX,0,5.594606882031988,1.66035,0.0,0.0,0.0,0,8.04293,36.78681,1.098604679107666,0.0
chr19,BCAT2,0,5.729958919328722,1.66035,0.0,0.0,0.0,0,3.76894,76.15411,0.333469957113266,0.0
chr19,FTL,0,5.582867540665946,1.66035,0.0,0.0,0.0,0,9.09407,354.63712,47.27708053588867,0.0
chr19,FUT1,0,5.772776304152249,1.66035,0.0,0.0,0.0,0,0.0,19.8771,0.0,0.0
chr19,NUCB1,0,5.65123826647896,1.66035,0.0,0.0,0.0,0,9.47601,73.49104,0.7067648768424988,0.0
chr19,PPP1R15A,0,5.677257369231442,1.66035,0.0,0.0,0.0,0,5.39457,299.51589,0.7820007801055908,0.0
chr19,BAX,0,5.64072385866582,2.89773,0.0,0.0,0.0,1,8.04293,36.78681,1.098604679107666,0.0
chr19,BCAT2,0,5.7641993041111235,2.89773,0.0,0.0,0.0,1,3.76894,76.15411,0.333469957113266,0.0
chr19,FTL,0,5.630181671141873,2.89773,0.0,0.0,0.0,1,9.09407,354.63712,47.27708053588867,0.0
chr19,FUT1,0,5.803914386315212,2.89773,0.0,0.0,0.0,1,0.0,19.8771,0.0,0.0
chr19,NUCB1,0,5.691973047105953,2.89773,0.0,0.0,0.0,1,9.47601,73.49104,0.7067648768424988,0.0
chr19,PPP1R15A,0,5.71572513904156,2.89773,0.0,0.0,0.0,1,5.39457,299.51589,0.7820007801055908,0.0
chr19,FTL,0,5.876428006740922,3.36174,10.47874,110.29704,1.0,2,9.09407,354.63712,47.27708053588867,0.0
chr19,RPL13A,0,5.361937379751286,3.36174,10.47874,110.29704,1.0,2,8.97412,259.03237,38.94898223876953,0.0
chr19,RPS11,0,5.344981413927258,3.36174,10.47874,110.29704,1.0,2,5.48927,118.50347,24.883541107177734,0.0
chr19,SNRNP70,0,5.8008860903953705,3.36174,10.47874,110.29704,1.0,2,11.512,155.85176,1.7652825117111206,0.0
chr19,BCL2L12,0,5.620511864288312,0.63447,5.52931,0.0,0.0,0,6.20897,84.15346,1.1293606758117676,0.0
chr19,PIH1D1,0,5.798655478584311,0.63447,5.52931,0.0,0.0,0,7.65783,139.89602,1.182977318763733,0.0
chr19,RPL13A,0,5.774479738891785,0.63447,5.52931,0.0,0.0,0,8.97412,259.03237,38.94898223876953,0.0
chr19,RPS11,0,5.767999878104602,0.63447,5.52931,0.0,0.0,0,5.48927,118.50347,24.883541107177734,0.0
chr19,ETFB,0,5.882707779532015,0.615531,0.0,0.0,1.0,3,8.22286,149.36262,1.956455945968628,0.0
chr19,CLEC11A,1,3.7178368674869255,6.69508,4.90521,78.16671,1.0,3,0.0,0.0,0.16195519268512726,0.0
chr19,C19orf48,0,4.802506911304579,0.0,9.56159,0.0,0.0,3,8.4596,213.38758,1.2675557136535645,0.0
chr19,ETFB,0,5.795845272395707,0.0,9.56159,0.0,0.0,3,8.22286,149.36262,1.956455945968628,0.0
chr19,C19orf48,0,4.789573661872103,0.0,12.45816,0.0,1.0,2,8.4596,213.38758,1.2675557136535645,0.0118604292
chr19,C19orf48,0,5.0972399514535685,1.83712,0.0,0.0,0.0,0,8.4596,213.38758,1.2675557136535645,0.0
chr19,ETFB,0,5.639880761197035,1.83712,0.0,0.0,0.0,0,8.22286,149.36262,1.956455945968628,0.0
chr19,C19orf48,0,5.823691973909975,0.760733,2.70298,0.0,1.0,3,8.4596,213.38758,1.2675557136535645,0.0
chr19,ETFB,0,5.020547724031817,0.760733,2.70298,0.0,1.0,3,8.22286,149.36262,1.956455945968628,0.0
chr19,ETFB,0,5.028180700074578,2.01389,0.0,0.0,0.0,2,8.22286,149.36262,1.956455945968628,0.0
chr19,CD33,1,5.50099486677933,0.593435,8.37177,0.0,1.0,0,0.602904,55.16849,0.3863086700439453,0.0
chr19,PPP2R1A,0,5.808319701787796,1.84975,41.23777,46.27458,1.0,7,12.0739,42.56059,0.8419452905654907,0.0
chr19,ETFB,0,5.260517384548671,0.770202,41.23777,14.47575,1.0,1,8.22286,149.36262,1.956455945968628,0.0
chr19,PPP2R1A,0,5.80715400771648,0.770202,41.23777,14.47575,1.0,1,12.0739,42.56059,0.8419452905654907,0.0
chr19,ETFB,0,5.271421043069327,2.5,10.26329,48.00632,1.0,3,8.22286,149.36262,1.956455945968628,0.0
chr19,RPL28,0,5.237468333249569,1.95076,0.0,0.0,0.0,3,5.20202,286.6984,40.066375732421875,0.0184082161
chr19,EPN1,0,5.303936535288278,0.0,0.0,0.0,0.0,0,7.6168,41.39551,0.7671029567718506,0.0
chr19,ISOC2,0,4.062318695658775,0.0,0.0,0.0,0.0,0,10.6029,0.0,1.604067325592041,0.0
chr19,RPL28,0,4.947139517642829,0.0,0.0,0.0,0.0,0,5.20202,286.6984,40.066375732421875,0.0
chr19,ZNF581,0,5.208376852468069,0.0,0.0,0.0,0.0,0,2.07071,82.80085,0.43318891525268555,0.0
chr19,EPN1,0,5.105445461553958,1.0322,0.0,0.0,1.0,1,7.6168,41.39551,0.7671029567718506,0.0
chr19,ISOC2,0,4.931483297022076,1.0322,0.0,0.0,1.0,1,10.6029,0.0,1.604067325592041,0.0
chr19,ZNF580,0,4.940869952384663,1.0322,0.0,0.0,1.0,1,2.07071,82.80085,0.8166496753692627,0.0
chr19,EPN1,0,5.687738477820436,1.16162,0.0,0.0,0.0,2,7.6168,41.39551,0.7671029567718506,0.0
chr19,RPL28,0,5.890485850718216,1.16162,0.0,0.0,0.0,2,5.20202,286.6984,40.066375732421875,0.0
chr19,ZNF581,0,5.7218122633858215,1.16162,0.0,0.0,0.0,2,2.07071,82.80085,0.43318891525268555,0.0
chr19,RPL28,0,5.904010258443486,1.2279,11.37001,0.0,1.0,3,5.20202,286.6984,40.066375732421875,0.0
chr19,ZNF550,1,5.663394644515222,1.25631,0.0,0.0,0.0,1,2.32323,45.33929,0.0,0.0113308642
chr2,ID2,1,5.183255604286029,3.18498,10.18301,0.0,1.0,6,3.59533,17.9233,0.0,0.0
chr2,ITGB1BP1,0,5.952887328685116,3.18498,10.18301,0.0,1.0,6,11.4489,72.84509,0.6155956387519836,0.0
chr2,ID2,1,5.1521843459293315,0.555556,0.0,0.0,1.0,3,3.59533,17.9233,0.0,0.0
chr2,ITGB1BP1,0,5.947760545179976,0.555556,0.0,0.0,1.0,3,11.4489,72.84509,0.6155956387519836,0.0
chr2,MBOAT2,0,5.669254568322434,0.555556,0.0,0.0,1.0,3,9.3971,79.7741,0.0,0.0
chr2,ITGB1BP1,0,5.9191434932469,0.0,0.0,0.0,0.0,2,11.4489,72.84509,0.6155956387519836,0.0
chr2,YWHAQ,0,5.997716567329894,0.0,0.0,0.0,0.0,0,12.7431,103.79481,2.827519416809082,0.0
chr2,YWHAQ,0,5.796529930226785,0.536616,13.97165,0.0,0.0,2,12.7431,103.79481,2.827519416809082,0.0
chr2,YWHAQ,0,5.77627903056128,0.842803,3.05505,0.0,1.0,0,12.7431,103.79481,2.827519416809082,0.0
chr2,ITGB1BP1,0,5.405272918407072,0.684975,0.0,0.0,0.0,1,11.4489,72.84509,0.6155956387519836,0.0
chr2,YWHAQ,0,5.6328691198314695,1.86553,4.89966,0.0,0.0,3,12.7431,103.79481,2.827519416809082,0.0
chr2,ITGB1BP1,0,5.781686456341015,0.0,22.36611,0.0,0.0,0,11.4489,72.84509,0.6155956387519836,0.0
chr2,PDIA6,0,5.908231874751149,0.0,22.36611,0.0,0.0,0,0.0,0.0,4.136251926422119,0.0
chr2,YWHAQ,0,5.599268295959071,0.0,22.36611,0.0,0.0,0,12.7431,103.79481,2.827519416809082,0.0
chr2,NOL10,0,5.819198336549798,0.896465,22.36611,0.0,1.0,1,3.77525,109.34797,0.7157048583030701,0.0
chr2,PDIA6,0,5.907123706685748,0.896465,22.36611,0.0,1.0,1,0.0,0.0,4.136251926422119,0.0
chr2,YWHAQ,0,5.60151678365001,0.896465,22.36611,0.0,1.0,1,12.7431,103.79481,2.827519416809082,0.0
chr2,PDIA6,0,5.857098396877975,0.0,0.0,0.0,0.0,0,0.0,0.0,4.136251926422119,0.0
chr2,YWHAQ,0,5.687843643796448,0.0,0.0,0.0,0.0,0,12.7431,103.79481,2.827519416809082,0.0
chr2,YWHAQ,0,5.766878868633863,0.0,0.0,0.0,0.0,1,12.7431,103.79481,2.827519416809082,0.0
chr2,PDIA6,0,5.74756017296332,2.83775,8.33543,41.49504,1.0,3,0.0,0.0,4.136251926422119,0.0
chr2,ITGB1BP1,0,5.934449464103259,5.13889,16.93051,0.0,1.0,1,11.4489,72.84509,0.6155956387519836,0.0
chr2,PDIA6,1,5.74392426321853,5.13889,16.93051,0.0,1.0,1,0.0,0.0,4.136251926422119,0.0
chr2,IAH1,1,5.916100578648063,1.57513,5.08541,0.0,0.0,1,0.0,0.0,0.0,0.0
chr2,PDIA6,0,5.487183641598279,0.72601,0.0,0.0,1.0,3,0.0,0.0,4.136251926422119,0.0
chr2,PDIA6,0,5.996487154838173,2.3327,15.4705,26.08778,1.0,3,0.0,0.0,4.136251926422119,0.0
chr2,DDX1,0,4.143139759104591,1.52462,0.0,0.0,0.0,0,2.93245,59.11389,2.3770663738250732,0.0419065656
chr2,PTRHD1,0,5.634335169138419,0.460859,0.0,0.0,0.0,3,8.18498,71.8888,0.8167393207550049,0.0
chr2,SF3B6,0,5.45649053328028,0.460859,0.0,0.0,0.0,3,6.7298,123.41151,3.035814046859741,0.0
chr2,PTRHD1,0,5.527103789604322,2.3548,4.62567,0.0,1.0,0,8.18498,71.8888,0.8167393207550049,0.0
chr2,SF3B6,0,5.580182278761006,2.3548,4.62567,0.0,1.0,0,6.7298,123.41151,3.035814046859741,0.0
chr2,PTRHD1,0,5.525607081120421,1.5846,4.62567,0.0,0.0,3,8.18498,71.8888,0.8167393207550049,0.0
chr2,SF3B6,0,5.581502510923883,1.5846,4.62567,0.0,0.0,3,6.7298,123.41151,3.035814046859741,0.0
chr2,SF3B6,0,5.585842966001445,1.61301,3.02616,0.0,1.0,5,6.7298,123.41151,3.035814046859741,0.0
chr2,PTRHD1,0,5.4923230815575765,1.05745,16.48689,0.0,1.0,2,8.18498,71.8888,0.8167393207550049,0.0
chr2,SF3B6,0,5.608797650096163,1.05745,16.48689,0.0,1.0,2,6.7298,123.41151,3.035814046859741,0.0
chr2,SF3B6,0,5.6161529554247265,0.527147,3.20734,0.0,0.0,1,6.7298,123.41151,3.035814046859741,0.0
chr2,HADHA,0,5.392278281532405,1.58144,0.0,0.0,0.0,0,3.58902,79.90667,3.251534938812256,0.0
chr2,ATRAID,0,5.742653659243358,0.353535,0.0,0.0,0.0,1,6.31313,126.09657,0.8961855173110962,0.0
chr2,HADHA,0,5.617414506665966,0.353535,0.0,0.0,0.0,1,3.58902,79.90667,3.251534938812256,0.0
chr2,OST4,0,5.615586059234552,0.353535,0.0,0.0,0.0,1,6.37311,124.89942,2.5192372798919678,0.0
chr2,PPM1G,0,5.8753900445965535,0.353535,0.0,0.0,0.0,1,5.12942,175.59468,4.014781951904297,0.0
chr2,OST4,0,5.658702853608206,0.542929,0.0,0.0,0.0,0,6.37311,124.89942,2.5192372798919678,0.0
chr2,ATRAID,0,5.712142728940052,0.0,0.0,0.0,1.0,1,6.31313,126.09657,0.8961855173110962,0.0
chr2,GTF3C2,0,5.568661597898191,0.0,0.0,0.0,1.0,1,3.47854,48.21862,0.41338983178138733,0.0
chr2,MPV17,0,5.603951561386656,0.0,0.0,0.0,1.0,1,0.0,0.0,0.5559724569320679,0.0
chr2,OST4,0,5.816674052703825,0.0,0.0,0.0,1.0,1,6.37311,124.89942,2.5192372798919678,0.0
chr2,PPM1G,0,5.980947787147836,3.81313,15.40045,29.36065,1.0,6,5.12942,175.59468,4.014781951904297,0.0
chr2,SNX17,0,5.998376616980301,3.81313,15.40045,29.36065,1.0,6,5.06945,101.43676,0.6364418864250183,0.0
chr2,CEBPZ,0,5.201268728986562,0.827021,0.0,0.0,0.0,1,3.6048,165.48629,1.488876461982727,0.0
chr2,CEBPZOS,0,5.288197787031107,0.827021,0.0,0.0,0.0,1,4.72854,103.7871,0.5111202597618103,0.0
chr2,CDC42EP3,1,5.247676274257962,2.85354,21.57857,0.0,1.0,4,0.0,0.0,0.0,0.0
chr2,CEBPZ,0,5.518353352837871,2.85354,21.57857,0.0,1.0,4,3.6048,165.48629,1.488876461982727,0.0
chr2,SRSF7,1,5.139368962965325,1.54672,6.07322,16.28572,0.0,2,7.9293,466.27152,4.483458518981934,0.0144601908
chr2,GEMIN6,0,5.031796126253996,1.4899,25.92029,0.0,1.0,5,7.9293,466.27152,0.4265817701816559,0.0159210665
chr2,HNRNPLL,0,4.605897351644975,1.4899,25.92029,0.0,1.0,5,12.2033,147.39851,0.49562525749206543,0.0
chr2,SRSF7,1,5.601110019662598,0.334596,12.89441,0.0,1.0,1,7.9293,466.27152,4.483458518981934,0.0
chr2,COX7A2L,0,5.774067840962096,1.31313,0.0,0.0,0.0,3,0.255682,0.0,2.581005096435547,0.0
chr2,COX7A2L,0,5.701336529909019,1.12689,0.0,0.0,0.0,4,0.255682,0.0,2.581005096435547,0.0
chr2,COX7A2L,0,5.701317524379903,1.77715,16.41341,0.0,1.0,5,0.255682,0.0,2.581005096435547,0.0
chr2,ZFP36L2,0,5.475399487739916,1.77715,16.41341,0.0,1.0,5,9.77904,123.28017,0.7157812118530273,0.0102114706
chr2,COX7A2L,0,5.702177986276114,1.25316,16.41341,0.0,0.0,1,0.255682,0.0,2.581005096435547,0.0
chr2,EML4,0,5.8804957553052715,1.25316,16.41341,0.0,0.0,1,4.18876,87.62013,0.4126667380332947,0.0
chr2,COX7A2L,0,5.70480318447398,0.0,0.0,0.0,0.0,0,0.255682,0.0,2.581005096435547,0.0
chr2,ZFP36L2,0,5.469471494607495,0.0,0.0,0.0,0.0,0,9.77904,123.28017,0.7157812118530273,0.0
chr2,COX7A2L,0,5.802537705900969,0.962753,0.0,0.0,1.0,2,0.255682,0.0,2.581005096435547,0.0
chr2,COX7A2L,0,5.811927392031787,1.33207,6.80585,0.0,0.0,1,0.255682,0.0,2.581005096435547,0.0
chr2,LRPPRC,0,5.964915998457383,1.33207,6.80585,0.0,0.0,1,6.46781,80.49223,3.245415687561035,0.0
chr2,COX7A2L,0,5.871349309719817,2.14647,0.0,0.0,0.0,1,0.255682,0.0,2.581005096435547,0.0
chr2,LRPPRC,0,5.917664074234197,2.14647,0.0,0.0,0.0,1,6.46781,80.49223,3.245415687561035,0.0
chr2,COX7A2L,0,5.87683823046914,1.13321,19.10259,0.0,1.0,5,0.255682,0.0,2.581005096435547,0.0
chr2,LRPPRC,0,5.9126704718861625,1.13321,19.10259,0.0,1.0,5,6.46781,80.49223,3.245415687561035,0.0
chr2,ZFP36L2,1,4.68527585348396,1.13321,19.10259,0.0,1.0,5,9.77904,123.28017,0.7157812118530273,0.0330918906
chr2,COX7A2L,0,5.877422029801283,3.46275,19.10259,0.0,1.0,5,0.255682,0.0,2.581005096435547,0.0
chr2,LRPPRC,0,5.912132211539019,3.46275,19.10259,0.0,1.0,5,6.46781,80.49223,3.245415687561035,0.0
chr2,ZFP36L2,1,4.676098904916701,3.46275,19.10259,0.0,1.0,5,9.77904,123.28017,0.7157812118530273,0.0408589435
chr2,COX7A2L,1,5.880484889858473,1.54987,6.70351,0.0,0.0,1,0.255682,0.0,2.581005096435547,0.0
chr2,COX7A2L,0,5.880970709886259,0.823864,6.70351,0.0,0.0,0,0.255682,0.0,2.581005096435547,0.0
chr2,COX7A2L,0,5.881783385428271,0.0,3.78418,0.0,0.0,0,0.255682,0.0,2.581005096435547,0.0
chr2,ZFP36L2,1,4.554210443723099,3.95202,9.37638,0.0,1.0,4,9.77904,123.28017,0.7157812118530273,0.0282030683
chr2,COX7A2L,0,5.88648395689405,1.95391,10.66907,0.0,1.0,1,0.255682,0.0,2.581005096435547,0.0
chr2,COX7A2L,0,5.887855759288658,0.0,0.0,0.0,0.0,0,0.255682,0.0,2.581005096435547,0.0
chr2,LRPPRC,0,5.902272201026527,0.0,0.0,0.0,0.0,0,6.46781,80.49223,3.245415687561035,0.0
chr2,COX7A2L,0,5.899776742592115,0.0,13.3873,0.0,0.0,0,0.255682,0.0,2.581005096435547,0.0
chr2,COX7A2L,0,5.900272065121023,4.9274,13.3873,73.24274,1.0,2,0.255682,0.0,2.581005096435547,0.0
chr2,LRPPRC,0,5.889913766318459,4.9274,13.3873,73.24274,1.0,2,6.46781,80.49223,3.245415687561035,0.0
chr2,ZFP36L2,0,3.8258802989361795,4.9274,13.3873,73.24274,1.0,2,9.77904,123.28017,0.7157812118530273,0.0188165985
chr2,CALM2,0,5.978498700302843,1.00694,12.18328,0.0,0.0,1,9.24874,198.26072,5.86140251159668,0.0
chr2,CALM2,0,5.962553528396856,2.25379,4.56863,0.0,0.0,2,9.24874,198.26072,5.86140251159668,0.0
chr2,CALM2,0,3.464638559095033,0.52399,0.0,0.0,0.0,2,9.24874,198.26072,5.86140251159668,0.0
chr2,RPS27A,1,5.063280805013706,0.915404,7.57018,0.0,0.0,3,3.3649,109.13762,50.814125061035156,0.0105671069
chr2,RTN4,0,3.5561818466529114,0.915404,7.57018,0.0,0.0,3,0.703914,0.0,4.079890251159668,0.0
chr2,RPS27A,0,5.045060757925663,1.20581,6.20182,0.0,1.0,4,3.3649,109.13762,50.814125061035156,0.0
chr2,RTN4,0,3.921790485658187,1.20581,6.20182,0.0,1.0,4,0.703914,0.0,4.079890251159668,0.0
chr2,CCDC88A,0,5.456214155357989,0.997475,14.66309,0.0,1.0,2,4.2803,94.19267,1.0695505142211914,0.0
chr2,RPS27A,0,4.9907072715040215,0.997475,14.66309,0.0,1.0,2,3.3649,109.13762,50.814125061035156,0.0100625437
chr2,RTN4,0,4.3304543597219975,0.997475,14.66309,0.0,1.0,2,0.703914,0.0,4.079890251159668,0.0
chr2,CFAP36,0,5.578282690099216,3.81945,22.9166,0.0,1.0,6,9.89584,73.64901,0.3869219124317169,0.0
chr2,MTIF2,0,5.108669864106499,3.81945,22.9166,0.0,1.0,6,4.11932,191.45411,1.1712104082107544,0.0
chr2,RPS27A,0,4.958984118942735,3.81945,22.9166,0.0,1.0,6,3.3649,109.13762,50.814125061035156,0.0146656615
chr2,RTN4,1,4.451740394799625,3.81945,22.9166,0.0,1.0,6,0.703914,0.0,4.079890251159668,0.0
chr2,RPS27A,0,4.869401882876526,0.757576,0.0,0.0,0.0,3,3.3649,109.13762,50.814125061035156,0.0
chr2,MTIF2,0,5.2801206177313675,1.5404,8.35751,0.0,1.0,1,4.11932,191.45411,1.1712104082107544,0.0
chr2,PNPT1,0,5.369152750208292,1.5404,8.35751,0.0,1.0,1,8.42488,148.14473,1.0407485961914062,0.011601317
chr2,RPS27A,0,5.3580148412478765,1.5404,8.35751,0.0,1.0,1,3.3649,109.13762,50.814125061035156,0.0
chr2,RTN4,0,5.540736044385594,1.5404,8.35751,0.0,1.0,1,0.703914,0.0,4.079890251159668,0.0
chr2,USP34,0,5.48367286380631,0.448232,0.0,0.0,0.0,0,3.78788,85.42456,0.7899008989334106,0.0
chr2,XPO1,0,5.57102949732993,0.448232,0.0,0.0,0.0,0,9.48548,132.20432,2.374917984008789,0.0
chr2,CCT4,0,5.428249834418571,1.43308,13.43913,0.0,1.0,3,1.96338,118.55927,4.095694541931152,0.0
chr2,CCT4,0,5.095789827002858,6.72033,19.36849,77.52523,1.0,6,1.96338,118.55927,4.095694541931152,0.0207712266
chr2,COMMD1,0,5.095514556799678,6.72033,19.36849,77.52523,1.0,6,1.96338,118.55927,0.22686602175235748,0.0207712266
chr2,CCT4,0,5.619197715792947,4.74748,24.00573,30.6082,1.0,5,1.96338,118.55927,4.095694541931152,0.0
chr2,ACTR2,0,5.985337090943574,0.527147,0.0,0.0,1.0,3,5.20834,132.09669,2.415207862854004,0.0
chr2,RAB1A,0,5.939096233533748,0.527147,0.0,0.0,1.0,3,8.11238,59.72017,0.8721792697906494,0.0
chr2,MDH1,0,5.884448695999268,0.924874,0.0,0.0,0.0,5,3.01768,80.64464,1.9376698732376099,0.0
chr2,RAB1A,0,5.889363339929576,0.924874,0.0,0.0,0.0,5,8.11238,59.72017,0.8721792697906494,0.0
chr2,RAB1A,0,5.474929785992802,4.53283,19.07158,0.0,1.0,4,8.11238,59.72017,0.8721792697906494,0.0
chr2,UGP2,0,5.995932080334799,4.53283,19.07158,0.0,1.0,4,5.76705,215.33041,0.7150115966796875,0.0
chr2,ACTR2,0,4.827239999505646,2.85038,13.18418,0.0,1.0,4,5.20834,132.09669,2.415207862854004,0.0
chr2,PNO1,0,4.561483013271068,4.62121,0.0,0.0,1.0,7,8.67425,47.32204,0.7468354105949402,0.0486439241
chr2,C1D,0,5.383860228795605,1.18371,4.23321,0.0,0.0,3,0.0,0.0,1.0098122358322144,0.0
chr2,CNRIP1,1,4.517486210579723,1.18371,4.23321,0.0,0.0,3,0.511364,0.0,0.0,0.0
chr2,PNO1,0,5.290319593192473,1.18371,4.23321,0.0,0.0,3,8.67425,47.32204,0.7468354105949402,0.0
chr2,C1D,0,5.495737160334922,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0098122358322144,0.0
chr2,NFU1,0,5.998170813558834,1.42992,4.7418,0.0,0.0,2,7.93245,115.23023,0.6100742220878601,0.0
chr2,C1D,0,5.868586842073434,1.92866,16.8762,0.0,1.0,4,0.0,0.0,1.0098122358322144,0.0
chr2,NFU1,0,5.72215906469762,1.28788,0.0,0.0,0.0,1,7.93245,115.23023,0.6100742220878601,0.0
chr2,PNO1,0,5.87642685225969,1.28788,0.0,0.0,0.0,1,8.67425,47.32204,0.7468354105949402,0.0
chr2,FAM136A,0,5.55007173413144,1.14268,4.78891,0.0,0.0,2,4.19508,103.18712,1.8703358173370361,0.0
chr2,PCBP1,0,5.146862612602414,1.14268,4.78891,0.0,0.0,2,6.13321,37.16496,2.6669275760650635,0.0
chr2,SNRNP27,0,4.729642574811345,1.14268,4.78891,0.0,0.0,2,2.47475,90.66372,0.5337111353874207,0.0
chr2,SNRPG,0,5.539769662749716,1.14268,4.78891,0.0,0.0,2,3.98359,161.83665,5.175553798675537,0.0
chr2,FAM136A,0,5.286009369974702,5.3851,27.98241,51.13133,1.0,2,4.19508,103.18712,1.8703358173370361,0.0
chr2,PCBP1,0,4.3311437483715745,5.3851,27.98241,51.13133,1.0,2,6.13321,37.16496,2.6669275760650635,0.0
chr2,SNRPG,0,5.266894630568553,5.3851,27.98241,51.13133,1.0,2,3.98359,161.83665,5.175553798675537,0.0
chr2,SNRPG,0,5.242668120449896,1.45518,9.70153,0.0,1.0,2,3.98359,161.83665,5.175553798675537,0.0
chr2,PCBP1,0,4.687430854871592,2.19381,21.2251,17.96862,1.0,5,6.13321,37.16496,2.6669275760650635,0.0
chr2,SNRPG,0,5.197636120395641,2.19381,21.2251,17.96862,1.0,5,3.98359,161.83665,5.175553798675537,0.0
chr2,FAM136A,0,5.205967228732762,0.934344,24.66117,0.0,1.0,3,4.19508,103.18712,1.8703358173370361,0.0
chr2,NFU1,0,5.847438155081382,0.934344,24.66117,0.0,1.0,3,7.93245,115.23023,0.6100742220878601,0.0
chr2,SNRPG,0,5.182879515253144,0.934344,24.66117,0.0,1.0,3,3.98359,161.83665,5.175553798675537,0.0
chr2,AUP1,0,5.784322671176002,3.1976,0.0,0.0,0.0,3,8.21339,75.97341,1.7470431327819824,0.0
chr2,CCT7,0,5.837546142963415,3.1976,0.0,0.0,0.0,3,11.8056,147.95224,3.680832862854004,0.0
chr2,DGUOK,0,3.738384123512156,3.1976,0.0,0.0,0.0,3,4.94003,127.65658,1.7857379913330078,0.1243834039
chr2,HTRA2,0,5.783922150679154,3.1976,0.0,0.0,0.0,3,8.21339,75.97341,0.535831093788147,0.0
chr2,TPRKB,0,5.264709235815095,3.1976,0.0,0.0,0.0,3,9.50127,61.20907,1.0823593139648438,0.0
chr2,BOLA3,0,4.58102755280838,2.18434,13.94066,0.0,1.0,3,7.6894,93.22093,1.6784342527389526,0.0
chr2,CCT7,0,5.978947959723182,2.18434,13.94066,0.0,1.0,3,11.8056,147.95224,3.680832862854004,0.0
chr2,DGUOK,0,5.413762317965037,2.18434,13.94066,0.0,1.0,3,4.94003,127.65658,1.7857379913330078,0.0
chr2,MTHFD2,0,4.095587746918743,2.18434,13.94066,0.0,1.0,3,7.52841,235.90325,2.0304667949676514,0.1460731518
chr2,POLE4,0,5.887837766953748,2.18434,13.94066,0.0,1.0,3,3.93308,95.32999,0.9249861836433411,0.0
chr2,TPRKB,0,5.651958973208337,2.18434,13.94066,0.0,1.0,3,9.50127,61.20907,1.0823593139648438,0.0
chr2,AUP1,0,5.971721977734134,0.798611,0.0,0.0,0.0,0,8.21339,75.97341,1.7470431327819824,0.0
chr2,POLE4,0,5.813436866949011,1.3447,0.0,0.0,0.0,0,3.93308,95.32999,0.9249861836433411,0.0
chr2,POLE4,0,5.960661007270982,0.372475,19.62569,22.35559,0.0,0,3.93308,95.32999,0.9249861836433411,0.0
chr2,TMSB10,0,5.971421053278267,0.931187,0.0,0.0,0.0,2,3.98043,237.85368,2.91361665725708,0.0
chr2,KCMF1,0,5.999762810454241,2.11174,11.73424,0.0,0.0,7,3.40909,15.7689,0.6172932982444763,0.0
chr2,TGOLN2,0,5.920488043108229,0.476642,0.0,0.0,0.0,0,7.47791,227.3602,0.8246975541114807,0.0
chr2,TMSB10,1,4.162862993321926,0.991162,12.16321,0.0,1.0,2,3.98043,237.85368,2.91361665725708,0.0
chr2,MAT2A,0,4.5895921940578015,1.79609,8.84153,0.0,1.0,6,5.96907,359.85693,2.21490740776062,0.0856642927
chr2,RNF181,0,4.979675821887743,1.79609,8.84153,0.0,1.0,6,9.63384,96.22182,0.8652881383895874,0.0
chr2,VAMP8,0,4.78721243784759,1.79609,8.84153,0.0,1.0,6,3.71528,134.16936,2.004404306411743,0.0189092128
chr2,MAT2A,0,4.576479565180248,0.950127,8.84153,14.40312,0.0,0,5.96907,359.85693,2.21490740776062,0.0473666977
chr2,TGOLN2,0,5.292679080821769,0.795455,6.27206,0.0,1.0,2,7.47791,227.3602,0.8246975541114807,0.0
chr2,IMMT,0,5.818206092502289,0.776515,47.73961,28.48348,1.0,2,4.83902,101.2163,1.9053707122802734,0.0
chr2,MAT2A,0,3.1354506993455136,0.776515,47.73961,28.48348,1.0,2,5.96907,359.85693,2.21490740776062,0.0501102573
chr2,MRPL35,0,5.820566612637815,0.776515,47.73961,28.48348,1.0,2,0.669192,128.39169,0.93123459815979,0.0
