organism,locus_tag,essential,leading,oriC_frac,mobile_dist_kb,n_paralogs,gene_len_aa,gc,conservation,score_conservation_only,score_all_combined
beril_RalstoniaPSI07,RPSI07_RS00305,0,1,0.0697,7.55,61.0,294,0.7188,0.6097560975609756,0.8183461364191861,0.9633939498437224
beril_RalstoniaPSI07,RPSI07_RS00310,0,1,0.072,9.94,0.0,1128,0.6959,0.0,0.23092178280183917,0.05839150595640667
beril_RalstoniaPSI07,RPSI07_RS00315,0,0,0.0747,12.71,13.0,702,0.688,0.05405405405405406,0.2762725792541327,0.20566107511701814
beril_RalstoniaPSI07,RPSI07_RS00320,0,1,0.0768,14.97,0.0,539,0.6685,0.0,0.23092178280183917,0.14528702597534726
beril_RalstoniaPSI07,RPSI07_RS00330,0,1,0.0783,16.55,0.0,258,0.7041,0.0,0.23092178280183917,0.2151280154006623
beril_RalstoniaPSI07,RPSI07_RS00335,0,0,0.0793,17.59,2.0,433,0.689,0.0,0.23092178280183917,0.18536433895146132
beril_RalstoniaPSI07,RPSI07_RS00340,0,1,0.0804,18.72,18.0,215,0.7085,0.5365853658536586,0.7649813981343675,0.8461404162244148
beril_RalstoniaPSI07,RPSI07_RS00345,0,1,0.0813,19.64,0.0,324,0.714,0.09375,0.31287486222410826,0.2703337334071471
beril_RalstoniaPSI07,RPSI07_RS00350,0,1,0.0823,20.65,0.0,348,0.7375,0.0,0.23092178280183917,0.19142270736757902
beril_RalstoniaPSI07,RPSI07_RS00355,0,1,0.0837,22.18,0.0,671,0.7322,0.0,0.23092178280183917,0.12075201453997375
beril_RalstoniaPSI07,RPSI07_RS00360,1,1,0.0855,23.99,1.0,215,0.6667,0.34210526315789475,0.5784425018969174,0.5781161785750569
beril_RalstoniaPSI07,RPSI07_RS00365,0,1,0.0867,25.21,1.0,524,0.6845,0.05128205128205128,0.27381760847416153,0.18646415027593852
beril_RalstoniaPSI07,RPSI07_RS00370,0,1,0.0881,26.67,1.0,261,0.6833,0.0,0.23092178280183917,0.22305553288603802
beril_RalstoniaPSI07,RPSI07_RS00375,1,1,0.0887,27.34,0.0,137,0.691,0.0,0.23092178280183917,0.255508294488305
beril_RalstoniaPSI07,RPSI07_RS00380,0,1,0.09,28.74,0.0,413,0.7393,0.0,0.23092178280183917,0.17703268937096142
beril_RalstoniaPSI07,RPSI07_RS00385,0,0,0.0913,30.05,1.0,396,0.6978,0.18518518518518517,0.4059836148742634,0.34926180183275546
beril_RalstoniaPSI07,RPSI07_RS00390,1,0,0.0931,31.94,2.0,866,0.6882,0.3157894736842105,0.5497098931914288,0.3070212063771898
beril_RalstoniaPSI07,RPSI07_RS00395,1,0,0.095,33.9,2.0,388,0.6667,0.6842105263157895,0.8624606615657444,0.8325982087621583
beril_RalstoniaPSI07,RPSI07_RS00400,0,0,0.096,34.97,1.0,299,0.6644,0.12,0.338469753070429,0.3248497873893763
beril_RalstoniaPSI07,RPSI07_RS00405,0,1,0.0976,36.58,0.0,646,0.7162,0.0,0.23092178280183917,0.1282346308345291
beril_RalstoniaPSI07,RPSI07_RS00410,0,0,0.0989,37.98,0.0,280,0.6726,0.0,0.23092178280183917,0.22282953287482024
beril_RalstoniaPSI07,RPSI07_RS00415,0,1,0.1016,40.78,0.0,599,0.6439,0.0,0.23092178280183917,0.13862498535261675
beril_RalstoniaPSI07,RPSI07_RS24115,0,1,0.1033,42.54,0.0,506,0.4743,0.0,0.23092178280183917,0.1598196823801535
beril_RalstoniaPSI07,RPSI07_RS00420,0,1,0.1063,45.73,4.0,995,0.6767,0.0,0.23092178280183917,0.08627336941216064
beril_RalstoniaPSI07,RPSI07_RS00435,0,0,0.1112,50.77,1.0,455,0.6403,0.0,0.23092178280183917,0.18403605271704138
beril_RalstoniaPSI07,RPSI07_RS00440,0,1,0.1126,52.3,14.0,299,0.6577,0.07317073170731707,0.2935679050708298,0.37204477286277715
beril_RalstoniaPSI07,RPSI07_RS00445,0,0,0.1137,53.37,0.0,362,0.651,0.0,0.23092178280183917,0.20424702416977572
beril_RalstoniaPSI07,RPSI07_RS00450,0,0,0.1149,54.68,0.0,350,0.6781,0.0,0.23092178280183917,0.20779055295437382
beril_RalstoniaPSI07,RPSI07_RS00455,0,0,0.1162,56.02,0.0,361,0.6907,0.14285714285714285,0.36156026155604326,0.32449861400891344
beril_RalstoniaPSI07,RPSI07_RS00465,0,0,0.1176,57.52,0.0,399,0.6516,0.0,0.23092178280183917,0.1954036684275981
beril_RalstoniaPSI07,RPSI07_RS00470,0,1,0.1192,59.09,0.0,150,0.6378,0.3333333333333333,0.5689139616038263,0.6030499573134486
beril_RalstoniaPSI07,RPSI07_RS00475,0,1,0.1207,60.74,0.0,715,0.6821,0.0,0.23092178280183917,0.12034344298425821
beril_RalstoniaPSI07,RPSI07_RS00480,0,0,0.1225,62.6,0.0,497,0.6888,0.0,0.23092178280183917,0.17168600563505426
beril_RalstoniaPSI07,RPSI07_RS00485,0,1,0.1242,64.36,0.0,423,0.669,0.0,0.23092178280183917,0.18432818466534548
beril_RalstoniaPSI07,RPSI07_RS00490,0,1,0.1253,65.46,0.0,279,0.7061,0.16666666666666666,0.38631087817444676,0.37351448319101466
beril_RalstoniaPSI07,RPSI07_RS00495,0,0,0.1263,66.57,3.0,477,0.6953,0.025,0.25122802768228614,0.20975687458269898
beril_RalstoniaPSI07,RPSI07_RS00500,0,0,0.1271,67.42,0.0,66,0.6717,0.1111111111111111,0.32968680908293707,0.4133172558926952
beril_RalstoniaPSI07,RPSI07_RS00505,0,0,0.1316,72.06,0.0,2993,0.7085,0.0,0.23092178280183917,0.003053935553295496
beril_RalstoniaPSI07,RPSI07_RS00510,0,0,0.1362,76.84,1.0,206,0.6715,0.17391304347826086,0.39396861942049244,0.43418642991064027
beril_RalstoniaPSI07,RPSI07_RS00515,0,0,0.137,77.66,0.0,307,0.6547,0.0,0.23092178280183917,0.2273184837565598
beril_RalstoniaPSI07,RPSI07_RS00520,0,1,0.1382,78.99,0.0,201,0.6833,0.0,0.23092178280183917,0.25248035553039094
beril_RalstoniaPSI07,RPSI07_RS00525,0,1,0.1389,79.7,0.0,116,0.6322,0.0,0.23092178280183917,0.28127277695278047
beril_RalstoniaPSI07,RPSI07_RS00535,0,1,0.1404,81.29,0.0,97,0.6667,0.0,0.23092178280183917,0.28814420470678975
beril_RalstoniaPSI07,RPSI07_RS24130,0,1,0.1444,85.38,0.0,321,0.6334,0.0,0.23092178280183917,0.2183097181470032
beril_RalstoniaPSI07,RPSI07_RS00550,0,1,0.1452,86.21,0.0,233,0.6209,0.0,0.23092178280183917,0.2451901866448297
beril_RalstoniaPSI07,RPSI07_RS00555,0,1,0.1465,87.62,0.0,709,0.6328,0.0,0.23092178280183917,0.12684277712099645
beril_RalstoniaPSI07,RPSI07_RS00565,0,1,0.1491,90.31,0.0,261,0.6782,0.0,0.23092178280183917,0.23744592255039834
beril_RalstoniaPSI07,RPSI07_RS00570,0,1,0.1497,90.95,0.0,160,0.65,0.0,0.23092178280183917,0.27025508244414004
beril_RalstoniaPSI07,RPSI07_RS00575,0,0,0.1502,91.46,0.0,140,0.6738,0.0,0.23092178280183917,0.2856645850971984
beril_RalstoniaPSI07,RPSI07_RS00595,1,1,0.1545,95.9,2.0,892,0.7089,0.3157894736842105,0.5497098931914288,0.3126721657955851
beril_RalstoniaPSI07,RPSI07_RS00600,0,1,0.1562,97.68,0.0,299,0.6789,0.07142857142857142,0.2919657234690795,0.28759524328984704
beril_RalstoniaPSI07,RPSI07_RS00605,0,1,0.157,98.51,0.0,246,0.7073,0.0,0.23092178280183917,0.24457143652632898
beril_RalstoniaPSI07,RPSI07_RS00610,0,1,0.1579,99.48,0.0,389,0.7224,0.0,0.23092178280183917,0.20278235325003596
beril_RalstoniaPSI07,RPSI07_RS00615,0,0,0.1591,100.72,8.0,415,0.7221,0.14634146341463414,0.3651402486845246,0.38456373105942754
beril_RalstoniaPSI07,RPSI07_RS00620,0,0,0.1602,101.92,3.0,327,0.6983,0.05263157894736842,0.2750110928777833,0.29134229065133543
beril_RalstoniaPSI07,RPSI07_RS00625,0,1,0.1613,103.0,61.0,302,0.713,0.6097560975609756,0.8183461364191861,0.9685465258821228
beril_RalstoniaPSI07,RPSI07_RS00630,0,0,0.1628,104.64,0.0,703,0.716,0.0,0.23092178280183917,0.1360055396002019
beril_RalstoniaPSI07,RPSI07_RS00635,0,1,0.1646,106.47,3.0,263,0.711,0.13513513513513514,0.3536812598565897,0.3878140291713358
beril_RalstoniaPSI07,RPSI07_RS00645,1,0,0.17,112.09,1.0,374,0.6943,0.7804878048780488,0.9058091208355415,0.8959412816935468
beril_RalstoniaPSI07,RPSI07_RS00650,0,0,0.1708,112.93,0.0,107,0.6791,0.0,0.23092178280183917,0.3052384300516924
beril_RalstoniaPSI07,RPSI07_RS00655,0,0,0.1715,112.48,0.0,321,0.6968,0.0,0.23092178280183917,0.2338180082499918
beril_RalstoniaPSI07,RPSI07_RS00660,0,1,0.1724,111.55,0.0,197,0.6988,0.1,0.3188736062915155,0.3574742018361989
beril_RalstoniaPSI07,RPSI07_RS00665,0,1,0.1737,110.19,0.0,184,0.6721,0.0,0.23092178280183917,0.2686487215775985
beril_RalstoniaPSI07,RPSI07_RS00670,0,0,0.1743,109.53,0.0,165,0.6404,0.0,0.23092178280183917,0.28361551327652734
beril_RalstoniaPSI07,RPSI07_RS00675,0,1,0.1751,108.67,0.0,264,0.6831,0.0,0.23092178280183917,0.242186805798199
beril_RalstoniaPSI07,RPSI07_RS00680,1,1,0.1757,108.04,0.0,74,0.6306,0.0,0.23092178280183917,0.30618095818370855
beril_RalstoniaPSI07,RPSI07_RS00685,0,1,0.1763,107.47,0.0,151,0.713,0.16666666666666666,0.38631087817444676,0.44339574416621197
beril_RalstoniaPSI07,RPSI07_RS00690,0,1,0.1773,106.45,0.0,521,0.7031,0.0,0.23092178280183917,0.17053638487091688
beril_RalstoniaPSI07,RPSI07_RS24145,0,0,0.1786,105.04,0.0,263,0.545,0.0,0.23092178280183917,0.24999297319170424
beril_RalstoniaPSI07,RPSI07_RS00695,0,0,0.1798,103.79,0.0,494,0.6869,0.12,0.338469753070429,0.2737139194059207
beril_RalstoniaPSI07,RPSI07_RS00700,0,1,0.182,101.56,0.0,771,0.6684,0.0,0.23092178280183917,0.11767126369165694
beril_RalstoniaPSI07,RPSI07_RS00705,0,1,0.1845,98.93,0.0,749,0.6862,0.0,0.23092178280183917,0.1209308066055677
beril_RalstoniaPSI07,RPSI07_RS00715,0,0,0.1896,93.61,0.0,840,0.6448,0.0,0.23092178280183917,0.10863553332112179
beril_RalstoniaPSI07,RPSI07_RS00725,0,0,0.1919,91.2,0.0,196,0.5935,0.0,0.23092178280183917,0.2657348629013265
beril_RalstoniaPSI07,RPSI07_RS00745,0,0,0.196,86.92,0.0,960,0.7014,0.0,0.23092178280183917,0.08911213365564313
beril_RalstoniaPSI07,RPSI07_RS00750,0,0,0.1985,84.36,0.0,462,0.6869,0.0,0.23092178280183917,0.18462384861067332
beril_RalstoniaPSI07,RPSI07_RS00755,0,0,0.1998,83.0,6.0,305,0.6874,0.13793103448275862,0.35652509592007936,0.3950378915700778
beril_RalstoniaPSI07,RPSI07_RS00760,0,1,0.2008,81.9,0.0,343,0.6735,0.05555555555555555,0.2776080224496649,0.25173178613798824
beril_RalstoniaPSI07,RPSI07_RS00765,0,1,0.2018,80.91,1.0,315,0.7249,0.06451612903225806,0.28565965506698676,0.27400378065209563
beril_RalstoniaPSI07,RPSI07_RS00770,0,0,0.2029,79.7,1.0,348,0.6245,0.07692307692307693,0.2970361393921467,0.28247651125478906
beril_RalstoniaPSI07,RPSI07_RS00775,0,1,0.2041,78.48,0.0,399,0.6241,0.0,0.23092178280183917,0.19285575123972273
beril_RalstoniaPSI07,RPSI07_RS00780,1,0,0.2051,77.48,12.0,155,0.6753,0.48717948717948717,0.7232710278740716,0.8223832753030779
beril_RalstoniaPSI07,RPSI07_RS00785,0,1,0.2058,76.68,9.0,278,0.6559,0.5263157894736842,0.7566819239810697,0.7945943415900943
beril_RalstoniaPSI07,RPSI07_RS00790,0,1,0.207,75.44,13.0,485,0.7168,0.125,0.34346000382872355,0.34989054501778666
beril_RalstoniaPSI07,RPSI07_RS00795,0,1,0.2086,73.76,11.0,624,0.7067,0.0975609756097561,0.3165253427474841,0.2605844982873655
beril_RalstoniaPSI07,RPSI07_RS00800,0,0,0.2104,71.87,0.0,621,0.6989,0.0,0.23092178280183917,0.14407545358987894
beril_RalstoniaPSI07,RPSI07_RS00805,0,1,0.2123,69.91,13.0,493,0.716,0.125,0.34346000382872355,0.34415890236332364
beril_RalstoniaPSI07,RPSI07_RS00810,0,1,0.2135,68.68,0.0,256,0.6992,0.0,0.23092178280183917,0.22919390766880235
beril_RalstoniaPSI07,RPSI07_RS00815,0,1,0.2144,67.7,0.0,316,0.6656,0.0,0.23092178280183917,0.21158886467696353
beril_RalstoniaPSI07,RPSI07_RS00820,0,1,0.2154,66.7,4.0,311,0.7267,0.029411764705882353,0.2549320899838124,0.25865698251973385
beril_RalstoniaPSI07,RPSI07_RS24155,0,1,0.2193,62.63,0.0,234,0.4801,0.0,0.23092178280183917,0.2350226754044372
beril_RalstoniaPSI07,RPSI07_RS24160,0,1,0.2198,62.06,0.0,145,0.4322,0.0,0.23092178280183917,0.263335526233014
beril_RalstoniaPSI07,RPSI07_RS00850,0,1,0.2232,58.57,1.0,328,0.5772,0.0,0.23092178280183917,0.21094891292947326
beril_RalstoniaPSI07,RPSI07_RS00855,0,0,0.2241,57.61,0.0,303,0.7162,0.07142857142857142,0.2919657234690795,0.2762954992101623
beril_RalstoniaPSI07,RPSI07_RS00860,0,0,0.2252,56.49,15.0,419,0.6897,0.09375,0.31287486222410826,0.3601034120520175
beril_RalstoniaPSI07,RPSI07_RS00865,0,0,0.2273,54.31,0.0,941,0.729,0.0,0.23092178280183917,0.08605769371680483
beril_RalstoniaPSI07,RPSI07_RS00870,0,0,0.2297,51.74,0.0,774,0.7403,0.0,0.23092178280183917,0.11050716265771993
beril_RalstoniaPSI07,RPSI07_RS00875,0,0,0.2318,49.64,0.0,620,0.7215,0.0,0.23092178280183917,0.13843900063336748
beril_RalstoniaPSI07,RPSI07_RS00880,0,0,0.2337,47.58,0.0,753,0.7114,0.0,0.23092178280183917,0.11327301103394764
beril_RalstoniaPSI07,RPSI07_RS00885,0,0,0.2361,45.12,0.0,774,0.699,0.03225806451612903,0.257340790440614,0.12371784137699458
beril_RalstoniaPSI07,RPSI07_RS00890,0,0,0.2389,42.22,0.0,1161,0.6914,0.0,0.23092178280183917,0.0595273017926169
beril_RalstoniaPSI07,RPSI07_RS00900,0,0,0.2449,35.91,0.0,542,0.7128,0.06451612903225806,0.28565965506698676,0.19090483491362575
beril_RalstoniaPSI07,RPSI07_RS00905,0,0,0.2464,34.4,9.0,269,0.7274,0.425,0.6647576159611087,0.7062608488175499
beril_RalstoniaPSI07,RPSI07_RS00910,0,0,0.2473,33.43,1.0,369,0.7453,0.21052631578947367,0.43338863030895003,0.3800699027531525
beril_RalstoniaPSI07,RPSI07_RS00915,0,0,0.2483,32.43,2.0,301,0.7409,0.08571428571428572,0.3052534708120215,0.2917963681464007
beril_RalstoniaPSI07,RPSI07_RS00920,0,0,0.2492,31.41,0.0,380,0.7096,0.0,0.23092178280183917,0.18849155436226034
beril_RalstoniaPSI07,RPSI07_RS00925,0,0,0.2509,29.65,13.0,778,0.6877,0.05405405405405406,0.2762725792541327,0.18566770399780738
beril_RalstoniaPSI07,RPSI07_RS00930,0,1,0.2526,27.91,2.0,188,0.6259,0.21951219512195122,0.44321428957459985,0.45986861096786863
beril_RalstoniaPSI07,RPSI07_RS00935,0,1,0.2537,26.74,0.0,525,0.6654,0.03225806451612903,0.257340790440614,0.1657088249682974
beril_RalstoniaPSI07,RPSI07_RS00940,0,1,0.2551,25.29,2.0,152,0.6689,0.8461538461538461,0.9279199320791586,0.9321821781888302
beril_RalstoniaPSI07,RPSI07_RS00945,1,1,0.2556,24.81,0.0,83,0.6185,0.0,0.23092178280183917,0.2669940308970398
beril_RalstoniaPSI07,RPSI07_RS00950,1,0,0.2559,24.5,0.0,102,0.6373,0.0,0.23092178280183917,0.2688201709179098
beril_RalstoniaPSI07,RPSI07_RS00955,1,0,0.2563,24.08,0.0,106,0.7296,0.0,0.23092178280183917,0.2666315342547513
beril_RalstoniaPSI07,RPSI07_RS00960,1,0,0.2573,23.0,0.0,620,0.6801,0.4166666666666667,0.656459344678214,0.48258635660773025
beril_RalstoniaPSI07,RPSI07_RS00965,1,0,0.2584,21.87,0.0,104,0.6923,0.0,0.23092178280183917,0.2666514975801015
beril_RalstoniaPSI07,RPSI07_RS00970,0,0,0.2601,20.14,0.0,817,0.7222,0.0,0.23092178280183917,0.09752605075026573
beril_RalstoniaPSI07,RPSI07_RS00975,0,1,0.2632,16.87,0.0,1179,0.6927,0.0,0.23092178280183917,0.052783660347548444
beril_RalstoniaPSI07,RPSI07_RS00980,0,0,0.2657,14.28,1.0,530,0.7082,0.0,0.23092178280183917,0.15214109614205504
beril_RalstoniaPSI07,RPSI07_RS00985,0,1,0.2667,13.17,0.0,85,0.7333,0.0,0.23092178280183917,0.2606846061643004
beril_RalstoniaPSI07,RPSI07_RS00990,0,0,0.2673,12.62,0.0,278,0.6978,0.05263157894736842,0.2750110928777833,0.250228250429915
beril_RalstoniaPSI07,RPSI07_RS00995,0,0,0.2681,11.75,0.0,219,0.691,0.0,0.23092178280183917,0.22651714899729747
beril_RalstoniaPSI07,RPSI07_RS01000,0,0,0.2688,10.99,1.0,216,0.6898,0.0,0.23092178280183917,0.23290584164807415
beril_RalstoniaPSI07,RPSI07_RS01005,0,0,0.2694,10.38,0.0,140,0.7024,0.0,0.23092178280183917,0.2502043579064798
beril_RalstoniaPSI07,RPSI07_RS01010,0,1,0.2702,9.56,0.0,146,0.5639,0.0,0.23092178280183917,0.24102135410804276
beril_RalstoniaPSI07,RPSI07_RS01015,0,0,0.2714,8.3,2.0,538,0.6908,0.0,0.23092178280183917,0.15304241544090963
beril_RalstoniaPSI07,RPSI07_RS01020,0,0,0.2728,6.83,61.0,361,0.6777,0.6097560975609756,0.8183461364191861,0.9594354779685501
beril_RalstoniaPSI07,RPSI07_RS01025,0,1,0.2739,5.74,2.0,398,0.696,0.13333333333333333,0.3518540214076597,0.28054104983929723
beril_RalstoniaPSI07,RPSI07_RS01030,0,1,0.2751,4.44,15.0,446,0.6794,0.09375,0.31287486222410826,0.3156326266738131
beril_RalstoniaPSI07,RPSI07_RS01040,0,1,0.2767,2.76,2.0,183,0.7158,0.1875,0.40846548661913057,0.41370963198239635
beril_RalstoniaPSI07,RPSI07_RS24170,0,0,0.278,1.39,0.0,423,0.5823,0.0,0.23092178280183917,0.169133033541147
beril_RalstoniaPSI07,RPSI07_RS01055,0,0,0.2822,2.29,0.0,1243,0.5878,0.0,0.23092178280183917,0.048297739468504124
beril_RalstoniaPSI07,RPSI07_RS01060,0,0,0.2846,4.79,0.0,425,0.5827,0.0,0.23092178280183917,0.1694238470810825
beril_RalstoniaPSI07,RPSI07_RS01065,0,0,0.2859,6.18,0.0,506,0.5909,0.0,0.23092178280183917,0.15124973980216977
beril_RalstoniaPSI07,RPSI07_RS01070,0,1,0.2875,7.32,1.0,156,0.609,0.25,0.4768385210149835,0.48690727845039666
beril_RalstoniaPSI07,RPSI07_RS01075,0,1,0.288,6.8,0.0,192,0.5903,0.0,0.23092178280183917,0.22537144003496398
beril_RalstoniaPSI07,RPSI07_RS01080,0,1,0.2914,3.3,0.0,1877,0.6061,0.0,0.23092178280183917,0.016322843461635234
beril_RalstoniaPSI07,RPSI07_RS01100,0,1,0.2962,1.7,2.0,579,0.6684,0.02631578947368421,0.2523289956524434,0.15119519033612835
beril_RalstoniaPSI07,RPSI07_RS01105,0,0,0.2977,3.27,0.0,386,0.6788,0.0,0.23092178280183917,0.1776195746474456
beril_RalstoniaPSI07,RPSI07_RS01110,1,0,0.299,4.6,1.0,325,0.6851,0.4358974358974359,0.6754568537564735,0.6231652627585563
beril_RalstoniaPSI07,RPSI07_RS01115,0,1,0.3005,6.21,0.0,552,0.686,0.0,0.23092178280183917,0.13565779119036242
beril_RalstoniaPSI07,RPSI07_RS01120,0,1,0.3016,7.34,0.0,125,0.6667,0.0,0.23092178280183917,0.2450237174291486
beril_RalstoniaPSI07,RPSI07_RS01125,0,0,0.3025,8.34,0.0,476,0.6569,0.0,0.23092178280183917,0.15772977556770218
beril_RalstoniaPSI07,RPSI07_RS01130,0,0,0.3047,10.55,0.0,658,0.6783,0.0,0.23092178280183917,0.12125668861560628
beril_RalstoniaPSI07,RPSI07_RS01135,0,0,0.3066,12.62,0.0,598,0.6823,0.0,0.23092178280183917,0.132926774053695
beril_RalstoniaPSI07,RPSI07_RS01160,0,0,0.3123,18.52,0.0,652,0.6718,0.0,0.23092178280183917,0.12390794505419127
beril_RalstoniaPSI07,RPSI07_RS01175,0,0,0.3161,22.53,2.0,544,0.6642,0.029411764705882353,0.2549320899838124,0.1719010713685313
beril_RalstoniaPSI07,RPSI07_RS01180,0,1,0.3179,24.38,3.0,455,0.7158,0.025,0.25122802768228614,0.19007616530928992
beril_RalstoniaPSI07,RPSI07_RS01190,0,1,0.3199,26.48,0.0,297,0.7228,0.0,0.23092178280183917,0.2002371285998231
beril_RalstoniaPSI07,RPSI07_RS01195,0,1,0.3217,28.32,0.0,813,0.7056,0.0,0.23092178280183917,0.09487649265697448
beril_RalstoniaPSI07,RPSI07_RS01200,0,1,0.3239,30.65,0.0,713,0.6774,0.0,0.23092178280183917,0.1109804543447586
beril_RalstoniaPSI07,RPSI07_RS01205,0,1,0.3256,32.36,0.0,425,0.64,0.0,0.23092178280183917,0.169643815317293
beril_RalstoniaPSI07,RPSI07_RS01210,0,1,0.3267,33.48,0.0,322,0.6998,0.0,0.23092178280183917,0.19562950925267988
beril_RalstoniaPSI07,RPSI07_RS01215,0,0,0.3277,34.6,0.0,405,0.6551,0.0,0.23092178280183917,0.18124556715210263
beril_RalstoniaPSI07,RPSI07_RS01220,0,0,0.3291,36.0,20.0,495,0.6882,0.2631578947368421,0.4914333154829297,0.5344595861967698
beril_RalstoniaPSI07,RPSI07_RS01225,0,0,0.3304,37.39,0.0,448,0.6592,0.08108108108108109,0.3009068058979956,0.227400002710161
beril_RalstoniaPSI07,RPSI07_RS01230,0,0,0.3321,39.14,0.0,725,0.6566,0.0,0.23092178280183917,0.11483411510604283
beril_RalstoniaPSI07,RPSI07_RS01235,0,1,0.3354,42.59,0.0,764,0.6553,0.0,0.23092178280183917,0.10479300789392271
beril_RalstoniaPSI07,RPSI07_RS01240,0,1,0.3369,44.17,0.0,170,0.649,0.0625,0.28383585717424076,0.29668670769677663
beril_RalstoniaPSI07,RPSI07_RS01245,1,1,0.338,45.32,9.0,516,0.6693,0.10344827586206896,0.3222093002826379,0.2735359227779173
beril_RalstoniaPSI07,RPSI07_RS01250,0,0,0.3397,47.12,0.0,641,0.6365,0.0,0.23092178280183917,0.13182786518049086
beril_RalstoniaPSI07,RPSI07_RS01255,1,0,0.3414,48.89,28.0,256,0.7227,1.0,0.9622573728939939,0.9825881712571047
beril_RalstoniaPSI07,RPSI07_RS01260,0,0,0.3422,49.69,0.0,196,0.7109,0.2,0.4219453673241635,0.4357906567293421
beril_RalstoniaPSI07,RPSI07_RS01265,0,1,0.3432,50.69,3.0,363,0.7282,0.15625,0.3754015341577594,0.33720740696298657
beril_RalstoniaPSI07,RPSI07_RS01270,0,0,0.3443,51.9,61.0,306,0.7102,0.6097560975609756,0.8183461364191861,0.9654721928749497
beril_RalstoniaPSI07,RPSI07_RS01275,0,1,0.3451,52.76,0.0,181,0.639,0.0,0.23092178280183917,0.24266714207179518
beril_RalstoniaPSI07,RPSI07_RS01280,0,0,0.3459,53.54,3.0,338,0.6805,0.15625,0.3754015341577594,0.35810342866203876
beril_RalstoniaPSI07,RPSI07_RS01285,1,0,0.3467,54.33,0.0,148,0.6892,0.16666666666666666,0.38631087817444676,0.4224049472654069
beril_RalstoniaPSI07,RPSI07_RS01290,0,0,0.3472,54.91,0.0,156,0.7179,0.0,0.23092178280183917,0.2588404922858818
beril_RalstoniaPSI07,RPSI07_RS01295,0,0,0.3484,56.12,0.0,478,0.5572,0.0,0.23092178280183917,0.16944611279738964
beril_RalstoniaPSI07,RPSI07_RS01305,0,1,0.3512,59.12,2.0,785,0.7359,0.24390243902439024,0.47008695759823604,0.2636050299613968
beril_RalstoniaPSI07,RPSI07_RS01310,0,0,0.3526,60.53,3.0,159,0.6688,0.22857142857142856,0.45316531875350796,0.5118804954098606
beril_RalstoniaPSI07,RPSI07_RS01315,0,0,0.3531,61.02,0.0,134,0.6343,0.125,0.34346000382872355,0.3878090696061378
beril_RalstoniaPSI07,RPSI07_RS01320,0,0,0.3542,62.21,1.0,577,0.6724,0.07894736842105263,0.2989169524899631,0.20187852626032546
beril_RalstoniaPSI07,RPSI07_RS01325,0,1,0.356,64.1,4.0,153,0.6667,0.28125,0.5115199362876341,0.5703227989491874
beril_RalstoniaPSI07,RPSI07_RS01330,0,1,0.3573,65.48,3.0,750,0.6911,0.0,0.23092178280183917,0.12088731174022516
beril_RalstoniaPSI07,RPSI07_RS01335,0,1,0.3587,66.93,1.0,145,0.6598,0.28125,0.5115199362876341,0.550892240224343
beril_RalstoniaPSI07,RPSI07_RS01340,0,1,0.3593,67.48,0.0,220,0.7182,0.13793103448275862,0.35652509592007936,0.3588084140669652
beril_RalstoniaPSI07,RPSI07_RS01345,1,1,0.36,68.28,0.0,68,0.7451,0.0,0.23092178280183917,0.2843695004200856
beril_RalstoniaPSI07,RPSI07_RS01350,0,0,0.3615,69.79,0.0,896,0.6827,0.0,0.23092178280183917,0.09292749581718147
beril_RalstoniaPSI07,RPSI07_RS01355,0,1,0.3637,72.1,2.0,97,0.6186,1.0,0.9622573728939939,0.9694600393106478
beril_RalstoniaPSI07,RPSI07_RS01360,0,1,0.3643,72.7,5.0,243,0.6886,0.3142857142857143,0.5480560783268696,0.579696305083157
beril_RalstoniaPSI07,RPSI07_RS01365,1,1,0.3654,73.87,6.0,354,0.6685,0.2,0.4219453673241635,0.41856740555017474
beril_RalstoniaPSI07,RPSI07_RS01370,1,0,0.3663,74.85,10.0,239,0.629,0.42105263157894735,0.6608391592058964,0.7320395250647811
beril_RalstoniaPSI07,RPSI07_RS01375,0,0,0.3674,75.92,0.0,154,0.6623,0.0,0.23092178280183917,0.2671726912852349
beril_RalstoniaPSI07,RPSI07_RS01380,1,0,0.3679,76.43,0.0,107,0.6636,1.0,0.9622573728939939,0.9684609291900419
beril_RalstoniaPSI07,RPSI07_RS01385,0,0,0.3685,77.13,0.0,294,0.7256,0.041666666666666664,0.26540804773573856,0.2563242584618847
beril_RalstoniaPSI07,RPSI07_RS01390,0,1,0.3696,78.22,0.0,154,0.6623,0.09090909090909091,0.3101685753424874,0.34252327104989644
beril_RalstoniaPSI07,RPSI07_RS01395,0,1,0.3701,78.81,0.0,136,0.6471,0.030303030303030304,0.2556847319779008,0.2924040317177581
beril_RalstoniaPSI07,RPSI07_RS01400,0,1,0.3707,79.38,0.0,219,0.6545,0.0,0.23092178280183917,0.2394676211154102
beril_RalstoniaPSI07,RPSI07_RS01405,0,1,0.3716,80.35,0.0,402,0.6526,0.0,0.23092178280183917,0.18786033310660452
beril_RalstoniaPSI07,RPSI07_RS01410,0,1,0.3726,81.33,0.0,246,0.6775,0.06060606060606061,0.28212901123055995,0.28192302087331716
beril_RalstoniaPSI07,RPSI07_RS01415,0,1,0.3733,82.13,0.0,261,0.6437,0.06060606060606061,0.28212901123055995,0.2773491387104763
