locus_tag,contig,mid,essential,product,motif_density,rbs_strength,mobile_dist_kb,length_aa,gc,leading,oriC_frac,n_paralogs,conservation,atg_start,tga_stop,m10_hit,m35_hit,deep_operon,ess_axis,pc1,pc2,ne_cluster
RS_RS10460,NC_003295.1,2258020,1,diacylglycerol kinase,15.453,3,102.71,151,0.6821,0,0.7848,0.0,0.4074,1,1,0,0,0,1.1637932874107901,-0.8985647161883681,1.2938333732083327,-1
RS_RS10465,NC_003295.1,2258707,0,TetR/AcrR family transcriptional regulator,7.184,2,102.02,232,0.625,0,0.7845,15.0,0.5366,1,1,0,0,0,2.601054002410448,1.0181715108839577,1.8415714465139856,3
RS_RS10470,NC_003295.1,2259344,0,TIGR00730 family Rossman fold protein,5.128,2,101.39,195,0.6667,0,0.7841,0.0,0.0345,1,0,0,0,0,-0.851303237193934,0.2608043104955753,1.2780009441907256,1
RS_RS10475,NC_003295.1,2260082,1,LysE family translocator,13.267,3,100.65,201,0.6401,0,0.7837,0.0,0.0741,0,1,0,0,0,-0.5579128210213993,-0.9042024405354057,0.5167851237185322,-1
RS_RS10480,NC_003295.1,2260731,0,DUF924 family protein,0.0,4,100.0,193,0.7012,1,0.7834,0.0,0.0,1,0,0,0,0,-1.2455420593214874,0.5151554557164807,1.2523240635469604,3
RS_RS10485,NC_003295.1,2261265,0,group II truncated hemoglobin,0.0,3,99.47,135,0.7037,1,0.7831,0.0,0.0833,1,1,0,0,1,-0.4604874562465874,-0.5007831163861677,1.5370779431775012,3
RS_RS10490,NC_003295.1,2262760,0,ABC transporter permease,9.874,1,97.97,844,0.7196,1,0.7823,0.0,0.0,1,1,0,0,0,-2.4476421190035245,-2.4080659403310283,1.9510295996020999,3
RS_RS10495,NC_003295.1,2264632,0,substrate-binding domain-containing protein,6.358,3,96.1,367,0.7094,1,0.7813,0.0,0.0,1,0,0,0,0,-1.5116530993152453,-0.4549677553560042,1.4333107524358892,3
RS_RS10500,NC_003295.1,2265743,0,substrate-binding domain-containing protein,7.117,3,94.99,281,0.6738,0,0.7807,0.0,0.0,1,0,0,0,0,-1.3362720010136817,-0.17155558514059452,1.0057462221451239,1
RS_RS10505,NC_003295.1,2266670,0,LysR substrate-binding domain-containing protein,9.524,2,94.06,315,0.6772,1,0.7802,6.0,0.1379,1,1,0,0,0,-0.08397624374197984,-0.5723707670547996,1.6431753464119685,3
RS_RS10510,NC_003295.1,2268112,0,xanthine dehydrogenase small subunit,3.307,3,92.62,504,0.7044,0,0.7794,0.0,0.0,1,1,0,0,0,-1.9259435011654864,-1.2849649970534105,1.0422541959538096,3
RS_RS10515,NC_003295.1,2270082,0,xanthine dehydrogenase molybdopterin binding subunit,6.305,3,90.65,793,0.7028,0,0.7783,1.0,0.0,1,1,0,0,1,-2.523195103699313,-2.464711559684724,1.285526930109398,3
RS_RS10520,NC_003295.1,2271813,0,xanthine dehydrogenase accessory protein XdhC,6.803,4,88.92,343,0.7259,0,0.7774,2.0,0.0323,1,0,0,0,1,-1.2646832496802622,-1.3030991848277855,1.0334559208409908,3
RS_RS10525,NC_003295.1,2272851,0,adenosine deaminase,1.927,1,87.88,346,0.6811,0,0.7769,0.0,0.0,1,1,0,0,1,-1.2504265073825724,-1.1207580986145815,1.3914467727854407,3
RS_RS10530,NC_003295.1,2274056,0,guanine deaminase,6.726,3,86.67,446,0.704,0,0.7762,2.0,0.0938,1,1,0,0,0,-1.1387905376609806,-1.2873365064538262,1.0238086912532918,3
RS_RS10535,NC_003295.1,2275246,1,TMEM165/GDT1 family protein,10.471,3,85.48,191,0.6771,0,0.7756,0.0,0.125,1,0,0,0,0,-0.45613422850433,-0.16031915178396422,0.9163488967389222,-1
RS_RS10540,NC_003295.1,2276320,0,hypothetical protein,3.257,2,84.41,307,0.6851,0,0.775,0.0,0.0,1,0,0,0,0,-1.3604715681914086,-0.018432770450010256,1.0758574161588006,1
RS_RS10545,NC_003295.1,2277988,1,FadR/GntR family transcriptional regulator,6.536,0,82.74,255,0.6732,0,0.7741,5.0,0.5556,1,1,0,0,0,2.133624516662925,0.17828323698275017,1.8369734190998075,-1
RS_RS10550,NC_003295.1,2278768,1,transporter substrate-binding domain-containing protein,2.488,4,81.96,268,0.6343,0,0.7737,11.0,0.1111,1,0,0,0,0,-0.19690180089469334,1.273729780070165,0.8777513624664126,-1
RS_RS10555,NC_003295.1,2279605,1,amino acid ABC transporter permease,5.355,3,81.12,249,0.6493,0,0.7732,11.0,0.2188,1,1,0,0,0,0.5822349149992248,0.30502569236447563,1.0523179666603084,-1
RS_RS10560,NC_003295.1,2280301,1,amino acid ABC transporter permease,12.232,3,80.43,218,0.6361,0,0.7728,11.0,0.2188,1,1,0,0,1,0.8205063617083979,-0.5769643792895677,1.122048729566742,-1
RS_RS10565,NC_003295.1,2280983,1,amino acid ABC transporter ATP-binding protein,6.775,3,79.75,246,0.626,0,0.7725,10.0,0.9268,1,0,0,0,0,3.9084804316280994,2.2456433357663994,1.6597412205180448,-1
RS_RS10570,NC_003295.1,2281883,0,hypothetical protein,7.246,4,78.85,92,0.6268,0,0.772,0.0,0.0,1,1,0,0,0,-0.9077201751752803,0.10800865663614041,0.34996464023378787,3
RS_RS10575,NC_003295.1,2282749,0,porin,2.618,4,77.98,382,0.6213,1,0.7715,1.0,0.0,1,0,0,0,0,-1.6709221490934152,1.1072448855381256,0.9060150914258078,1
RS_RS10580,NC_003295.1,2284014,0,aromatic amino acid DMT transporter YddG,6.309,3,76.72,317,0.6057,1,0.7709,1.0,0.0833,1,1,0,1,0,-0.45833442362434784,0.636755449838037,1.0113492997600966,3
RS_RS10585,NC_003295.1,2285357,0,aldehyde dehydrogenase,5.964,5,75.37,503,0.6574,1,0.7701,13.0,0.125,1,0,0,0,0,-0.6230628024792283,0.6424472046214357,1.0804631628643173,1
RS_RS10590,NC_003295.1,2286565,0,dihydrodipicolinate synthase family protein,5.501,4,74.17,303,0.6546,1,0.7695,0.0,0.0,1,1,0,0,0,-1.4357777603879511,-0.17419932856877854,0.740502777732657,3
RS_RS10595,NC_003295.1,2287768,0,MFS transporter,11.287,4,72.96,443,0.6396,1,0.7688,11.0,0.0938,0,0,0,0,0,-0.5119107880221571,0.21578682860984302,0.6481942987011686,2
RS_RS10600,NC_003295.1,2289228,1,NAD(P)/FAD-dependent oxidoreductase,4.545,3,71.5,440,0.603,1,0.768,8.0,0.2632,1,0,0,1,0,0.4817453086867308,1.7795094536295986,1.350787399569116,-1
RS_RS10605,NC_003295.1,2290864,1,GntR family transcriptional regulator,4.098,3,69.87,244,0.6134,0,0.7672,5.0,0.5556,1,1,0,1,0,2.1988486553001128,1.4197252836021397,1.0429566634571303,-1
RS_RS10610,NC_003295.1,2292073,0,urate hydroxylase PuuD,14.458,3,68.66,415,0.6691,1,0.7665,0.0,0.0,1,1,0,0,0,-1.5024226635233933,-1.357220445495712,0.8649930633943957,3
RS_RS10615,NC_003295.1,2292884,0,hydroxyisourate hydrolase,5.65,4,67.85,118,0.661,1,0.7661,0.0,0.24,1,1,0,0,0,0.21202843374122285,0.4053781411660354,0.7744305337594625,3
RS_RS10620,NC_003295.1,2293804,1,GntR family transcriptional regulator,5.312,3,66.93,251,0.6959,0,0.7656,5.0,0.5556,1,0,0,0,0,1.7213808523813534,0.7705182130896517,1.1650780526522038,-1
RS_RS10625,NC_003295.1,2294976,0,nucleobase:cation symporter-2 family protein,4.975,3,65.75,469,0.6944,0,0.765,0.0,0.0,1,1,0,0,0,-1.8412197844920424,-1.1929039677899438,0.6015941556749892,3
RS_RS10630,NC_003295.1,2296396,0,8-oxoguanine deaminase,4.211,4,64.33,475,0.7256,0,0.7642,2.0,0.0938,1,1,0,0,1,-1.3253307512070744,-1.8301238821346917,0.7019649680483783,3
RS_RS10635,NC_003295.1,2297610,0,allantoinase PuuE,6.231,3,63.12,321,0.6708,0,0.7635,0.0,0.0,1,1,0,0,1,-1.3740492470897967,-1.2415409417632637,0.6050512602479782,0
RS_RS10640,NC_003295.1,2298348,1,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,0.0,3,62.38,174,0.7165,0,0.7631,0.0,0.2105,1,0,0,0,1,-0.107705471544423,-0.042279864601610546,0.8815154430875277,-1
RS_RS10650,NC_003295.1,2300185,0,NADP-dependent malic enzyme,4.307,4,60.55,774,0.6779,1,0.7621,1.0,0.0455,1,1,0,0,0,-2.427827293368344,-1.0182818275272962,0.8350822795296575,3
RS_RS10655,NC_003295.1,2301959,0,DUF4136 domain-containing protein,4.673,4,58.77,214,0.7103,1,0.7612,0.0,0.0,1,1,0,0,0,-1.2261238451692027,-0.6691689240389936,0.5452929137609388,0
RS_RS10660,NC_003295.1,2303802,0,aminopeptidase N,5.887,4,56.93,906,0.7005,0,0.7602,0.0,0.0,1,1,0,0,0,-3.108725226195612,-2.025063368671051,0.48085858648632834,3
RS_RS10665,NC_003295.1,2305719,1,class 1 fructose-bisphosphatase,4.916,3,55.01,339,0.6578,0,0.7592,0.0,0.6061,1,1,0,0,0,1.4224485109846452,0.45812154052470894,0.8488612291423319,-1
RS_RS10675,NC_003295.1,2307047,0,sugar-binding transcriptional regulator,4.219,2,53.68,316,0.673,1,0.7585,0.0,0.2727,0,0,0,0,0,0.03287621498433598,0.6089417174590137,0.7085343794396908,2
RS_RS10680,NC_003295.1,2308320,0,xylulokinase,6.098,2,52.41,492,0.7033,1,0.7578,1.0,0.027,1,1,0,0,0,-1.5307177946251427,-1.112853913837802,0.9645439958877795,3
RS_RS10685,NC_003295.1,2309849,0,D-arabinitol 4-dehydrogenase,3.577,4,50.88,466,0.6781,1,0.7569,0.0,0.0385,1,1,0,0,0,-1.7347352198222978,-0.4751731571637584,0.5343228106172688,0
RS_RS10695,NC_003295.1,2314451,0,type III secretion system YopJ family effector RipJ,1.434,2,46.28,465,0.5885,1,0.7545,0.0,0.0,1,1,0,0,0,-1.7372098144289112,0.8226810909765679,0.6958380186147992,0
RS_RS10720,NC_003295.1,2318736,1,winged helix-turn-helix transcriptional regulator,4.535,2,41.99,147,0.5896,0,0.7522,2.0,0.1852,1,1,0,0,0,0.11953836162723243,1.1212278921078573,0.34516665382897177,-1
RS_RS10730,NC_003295.1,2323344,1,ABC transporter ATP-binding protein,4.505,4,37.39,370,0.6523,1,0.7497,6.0,0.1795,1,1,0,0,0,-0.38695737819565185,0.3296271627122757,0.4751397615435757,-1
RS_RS10735,NC_003295.1,2324300,0,HAD family hydrolase,7.153,4,36.43,233,0.7225,1,0.7492,7.0,0.2683,1,1,0,0,0,0.5151742500878288,-0.45865375295262323,0.5698976156083178,0
RS_RS10740,NC_003295.1,2325070,0,carbohydrate ABC transporter permease,9.423,3,35.66,283,0.6514,1,0.7488,2.0,0.1111,1,1,0,0,1,-0.5248494306776527,-0.6711694316573498,0.5867607116735614,0
RS_RS10745,NC_003295.1,2325973,0,carbohydrate ABC transporter permease,8.493,4,34.76,314,0.6338,1,0.7483,2.0,0.0741,1,1,0,0,0,-0.9728168629642849,0.05571810501587894,0.2084352865318126,0
RS_RS10750,NC_003295.1,2327209,0,ABC transporter substrate-binding protein,3.771,4,33.52,442,0.6508,1,0.7476,1.0,0.0,1,1,0,0,0,-1.8070693223196521,-0.09124184323097141,0.21145264970538288,0
RS_RS10755,NC_003295.1,2328601,0,D-tagatose-bisphosphate aldolase%2C class II%2C non-catalytic subunit,2.212,3,32.13,452,0.7013,1,0.7469,0.0,0.0,1,1,0,0,0,-1.8129570058911368,-0.6822372773676614,0.4343797851620326,0
RS_RS10760,NC_003295.1,2329745,1,sugar kinase,4.18,4,30.98,319,0.7043,1,0.7462,5.0,0.2821,1,1,0,0,1,0.2276671420716484,-0.601943877626052,0.6390997346499205,-1
RS_RS10765,NC_003295.1,2330616,1,L-iditol 2-dehydrogenase,0.0,4,30.11,259,0.6577,1,0.7458,27.0,1.0,0,1,0,0,0,5.317714853938146,2.451417206845824,0.963016491046381,-1
RS_RS10770,NC_003295.1,2331699,0,peptidoglycan-binding protein LysM,8.282,5,29.03,161,0.6273,1,0.7452,0.0,0.0,1,0,0,0,0,-1.2408574344580907,0.9665412599181284,-0.14965452046568545,1
RS_RS10775,NC_003295.1,2332746,0,extracellular catalytic domain type 1 short-chain-length polyhydroxyalkanoate depolymerase,7.752,2,27.98,344,0.7229,0,0.7446,0.0,0.0,1,1,0,0,0,-1.4021111526161365,-1.5660086112590017,0.18498318338068584,0
RS_RS10780,NC_003295.1,2333432,0,hypothetical protein,6.536,3,27.3,102,0.6732,1,0.7443,0.0,0.0,1,0,0,0,0,-0.8872074726019287,0.5707981768803384,0.2341384292226311,1
RS_RS10785,NC_003295.1,2333888,0,YXWGXW repeat-containing protein,4.975,5,26.84,134,0.6915,1,0.744,0.0,0.0,1,1,0,0,0,-1.1580309043909724,-0.2360923159136908,-0.18003828254686166,0
RS_RS10790,NC_003295.1,2334673,1,transcription elongation factor GreB,0.0,1,26.06,188,0.6631,1,0.7436,1.0,0.3421,1,0,0,0,0,0.7370706525283587,1.6621491332725202,0.9479558919517252,-1
RS_RS10800,NC_003295.1,2336564,1,RelA/SpoT family protein,4.521,1,24.17,811,0.6769,1,0.7426,1.0,0.4615,1,0,0,0,0,-0.2765145340512316,0.25474974024879143,1.2906719290158175,-1
RS_RS10805,NC_003295.1,2338120,1,DNA-directed RNA polymerase subunit omega,0.0,4,22.61,68,0.6176,1,0.7417,0.0,0.5625,1,1,0,1,0,2.1919489484242045,2.275586511780514,0.3382689542885418,-1
RS_RS10810,NC_003295.1,2338685,1,guanylate kinase,6.006,3,22.05,222,0.6772,1,0.7414,0.0,1.0,1,1,0,0,0,3.6781918183496853,1.221193990901016,0.9775805660596074,-1
RS_RS10815,NC_003295.1,2339510,1,YicC/YloC family endoribonuclease,8.547,3,21.22,312,0.6774,1,0.741,0.0,0.1081,1,0,0,0,0,-0.8999153542284756,0.1731688694233073,0.322134081557958,-1
RS_RS10820,NC_003295.1,2340637,0,serine/threonine protein kinase,5.831,1,20.09,343,0.6346,0,0.7404,0.0,0.0,1,0,0,0,0,-1.3862438894911586,0.4698160603612403,0.23055382359842708,1
RS_RS10825,NC_003295.1,2341704,0,PP2C family protein-serine/threonine phosphatase,6.557,3,19.03,305,0.6601,0,0.7398,0.0,0.2143,1,1,0,0,0,-0.4022314122419426,-0.19512394838497177,-0.044251508348667694,0
RS_RS10830,NC_003295.1,2342614,1,ribonuclease PH,9.763,3,18.12,239,0.696,0,0.7393,0.0,0.0294,1,1,0,0,0,-1.0762943225273531,-1.1344946807685148,-0.21339666978703722,-1
RS_RS10835,NC_003295.1,2343286,0,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,4.95,3,17.44,202,0.7178,0,0.739,0.0,0.0488,0,1,0,0,1,-0.8308564137738831,-1.5727078267245853,-0.4692432646288031,2
RS_RS10840,NC_003295.1,2344233,0,radical SAM family heme chaperone HemW,2.353,3,16.5,425,0.6878,0,0.7384,0.0,0.0,1,1,0,0,0,-1.8184864952012378,-0.7055493009028377,-0.15426197820310122,0
RS_RS10850,NC_003295.1,2345879,0,ribonuclease Z,6.883,4,14.85,339,0.6431,1,0.7376,0.0,0.0,1,1,0,0,0,-1.5810865971122128,-0.08923750372099765,-0.15753175496390365,0
RS_RS10855,NC_003295.1,2346909,0,PA2169 family four-helix-bundle protein,8.83,4,13.82,151,0.6026,0,0.737,0.0,0.1765,1,1,0,0,0,-0.2641619591184959,0.5880533719710415,-0.49182431412703925,0
RS_RS10860,NC_003295.1,2348105,0,DUF2968 domain-containing protein,12.638,2,12.62,211,0.6935,0,0.7364,1.0,0.0,1,1,0,0,0,-0.930780877211871,-1.3421310572028988,-0.14933840325114092,0
RS_RS10865,NC_003295.1,2348769,0,pyroglutamyl-peptidase I,1.543,4,11.96,216,0.6898,1,0.736,1.0,0.0,1,1,0,0,0,-1.2614244474419545,-0.005660798922548062,-0.15131450464104976,0
RS_RS10870,NC_003295.1,2349688,0,TRAP transporter substrate-binding protein,8.824,4,11.04,340,0.6794,1,0.7355,0.0,0.037,1,1,0,0,0,-1.379964570542095,-0.6839344912977967,-0.146202757321535,0
RS_RS10875,NC_003295.1,2350782,0,DUF979 domain-containing protein,11.494,4,9.95,319,0.6688,1,0.7349,0.0,0.0,1,0,0,0,0,-1.5244698104450123,-0.11134293583983054,-0.14564538669460594,1
RS_RS10880,NC_003295.1,2351625,0,DUF969 domain-containing protein,6.944,4,9.11,240,0.6958,1,0.7345,0.0,0.1429,1,1,0,1,0,-0.2097598939272809,-0.2807896644286039,-0.07798625913822431,0
RS_RS10885,NC_003295.1,2352421,0,5-oxoprolinase subunit PxpA,4.032,4,8.31,248,0.7137,1,0.734,1.0,0.0357,1,1,0,0,0,-1.1416339403668425,-0.5364678223455446,-0.14364425827646812,0
RS_RS10890,NC_003295.1,2353343,0,biotin-dependent carboxyltransferase family protein,5.65,4,7.39,354,0.7298,1,0.7335,0.0,0.0741,1,1,0,0,1,-1.222687056051854,-1.5256152492058954,0.062089655054259896,0
RS_RS10895,NC_003295.1,2354194,0,5-oxoprolinase subunit PxpB,4.63,4,6.54,216,0.7207,1,0.7331,1.0,0.0417,0,1,0,0,0,-0.9614603396220927,-0.7924597614013612,-0.6161327706089422,2
RS_RS10900,NC_003295.1,2355390,0,multidrug effflux MFS transporter,13.072,2,5.34,408,0.7157,1,0.7324,10.0,0.1463,1,1,0,0,0,-0.06468463098543784,-1.2717693536571069,0.4580812868495885,0
RS_RS10905,NC_003295.1,2357314,0,ABC transporter ATP-binding protein,6.549,2,3.42,509,0.7073,0,0.7314,8.0,0.2683,1,1,0,0,0,-0.03489126871135443,-0.86306457268078,0.24061448395676124,0
RS_RS10910,NC_003295.1,2358624,0,ABC transporter permease,15.315,5,2.11,370,0.7018,0,0.7307,0.0,0.0,1,1,0,0,1,-1.6667932622061716,-2.389838347807565,-0.6644725780963134,0
RS_RS10915,NC_003295.1,2359653,0,ABC transporter permease,10.858,3,1.08,307,0.7003,0,0.7301,0.0,0.0,1,0,0,0,0,-1.4599853392320685,-0.721320263271858,-0.38009623507157686,1
RS_RS10925,NC_003295.1,2361908,0,BMP family ABC transporter substrate-binding protein,0.875,4,1.18,381,0.6702,0,0.7289,0.0,0.0,1,1,0,0,0,-1.851732988771306,-0.21881899635585794,-0.6061075496600832,0
RS_RS10930,NC_003295.1,2362828,0,DUF4019 domain-containing protein,1.783,3,2.1,187,0.6524,1,0.7284,0.0,0.0,1,1,0,0,0,-1.1530309115465651,0.49383238461503975,-0.19998682092304101,0
RS_RS10935,NC_003295.1,2363365,1,hypothetical protein,11.494,3,2.63,174,0.6743,1,0.7281,0.0,0.0,1,1,0,0,1,-0.9196078135773872,-1.1401286925187486,-0.0741615268797895,-1
RS_RS10940,NC_003295.1,2364180,0,hypothetical protein,9.009,5,3.45,370,0.6901,1,0.7277,0.0,0.0,1,1,0,0,1,-1.6941501153252023,-1.407609953571388,-0.31254071597641964,0
RS_RS10945,NC_003295.1,2365265,0,radical SAM protein,7.491,4,4.54,356,0.6245,1,0.7271,0.0,0.0,1,1,0,0,1,-1.569876593618458,-0.396397047750549,-0.19759520509719639,0
RS_RS10950,NC_003295.1,2365955,0,hypothetical protein,3.3,3,5.22,101,0.6799,1,0.7268,0.0,0.0,0,1,0,0,0,-0.8392164843018594,-0.04734949673727598,-0.6131993853704991,2
RS_RS10955,NC_003295.1,2366612,0,YkvA family protein,10.101,4,5.88,99,0.7273,0,0.7264,0.0,0.0,1,0,0,0,0,-1.0226592038566533,-0.6647737025634809,-0.5586988621145127,1
RS_RS10960,NC_003295.1,2367256,0,quinone oxidoreductase family protein,6.154,4,6.53,325,0.7056,1,0.7261,14.0,0.359,1,0,0,0,0,1.086768009470815,0.7684449490903195,0.4120103583338822,1
RS_RS10965,NC_003295.1,2367957,1,methylglyoxal synthase,4.598,3,7.23,145,0.6897,1,0.7257,0.0,0.0625,1,1,0,0,1,-0.6310727681648034,-0.5935925246236073,0.07883414182491888,-1
RS_RS10970,NC_003295.1,2368580,1,SDR family oxidoreductase,6.313,5,7.85,264,0.7311,1,0.7253,27.0,1.0,1,1,0,0,1,5.261365317669935,0.6454857938208903,1.0789978855507134,-1
RS_RS10975,NC_003295.1,2369458,1,DMT family transporter,11.866,2,8.73,309,0.6936,1,0.7249,15.0,0.0732,0,1,0,0,0,0.23427993748829792,-0.8750210220076298,0.005173374870411469,-1
RS_RS10980,NC_003295.1,2370394,0,uracil phosphoribosyltransferase,10.753,3,9.66,217,0.6805,0,0.7244,0.0,0.0256,1,1,0,0,0,-1.0336970682546442,-0.9663533469639001,-0.40064386423613507,0
RS_RS10985,NC_003295.1,2371614,0,helicase HerA-like C-terminal domain-containing protein,9.95,2,10.88,536,0.7002,1,0.7237,0.0,0.0,1,1,0,0,0,-1.8421860327252568,-1.468475236188858,0.27059933019592747,0
RS_RS10990,NC_003295.1,2372961,0,YebC/PmpR family DNA-binding transcriptional regulator,0.0,4,12.23,242,0.6419,0,0.723,0.0,0.359,1,0,0,0,0,0.19631896345284475,1.6845288455020309,-0.17033063385784367,1
RS_RS10995,NC_003295.1,2374044,1,phosphoribosylamine--glycine ligase,3.152,4,13.31,423,0.6864,0,0.7224,0.0,0.5122,1,0,0,0,0,0.5051482330659963,0.7507048546555326,0.0943861587032468,-1
RS_RS11000,NC_003295.1,2375281,1,oxygen-dependent coproporphyrinogen oxidase,3.3,3,14.55,303,0.6964,0,0.7217,0.0,0.7429,1,1,0,0,0,2.1116296661096383,0.4394254024339622,0.3640741242302197,-1
RS_RS11005,NC_003295.1,2376079,0,nicotinate-nucleotide adenylyltransferase,4.31,3,15.35,232,0.7155,0,0.7213,0.0,0.8421,1,1,0,0,0,2.7962481476491727,0.3600266022981946,0.44647884893792794,0
RS_RS11010,NC_003295.1,2376783,0,ribosome silencing factor,1.634,2,16.05,204,0.6748,0,0.7209,0.0,1.0,1,0,0,0,0,3.6497962889223343,2.0983242145762695,0.8061733960319967,1
RS_RS11015,NC_003295.1,2377346,1,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,6.369,3,16.62,157,0.6964,0,0.7206,0.0,0.1316,1,1,0,0,1,-0.35351364296171084,-1.0325754805174647,-0.06152736843839839,-1
RS_RS11020,NC_003295.1,2377895,1,Maf family protein,8.013,2,17.16,208,0.726,0,0.7203,1.0,0.0769,1,0,0,0,0,-0.6666187071192472,-0.5500559471796764,0.09223262629340023,-1
RS_RS11025,NC_003295.1,2379071,1,ribonuclease G,6.122,2,18.34,490,0.6605,0,0.7197,0.0,0.2059,1,1,0,0,0,-0.8315264589521929,-0.4832474386685715,0.1642466310326046,-1
RS_RS11030,NC_003295.1,2380097,0,hypothetical protein,6.873,4,19.37,97,0.6529,0,0.7191,0.0,0.0,1,1,0,0,0,-0.9950644934422158,-0.09234112075003752,-0.5519634579154385,0
RS_RS11035,NC_003295.1,2380584,0,peroxidase-related enzyme,4.95,3,19.85,202,0.6535,1,0.7189,1.0,0.1111,1,1,0,0,0,-0.5223254326069297,0.340469166882718,0.1297934398413103,0
RS_RS11040,NC_003295.1,2381828,1,lipid A export permease/ATP-binding protein MsbA,8.432,2,21.1,593,0.67,1,0.7182,3.0,0.9744,1,0,0,0,0,2.861628663804489,1.21797098074309,1.355987087060137,-1
RS_RS11045,NC_003295.1,2383199,0,glycosyltransferase family 2 protein,6.969,4,22.47,287,0.6748,1,0.7175,0.0,0.0,1,0,0,0,0,-1.4898932311768043,0.2504916676048586,0.007016925319152169,1
RS_RS11050,NC_003295.1,2384254,0,glycosyltransferase family 2 protein,7.782,2,23.52,257,0.7043,0,0.7169,0.0,0.5625,1,1,0,0,0,1.5440838939349681,-0.30065590276561693,0.4772166024630816,0
RS_RS11055,NC_003295.1,2385140,0,glycosyltransferase family 2 protein,5.429,3,24.41,307,0.6851,1,0.7164,0.0,0.0,1,1,0,0,0,-1.3945625097816416,-0.49419327902674537,0.16087723807955054,0
RS_RS11060,NC_003295.1,2386259,0,O-antigen ligase family protein,10.703,4,25.53,436,0.7125,1,0.7158,0.0,0.5,1,1,0,0,0,0.6492603207413683,-0.7556703240716605,0.48012732024880345,0
RS_RS11065,NC_003295.1,2388778,1,DNA polymerase III subunit alpha,5.963,2,28.05,1174,0.6775,1,0.7145,0.0,1.0,1,1,1,0,0,1.3045845623888235,0.329573371900926,2.728502954950871,-1
RS_RS11070,NC_003295.1,2391113,0,sulfurtransferase,4.711,3,30.38,283,0.6714,0,0.7132,0.0,0.0,1,1,0,0,0,-1.3955837649268394,-0.48165564098858593,-0.1110830436045982,0
RS_RS11075,NC_003295.1,2391915,0,flavodoxin family protein,5.236,4,31.18,191,0.6632,1,0.7128,2.0,0.0345,1,0,0,0,0,-0.9454645118715265,0.8039706709098385,0.13326029584360832,1
RS_RS11080,NC_003295.1,2392640,0,pirin family protein,5.722,4,31.91,233,0.681,1,0.7124,0.0,0.0323,1,1,0,0,0,-1.1404008772632648,-0.2884979829648669,0.06036682027036072,0
RS_RS11085,NC_003295.1,2393548,1,LysR substrate-binding domain-containing protein,7.752,1,32.82,301,0.711,0,0.7119,57.0,0.6098,1,0,0,0,0,5.656735566788281,1.6716728422087928,1.924307465980896,-1
RS_RS11090,NC_003295.1,2394531,0,tRNA glutamyl-Q(34) synthetase GluQRS,2.11,4,33.8,316,0.7099,0,0.7114,0.0,0.0,0,0,0,0,0,-1.6218654115165465,-0.2842163444631749,-0.5329381468513947,2
RS_RS11095,NC_003295.1,2395782,0,DEAD/DEAH box helicase,8.737,4,35.05,496,0.6875,1,0.7107,2.0,0.5,1,1,0,0,0,0.609587910876857,-0.3087749334869832,0.6403193074751112,0
RS_RS11100,NC_003295.1,2397171,0,MBL fold metallo-hydrolase,3.663,2,36.44,273,0.6642,0,0.71,0.0,0.0,1,0,0,1,0,-0.9037887120879732,0.5126701853901402,0.2474909715219183,1
RS_RS11105,NC_003295.1,2397911,0,TetR/AcrR family transcriptional regulator,5.698,3,37.18,234,0.6809,1,0.7096,15.0,0.5366,1,1,0,0,0,2.4498855352481153,0.8265271227062456,0.999856894382885,0
RS_RS11110,NC_003295.1,2398889,0,MBL fold metallo-hydrolase,7.843,4,38.16,340,0.6892,1,0.709,0.0,0.0435,1,1,0,0,0,-1.333241117056735,-0.7520580441526679,0.19651637300807137,0
RS_RS11120,NC_003295.1,2401135,1,RNA polymerase sigma factor RpoD,3.041,4,40.41,877,0.6454,1,0.7078,0.0,0.9706,1,1,0,0,0,1.6618988320017507,0.8089713911267021,1.214366023816514,-1
RS_RS11125,NC_003295.1,2403524,1,DNA primase,6.623,3,42.79,604,0.6921,1,0.7065,0.0,1.0,0,0,0,0,0,2.6972745496114205,0.8467553108857647,1.016825602299544,-1
RS_RS11130,NC_003295.1,2404695,0,GatB/YqeY domain-containing protein,8.889,4,43.97,150,0.6822,1,0.7059,0.0,0.3636,1,1,0,0,0,0.7410363550712672,0.03593893747801209,0.44342669859404116,0
RS_RS11135,NC_003295.1,2405653,0,NAD(P)/FAD-dependent oxidoreductase,4.036,4,44.92,413,0.7078,1,0.7054,1.0,0.0263,1,1,0,0,0,-1.5863062684657105,-0.7894024097762536,0.3605985403349845,0
RS_RS11140,NC_003295.1,2406901,1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,8.621,2,46.17,348,0.705,0,0.7047,0.0,1.0,1,1,0,0,0,3.4565435483904783,0.10436583031626366,1.1727082546271983,-1
RS_RS11145,NC_003295.1,2407872,1,GTP cyclohydrolase FolE2,4.957,3,47.14,269,0.6369,1,0.7042,0.0,0.1765,1,1,0,0,0,-0.42388283318877473,0.488128216953845,0.5233465080068205,-1
