symbol	gene_id	accession	depth_ncbi	deepest_domain	n_hits	n_species_hit	clades_hit	reaches_prokaryote	best_prokaryote_species	best_prokaryote_evalue	best_prokaryote_hit	prokaryote_method	prokaryote_reciprocal_best_hit	profile_seeds	pfam	inferred_function
TAF11L4	391746	A0A1W2PPE2	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
TAF11L13	112488747	A0A1W2PPH5	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
TAF11L14	112488740	A0A1W2PPL8	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
TAF11L12	112488739	A0A1W2PPW3	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
TAF11L11	112488746	A0A1W2PQ09	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
TAF11L9	112488745	A0A1W2PR64	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
IGBP1C	645545	A0A1W2PR95	eukaryote	apicomplexa	12	12	apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	12	PF04177;	Two A-associated protein of 42kDa | molecular function: protein binding, protein phosphatase inhibitor activity, protein phosphatase regulator activity | process: mitotic spindle organization, wing disc morphogenesis, embryo development ending in birth or egg hatching, positive regulation of transcription by RNA polymerase I
TAF11L3	646103	A0A1W2PRV1	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
PLSCR5	389158	A0PG75	eukaryote	amoebozoa	57	9	amoebozoa,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	54	PF03803;	Phospholipid scramblase | molecular function: protein binding, phospholipid scramblase activity | process: plasma membrane phospholipid scrambling, cellular response to oxidative stress, cellular response to heat, modulation of chemical synaptic transmission
TAF11L2	391742	A6NLC8	eukaryote	amoebozoa	11	9	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	11	PF04719;	TBP-associated factor 11 | molecular function: protein binding, chromatin binding, RNA polymerase II general transcription initiation factor activity | process: transcription by RNA polymerase II, RNAi-mediated antiviral immune response, protein-RNA complex assembly, positive regulation of transcription by RNA polymerase II
FOXD4L5	653427	Q5VV16	eukaryote	fungi_other	190	8	fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00250;	forkhead family transcription factor FKH1 | molecular function: RNA polymerase II transcription regulatory region sequence-specific DNA binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription repressor activity, RNA polymerase II-specific | process: negative regulation of transcription by RNA polymerase II, G1/S transition of mitotic cell cycle, G2...
LIPJ	142910	Q5W064	eukaryote	apicomplexa	49	12	apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	49	PF04083;	Lipase lipl-4 | molecular function: triacylglycerol lipase activity, glycerophospholipase activity, sterol ester esterase activity | process: lipid metabolic process, lipid catabolic process, cell wall mannoprotein biosynthetic process, determination of adult lifespan
MYL5	4636	Q02045	eukaryote	excavata	490	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF13499;	Mlc2p | molecular function: protein binding, myosin II heavy chain binding | process: nematode larval development, muscle system process, regulation of muscle contraction, muscle organ development
MYRFL	196446	Q96LU7	bilaterian	amoebozoa	18	8	amoebozoa,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	9	PF13888;PF13887;PF05224;PF13884;	Myelin regulatory factor homolog 1, N-terminal | molecular function: protein binding | process: nematode larval development, molting cycle, collagen and cuticulin-based cuticle, ecdysis, collagen and cuticulin-based cuticle, regulation of synapse assembly
CNTNAP3B	728577	Q96NU0	bilaterian	amoebozoa	932	7	amoebozoa,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	52	PF00008;PF00754;PF02210;	Neurexin IV | molecular function: gap junction channel activity, actin filament binding | process: heart process, dorsal closure, synaptic target recognition, axon ensheathment
CNTNAP3	79937	Q9BZ76	bilaterian	amoebozoa	936	7	amoebozoa,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	52	PF00008;PF00754;PF02210;	Neurexin IV | molecular function: gap junction channel activity, actin filament binding | process: heart process, dorsal closure, synaptic target recognition, axon ensheathment
NOTCH2NLR	101929796	A0A096LNW5	bilaterian	excavata	1836	9	excavata,amoebozoa,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00008;PF07645;PF12661;	Notch | molecular function: chromatin binding, transcription coactivator activity, transmembrane signaling receptor activity | process: compound eye morphogenesis, positive regulation of neuroblast proliferation, defense response to insect, regulation of glycolytic process
KANSL1L	151050	A0AUZ9	bilaterian	porifera	11	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	7	PF15275;	non-specific lethal 1 | molecular function: chromatin binding, protein binding, histone acetyltransferase binding | process: larval somatic muscle development, neuromuscular junction development, regulation of endocytosis, germ-line stem cell population maintenance
LIMS3	96626	P0CW20	bilaterian	excavata	122	10	excavata,amoebozoa,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00412;	LIM domain-containing protein unc-97 | molecular function: protein binding, myosin binding | process: mitochondrion organization, dorsal closure, apposition of dorsal and ventral imaginal disc-derived wing surfaces, muscle organ development
DIPK1C	125704	Q0P6D2	bilaterian	porifera	16	5	porifera,cnidaria,echinoderm,cephalochordate,tunicate	0					0	14	PF12260;PF14875;	divergent protein kinase domain 1C | molecular function: protein serine/threonine kinase activity | process: response to stress, brain development, memory, gene expression
FABP9	646480	Q0Z7S8	bilaterian	placozoa	43	4	placozoa,echinoderm,cephalochordate,tunicate	0					0	43	PF00061;	Fatty acid-binding protein homolog 8 | molecular function: long-chain fatty acid transmembrane transporter activity, fatty acid binding, protein binding | process: acrosome assembly, long-term memory, long-chain fatty acid transport, chitin-based cuticle development
EXOC3L4	91828	Q17RC7	bilaterian	porifera	6	5	porifera,cnidaria,echinoderm,cephalochordate,tunicate	0					0	5	PF06046;	Secretory 6 | process: exocytosis, plasma membrane organization, border follicle cell migration, follicle cell of egg chamber development
CC2D2B	387707	Q6DHV5	bilaterian	excavata	24	9	excavata,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF15625;PF24652;PF24656;PF17661;	C2 domain-containing protein | process: protein localization to ciliary transition zone, non-motile cilium assembly
B3GNT9	84752	Q6UX72	bilaterian	plant	194	9	plant,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF01762;	brainiac | molecular function: acetylglucosaminyltransferase activity, beta-1,4-mannosylglycolipid beta-1,3-N-acetylglucosaminyltransferase activity | process: insect visual primordium formation, germarium-derived egg chamber formation, border follicle cell migration, follicle cell of egg chamber-cell adhesion
CCNI2	645121	Q6ZMN8	bilaterian	excavata	90	12	excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00134;	Cyclin G | molecular function: protein phosphatase inhibitor activity, protein binding | process: meiotic DNA repair synthesis, double-strand break repair, female meiotic nuclear division, negative regulation of Notch signaling pathway
HUS1B	135458	Q8NHY5	bilaterian	amoebozoa	12	9	amoebozoa,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	12	PF04005;	Hus1-like | process: double-strand break repair via homologous recombination, oocyte karyosome formation, oocyte localization involved in germarium-derived egg chamber formation, female pronucleus assembly
CNPPD1	27013	Q9BV87	eukaryote	excavata	22	12	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	19	PF08613;	Pcl9p | molecular function: protein binding, cyclin-dependent protein serine/threonine kinase regulator activity | process: G1/S transition of mitotic cell cycle, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, positive regulation of macroautophagy
FAM135A	57579	Q9P2D6	eukaryote	excavata	31	11	excavata,amoebozoa,plant,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	0	PF12394;PF05057;	putative hydrolase | molecular function: phosphatidylcholine lysophospholipase A1 activity, A2-type glycerophospholipase activity, protein binding | process: lipid metabolic process, lipid homeostasis
HSFX4	101927685	A0A1B0GTS1	eukaryote	plant	50	10	plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	50	PF00447;	kinase-regulated stress-responsive transcription factor SKN7 | molecular function: phosphorelay response regulator activity, DNA-binding transcription factor activity, sequence-specific DNA binding | process: response to singlet oxygen, regulation of transcription by RNA polymerase II, transcription elongation by RNA polymerase II, regulation of cell size
HSFX3	101928917	A0A1B0GWH4	eukaryote	plant	48	10	plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	48	PF00447;	kinase-regulated stress-responsive transcription factor SKN7 | molecular function: phosphorelay response regulator activity, DNA-binding transcription factor activity, sequence-specific DNA binding | process: response to singlet oxygen, regulation of transcription by RNA polymerase II, transcription elongation by RNA polymerase II, regulation of cell size
GRIFIN	402635	A4D1Z8	bilaterian	porifera	13	4	porifera,echinoderm,cephalochordate,tunicate	0					0	13	PF00337;	putative galaptin lec-8 | molecular function: protein binding, galactoside binding, lactose binding | process: response to toxic substance, endoplasmic reticulum unfolded protein response, IRE1-mediated unfolded protein response, camera-type eye development
TDRD15	100129278	B5MCY1	bilaterian	amoebozoa	86	10	amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	0	PF00567;	tudor | molecular function: protein binding, methylation-dependent protein binding | process: pole cell development, pole cell formation, germ cell development, pole plasm assembly
ATXN7L2	127002	Q5T6C5	eukaryote	fungi_other	11	7	fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	6	PF08313;	deubiquitination module subunit SGF73 | molecular function: histone acetyltransferase activity, structural molecule activity, protein binding | process: chromatin organization, regulation of transcription by RNA polymerase II, mRNA export from nucleus, positive regulation of RNA polymerase II transcription preinitiation complex assembly
PRELID2	153768	Q8N945	eukaryote	apicomplexa	29	10	apicomplexa,amoebozoa,plant,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	29	PF04707;	Ups3p | molecular function: protein binding | process: mitochondrion organization
SAMD10	140700	Q9BYL1	bilaterian	excavata	19	7	excavata,choanoflagellate,porifera,cnidaria,echinoderm,cephalochordate,tunicate	0					0	19	PF07647;	aveugle | molecular function: protein binding, scaffold protein binding | process: compound eye photoreceptor cell differentiation, eye photoreceptor cell differentiation, cell surface receptor protein tyrosine kinase signaling pathway, epidermal growth factor receptor signaling pathway
SEC14L6	730005	B5MCN3	eukaryote	excavata	174	13	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00650;	phosphatidylinositol/phosphatidylcholine transfer protein SEC14 | molecular function: protein binding, phosphatidylcholine intramembrane carrier activity, phosphatidylinositol transfer activity | process: Golgi to vacuole transport, phospholipid transport, ascospore formation, Golgi to plasma membrane protein transport
ITGBL1	9358	O95965	bilaterian	excavata	50	10	excavata,amoebozoa,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	23	PF07974;PF23105;	Integrin betanu subunit | molecular function: protein binding, protein heterodimerization activity | process: phagocytosis, melanotic encapsulation of foreign target, apoptotic cell clearance, negative regulation of synaptic assembly at neuromuscular junction
ADAMTSL1	92949	Q8N6G6	bilaterian	amoebozoa	901	8	amoebozoa,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	4	PF19236;PF05986;PF24484;PF07679;PF13927;PF08686;PF19030;PF00090;	Protein madd-4 | molecular function: signaling receptor binding | process: ventral cord development, dorsal/ventral axon guidance, synapse organization
OLFML2B	25903	Q68BL8	bilaterian	echinoderm	27	3	echinoderm,cephalochordate,tunicate	0					0	22	PF02191;	olfactomedin-like 2B | molecular function: identical protein binding, extracellular matrix binding | process: motor neuron axon guidance, synaptic target inhibition, extracellular matrix organization, negative regulation of synaptic transmission, cholinergic
CTAGE15	441294	A4D2H0	bilaterian	porifera	8	4	porifera,echinoderm,cephalochordate,tunicate	0					0	7		Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion
TOGARAM2	165186	Q6ZUX3	bilaterian	excavata	21	11	excavata,amoebozoa,plant,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	8	PF12348;	Crescerin-like protein che-12 | process: chemotaxis, hyperosmotic response, sensory perception, axoneme assembly
DEPDC7	91614	Q96QD5	bilaterian	porifera	15	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	14	PF00610;PF27581;	Target of ERK kinase mpk-1 | molecular function: protein binding | process: establishment of mitotic spindle orientation, regulation of asymmetric cell division, positive regulation of apoptotic process
CSTL1	128817	Q9H114	bilaterian	cnidaria	3	2	cnidaria,cephalochordate	0					0	3	PF00031;	Cystatin cpi-2 | molecular function: cysteine-type endopeptidase inhibitor activity, cysteine-type peptidase activity | process: regulation of oocyte development, regulation of protein processing, signaling receptor ligand precursor processing, positive regulation of vitellogenesis
BAHCC1	57597	Q9P281	bilaterian	plant	32	8	plant,alga,choanoflagellate,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	0	PF01426;PF21744;PF24912;	winged eye | process: chromatin organization, imaginal disc morphogenesis, locomotory behavior, regulation of gene expression
NFILZ	105372267	A0A5F9ZHS7	bilaterian	choanoflagellate	32	7	choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	19	PF07716;	vrille | molecular function: RNA polymerase II transcription regulatory region sequence-specific DNA binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, protein binding | process: negative regulation of transcription by RNA polymerase II, open tracheal system development, circadian rhythm, chaeta morphogenesis
CTAGE9	643854	A4FU28	bilaterian	porifera	8	4	porifera,echinoderm,cephalochordate,tunicate	0					0	7		Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion
CPSF4L	642843	A6NMK7	eukaryote	excavata	147	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF14608;PF15663;	cleavage polyadenylation factor RNA-binding subunit YTH1 | molecular function: RNA binding, RNA endonuclease activity, protein binding | process: mRNA processing
CROCC2	728763	H7BZ55	bilaterian	excavata	15	6	excavata,alga,cnidaria,echinoderm,cephalochordate,tunicate	0					0	7	PF15035;	Rootletin | process: sensory perception of sound, mechanosensory behavior, auditory behavior, ciliary basal body organization
TSPAN19	144448	P0C672	bilaterian	porifera	161	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00335;	Tetraspanin 2A | molecular function: protein binding | process: synapse assembly, glial cell migration, hemopoiesis, establishment of endothelial barrier
GOLGA8F	100132565	P0DX52	bilaterian	fungi_other	4	3	fungi_other,echinoderm,cephalochordate	0					0	3	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
GPR180	160897	Q86V85	bilaterian	apicomplexa	18	8	apicomplexa,amoebozoa,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	18	PF21870;PF10192;	G protein-coupled receptor 180 | process: response to dietary excess, generation of precursor metabolites and energy, protein phosphorylation, lipid metabolic process
DEPDC4	120863	Q8N2C3	bilaterian	porifera	13	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	13	PF00610;	Target of ERK kinase mpk-1 | molecular function: protein binding | process: establishment of mitotic spindle orientation, regulation of asymmetric cell division, positive regulation of apoptotic process
OLFML2A	169611	Q68BL7	bilaterian	echinoderm	27	3	echinoderm,cephalochordate,tunicate	0					0	24	PF02191;	olfactomedin-like 2A | molecular function: identical protein binding, extracellular matrix binding | process: extracellular matrix organization, negative regulation of synaptic transmission, cholinergic
RGL4	266747	Q8IZJ4	bilaterian	amoebozoa	135	9	amoebozoa,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00617;	Ral guanine nucleotide dissociation stimulator-like | molecular function: guanyl-nucleotide exchange factor activity, small GTPase binding | process: epidermal growth factor receptor signaling pathway, positive regulation of vulval development, positive regulation of epidermal growth factor receptor signaling pathway, positive regulation of stem cell proliferation
MROH2A	339766	A6NES4	bilaterian	amoebozoa	12	9	amoebozoa,plant,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF21047;PF23210;PF23221;PF23227;	Maestro heat-like repeat-containing protein family member 1 homolog | molecular function: membrane destabilizing activity | process: lysosome fission
GOLGA8G	283768	P0DX53	bilaterian	fungi_other	4	3	fungi_other,echinoderm,cephalochordate	0					0	3	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
CCNJ	54619	Q5T5M9	bilaterian	excavata	101	13	excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF02984;PF00134;	Cyclin J | molecular function: cyclin-dependent protein serine/threonine kinase regulator activity | process: mitotic cell cycle, germarium-derived egg chamber formation, mitotic cell cycle, embryonic
CREG2	200407	Q8IUH2	bilaterian	plant	13	7	plant,alga,choanoflagellate,placozoa,echinoderm,cephalochordate,tunicate	0					0	12	PF13883;	cellular repressor of E1A-stimulated genes 2 | molecular function: TBP-class protein binding
TM9SF3	56889	Q9HD45	eukaryote	excavata	81	13	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF02990;	Tmn3p | process: invasive growth in response to glucose limitation, intracellular copper ion homeostasis, vacuolar transport, pseudohyphal growth
RRP15	51018	Q9Y3B9	eukaryote	alga	10	8	alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	9	PF07890;	rRNA-processing protein RRP15 | molecular function: protein binding | process: maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
JRKL	8690	Q9Y4A0	eukaryote	alga	108	8	alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate	0					0	60	PF04218;PF03184;PF03221;	Pdc2p | molecular function: RNA polymerase II cis-regulatory region sequence-specific DNA binding, protein binding | process: positive regulation of transcription by RNA polymerase II, positive regulation of thiamine biosynthetic process, positive regulation of glycolytic fermentation to ethanol
ANHX	647589	E9PGG2	bilaterian	amoebozoa	44	8	amoebozoa,plant,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	28	PF05920;PF16878;	Homeobox protein ceh-34 | molecular function: protein binding, sequence-specific DNA binding | process: regulation of DNA-templated transcription, mesodermal cell fate specification, positive regulation of apoptotic process involved in development
MAGEB16	139604	A2A368	bilaterian	amoebozoa	11	8	amoebozoa,plant,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	9	PF01454;PF12440;	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process
CCDC154	645811	A6NI56	bilaterian	echinoderm	7	2	echinoderm,cephalochordate	0					0	7	PF15450;	coiled-coil domain containing 154 | process: sensory perception of sound, bone mineralization involved in bone maturation, odontogenesis of dentin-containing tooth, tooth eruption
MAGEB17	645864	A8MXT2	bilaterian	amoebozoa	11	8	amoebozoa,plant,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF01454;PF12440;	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process
GOLGA8S	653061	H3BPF8	bilaterian	fungi_other	3	2	fungi_other,echinoderm	0					0	3	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
GOLGA8R	101059918	I6L899	bilaterian	echinoderm	1	1	echinoderm	0					0	1	PF19046;PF15070;	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis
MAB21L4	79919	Q08AI8	bilaterian	cephalochordate	4	2	cephalochordate,tunicate	0					0	0	PF20266;	cGAS-like receptor 2 | molecular function: double-stranded RNA binding, 2',3'-cyclic GMP-AMP synthase activity, 3',2'-cyclic GMP-AMP synthase activity | process: defense response to virus, cellular response to virus, cGAS/STING signaling pathway, immune response involved in response to exogenous dsRNA
EEIG2	284611	Q5T8I3	eukaryote	fungi_other	8	7	fungi_other,choanoflagellate,porifera,placozoa,echinoderm,cephalochordate,tunicate	0					0	8	PF10358;	lipid homeostasis maintenance protein HOI1 | molecular function: protein-membrane adaptor activity | process: protein targeting to membrane, sterol homeostasis
CAPSL	133690	Q8WWF8	bilaterian	excavata	729	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF13499;	calcyphosine-like | process: angiogenesis, vasculogenesis, endothelial cell proliferation, gene expression
YPEL4	219539	Q96NS1	eukaryote	excavata	33	13	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	33	PF03226;	yippee like 4 | molecular function: protein binding | process: regulation of cell shape, negative regulation of erythrocyte clearance, negative regulation of erythrocyte differentiation, regulation of synapse organization
MAGEB5	347541	Q9BZ81	bilaterian	amoebozoa	10	8	amoebozoa,plant,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF01454;	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process
HIGD1B	51751	Q9P298	eukaryote	porifera	12	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	12	PF04588;	respiratory supercomplex assembly factor RCF1 | process: regulation of proton transport, mitochondrial respiratory chain complex IV assembly, copper ion homeostasis, mitochondrial respirasome assembly
LINC02210-CRHR1	104909134	B4DMR5	bilaterian	amoebozoa	330	8	amoebozoa,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00002;	Diuretic hormone 44 receptor 2 | molecular function: diuretic hormone receptor activity | process: G protein-coupled receptor signaling pathway, response to salt stress, hormone-mediated signaling pathway
NKAIN2	154215	Q5VXU1	bilaterian	porifera	12	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	12	PF05640;	Na,K-ATPase Interacting | molecular function: protein binding | process: regulation of sodium ion transport
PRSS41	360226	Q7RTY9	bilaterian	alga	409	7	alga,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00089;	Stubble | process: cytoskeleton organization, wing disc development, actin filament bundle assembly
PCNX1	22990	Q96RV3	bilaterian	choanoflagellate	23	7	choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF05041;	pecanex | process: endoplasmic reticulum organization
PDZD4	57595	Q76G19	bilaterian	choanoflagellate	164	7	choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	5	PF00595;	SLo interacting protein 1 | molecular function: protein binding, potassium channel regulator activity
NKAIN1	79570	Q4KMZ8	bilaterian	porifera	12	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	12	PF05640;	Na+/K+ transporting ATPase interacting 1 | molecular function: protein binding, ATPase binding | process: regulation of sodium ion transport
DMRTC1	63947	Q5HYR2	bilaterian	none	0	0		0					0	0	PF15791;	Doublesex- and mab-3-related transcription factor dmd-4 | molecular function: ubiquitin binding | process: synapse pruning
DMRTC1B	728656	Q5HYR2	bilaterian	none	0	0		0					0	0	PF15791;	Doublesex- and mab-3-related transcription factor dmd-4 | molecular function: ubiquitin binding | process: synapse pruning
SWT1	54823	Q5T5J6	eukaryote	fungi_other	10	5	fungi_other,placozoa,cnidaria,echinoderm,cephalochordate	0					0	2	PF13638;	mRNA-processing endoribonuclease | molecular function: RNA endonuclease activity | process: nuclear mRNA surveillance of mRNP export
TCERG1L	256536	Q5VWI1	bilaterian	apicomplexa	33	12	apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	20	PF01846;PF23517;	uncharacterized protein
LYZL1	84569	Q6UWQ5	bilaterian	cephalochordate	3	1	cephalochordate	0					0	3	PF00062;	Lysozyme D | molecular function: lysozyme activity, chitinase activity
TMED6	146456	Q8WW62	bilaterian	excavata	58	13	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	52	PF01105;	logjam | process: egg-laying behavior
