gene_id	symbol	name	conservation_depth	ortholog_yeast	ortholog_fly	ortholog_worm	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
645121	CCNI2	cyclin I family member 2	bilaterian		CycG	R02F2.1	fly:CycG	1	13	Cyclin G | molecular function: protein phosphatase inhibitor activity, protein binding | process: meiotic DNA repair synthesis, double-strand break repair, female meiotic nuclear division, negative regulation of Notch signaling pathway	GO:0000711:meiotic DNA repair synthesis [Process|1sp]; GO:0004864:protein phosphatase inhibitor activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005694:chromosome [Component|1sp]; GO:0005700:polytene chromosome [Component|1sp]; GO:0006302:double-strand break repair [Process|1sp]; GO:0007143:female meiotic nuclear division [Process|1sp]; GO:0045746:negative regulation of Notch signaling pathway [Process|1sp]; GO:0045927:positive regulation of growth [Process|1sp]; GO:0046628:positive regulation of insulin receptor signaling pathway [Process|1sp]; GO:0051897:positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [Process|1sp]; GO:0060429:epithelium development [Process|1sp]
22982	DIP2C	DIP2 acetate--CoA ligase C (putative)	eukaryote	CMR2	DIP2	dip-2	yeast:CMR2	1	13	Cmr2p | molecular function: protein binding | process: response to osmotic stress, axon guidance, brain development, gene expression	GO:0005515:protein binding [Function|1sp]; GO:0005774:vacuolar membrane [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0005935:cellular bud neck [Component|1sp]; GO:0006970:response to osmotic stress [Process|1sp]; GO:0007411:axon guidance [Process|1sp]; GO:0007420:brain development [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0031966:mitochondrial membrane [Component|1sp]; GO:0046339:diacylglycerol metabolic process [Process|1sp]; GO:0097576:vacuole fusion [Process|1sp]
8681	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough	eukaryote	PLB3,SPO1			yeast:SPO1	1	13	putative carboxylic ester hydrolase | molecular function: phosphatidylcholine lysophospholipase A1 activity | process: phosphatidylserine catabolic process, meiosis I, spindle pole body duplication, ascospore-type prospore membrane formation	GO:0000324:fungal-type vacuole [Component|1sp]; GO:0004622:phosphatidylcholine lysophospholipase A1 activity [Function|1sp]; GO:0005576:extracellular region [Component|1sp]; GO:0005628:prospore membrane [Component|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0006660:phosphatidylserine catabolic process [Process|1sp]; GO:0007127:meiosis I [Process|1sp]; GO:0030474:spindle pole body duplication [Process|1sp]; GO:0032120:ascospore-type prospore membrane formation [Process|1sp]; GO:0046488:phosphatidylinositol metabolic process [Process|1sp]
392509	ARL13A	ARF like GTPase 13A	bilaterian			arl-13	worm:arl-13	1	12	ADP-ribosylation factor-like protein 13B | process: sensory perception of chemical stimulus, intraciliary transport, motile cilium assembly, cilium assembly	GO:0005929:cilium [Component|1sp]; GO:0007606:sensory perception of chemical stimulus [Process|1sp]; GO:0031528:microvillus membrane [Component|1sp]; GO:0042073:intraciliary transport [Process|1sp]; GO:0044458:motile cilium assembly [Process|1sp]; GO:0060170:ciliary membrane [Component|1sp]; GO:0060271:cilium assembly [Process|1sp]; GO:0061917:leading edge of dendritic growth cone [Component|1sp]; GO:0097500:receptor localization to non-motile cilium [Process|1sp]; GO:0097543:ciliary inversin compartment [Component|1sp]; GO:0097730:non-motile cilium [Component|1sp]; GO:1905515:non-motile cilium assembly [Process|1sp]
135458	HUS1B	HUS1 checkpoint clamp component B	bilaterian		Hus1-like	hus-1	fly:Hus1-like	1	12	Hus1-like | process: double-strand break repair via homologous recombination, oocyte karyosome formation, oocyte localization involved in germarium-derived egg chamber formation, female pronucleus assembly	GO:0000724:double-strand break repair via homologous recombination [Process|1sp]; GO:0005635:nuclear envelope [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0030717:oocyte karyosome formation [Process|1sp]; GO:0030720:oocyte localization involved in germarium-derived egg chamber formation [Process|1sp]; GO:0030896:checkpoint clamp complex [Component|1sp]; GO:0035038:female pronucleus assembly [Process|1sp]; GO:0044773:mitotic DNA damage checkpoint signaling [Process|1sp]; GO:0044778:meiotic DNA integrity checkpoint signaling [Process|1sp]; GO:0051598:meiotic recombination checkpoint signaling [Process|1sp]; GO:0070194:synaptonemal complex disassembly [Process|1sp]
196446	MYRFL	myelin regulatory factor like	bilaterian		CG3328	myrf-1,myrf-2	worm:myrf-1	1	12	Myelin regulatory factor homolog 1, N-terminal | molecular function: protein binding | process: nematode larval development, molting cycle, collagen and cuticulin-based cuticle, ecdysis, collagen and cuticulin-based cuticle, regulation of synapse assembly	GO:0002119:nematode larval development [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005789:endoplasmic reticulum membrane [Component|1sp]; GO:0016324:apical plasma membrane [Component|1sp]; GO:0018996:molting cycle, collagen and cuticulin-based cuticle [Process|1sp]; GO:0042395:ecdysis, collagen and cuticulin-based cuticle [Process|1sp]; GO:0045178:basal part of cell [Component|1sp]; GO:0051963:regulation of synapse assembly [Process|1sp]; GO:1904799:regulation of neuron remodeling [Process|1sp]
400966	RGPD1	RANBP2 like and GRIP domain containing 1	bilaterian		Nup358		fly:Nup358	1	12	Nucleoporin 358kD | molecular function: protein binding, protein-macromolecule adaptor activity | process: mRNA export from nucleus, protein import into nucleus, NLS-bearing protein import into nucleus, germ cell development	GO:0005515:protein binding [Function|1sp]; GO:0005642:annulate lamellae [Component|1sp]; GO:0006406:mRNA export from nucleus [Process|1sp]; GO:0006606:protein import into nucleus [Process|1sp]; GO:0006607:NLS-bearing protein import into nucleus [Process|1sp]; GO:0007281:germ cell development [Process|1sp]; GO:0007419:ventral cord development [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0030674:protein-macromolecule adaptor activity [Function|1sp]; GO:0035626:juvenile hormone mediated signaling pathway [Process|1sp]; GO:0051292:nuclear pore complex assembly [Process|1sp]; GO:1900182:positive regulation of protein localization to nucleus [Process|1sp]
729857	RGPD2	RANBP2 like and GRIP domain containing 2	bilaterian		Nup358		fly:Nup358	1	12	Nucleoporin 358kD | molecular function: protein binding, protein-macromolecule adaptor activity | process: mRNA export from nucleus, protein import into nucleus, NLS-bearing protein import into nucleus, germ cell development	GO:0005515:protein binding [Function|1sp]; GO:0005642:annulate lamellae [Component|1sp]; GO:0006406:mRNA export from nucleus [Process|1sp]; GO:0006606:protein import into nucleus [Process|1sp]; GO:0006607:NLS-bearing protein import into nucleus [Process|1sp]; GO:0007281:germ cell development [Process|1sp]; GO:0007419:ventral cord development [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0030674:protein-macromolecule adaptor activity [Function|1sp]; GO:0035626:juvenile hormone mediated signaling pathway [Process|1sp]; GO:0051292:nuclear pore complex assembly [Process|1sp]; GO:1900182:positive regulation of protein localization to nucleus [Process|1sp]
653489	RGPD3	RANBP2 like and GRIP domain containing 3	bilaterian		Nup358		fly:Nup358	1	12	Nucleoporin 358kD | molecular function: protein binding, protein-macromolecule adaptor activity | process: mRNA export from nucleus, protein import into nucleus, NLS-bearing protein import into nucleus, germ cell development	GO:0005515:protein binding [Function|1sp]; GO:0005642:annulate lamellae [Component|1sp]; GO:0006406:mRNA export from nucleus [Process|1sp]; GO:0006606:protein import into nucleus [Process|1sp]; GO:0006607:NLS-bearing protein import into nucleus [Process|1sp]; GO:0007281:germ cell development [Process|1sp]; GO:0007419:ventral cord development [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0030674:protein-macromolecule adaptor activity [Function|1sp]; GO:0035626:juvenile hormone mediated signaling pathway [Process|1sp]; GO:0051292:nuclear pore complex assembly [Process|1sp]; GO:1900182:positive regulation of protein localization to nucleus [Process|1sp]
285190	RGPD4	RANBP2 like and GRIP domain containing 4	bilaterian		Nup358		fly:Nup358	1	12	Nucleoporin 358kD | molecular function: protein binding, protein-macromolecule adaptor activity | process: mRNA export from nucleus, protein import into nucleus, NLS-bearing protein import into nucleus, germ cell development	GO:0005515:protein binding [Function|1sp]; GO:0005642:annulate lamellae [Component|1sp]; GO:0006406:mRNA export from nucleus [Process|1sp]; GO:0006606:protein import into nucleus [Process|1sp]; GO:0006607:NLS-bearing protein import into nucleus [Process|1sp]; GO:0007281:germ cell development [Process|1sp]; GO:0007419:ventral cord development [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0030674:protein-macromolecule adaptor activity [Function|1sp]; GO:0035626:juvenile hormone mediated signaling pathway [Process|1sp]; GO:0051292:nuclear pore complex assembly [Process|1sp]; GO:1900182:positive regulation of protein localization to nucleus [Process|1sp]
727851	RGPD8	RANBP2 like and GRIP domain containing 8	bilaterian		Nup358		fly:Nup358	1	12	Nucleoporin 358kD | molecular function: protein binding, protein-macromolecule adaptor activity | process: mRNA export from nucleus, protein import into nucleus, NLS-bearing protein import into nucleus, germ cell development	GO:0005515:protein binding [Function|1sp]; GO:0005642:annulate lamellae [Component|1sp]; GO:0006406:mRNA export from nucleus [Process|1sp]; GO:0006606:protein import into nucleus [Process|1sp]; GO:0006607:NLS-bearing protein import into nucleus [Process|1sp]; GO:0007281:germ cell development [Process|1sp]; GO:0007419:ventral cord development [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0030674:protein-macromolecule adaptor activity [Function|1sp]; GO:0035626:juvenile hormone mediated signaling pathway [Process|1sp]; GO:0051292:nuclear pore complex assembly [Process|1sp]; GO:1900182:positive regulation of protein localization to nucleus [Process|1sp]
140700	SAMD10	sterile alpha motif domain containing 10	bilaterian		ave	ave-1	fly:ave	1	12	aveugle | molecular function: protein binding, scaffold protein binding | process: compound eye photoreceptor cell differentiation, eye photoreceptor cell differentiation, cell surface receptor protein tyrosine kinase signaling pathway, epidermal growth factor receptor signaling pathway	GO:0001751:compound eye photoreceptor cell differentiation [Process|1sp]; GO:0001754:eye photoreceptor cell differentiation [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0007169:cell surface receptor protein tyrosine kinase signaling pathway [Process|1sp]; GO:0007173:epidermal growth factor receptor signaling pathway [Process|1sp]; GO:0009898:cytoplasmic side of plasma membrane [Component|1sp]; GO:0042675:compound eye cone cell differentiation [Process|1sp]; GO:0046579:positive regulation of Ras protein signal transduction [Process|1sp]; GO:0070374:positive regulation of ERK1 and ERK2 cascade [Process|1sp]; GO:0097110:scaffold protein binding [Function|1sp]
125704	DIPK1C	divergent protein kinase domain 1C	bilaterian		aln	C53D5.1	mouse:Dipk1c	1	11	divergent protein kinase domain 1C | molecular function: protein serine/threonine kinase activity | process: response to stress, brain development, memory, gene expression	GO:0004674:protein serine/threonine kinase activity [Function|1sp]; GO:0006950:response to stress [Process|1sp]; GO:0007420:brain development [Process|1sp]; GO:0007613:memory [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0048167:regulation of synaptic plasticity [Process|1sp]; GO:0048666:neuron development [Process|1sp]; GO:0050808:synapse organization [Process|1sp]; GO:0051402:neuron apoptotic process [Process|1sp]; GO:0060996:dendritic spine development [Process|1sp]; GO:0099558:maintenance of synapse structure [Process|1sp]
57579	FAM135A	family with sequence similarity 135 member A	eukaryote	YDL109C,ROG1,LPL1	CG32333	C09D4.4	yeast:LPL1	1	11	putative hydrolase | molecular function: phosphatidylcholine lysophospholipase A1 activity, A2-type glycerophospholipase activity, protein binding | process: lipid metabolic process, lipid homeostasis	GO:0004622:phosphatidylcholine lysophospholipase A1 activity [Function|1sp]; GO:0004623:A2-type glycerophospholipase activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005811:lipid droplet [Component|1sp]; GO:0006629:lipid metabolic process [Process|1sp]; GO:0047372:monoacylglycerol lipase activity [Function|1sp]; GO:0055088:lipid homeostasis [Process|1sp]; GO:0120559:phosphatidylethanolamine lysophospholipase A1 activity [Function|1sp]
101928917	HSFX3	heat shock transcription factor family, X-linked member 3	eukaryote	SKN7			yeast:SKN7	1	11	kinase-regulated stress-responsive transcription factor SKN7 | molecular function: phosphorelay response regulator activity, DNA-binding transcription factor activity, sequence-specific DNA binding | process: response to singlet oxygen, regulation of transcription by RNA polymerase II, transcription elongation by RNA polymerase II, regulation of cell size	GO:0000156:phosphorelay response regulator activity [Function|1sp]; GO:0000304:response to singlet oxygen [Process|1sp]; GO:0003700:DNA-binding transcription factor activity [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0006357:regulation of transcription by RNA polymerase II [Process|1sp]; GO:0006368:transcription elongation by RNA polymerase II [Process|1sp]; GO:0008361:regulation of cell size [Process|1sp]; GO:0034599:cellular response to oxidative stress [Process|1sp]; GO:0043565:sequence-specific DNA binding [Function|1sp]; GO:1900101:regulation of endoplasmic reticulum unfolded protein response [Process|1sp]
101927685	HSFX4	heat shock transcription factor family, X-linked member 4	eukaryote	SKN7			yeast:SKN7	1	11	kinase-regulated stress-responsive transcription factor SKN7 | molecular function: phosphorelay response regulator activity, DNA-binding transcription factor activity, sequence-specific DNA binding | process: response to singlet oxygen, regulation of transcription by RNA polymerase II, transcription elongation by RNA polymerase II, regulation of cell size	GO:0000156:phosphorelay response regulator activity [Function|1sp]; GO:0000304:response to singlet oxygen [Process|1sp]; GO:0003700:DNA-binding transcription factor activity [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0006357:regulation of transcription by RNA polymerase II [Process|1sp]; GO:0006368:transcription elongation by RNA polymerase II [Process|1sp]; GO:0008361:regulation of cell size [Process|1sp]; GO:0034599:cellular response to oxidative stress [Process|1sp]; GO:0043565:sequence-specific DNA binding [Function|1sp]; GO:1900101:regulation of endoplasmic reticulum unfolded protein response [Process|1sp]
375449	MAST4	microtubule associated serine/threonine kinase family member 4	bilaterian		dop	kin-4	fly:dop	1	11	drop out | molecular function: protein kinase activity | process: Golgi organization, endosome organization, border follicle cell migration, cellularization	GO:0004672:protein kinase activity [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0007032:endosome organization [Process|1sp]; GO:0007298:border follicle cell migration [Process|1sp]; GO:0007349:cellularization [Process|1sp]; GO:0009047:dosage compensation by hyperactivation of X chromosome [Process|1sp]; GO:0031887:lipid droplet transport along microtubule [Process|1sp]; GO:0035220:wing disc development [Process|1sp]; GO:0045793:positive regulation of cell size [Process|1sp]; GO:0072659:protein localization to plasma membrane [Process|1sp]
283446	MYO1H	myosin IH	bilaterian		Myo61F		fly:Myo61F	1	11	Myosin 61F | molecular function: phosphatidylinositol-4,5-bisphosphate binding | process: determination of left/right symmetry, mesoderm development, microvillus organization, defense response to bacterium	GO:0005546:phosphatidylinositol-4,5-bisphosphate binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0005903:brush border [Component|1sp]; GO:0005938:cell cortex [Component|1sp]; GO:0007368:determination of left/right symmetry [Process|1sp]; GO:0007498:mesoderm development [Process|1sp]; GO:0032528:microvillus organization [Process|1sp]; GO:0042742:defense response to bacterium [Process|1sp]; GO:0048803:imaginal disc-derived male genitalia morphogenesis [Process|1sp]; GO:1904888:cranial skeletal system development [Process|1sp]
105372267	NFILZ	NFIL3 like basic leucine zipper	bilaterian		vri	atf-2	fly:vri	1	11	vrille | molecular function: RNA polymerase II transcription regulatory region sequence-specific DNA binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, protein binding | process: negative regulation of transcription by RNA polymerase II, open tracheal system development, circadian rhythm, chaeta morphogenesis	GO:0000122:negative regulation of transcription by RNA polymerase II [Process|1sp]; GO:0000977:RNA polymerase II transcription regulatory region sequence-specific DNA binding [Function|1sp]; GO:0001227:DNA-binding transcription repressor activity, RNA polymerase II-specific [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0007424:open tracheal system development [Process|1sp]; GO:0007623:circadian rhythm [Process|1sp]; GO:0008407:chaeta morphogenesis [Process|1sp]; GO:0035317:imaginal disc-derived wing hair organization [Process|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]; GO:0046982:protein heterodimerization activity [Function|1sp]
144448	TSPAN19	tetraspanin 19	bilaterian		lbm,Tsp2A,Tsp42Ec,Tsp68C		fly:Tsp2A	1	11	Tetraspanin 2A | molecular function: protein binding | process: synapse assembly, glial cell migration, hemopoiesis, establishment of endothelial barrier	GO:0005515:protein binding [Function|1sp]; GO:0005576:extracellular region [Component|1sp]; GO:0005802:trans-Golgi network [Component|1sp]; GO:0005920:smooth septate junction [Component|1sp]; GO:0007416:synapse assembly [Process|1sp]; GO:0008347:glial cell migration [Process|1sp]; GO:0016327:apicolateral plasma membrane [Component|1sp]; GO:0030097:hemopoiesis [Process|1sp]; GO:0048471:perinuclear region of cytoplasm [Component|1sp]; GO:0061028:establishment of endothelial barrier [Process|1sp]; GO:0090528:smooth septate junction assembly [Process|1sp]
653308	ASAH2B	N-acylsphingosine amidohydrolase 2B	bilaterian		CDase		fly:CDase	1	10	Ceramidase | molecular function: N-acylsphingosine amidohydrolase activity | process: sphingolipid metabolic process, chemical synaptic transmission, synaptic vesicle exocytosis, synaptic vesicle fusion to presynaptic active zone membrane	GO:0005576:extracellular region [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0006665:sphingolipid metabolic process [Process|1sp]; GO:0007268:chemical synaptic transmission [Process|1sp]; GO:0016079:synaptic vesicle exocytosis [Process|1sp]; GO:0017040:N-acylsphingosine amidohydrolase activity [Function|1sp]; GO:0031629:synaptic vesicle fusion to presynaptic active zone membrane [Process|1sp]; GO:0035187:hatching behavior [Process|1sp]; GO:0045494:photoreceptor cell maintenance [Process|1sp]; GO:0046514:ceramide catabolic process [Process|1sp]
344905	ATP13A5	ATPase 13A5	eukaryote	YPK9	anne	catp-6	yeast:YPK9	1	10	putative acid anhydride hydrolase | molecular function: zinc ion binding, manganese ion binding, cupric ion binding | process: protein folding, intracellular zinc ion homeostasis, intracellular manganese ion homeostasis	GO:0000329:fungal-type vacuole membrane [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0006457:protein folding [Process|1sp]; GO:0006882:intracellular zinc ion homeostasis [Process|1sp]; GO:0008270:zinc ion binding [Function|1sp]; GO:0030026:intracellular manganese ion homeostasis [Process|1sp]; GO:0030145:manganese ion binding [Function|1sp]; GO:0031410:cytoplasmic vesicle [Component|1sp]; GO:1903135:cupric ion binding [Function|1sp]; GO:1990816:vacuole-mitochondrion membrane contact site [Component|1sp]
340578	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	bilaterian		DCAF12		fly:DCAF12	1	10	DDB1 and CUL4 associated factor 12 | molecular function: ubiquitin-like ligase-substrate adaptor activity | process: protein polyubiquitination, positive regulation of hippo signaling, proteasome-mediated ubiquitin-dependent protein catabolic process, autophagic cell death	GO:0000209:protein polyubiquitination [Process|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0035332:positive regulation of hippo signaling [Process|1sp]; GO:0043161:proteasome-mediated ubiquitin-dependent protein catabolic process [Process|1sp]; GO:0048102:autophagic cell death [Process|1sp]; GO:0061670:evoked neurotransmitter secretion [Process|1sp]; GO:0080008:Cul4-RING E3 ubiquitin ligase complex [Component|1sp]; GO:0098793:presynapse [Component|1sp]; GO:1990756:ubiquitin-like ligase-substrate adaptor activity [Function|1sp]
285126	DNAJC5G	DnaJ heat shock protein family (Hsp40) member C5 gamma	bilaterian		Csp	dnj-14	fly:Csp	1	10	Cysteine string protein | process: exocytosis, neurotransmitter secretion, determination of adult lifespan, locomotion	GO:0006887:exocytosis [Process|1sp]; GO:0007269:neurotransmitter secretion [Process|1sp]; GO:0008021:synaptic vesicle [Component|1sp]; GO:0008340:determination of adult lifespan [Process|1sp]; GO:0040011:locomotion [Process|1sp]; GO:0043195:terminal bouton [Component|1sp]; GO:0061176:type Ib terminal bouton [Component|1sp]; GO:0061177:type Is terminal bouton [Component|1sp]; GO:0070050:neuron cellular homeostasis [Process|1sp]; GO:1900073:regulation of neuromuscular synaptic transmission [Process|1sp]
128954	GAB4	GRB2 associated binding protein family member 4	bilaterian		dos	soc-1	fly:dos	1	10	daughter of sevenless | molecular function: protein binding, SH2 domain binding | process: R7 cell fate commitment, torso signaling pathway, dauer larval development, photoreceptor cell development	GO:0005515:protein binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0007465:R7 cell fate commitment [Process|1sp]; GO:0008293:torso signaling pathway [Process|1sp]; GO:0040024:dauer larval development [Process|1sp]; GO:0042169:SH2 domain binding [Function|1sp]; GO:0042461:photoreceptor cell development [Process|1sp]; GO:0045500:sevenless signaling pathway [Process|1sp]; GO:0046578:regulation of Ras protein signal transduction [Process|1sp]
147699	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	eukaryote	PTC2	Nil,alph	ppm-1.A	yeast:PTC2	1	10	type 2C protein phosphatase PTC2 | molecular function: protein serine/threonine phosphatase activity, protein binding, MAP kinase serine/threonine phosphatase activity | process: positive regulation of autophagy, negative regulation of endoplasmic reticulum unfolded protein response, negative regulation of p38MAPK cascade, regulation of mitotic DNA damage checkpoint	GO:0004722:protein serine/threonine phosphatase activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0010508:positive regulation of autophagy [Process|1sp]; GO:0045202:synapse [Component|1sp]; GO:1900102:negative regulation of endoplasmic reticulum unfolded protein response [Process|1sp]; GO:1903753:negative regulation of p38MAPK cascade [Process|1sp]; GO:1904289:regulation of mitotic DNA damage checkpoint [Process|1sp]; GO:1990439:MAP kinase serine/threonine phosphatase activity [Function|1sp]
113419	TEX261	testis expressed 261	eukaryote	SVP26	CG3500		yeast:SVP26	1	10	Svp26p | molecular function: COPII receptor activity | process: endoplasmic reticulum to Golgi vesicle-mediated transport, fungal-type cell wall organization, positive regulation of apoptotic process, protein retention in Golgi apparatus	GO:0000139:Golgi membrane [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005789:endoplasmic reticulum membrane [Component|1sp]; GO:0006888:endoplasmic reticulum to Golgi vesicle-mediated transport [Process|1sp]; GO:0030134:COPII-coated ER to Golgi transport vesicle [Component|1sp]; GO:0031505:fungal-type cell wall organization [Process|1sp]; GO:0043065:positive regulation of apoptotic process [Process|1sp]; GO:0045053:protein retention in Golgi apparatus [Process|1sp]; GO:0090110:COPII-coated vesicle cargo loading [Process|1sp]; GO:0097020:COPII receptor activity [Function|1sp]
57597	BAHCC1	BAH domain and coiled-coil containing 1	bilaterian		wge		fly:wge	1	9	winged eye | process: chromatin organization, imaginal disc morphogenesis, locomotory behavior, regulation of gene expression	GO:0000785:chromatin [Component|1sp]; GO:0006325:chromatin organization [Process|1sp]; GO:0007560:imaginal disc morphogenesis [Process|1sp]; GO:0007626:locomotory behavior [Process|1sp]; GO:0010468:regulation of gene expression [Process|1sp]; GO:0030182:neuron differentiation [Process|1sp]; GO:0031453:positive regulation of heterochromatin formation [Process|1sp]; GO:0035363:histone locus body [Component|1sp]; GO:0141005:transposable element silencing by heterochromatin formation [Process|1sp]
128817	CSTL1	cystatin like 1	bilaterian			cpi-2,cpi-1,K08B4.7	worm:cpi-2	1	9	Cystatin cpi-2 | molecular function: cysteine-type endopeptidase inhibitor activity, cysteine-type peptidase activity | process: regulation of oocyte development, regulation of protein processing, signaling receptor ligand precursor processing, positive regulation of vitellogenesis	GO:0004869:cysteine-type endopeptidase inhibitor activity [Function|1sp]; GO:0005576:extracellular region [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0008234:cysteine-type peptidase activity [Function|1sp]; GO:0042718:yolk granule [Component|1sp]; GO:0060281:regulation of oocyte development [Process|1sp]; GO:0070613:regulation of protein processing [Process|1sp]; GO:0140448:signaling receptor ligand precursor processing [Process|1sp]; GO:1903188:positive regulation of vitellogenesis [Process|1sp]
64693	CTAGE1	cutaneous T cell lymphoma-associated antigen 1	bilaterian		Tango1		fly:Tango1	1	9	Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0000139:Golgi membrane [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0009306:protein secretion [Process|1sp]; GO:0012505:endomembrane system [Component|1sp]; GO:0033363:secretory granule organization [Process|1sp]; GO:0051047:positive regulation of secretion [Process|1sp]; GO:0070971:endoplasmic reticulum exit site [Component|1sp]
441294	CTAGE15	CTAGE family member 15	bilaterian		Tango1		fly:Tango1	1	9	Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0000139:Golgi membrane [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0009306:protein secretion [Process|1sp]; GO:0012505:endomembrane system [Component|1sp]; GO:0033363:secretory granule organization [Process|1sp]; GO:0051047:positive regulation of secretion [Process|1sp]; GO:0070971:endoplasmic reticulum exit site [Component|1sp]
340307	CTAGE6	CTAGE family member 6	bilaterian		Tango1		fly:Tango1	1	9	Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0000139:Golgi membrane [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0009306:protein secretion [Process|1sp]; GO:0012505:endomembrane system [Component|1sp]; GO:0033363:secretory granule organization [Process|1sp]; GO:0051047:positive regulation of secretion [Process|1sp]; GO:0070971:endoplasmic reticulum exit site [Component|1sp]
643854	CTAGE9	CTAGE family member 9	bilaterian		Tango1		fly:Tango1	1	9	Transport and Golgi organization 1 | process: Golgi organization, protein secretion, secretory granule organization, positive regulation of secretion	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0000139:Golgi membrane [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0009306:protein secretion [Process|1sp]; GO:0012505:endomembrane system [Component|1sp]; GO:0033363:secretory granule organization [Process|1sp]; GO:0051047:positive regulation of secretion [Process|1sp]; GO:0070971:endoplasmic reticulum exit site [Component|1sp]
120863	DEPDC4	DEP domain containing 4	bilaterian			let-99,toe-2	worm:toe-2	1	9	Target of ERK kinase mpk-1 | molecular function: protein binding | process: establishment of mitotic spindle orientation, regulation of asymmetric cell division, positive regulation of apoptotic process	GO:0000132:establishment of mitotic spindle orientation [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005694:chromosome [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005938:cell cortex [Component|1sp]; GO:0009786:regulation of asymmetric cell division [Process|1sp]; GO:0030496:midbody [Component|1sp]; GO:0043065:positive regulation of apoptotic process [Process|1sp]
