gene_id	symbol	name	conservation_depth	n_ortholog_species	annotation_status	human_go_exp	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
221079	ARL5B	ARF like GTPase 5B	bilaterian	531	sparse	2	fly:Arl5	1	3	ADP-ribosylation factor-like 5 | process: microtubule cytoskeleton organization, retrograde transport, endosome to Golgi	GO:0000226:microtubule cytoskeleton organization [Process|1sp]; GO:0005802:trans-Golgi network [Component|1sp]; GO:0042147:retrograde transport, endosome to Golgi [Process|1sp]
417	ART1	ADP-ribosyltransferase 1	tetrapod	400	sparse	0	mouse:Art1	1	3	ADP-ribosyltransferase 1 | molecular function: NAD+ poly-ADP-ribosyltransferase activity	GO:0003950:NAD+ poly-ADP-ribosyltransferase activity [Function|1sp]; GO:0009986:cell surface [Component|1sp]; GO:0016020:membrane [Component|1sp]
116969	ART5	ADP-ribosyltransferase 5	tetrapod	264	sparse	1	mouse:Art5	1	3	ADP-ribosyltransferase 5 | molecular function: NAD+ nucleosidase activity, NAD+-protein-arginine ADP-ribosyltransferase activity	GO:0003953:NAD+ nucleosidase activity [Function|1sp]; GO:0016020:membrane [Component|1sp]; GO:0106274:NAD+-protein-arginine ADP-ribosyltransferase activity [Function|1sp]
91419	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	eukaryote	839	sparse	5	yeast:ATP23	1	3	putative metalloprotease | process: mitochondrial proton-transporting ATP synthase complex assembly, mitochondrial protein processing	GO:0005758:mitochondrial intermembrane space [Component|1sp]; GO:0033615:mitochondrial proton-transporting ATP synthase complex assembly [Process|1sp]; GO:0034982:mitochondrial protein processing [Process|1sp]
26033	ATRNL1	attractin like 1	bilaterian	847	sparse	1	mouse:Atrnl1	1	3	attractin like 1 | molecular function: ubiquitin protein ligase binding | process: G protein-coupled receptor signaling pathway, synaptic target recognition	GO:0007186:G protein-coupled receptor signaling pathway [Process|1sp]; GO:0008039:synaptic target recognition [Process|1sp]; GO:0031625:ubiquitin protein ligase binding [Function|1sp]
8537	BCAS1	brain enriched myelin associated protein 1	jawed_vertebrate	841	sparse	2	rat:Bcas1	1	3	brain enriched myelin associated protein 1 | molecular function: protein binding | process: myelination	GO:0005515:protein binding [Function|1sp]; GO:0042552:myelination [Process|1sp]; GO:0045202:synapse [Component|1sp]
89927	BMERB1	bMERB domain containing 1	vertebrate	542	sparse	1	mouse:Bmerb1	1	3	bMERB domain containing 1 | process: negative regulation of microtubule depolymerization, negative regulation of cell motility involved in cerebral cortex radial glia guided migration	GO:0007026:negative regulation of microtubule depolymerization [Process|1sp]; GO:0015630:microtubule cytoskeleton [Component|1sp]; GO:0021822:negative regulation of cell motility involved in cerebral cortex radial glia guided migration [Process|1sp]
100131137	BSPH1	binder of sperm protein homolog 1	mammal	135	sparse	0	mouse:Bsph1	1	3	binder of sperm protein homolog 1 | molecular function: heparin binding | process: sperm capacitation	GO:0008201:heparin binding [Function|1sp]; GO:0009986:cell surface [Component|1sp]; GO:0048240:sperm capacitation [Process|1sp]
54836	BSPRY	B-box and SPRY domain containing	jawed_vertebrate	847	sparse	1	rat:Bspry	1	3	B-box and SPRY domain containing | process: cellular response to leukemia inhibitory factor	GO:0031252:cell leading edge [Component|1sp]; GO:0048471:perinuclear region of cytoplasm [Component|1sp]; GO:1990830:cellular response to leukemia inhibitory factor [Process|1sp]
54766	BTG4	BTG anti-proliferation factor 4	jawed_vertebrate	846	sparse	1	mouse:Btg4	1	3	BTG anti-proliferation factor 4 | molecular function: mRNA 3'-UTR binding | process: negative regulation of mitotic cell cycle, maternal-to-zygotic transition of gene expression	GO:0003730:mRNA 3'-UTR binding [Function|1sp]; GO:0045930:negative regulation of mitotic cell cycle [Process|1sp]; GO:0160021:maternal-to-zygotic transition of gene expression [Process|1sp]
114904	C1QTNF6	C1q and TNF related 6	tetrapod	514	sparse	3	mouse:C1qtnf6	1	3	C1q and tumor necrosis factor related protein 6	GO:0005576:extracellular region [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0032991:protein-containing complex [Component|1sp]
114905	C1QTNF7	C1q and TNF related 7	jawed_vertebrate	817	uncharacterized	0	mouse:C1qtnf7	1	3	C1q and tumor necrosis factor related protein 7 | molecular function: protein binding, identical protein binding	GO:0005515:protein binding [Function|1sp]; GO:0005576:extracellular region [Component|1sp]; GO:0042802:identical protein binding [Function|1sp]
79630	C1orf54	chromosome 1 open reading frame 54	mammal	258	uncharacterized	0	mouse:BC028528	1	3	cDNA sequence BC028528 | process: response to wounding, phosphatidylinositol 3-kinase/protein kinase B signal transduction, epithelial cell proliferation involved in renal tubule morphogenesis	GO:0009611:response to wounding [Process|1sp]; GO:0043491:phosphatidylinositol 3-kinase/protein kinase B signal transduction [Process|1sp]; GO:2001013:epithelial cell proliferation involved in renal tubule morphogenesis [Process|1sp]
374864	CCDC178	coiled-coil domain containing 178	bilaterian	762	sparse	1	mouse:Ccdc178	1	3	coiled coil domain containing 178 | process: spermatid development, manchette assembly	GO:0005813:centrosome [Component|1sp]; GO:0007286:spermatid development [Process|1sp]; GO:1905198:manchette assembly [Process|1sp]
8030	CCDC6	coiled-coil domain containing 6	bilaterian	661	sparse	5	fly:CG6664	1	3	uncharacterized protein | process: motile cilium assembly, non-motile cilium assembly	GO:0036064:ciliary basal body [Component|1sp]; GO:0044458:motile cilium assembly [Process|1sp]; GO:1905515:non-motile cilium assembly [Process|1sp]
60492	CCDC90B	coiled-coil domain containing 90B	eukaryote	858	sparse	2	yeast:FMP32	1	3	Fmp32p | process: mitochondrial respiratory chain complex IV assembly, regulation of L-proline catabolic process	GO:0005743:mitochondrial inner membrane [Component|1sp]; GO:0033617:mitochondrial respiratory chain complex IV assembly [Process|1sp]; GO:2001156:regulation of L-proline catabolic process [Process|1sp]
54462	CCSER2	coiled-coil serine rich protein 2	jawed_vertebrate	834	sparse	1	mouse:Ccser2	1	3	coiled-coil serine rich 2 | molecular function: microtubule binding | process: microtubule bundle formation	GO:0001578:microtubule bundle formation [Process|1sp]; GO:0008017:microtubule binding [Function|1sp]; GO:0015630:microtubule cytoskeleton [Component|1sp]
342510	CD300E	CD300e molecule	mammal	129	sparse	1	mouse:Cd300e	1	3	CD300E molecule | molecular function: cocaine binding | process: immune response	GO:0006955:immune response [Process|1sp]; GO:0009986:cell surface [Component|1sp]; GO:0019811:cocaine binding [Function|1sp]
124599	CD300LB	CD300 molecule like family member b	mammal	133	sparse	2	mouse:Cd300lb	1	3	CD300 molecule like family member B | process: neutrophil mediated immunity, positive regulation of mast cell activation, cellular response to lipopolysaccharide	GO:0002446:neutrophil mediated immunity [Process|1sp]; GO:0033005:positive regulation of mast cell activation [Process|1sp]; GO:0071222:cellular response to lipopolysaccharide [Process|1sp]
344387	CDKL4	cyclin dependent kinase like 4	bilaterian	296	uncharacterized	0	worm:cdkl-1	1	3	Cyclin-dependent kinase-like 1;cyclin-dependent kinase | process: regulation of cilium assembly, non-motile cilium assembly	GO:0035869:ciliary transition zone [Component|1sp]; GO:1902017:regulation of cilium assembly [Process|1sp]; GO:1905515:non-motile cilium assembly [Process|1sp]
30850	CDR2L	cerebellar degeneration related protein 2 like	bilaterian	843	sparse	2	fly:Cen	1	3	Centrocortin | process: embryonic cleavage	GO:0005813:centrosome [Component|1sp]; GO:0032154:cleavage furrow [Component|1sp]; GO:0040016:embryonic cleavage [Process|1sp]
100526739	CENPS-CORT	CENPS-CORT readthrough	eukaryote	4	sparse	0	yeast:MHF1	1	3	Mhf1p | molecular function: protein binding | process: DNA damage response	GO:0005515:protein binding [Function|1sp]; GO:0006974:DNA damage response [Process|1sp]; GO:0071821:FANCM-MHF complex [Component|1sp]
93190	CFAP107	cilia and flagella associated protein 107	jawed_vertebrate	751	sparse	1	mouse:Cfap107	1	3	cilia and flagella associated protein 107 | process: flagellated sperm motility	GO:0030317:flagellated sperm motility [Process|1sp]; GO:0036126:sperm flagellum [Component|1sp]; GO:0160111:axonemal A tubule inner sheath [Component|1sp]
388701	CFAP141	cilia and flagella associated protein 141	jawed_vertebrate	367	sparse	2	mouse:Cfap141	1	3	cilia and flagella associated protein 141 | process: flagellated sperm motility	GO:0030317:flagellated sperm motility [Process|1sp]; GO:0036126:sperm flagellum [Component|1sp]; GO:0160111:axonemal A tubule inner sheath [Component|1sp]
129881	CFAP210	cilia and flagella associated protein 210	vertebrate	806	sparse	2	mouse:Cfap210	1	3	cilia and flagella associated protein 210 | process: flagellated sperm motility	GO:0030317:flagellated sperm motility [Process|1sp]; GO:0036126:sperm flagellum [Component|1sp]; GO:0160112:axonemal B tubule inner sheath [Component|1sp]
284067	CFAP97D1	CFAP97 domain containing 1	bilaterian	373	sparse	1	fly:CG14551	1	3	uncharacterized protein | process: sperm axoneme assembly, non-motile cilium assembly	GO:0007288:sperm axoneme assembly [Process|1sp]; GO:0097731:9+0 non-motile cilium [Component|1sp]; GO:1905515:non-motile cilium assembly [Process|1sp]
730112	CIMIP2B	ciliary microtubule inner protein 2B	bilaterian	650	sparse	2	mouse:Cimip2b	1	3	ciliary microtubule inner protein 2B | process: flagellated sperm motility	GO:0030317:flagellated sperm motility [Process|1sp]; GO:0036126:sperm flagellum [Component|1sp]; GO:0160111:axonemal A tubule inner sheath [Component|1sp]
339778	CIMIP2C	ciliary microtubule inner protein 2C	jawed_vertebrate	539	sparse	2	mouse:Cimip2c	1	3	ciliary microtubule inner protein 2C | process: flagellated sperm motility	GO:0030317:flagellated sperm motility [Process|1sp]; GO:0036126:sperm flagellum [Component|1sp]; GO:0160111:axonemal A tubule inner sheath [Component|1sp]
1154	CISH	cytokine inducible SH2 containing protein	jawed_vertebrate	559	sparse	1	mouse:Cish	1	3	cytokine inducible SH2-containing protein | process: negative regulation of cytokine-mediated signaling pathway, cytokine-mediated signaling pathway	GO:0001960:negative regulation of cytokine-mediated signaling pathway [Process|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0019221:cytokine-mediated signaling pathway [Process|1sp]
163732	CITED4	Cbp/p300 interacting transactivator with ED-rich tail 4	tetrapod	415	sparse	2	mouse:Cited4	1	3	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 | molecular function: transcription coactivator activity | process: response to estrogen, positive regulation of DNA-templated transcription	GO:0003713:transcription coactivator activity [Function|1sp]; GO:0043627:response to estrogen [Process|1sp]; GO:0045893:positive regulation of DNA-templated transcription [Process|1sp]
9635	CLCA2	chloride channel accessory 2	tetrapod	246	sparse	2	mouse:Clca2	1	3	chloride channel accessory 2 | molecular function: chloride channel activity, ligand-gated monoatomic ion channel activity | process: chloride transport	GO:0005254:chloride channel activity [Function|1sp]; GO:0006821:chloride transport [Process|1sp]; GO:0015276:ligand-gated monoatomic ion channel activity [Function|1sp]
9069	CLDN12	claudin 12	vertebrate	858	sparse	2	mouse:Cldn12	1	3	claudin 12	GO:0016328:lateral plasma membrane [Component|1sp]; GO:0070160:tight junction [Component|1sp]; GO:0071944:cell periphery [Component|1sp]
51267	CLEC1A	C-type lectin domain family 1 member A	mammal	245	sparse	1	mouse:Clec1a	1	3	C-type lectin domain family 1, member a | process: immune response, cell recognition, defense response to fungus	GO:0006955:immune response [Process|1sp]; GO:0008037:cell recognition [Process|1sp]; GO:0050832:defense response to fungus [Process|1sp]
130162	CLHC1	clathrin heavy chain linker domain containing 1	vertebrate	437	sparse	1	mouse:Clhc1	1	3	clathrin heavy chain linker domain containing 1 | molecular function: AP-1 adaptor complex binding, AP-3 adaptor complex binding	GO:0016020:membrane [Component|1sp]; GO:0035650:AP-1 adaptor complex binding [Function|1sp]; GO:0035651:AP-3 adaptor complex binding [Function|1sp]
79789	CLMN	calmin	vertebrate	561	uncharacterized	0	mouse:Clmn	1	3	calmin | process: negative regulation of cell population proliferation, neuron projection development	GO:0005737:cytoplasm [Component|1sp]; GO:0008285:negative regulation of cell population proliferation [Process|1sp]; GO:0031175:neuron projection development [Process|1sp]
79645	CLXN	calaxin	bilaterian	847	sparse	2	mouse:Clxn	1	3	calaxin | process: cilium movement, regulation of cilium movement, regulation of flagellated sperm motility	GO:0003341:cilium movement [Process|1sp]; GO:0003352:regulation of cilium movement [Process|1sp]; GO:1901317:regulation of flagellated sperm motility [Process|1sp]
84319	CMSS1	cms1 ribosomal small subunit homolog	eukaryote	875	sparse	2	yeast:CMS1	1	3	Cms1p	GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0030686:90S preribosome [Component|1sp]
140894	CNBD2	cyclic nucleotide binding domain containing 2	bilaterian	344	sparse	1	mouse:Cnbd2	1	3	cyclic nucleotide binding domain containing 2 | molecular function: cAMP binding | process: spermatogenesis	GO:0005829:cytosol [Component|1sp]; GO:0007283:spermatogenesis [Process|1sp]; GO:0030552:cAMP binding [Function|1sp]
11061	CNMD	chondromodulin	vertebrate	784	sparse	2	mouse:Cnmd	1	3	chondromodulin | process: endothelial cell morphogenesis, negative regulation of endothelial cell proliferation, negative regulation of vascular endothelial growth factor receptor signaling pathway	GO:0001886:endothelial cell morphogenesis [Process|1sp]; GO:0001937:negative regulation of endothelial cell proliferation [Process|1sp]; GO:0030948:negative regulation of vascular endothelial growth factor receptor signaling pathway [Process|1sp]
55571	CNOT11	CCR4-NOT transcription complex subunit 11	bilaterian	864	sparse	2	fly:Not11	1	3	CCR4-NOT transcription complex subunit 11 | process: nuclear-transcribed mRNA poly(A) tail shortening, mRNA catabolic process, negative regulation of translation	GO:0000289:nuclear-transcribed mRNA poly(A) tail shortening [Process|1sp]; GO:0006402:mRNA catabolic process [Process|1sp]; GO:0017148:negative regulation of translation [Process|1sp]
1310	COL19A1	collagen type XIX alpha 1 chain	jawed_vertebrate	559	sparse	1	mouse:Col19a1	1	3	collagen, type XIX, alpha 1 | process: skeletal muscle tissue development, extracellular matrix organization, axon extension involved in axon guidance	GO:0007519:skeletal muscle tissue development [Process|1sp]; GO:0030198:extracellular matrix organization [Process|1sp]; GO:0048846:axon extension involved in axon guidance [Process|1sp]
136227	COL26A1	collagen type XXVI alpha 1 chain	lobe_finned_fish	540	sparse	2	mouse:Col26a1	1	3	collagen, type XXVI, alpha 1 | process: positive regulation of cell-substrate adhesion	GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0010811:positive regulation of cell-substrate adhesion [Process|1sp]
131873	COL6A6	collagen type VI alpha 6 chain	bilaterian	555	sparse	1	mouse:Col6a6	1	3	collagen, type VI, alpha 6 | process: axonogenesis, muscle organ development	GO:0005576:extracellular region [Component|1sp]; GO:0007409:axonogenesis [Process|1sp]; GO:0007517:muscle organ development [Process|1sp]
23127	COLGALT2	collagen beta(1-O)galactosyltransferase 2	bilaterian	541	sparse	1	mouse:Colgalt2	1	3	collagen beta(1-O)galactosyltransferase 2 | process: cell population proliferation, gene expression, T cell apoptotic process	GO:0008283:cell population proliferation [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0070231:T cell apoptotic process [Process|1sp]
10321	CRISP3	cysteine rich secretory protein 3	bilaterian	33	sparse	3	worm:scl-1	1	3	SCP domain-containing protein | process: determination of adult lifespan, response to heat, response to UV	GO:0008340:determination of adult lifespan [Process|1sp]; GO:0009408:response to heat [Process|1sp]; GO:0009411:response to UV [Process|1sp]
1427	CRYGS	crystallin gamma S	tetrapod	509	sparse	1	mouse:Crygs	1	3	crystallin, gamma S | molecular function: structural constituent of eye lens | process: morphogenesis of an epithelium, lens development in camera-type eye	GO:0002009:morphogenesis of an epithelium [Process|1sp]; GO:0002088:lens development in camera-type eye [Process|1sp]; GO:0005212:structural constituent of eye lens [Function|1sp]
1446	CSN1S1	casein alpha s1	mammal	106	sparse	2	mouse:Csn1s1	1	3	casein alpha s1 | molecular function: nutrient reservoir activity, molecular sequestering activity | process: lactation	GO:0007595:lactation [Process|1sp]; GO:0045735:nutrient reservoir activity [Function|1sp]; GO:0140313:molecular sequestering activity [Function|1sp]
143884	CWF19L2	CWF19 like cell cycle control factor 2	bilaterian	874	sparse	5	mouse:Cwf19l2	1	3	CWF19 like cell cycle control factor 2 | process: spliceosomal complex assembly, spermatogenesis, single fertilization	GO:0000245:spliceosomal complex assembly [Process|1sp]; GO:0007283:spermatogenesis [Process|1sp]; GO:0007338:single fertilization [Process|1sp]
158830	CXorf65	chromosome X open reading frame 65	jawed_vertebrate	480	uncharacterized	0	mouse:Gm614	1	3	predicted gene 614 | molecular function: RNA polymerase II cis-regulatory region sequence-specific DNA binding | process: transcription by RNA polymerase II, gene expression	GO:0000978:RNA polymerase II cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0006366:transcription by RNA polymerase II [Process|1sp]; GO:0010467:gene expression [Process|1sp]
284613	CYB561D1	cytochrome b561 family member D1	bilaterian	635	sparse	1	fly:CG13078	1	3	uncharacterized protein | molecular function: transmembrane ascorbate ferrireductase activity | process: iron ion import across plasma membrane	GO:0016324:apical plasma membrane [Component|1sp]; GO:0098711:iron ion import across plasma membrane [Process|1sp]; GO:0140571:transmembrane ascorbate ferrireductase activity [Function|1sp]
124936	CYB5D2	cytochrome b5 domain containing 2	bilaterian	876	sparse	1	mouse:Cyb5d2	1	3	cytochrome b5 domain containing 2 | molecular function: heme binding | process: positive regulation of neuron differentiation	GO:0005576:extracellular region [Component|1sp]; GO:0020037:heme binding [Function|1sp]; GO:0045666:positive regulation of neuron differentiation [Process|1sp]
66002	CYP4F12	cytochrome P450 family 4 subfamily F member 12	eukaryote	2	sparse	2	yeast:DIT2	1	3	putative cytochrome P450 | molecular function: NADPH dehydrogenase activity | process: ascospore wall assembly	GO:0003959:NADPH dehydrogenase activity [Function|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0030476:ascospore wall assembly [Process|1sp]
11283	CYP4F8	cytochrome P450 family 4 subfamily F member 8	eukaryote	8	sparse	1	yeast:DIT2	1	3	putative cytochrome P450 | molecular function: NADPH dehydrogenase activity | process: ascospore wall assembly	GO:0003959:NADPH dehydrogenase activity [Function|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0030476:ascospore wall assembly [Process|1sp]
1582	CYP8B1	cytochrome P450 family 8 subfamily B member 1	tetrapod	500	sparse	2	rat:Cyp8b1	1	3	cytochrome P450 family 8 subfamily B member 1 | process: response to nutrient levels, positive regulation of intestinal cholesterol absorption, response to cholesterol	GO:0031667:response to nutrient levels [Process|1sp]; GO:0045797:positive regulation of intestinal cholesterol absorption [Process|1sp]; GO:0070723:response to cholesterol [Process|1sp]
8816	DCAF5	DDB1 and CUL4 associated factor 5	bilaterian	867	sparse	2	mouse:Dcaf5	1	3	DDB1 and CUL4 associated factor 5 | process: protein catabolic process, protein-containing complex assembly	GO:0005739:mitochondrion [Component|1sp]; GO:0030163:protein catabolic process [Process|1sp]; GO:0065003:protein-containing complex assembly [Process|1sp]
54849	DEF8	differentially expressed in FDCP 8 homolog	bilaterian	856	sparse	1	mouse:Def8	1	3	differentially expressed in FDCP 8 | process: lysosome localization, positive regulation of bone resorption, positive regulation of ruffle assembly	GO:0032418:lysosome localization [Process|1sp]; GO:0045780:positive regulation of bone resorption [Process|1sp]; GO:1900029:positive regulation of ruffle assembly [Process|1sp]
57189	DENND11	DENN domain containing 11	eukaryote	871	sparse	0	yeast:ANR2	1	3	Anr2p	GO:0005737:cytoplasm [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005811:lipid droplet [Component|1sp]
22898	DENND3	DENN domain containing 3	vertebrate	562	sparse	1	mouse:Dennd3	1	3	DENN domain containing 3 | process: endosome to lysosome transport, protein catabolic process	GO:0005737:cytoplasm [Component|1sp]; GO:0008333:endosome to lysosome transport [Process|1sp]; GO:0030163:protein catabolic process [Process|1sp]
159989	DEUP1	deuterosome assembly protein 1	jawed_vertebrate	554	sparse	2	mouse:Deup1	1	3	deuterosome assembly protein 1 | process: de novo centriole assembly involved in multi-ciliated epithelial cell differentiation, multi-ciliated epithelial cell differentiation	GO:0098535:de novo centriole assembly involved in multi-ciliated epithelial cell differentiation [Process|1sp]; GO:0098536:deuterosome [Component|1sp]; GO:1903251:multi-ciliated epithelial cell differentiation [Process|1sp]
90957	DHX57	DExH-box helicase 57	eukaryote	875	sparse	2	yeast:YLR419W	1	3	RNA helicase | molecular function: mRNA binding	GO:0003729:mRNA binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005739:mitochondrion [Component|1sp]
1768	DNAH6	dynein axonemal heavy chain 6	bilaterian	629	sparse	1	zebrafish:dnah6	1	3	dynein, axonemal, heavy chain 6 | process: flagellated sperm motility, epithelial cilium movement involved in determination of left/right asymmetry, determination of heart left/right asymmetry	GO:0030317:flagellated sperm motility [Process|1sp]; GO:0060287:epithelial cilium movement involved in determination of left/right asymmetry [Process|1sp]; GO:0061371:determination of heart left/right asymmetry [Process|1sp]
1775	DNASE1L2	deoxyribonuclease 1 like 2	tetrapod	319	sparse	1	mouse:Dnase1l2	1	3	deoxyribonuclease 1-like 2 | process: hair follicle development, corneocyte development, DNA catabolic process	GO:0001942:hair follicle development [Process|1sp]; GO:0003335:corneocyte development [Process|1sp]; GO:0006308:DNA catabolic process [Process|1sp]
55715	DOK4	docking protein 4	jawed_vertebrate	812	sparse	1	mouse:Dok4	1	3	docking protein 4 | process: cell surface receptor protein tyrosine kinase signaling pathway, nervous system development, positive regulation of MAPK cascade	GO:0007169:cell surface receptor protein tyrosine kinase signaling pathway [Process|1sp]; GO:0007399:nervous system development [Process|1sp]; GO:0043410:positive regulation of MAPK cascade [Process|1sp]
55816	DOK5	docking protein 5	jawed_vertebrate	557	sparse	2	mouse:Dok5	1	3	docking protein 5 | process: cell surface receptor protein tyrosine kinase signaling pathway, neuron differentiation, positive regulation of MAPK cascade	GO:0007169:cell surface receptor protein tyrosine kinase signaling pathway [Process|1sp]; GO:0030182:neuron differentiation [Process|1sp]; GO:0043410:positive regulation of MAPK cascade [Process|1sp]
64174	DPEP2	dipeptidase 2	bilaterian	63	sparse	2	mouse:Dpep2	1	3	dipeptidase 2 | molecular function: exopeptidase activity | process: leukotriene metabolic process	GO:0006691:leukotriene metabolic process [Process|1sp]; GO:0008238:exopeptidase activity [Function|1sp]; GO:0016020:membrane [Component|1sp]
55211	DPPA4	developmental pluripotency associated 4	tetrapod	248	sparse	1	mouse:Dppa4	1	3	developmental pluripotency associated 4 | process: gene expression, lung-associated mesenchyme development	GO:0005634:nucleus [Component|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0060484:lung-associated mesenchyme development [Process|1sp]
340168	DPPA5	developmental pluripotency associated 5	mammal	201	sparse	0	mouse:Dppa5a	1	3	developmental pluripotency associated 5A | molecular function: mRNA binding | process: regulation of gene expression	GO:0003729:mRNA binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0010468:regulation of gene expression [Process|1sp]
92126	DSEL	dermatan sulfate epimerase like	vertebrate	565	uncharacterized	0	mouse:Dsel	1	3	dermatan sulfate epimerase-like | molecular function: chondroitin-glucuronate 5-epimerase activity | process: chondroitin sulfate proteoglycan metabolic process, dermatan sulfate proteoglycan metabolic process	GO:0047757:chondroitin-glucuronate 5-epimerase activity [Function|1sp]; GO:0050654:chondroitin sulfate proteoglycan metabolic process [Process|1sp]; GO:0050655:dermatan sulfate proteoglycan metabolic process [Process|1sp]
9166	EBAG9	estrogen receptor binding site associated antigen 9	bilaterian	864	sparse	2	mouse:Ebag9	1	3	estrogen receptor-binding fragment-associated gene 9 | process: T cell mediated cytotoxicity, adaptive immune memory response involving T cells and B cells	GO:0001913:T cell mediated cytotoxicity [Process|1sp]; GO:0030141:secretory granule [Component|1sp]; GO:0090717:adaptive immune memory response involving T cells and B cells [Process|1sp]
161436	EML5	EMAP like 5	bilaterian	552	sparse	1	worm:elp-1	1	3	Echinoderm microtubule-associated protein-like elp-1;HELP domain-containing protein	GO:0030425:dendrite [Component|1sp]; GO:0031594:neuromuscular junction [Component|1sp]; GO:0043025:neuronal cell body [Component|1sp]
112479	ERI2	ERI1 exoribonuclease family member 2	bilaterian	848	uncharacterized	0	fly:Snp	1	3	Snipper | molecular function: 3'-5'-RNA exonuclease activity, single-stranded DNA 3'-5' DNA exonuclease activity, double-stranded DNA 3'-5' DNA exonuclease activity	GO:0000175:3'-5'-RNA exonuclease activity [Function|1sp]; GO:0008310:single-stranded DNA 3'-5' DNA exonuclease activity [Function|1sp]; GO:0008311:double-stranded DNA 3'-5' DNA exonuclease activity [Function|1sp]
79033	ERI3	ERI1 exoribonuclease family member 3	bilaterian	561	sparse	1	worm:R02D3.8	1	3	Exonuclease domain-containing protein | molecular function: protein binding | process: PERK-mediated unfolded protein response, innate immune response	GO:0005515:protein binding [Function|1sp]; GO:0036499:PERK-mediated unfolded protein response [Process|1sp]; GO:0045087:innate immune response [Process|1sp]
100130933	ERLN	endoregulin	mammal	208	sparse	0	mouse:Erln	1	3	endoregulin | molecular function: protein binding | process: negative regulation of ATPase-coupled calcium transmembrane transporter activity	GO:0005515:protein binding [Function|1sp]; GO:0005789:endoplasmic reticulum membrane [Component|1sp]; GO:1901895:negative regulation of ATPase-coupled calcium transmembrane transporter activity [Process|1sp]
161829	EXD1	exonuclease 3'-5' domain containing 1	bilaterian	823	sparse	1	mouse:Exd1	1	3	exonuclease 3'-5' domain containing 1 | process: regulatory ncRNA-mediated gene silencing, piRNA processing	GO:0031047:regulatory ncRNA-mediated gene silencing [Process|1sp]; GO:0034587:piRNA processing [Process|1sp]; GO:1990923:PET complex [Component|1sp]
55179	FAIM	Fas apoptotic inhibitory molecule	bilaterian	810	sparse	1	rat:Faim	1	3	Fas apoptotic inhibitory molecule | process: positive regulation of canonical NF-kappaB signal transduction, positive regulation of neurogenesis, negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	GO:0043123:positive regulation of canonical NF-kappaB signal transduction [Process|1sp]; GO:0050769:positive regulation of neurogenesis [Process|1sp]; GO:1902042:negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [Process|1sp]
10827	FAM114A2	family with sequence similarity 114 member A2	bilaterian	850	sparse	1	fly:CG9590	1	3	uncharacterized protein | molecular function: small GTPase binding, cargo adaptor activity	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0140312:cargo adaptor activity [Function|1sp]
84498	FAM120B	family with sequence similarity 120 member B	vertebrate	882	sparse	1	mouse:Fam120b	1	3	family with sequence similarity 120, member B | process: peroxisome proliferator activated receptor signaling pathway, fat cell differentiation	GO:0005634:nucleus [Component|1sp]; GO:0035357:peroxisome proliferator activated receptor signaling pathway [Process|1sp]; GO:0045444:fat cell differentiation [Process|1sp]
170370	FAM170B	family with sequence similarity 170 member B	amniote	248	sparse	2	mouse:Fam170b	1	3	family with sequence similarity 170, member B | process: regulation of fertilization, positive regulation of acrosome reaction	GO:0002081:outer acrosomal membrane [Component|1sp]; GO:0080154:regulation of fertilization [Process|1sp]; GO:2000344:positive regulation of acrosome reaction [Process|1sp]
85002	FAM86B1	family with sequence similarity 86 member B1 (gene/pseudogene)	eukaryote	3	uncharacterized	0	yeast:EFM3	1	3	protein-lysine N-methyltransferase | molecular function: protein-lysine N-methyltransferase activity | process: peptidyl-lysine trimethylation	GO:0005737:cytoplasm [Component|1sp]; GO:0016279:protein-lysine N-methyltransferase activity [Function|1sp]; GO:0018023:peptidyl-lysine trimethylation [Process|1sp]
