og_a,og_b,n_orgs_adjacent,source
OG01741,OG03567,4,operon-adjacent (synteny)
OG02443,OG04295,4,operon-adjacent (synteny)
OG02420,OG05950,4,operon-adjacent (synteny)
OG02421,OG02481,4,operon-adjacent (synteny)
OG02424,OG13533,4,operon-adjacent (synteny)
OG02426,OG03955,4,operon-adjacent (synteny)
OG01735,OG01986,4,operon-adjacent (synteny)
OG00102,OG09119,4,operon-adjacent (synteny)
OG02430,OG04425,4,operon-adjacent (synteny)
OG00102,OG05216,4,operon-adjacent (synteny)
OG02439,OG02573,4,operon-adjacent (synteny)
OG00069,OG02221,4,operon-adjacent (synteny)
OG02235,OG02762,4,operon-adjacent (synteny)
OG00053,OG01610,4,operon-adjacent (synteny)
OG02486,OG04637,4,operon-adjacent (synteny)
OG02489,OG10217,4,operon-adjacent (synteny)
OG00070,OG16872,4,operon-adjacent (synteny)
OG02492,OG13522,4,operon-adjacent (synteny)
OG00070,OG14673,4,operon-adjacent (synteny)
OG02479,OG02552,4,operon-adjacent (synteny)
OG00070,OG05634,4,operon-adjacent (synteny)
OG01574,OG05472,4,operon-adjacent (synteny)
OG02485,OG05524,4,operon-adjacent (synteny)
OG02485,OG11637,4,operon-adjacent (synteny)
OG02486,OG02622,4,operon-adjacent (synteny)
OG02238,OG15536,4,operon-adjacent (synteny)
OG01541,OG01637,4,operon-adjacent (synteny)
OG00141,OG01387,4,operon-adjacent (synteny)
OG00142,OG00265,4,operon-adjacent (synteny)
OG00142,OG00979,4,operon-adjacent (synteny)
OG00142,OG01444,4,operon-adjacent (synteny)
OG00143,OG00151,4,operon-adjacent (synteny)
OG02235,OG06828,4,operon-adjacent (synteny)
OG00070,OG05543,4,operon-adjacent (synteny)
OG01778,OG10258,4,operon-adjacent (synteny)
OG00102,OG00218,4,operon-adjacent (synteny)
OG01526,OG12529,4,operon-adjacent (synteny)
OG00101,OG15002,4,operon-adjacent (synteny)
OG00101,OG12278,4,operon-adjacent (synteny)
OG01530,OG01628,4,operon-adjacent (synteny)
OG01533,OG02235,4,operon-adjacent (synteny)
OG01533,OG05630,4,operon-adjacent (synteny)
OG01533,OG15351,4,operon-adjacent (synteny)
OG00143,OG00752,4,operon-adjacent (synteny)
OG00070,OG00070,4,operon-adjacent (synteny)
OG01525,OG16185,4,operon-adjacent (synteny)
OG00143,OG00447,4,operon-adjacent (synteny)
OG00101,OG11950,4,operon-adjacent (synteny)
OG01782,OG05970,4,operon-adjacent (synteny)
OG01519,OG02530,4,operon-adjacent (synteny)
OG00143,OG00299,4,operon-adjacent (synteny)
OG00143,OG00398,4,operon-adjacent (synteny)
OG00070,OG02450,4,operon-adjacent (synteny)
OG00143,OG00421,4,operon-adjacent (synteny)
OG00143,OG00424,4,operon-adjacent (synteny)
OG00070,OG02170,4,operon-adjacent (synteny)
OG01525,OG02930,4,operon-adjacent (synteny)
OG00106,OG14697,4,operon-adjacent (synteny)
OG00135,OG11202,4,operon-adjacent (synteny)
OG01554,OG04738,4,operon-adjacent (synteny)
OG01554,OG13224,4,operon-adjacent (synteny)
OG00105,OG14260,4,operon-adjacent (synteny)
OG01561,OG14843,4,operon-adjacent (synteny)
OG01561,OG15818,4,operon-adjacent (synteny)
OG01549,OG04218,4,operon-adjacent (synteny)
OG01549,OG05756,4,operon-adjacent (synteny)
OG01751,OG02507,4,operon-adjacent (synteny)
OG00143,OG00216,4,operon-adjacent (synteny)
OG01551,OG04072,4,operon-adjacent (synteny)
OG01551,OG05411,4,operon-adjacent (synteny)
OG01748,OG02438,4,operon-adjacent (synteny)
OG01541,OG04606,4,operon-adjacent (synteny)
OG01543,OG01705,4,operon-adjacent (synteny)
OG01761,OG06020,4,operon-adjacent (synteny)
OG01544,OG02779,4,operon-adjacent (synteny)
OG01756,OG03096,4,operon-adjacent (synteny)
OG01755,OG02286,4,operon-adjacent (synteny)
OG02253,OG06065,4,operon-adjacent (synteny)
OG01572,OG05341,4,operon-adjacent (synteny)
OG01748,OG02552,4,operon-adjacent (synteny)
OG00136,OG05840,4,operon-adjacent (synteny)
OG00137,OG00534,4,operon-adjacent (synteny)
OG01538,OG15450,4,operon-adjacent (synteny)
OG02247,OG02818,4,operon-adjacent (synteny)
OG02471,OG02651,4,operon-adjacent (synteny)
OG02473,OG05039,4,operon-adjacent (synteny)
OG02473,OG14974,4,operon-adjacent (synteny)
OG02474,OG02534,4,operon-adjacent (synteny)
OG02240,OG15391,4,operon-adjacent (synteny)
OG02474,OG05710,4,operon-adjacent (synteny)
OG02475,OG15229,4,operon-adjacent (synteny)
OG01565,OG11460,4,operon-adjacent (synteny)
OG02240,OG02647,4,operon-adjacent (synteny)
OG00105,OG00143,4,operon-adjacent (synteny)
OG00104,OG01331,4,operon-adjacent (synteny)
OG02468,OG05707,4,operon-adjacent (synteny)
OG00055,OG00135,4,operon-adjacent (synteny)
OG00055,OG00172,4,operon-adjacent (synteny)
OG02463,OG03652,4,operon-adjacent (synteny)
OG00104,OG00677,4,operon-adjacent (synteny)
OG00102,OG15105,4,operon-adjacent (synteny)
OG01563,OG02508,4,operon-adjacent (synteny)
OG01744,OG16753,4,operon-adjacent (synteny)
OG00055,OG00265,4,operon-adjacent (synteny)
OG02342,OG03629,4,operon-adjacent (synteny)
OG00057,OG01466,4,operon-adjacent (synteny)
OG00059,OG00075,4,operon-adjacent (synteny)
OG01653,OG11647,4,operon-adjacent (synteny)
OG01653,OG13550,4,operon-adjacent (synteny)
OG01654,OG01899,4,operon-adjacent (synteny)
OG00128,OG05990,4,operon-adjacent (synteny)
OG00128,OG09079,4,operon-adjacent (synteny)
OG01695,OG06949,4,operon-adjacent (synteny)
OG01649,OG02093,4,operon-adjacent (synteny)
OG01716,OG05227,4,operon-adjacent (synteny)
OG00128,OG01485,4,operon-adjacent (synteny)
OG00128,OG02008,4,operon-adjacent (synteny)
OG01694,OG06495,4,operon-adjacent (synteny)
OG00128,OG02758,4,operon-adjacent (synteny)
OG01694,OG04706,4,operon-adjacent (synteny)
OG01646,OG02586,4,operon-adjacent (synteny)
OG00061,OG10605,4,operon-adjacent (synteny)
OG00128,OG01137,4,operon-adjacent (synteny)
OG00061,OG05859,4,operon-adjacent (synteny)
OG02338,OG14680,4,operon-adjacent (synteny)
OG02338,OG15298,4,operon-adjacent (synteny)
OG01694,OG13686,4,operon-adjacent (synteny)
OG00128,OG15086,4,operon-adjacent (synteny)
OG00128,OG15192,4,operon-adjacent (synteny)
OG00128,OG15390,4,operon-adjacent (synteny)
OG02350,OG03247,4,operon-adjacent (synteny)
OG00110,OG01604,4,operon-adjacent (synteny)
OG00118,OG02538,4,operon-adjacent (synteny)
OG02359,OG02506,4,operon-adjacent (synteny)
OG00059,OG02881,4,operon-adjacent (synteny)
OG00116,OG14861,4,operon-adjacent (synteny)
OG00059,OG05861,4,operon-adjacent (synteny)
OG02342,OG02492,4,operon-adjacent (synteny)
OG00116,OG02497,4,operon-adjacent (synteny)
OG02343,OG08804,4,operon-adjacent (synteny)
OG02343,OG10258,4,operon-adjacent (synteny)
OG00119,OG00703,4,operon-adjacent (synteny)
OG00059,OG00821,4,operon-adjacent (synteny)
OG00059,OG01004,4,operon-adjacent (synteny)
OG00118,OG02686,4,operon-adjacent (synteny)
OG00059,OG01171,4,operon-adjacent (synteny)
OG02340,OG03460,4,operon-adjacent (synteny)
OG01688,OG12789,4,operon-adjacent (synteny)
OG02340,OG05864,4,operon-adjacent (synteny)
OG00116,OG10559,4,operon-adjacent (synteny)
OG00122,OG01985,4,operon-adjacent (synteny)
OG01665,OG01800,4,operon-adjacent (synteny)
OG01672,OG02918,4,operon-adjacent (synteny)
OG00122,OG01294,4,operon-adjacent (synteny)
OG00128,OG00235,4,operon-adjacent (synteny)
OG00127,OG12413,4,operon-adjacent (synteny)
OG01661,OG02908,4,operon-adjacent (synteny)
OG00124,OG13487,4,operon-adjacent (synteny)
OG02320,OG02664,4,operon-adjacent (synteny)
OG01679,OG14966,4,operon-adjacent (synteny)
OG00061,OG03104,4,operon-adjacent (synteny)
OG02313,OG03766,4,operon-adjacent (synteny)
OG01679,OG05597,4,operon-adjacent (synteny)
OG02314,OG13543,4,operon-adjacent (synteny)
OG01684,OG16921,4,operon-adjacent (synteny)
OG01684,OG03884,4,operon-adjacent (synteny)
OG01684,OG02131,4,operon-adjacent (synteny)
OG02317,OG05308,4,operon-adjacent (synteny)
OG02306,OG09208,4,operon-adjacent (synteny)
OG02319,OG02659,4,operon-adjacent (synteny)
OG02308,OG03457,4,operon-adjacent (synteny)
OG02311,OG13532,4,operon-adjacent (synteny)
OG02323,OG05480,4,operon-adjacent (synteny)
OG00061,OG02592,4,operon-adjacent (synteny)
OG00067,OG00194,4,operon-adjacent (synteny)
OG02326,OG15421,4,operon-adjacent (synteny)
OG02332,OG03119,4,operon-adjacent (synteny)
OG02332,OG04536,4,operon-adjacent (synteny)
OG00060,OG12001,4,operon-adjacent (synteny)
OG00061,OG00355,4,operon-adjacent (synteny)
OG00060,OG00151,4,operon-adjacent (synteny)
OG00061,OG14760,4,operon-adjacent (synteny)
OG00060,OG00215,4,operon-adjacent (synteny)
OG00067,OG00515,4,operon-adjacent (synteny)
OG01661,OG14773,4,operon-adjacent (synteny)
OG01678,OG02152,4,operon-adjacent (synteny)
OG00067,OG00346,4,operon-adjacent (synteny)
OG00067,OG00224,4,operon-adjacent (synteny)
OG01678,OG05242,4,operon-adjacent (synteny)
OG01679,OG01940,4,operon-adjacent (synteny)
OG02301,OG02745,4,operon-adjacent (synteny)
OG01679,OG02479,4,operon-adjacent (synteny)
OG02293,OG05720,4,operon-adjacent (synteny)
OG01673,OG01805,4,operon-adjacent (synteny)
OG02293,OG03161,4,operon-adjacent (synteny)
OG00122,OG16819,4,operon-adjacent (synteny)
OG00067,OG00361,4,operon-adjacent (synteny)
OG01611,OG02615,4,operon-adjacent (synteny)
OG01611,OG04927,4,operon-adjacent (synteny)
OG01611,OG15483,4,operon-adjacent (synteny)
OG02272,OG16340,4,operon-adjacent (synteny)
OG01612,OG02990,4,operon-adjacent (synteny)
OG01613,OG02469,4,operon-adjacent (synteny)
OG02272,OG06610,4,operon-adjacent (synteny)
OG01608,OG14807,4,operon-adjacent (synteny)
OG00135,OG00135,4,operon-adjacent (synteny)
OG02290,OG05081,4,operon-adjacent (synteny)
OG00128,OG15000,4,operon-adjacent (synteny)
OG00135,OG00891,4,operon-adjacent (synteny)
OG00131,OG01632,4,operon-adjacent (synteny)
OG00132,OG14926,4,operon-adjacent (synteny)
OG00134,OG04214,4,operon-adjacent (synteny)
OG02400,OG03403,4,operon-adjacent (synteny)
OG00055,OG04327,4,operon-adjacent (synteny)
OG00055,OG05401,4,operon-adjacent (synteny)
OG00055,OG06210,4,operon-adjacent (synteny)
OG02388,OG05645,4,operon-adjacent (synteny)
OG02394,OG04291,4,operon-adjacent (synteny)
OG02286,OG17004,4,operon-adjacent (synteny)
OG02289,OG05931,4,operon-adjacent (synteny)
OG01714,OG14987,4,operon-adjacent (synteny)
OG00067,OG12642,4,operon-adjacent (synteny)
OG00067,OG11397,4,operon-adjacent (synteny)
OG00067,OG04023,4,operon-adjacent (synteny)
OG00067,OG15320,4,operon-adjacent (synteny)
OG02400,OG06056,4,operon-adjacent (synteny)
OG00067,OG14969,4,operon-adjacent (synteny)
OG00067,OG14878,4,operon-adjacent (synteny)
OG02401,OG02983,4,operon-adjacent (synteny)
OG00067,OG14760,4,operon-adjacent (synteny)
OG01611,OG01854,4,operon-adjacent (synteny)
OG00067,OG14559,4,operon-adjacent (synteny)
OG02404,OG14538,4,operon-adjacent (synteny)
OG00055,OG14696,4,operon-adjacent (synteny)
OG00055,OG15266,4,operon-adjacent (synteny)
OG00055,OG15441,4,operon-adjacent (synteny)
OG00055,OG06803,4,operon-adjacent (synteny)
OG00055,OG06912,4,operon-adjacent (synteny)
OG02280,OG02328,4,operon-adjacent (synteny)
OG02278,OG02823,4,operon-adjacent (synteny)
OG02274,OG02736,4,operon-adjacent (synteny)
OG00055,OG12812,4,operon-adjacent (synteny)
OG00067,OG14751,4,operon-adjacent (synteny)
OG01623,OG03509,4,operon-adjacent (synteny)
OG01623,OG13739,4,operon-adjacent (synteny)
OG01623,OG15391,4,operon-adjacent (synteny)
OG01613,OG06109,4,operon-adjacent (synteny)
OG01709,OG01915,4,operon-adjacent (synteny)
OG01616,OG02738,4,operon-adjacent (synteny)
OG01704,OG01856,4,operon-adjacent (synteny)
OG01631,OG15504,4,operon-adjacent (synteny)
OG01641,OG09102,4,operon-adjacent (synteny)
OG01703,OG16613,4,operon-adjacent (synteny)
OG02398,OG05826,4,operon-adjacent (synteny)
OG01703,OG14778,4,operon-adjacent (synteny)
OG01643,OG04733,4,operon-adjacent (synteny)
OG01630,OG02611,4,operon-adjacent (synteny)
OG01630,OG03497,4,operon-adjacent (synteny)
OG00111,OG02324,4,operon-adjacent (synteny)
OG00111,OG00259,4,operon-adjacent (synteny)
OG01630,OG05810,4,operon-adjacent (synteny)
OG01630,OG16857,4,operon-adjacent (synteny)
OG00128,OG16856,4,operon-adjacent (synteny)
OG00128,OG16985,4,operon-adjacent (synteny)
OG00128,OG14840,4,operon-adjacent (synteny)
OG01641,OG12143,4,operon-adjacent (synteny)
OG02286,OG15077,4,operon-adjacent (synteny)
OG02286,OG03807,4,operon-adjacent (synteny)
OG02285,OG03412,4,operon-adjacent (synteny)
OG02378,OG13331,4,operon-adjacent (synteny)
OG02381,OG06080,4,operon-adjacent (synteny)
OG02285,OG03100,4,operon-adjacent (synteny)
OG01701,OG02070,4,operon-adjacent (synteny)
OG01701,OG01797,4,operon-adjacent (synteny)
OG02359,OG03184,4,operon-adjacent (synteny)
OG01696,OG02653,4,operon-adjacent (synteny)
OG01703,OG02896,4,operon-adjacent (synteny)
OG01621,OG01742,4,operon-adjacent (synteny)
OG02378,OG02554,4,operon-adjacent (synteny)
OG01628,OG12559,4,operon-adjacent (synteny)
OG00128,OG11669,4,operon-adjacent (synteny)
OG00128,OG14692,4,operon-adjacent (synteny)
OG01627,OG01762,4,operon-adjacent (synteny)
OG01627,OG05073,4,operon-adjacent (synteny)
OG01701,OG14556,4,operon-adjacent (synteny)
OG01627,OG05075,4,operon-adjacent (synteny)
OG01701,OG11181,4,operon-adjacent (synteny)
OG01620,OG06142,4,operon-adjacent (synteny)
OG01701,OG03710,4,operon-adjacent (synteny)
OG02378,OG02515,4,operon-adjacent (synteny)
OG01398,OG03800,4,operon-adjacent (synteny)
OG01399,OG04512,4,operon-adjacent (synteny)
OG00148,OG14780,4,operon-adjacent (synteny)
OG00149,OG01158,4,operon-adjacent (synteny)
OG01859,OG03254,4,operon-adjacent (synteny)
OG01397,OG14833,4,operon-adjacent (synteny)
OG01856,OG13281,4,operon-adjacent (synteny)
OG00148,OG12967,4,operon-adjacent (synteny)
OG00074,OG02416,4,operon-adjacent (synteny)
OG02685,OG16674,4,operon-adjacent (synteny)
OG00143,OG01026,4,operon-adjacent (synteny)
OG00074,OG01906,4,operon-adjacent (synteny)
OG00047,OG01022,4,operon-adjacent (synteny)
OG00047,OG01554,4,operon-adjacent (synteny)
OG02160,OG03325,4,operon-adjacent (synteny)
OG00074,OG05096,4,operon-adjacent (synteny)
OG00047,OG01747,4,operon-adjacent (synteny)
OG02682,OG05043,4,operon-adjacent (synteny)
OG00045,OG15457,4,operon-adjacent (synteny)
OG00074,OG03488,4,operon-adjacent (synteny)
OG00047,OG00299,4,operon-adjacent (synteny)
OG00047,OG00620,4,operon-adjacent (synteny)
OG02691,OG16820,4,operon-adjacent (synteny)
OG02727,OG05039,4,operon-adjacent (synteny)
OG02730,OG02965,4,operon-adjacent (synteny)
OG00099,OG11926,4,operon-adjacent (synteny)
OG01852,OG05115,4,operon-adjacent (synteny)
OG01852,OG02455,4,operon-adjacent (synteny)
OG00099,OG16733,4,operon-adjacent (synteny)
OG02713,OG03267,4,operon-adjacent (synteny)
OG00099,OG13972,4,operon-adjacent (synteny)
OG01856,OG03748,4,operon-adjacent (synteny)
OG01855,OG06309,4,operon-adjacent (synteny)
OG00151,OG01580,4,operon-adjacent (synteny)
OG01854,OG04862,4,operon-adjacent (synteny)
OG02694,OG15204,4,operon-adjacent (synteny)
OG02696,OG04738,4,operon-adjacent (synteny)
OG02705,OG06504,4,operon-adjacent (synteny)
OG02708,OG03278,4,operon-adjacent (synteny)
OG02708,OG05303,4,operon-adjacent (synteny)
OG01854,OG03429,4,operon-adjacent (synteny)
OG01861,OG13559,4,operon-adjacent (synteny)
OG01404,OG01783,4,operon-adjacent (synteny)
OG01861,OG06060,4,operon-adjacent (synteny)
OG00151,OG01457,4,operon-adjacent (synteny)
OG02725,OG15527,4,operon-adjacent (synteny)
OG02679,OG03300,4,operon-adjacent (synteny)
OG01851,OG12642,4,operon-adjacent (synteny)
OG02680,OG06335,4,operon-adjacent (synteny)
OG02665,OG06053,4,operon-adjacent (synteny)
OG00099,OG03467,4,operon-adjacent (synteny)
OG02668,OG15486,4,operon-adjacent (synteny)
OG02670,OG03498,4,operon-adjacent (synteny)
OG00099,OG03322,4,operon-adjacent (synteny)
OG02671,OG05819,4,operon-adjacent (synteny)
OG00074,OG00445,4,operon-adjacent (synteny)
OG00045,OG08099,4,operon-adjacent (synteny)
OG02664,OG05859,4,operon-adjacent (synteny)
OG02651,OG02761,4,operon-adjacent (synteny)
OG02654,OG15184,4,operon-adjacent (synteny)
OG02655,OG05900,4,operon-adjacent (synteny)
OG01439,OG01439,4,operon-adjacent (synteny)
OG01439,OG02387,4,operon-adjacent (synteny)
OG01439,OG03287,4,operon-adjacent (synteny)
OG01439,OG03795,4,operon-adjacent (synteny)
OG00148,OG05690,4,operon-adjacent (synteny)
OG02174,OG05581,4,operon-adjacent (synteny)
OG02173,OG06732,4,operon-adjacent (synteny)
OG00074,OG00244,4,operon-adjacent (synteny)
OG00045,OG14622,4,operon-adjacent (synteny)
OG00045,OG14677,4,operon-adjacent (synteny)
OG01422,OG04695,4,operon-adjacent (synteny)
OG01427,OG02082,4,operon-adjacent (synteny)
OG01430,OG02049,4,operon-adjacent (synteny)
OG02163,OG16663,4,operon-adjacent (synteny)
OG01415,OG03415,4,operon-adjacent (synteny)
OG02169,OG11361,4,operon-adjacent (synteny)
OG01411,OG05671,4,operon-adjacent (synteny)
OG02168,OG05398,4,operon-adjacent (synteny)
OG01413,OG15120,4,operon-adjacent (synteny)
OG02678,OG10217,4,operon-adjacent (synteny)
OG01841,OG03469,4,operon-adjacent (synteny)
OG01405,OG06021,4,operon-adjacent (synteny)
OG01406,OG12155,4,operon-adjacent (synteny)
OG01409,OG13710,4,operon-adjacent (synteny)
OG01409,OG14944,4,operon-adjacent (synteny)
OG01841,OG01914,4,operon-adjacent (synteny)
OG01410,OG11485,4,operon-adjacent (synteny)
OG01849,OG03872,4,operon-adjacent (synteny)
OG01848,OG15471,4,operon-adjacent (synteny)
OG01851,OG14677,4,operon-adjacent (synteny)
OG02671,OG16942,4,operon-adjacent (synteny)
OG01843,OG02378,4,operon-adjacent (synteny)
OG01888,OG14913,4,operon-adjacent (synteny)
OG01888,OG10405,4,operon-adjacent (synteny)
OG01887,OG09229,4,operon-adjacent (synteny)
OG01885,OG11442,4,operon-adjacent (synteny)
OG00156,OG09095,4,operon-adjacent (synteny)
OG02777,OG05778,4,operon-adjacent (synteny)
OG02781,OG03884,4,operon-adjacent (synteny)
OG02786,OG04536,4,operon-adjacent (synteny)
OG00045,OG01172,4,operon-adjacent (synteny)
OG00045,OG00366,4,operon-adjacent (synteny)
OG02726,OG05691,4,operon-adjacent (synteny)
OG02761,OG03601,4,operon-adjacent (synteny)
OG01861,OG16737,4,operon-adjacent (synteny)
OG01876,OG05599,4,operon-adjacent (synteny)
OG02770,OG05720,4,operon-adjacent (synteny)
OG02771,OG06388,4,operon-adjacent (synteny)
OG02773,OG03184,4,operon-adjacent (synteny)
OG01874,OG11928,4,operon-adjacent (synteny)
OG00099,OG00343,4,operon-adjacent (synteny)
OG00045,OG00317,4,operon-adjacent (synteny)
OG01878,OG03392,4,operon-adjacent (synteny)
OG01877,OG14849,4,operon-adjacent (synteny)
OG00045,OG00573,4,operon-adjacent (synteny)
OG00099,OG01645,4,operon-adjacent (synteny)
OG00163,OG14798,4,operon-adjacent (synteny)
OG00099,OG01493,4,operon-adjacent (synteny)
OG00162,OG00619,4,operon-adjacent (synteny)
OG01885,OG10336,4,operon-adjacent (synteny)
OG00162,OG02266,4,operon-adjacent (synteny)
OG00162,OG03343,4,operon-adjacent (synteny)
OG01885,OG02115,4,operon-adjacent (synteny)
OG01884,OG04993,4,operon-adjacent (synteny)
OG01369,OG02450,4,operon-adjacent (synteny)
OG00156,OG14859,4,operon-adjacent (synteny)
OG00156,OG15152,4,operon-adjacent (synteny)
OG00156,OG16646,4,operon-adjacent (synteny)
OG01883,OG13486,4,operon-adjacent (synteny)
OG01365,OG05816,4,operon-adjacent (synteny)
OG01882,OG11380,4,operon-adjacent (synteny)
OG01365,OG06548,4,operon-adjacent (synteny)
OG01881,OG15804,4,operon-adjacent (synteny)
OG01365,OG11545,4,operon-adjacent (synteny)
OG01890,OG06018,4,operon-adjacent (synteny)
OG01365,OG12942,4,operon-adjacent (synteny)
OG00156,OG13672,4,operon-adjacent (synteny)
OG01369,OG05956,4,operon-adjacent (synteny)
OG00045,OG04584,4,operon-adjacent (synteny)
OG02148,OG13635,4,operon-adjacent (synteny)
OG00045,OG05226,4,operon-adjacent (synteny)
OG00045,OG02210,4,operon-adjacent (synteny)
OG02144,OG05473,4,operon-adjacent (synteny)
OG01392,OG03423,4,operon-adjacent (synteny)
OG02159,OG02717,4,operon-adjacent (synteny)
OG02158,OG16713,4,operon-adjacent (synteny)
OG01393,OG04439,4,operon-adjacent (synteny)
OG02157,OG05778,4,operon-adjacent (synteny)
OG01877,OG04583,4,operon-adjacent (synteny)
OG00151,OG12982,4,operon-adjacent (synteny)
OG00074,OG01767,4,operon-adjacent (synteny)
OG00151,OG09079,4,operon-adjacent (synteny)
OG01379,OG13543,4,operon-adjacent (synteny)
OG01380,OG02240,4,operon-adjacent (synteny)
OG00151,OG02648,4,operon-adjacent (synteny)
OG02737,OG11409,4,operon-adjacent (synteny)
OG00074,OG00862,4,operon-adjacent (synteny)
OG00074,OG00850,4,operon-adjacent (synteny)
OG02738,OG05978,4,operon-adjacent (synteny)
OG02743,OG05562,4,operon-adjacent (synteny)
OG02157,OG05228,4,operon-adjacent (synteny)
OG01379,OG01422,4,operon-adjacent (synteny)
OG01876,OG14117,4,operon-adjacent (synteny)
OG01379,OG02184,4,operon-adjacent (synteny)
OG00099,OG00617,4,operon-adjacent (synteny)
OG00099,OG00605,4,operon-adjacent (synteny)
OG00099,OG00502,4,operon-adjacent (synteny)
OG00099,OG00372,4,operon-adjacent (synteny)
OG00153,OG14806,4,operon-adjacent (synteny)
OG00155,OG14884,4,operon-adjacent (synteny)
OG00156,OG00194,4,operon-adjacent (synteny)
OG00156,OG00208,4,operon-adjacent (synteny)
OG00045,OG03104,4,operon-adjacent (synteny)
OG01371,OG05933,4,operon-adjacent (synteny)
OG01376,OG04901,4,operon-adjacent (synteny)
OG01376,OG15181,4,operon-adjacent (synteny)
OG01377,OG01691,4,operon-adjacent (synteny)
OG02758,OG05831,4,operon-adjacent (synteny)
OG02758,OG10429,4,operon-adjacent (synteny)
OG02154,OG05568,4,operon-adjacent (synteny)
OG02751,OG04742,4,operon-adjacent (synteny)
OG02754,OG02788,4,operon-adjacent (synteny)
OG02154,OG05399,4,operon-adjacent (synteny)
OG02754,OG05356,4,operon-adjacent (synteny)
OG01371,OG02384,4,operon-adjacent (synteny)
OG02227,OG02745,4,operon-adjacent (synteny)
OG00143,OG02205,4,operon-adjacent (synteny)
OG02221,OG03652,4,operon-adjacent (synteny)
OG00143,OG02225,4,operon-adjacent (synteny)
OG00143,OG02942,4,operon-adjacent (synteny)
OG00071,OG06731,4,operon-adjacent (synteny)
OG00071,OG03974,4,operon-adjacent (synteny)
OG00143,OG01851,4,operon-adjacent (synteny)
OG00143,OG01897,4,operon-adjacent (synteny)
OG02564,OG05435,4,operon-adjacent (synteny)
OG02173,OG02346,4,operon-adjacent (synteny)
OG02230,OG05463,4,operon-adjacent (synteny)
OG02229,OG04167,4,operon-adjacent (synteny)
OG02545,OG06001,4,operon-adjacent (synteny)
OG02550,OG11361,4,operon-adjacent (synteny)
OG02227,OG15123,4,operon-adjacent (synteny)
OG02235,OG02272,4,operon-adjacent (synteny)
OG02534,OG15244,4,operon-adjacent (synteny)
OG02540,OG09955,4,operon-adjacent (synteny)
OG01511,OG03468,4,operon-adjacent (synteny)
OG02231,OG14483,4,operon-adjacent (synteny)
OG02231,OG11574,4,operon-adjacent (synteny)
OG02566,OG15326,4,operon-adjacent (synteny)
OG00143,OG05263,4,operon-adjacent (synteny)
OG00101,OG01780,4,operon-adjacent (synteny)
OG00143,OG06852,4,operon-adjacent (synteny)
OG00143,OG09267,4,operon-adjacent (synteny)
OG01804,OG13670,4,operon-adjacent (synteny)
OG00143,OG03957,4,operon-adjacent (synteny)
OG00143,OG04104,4,operon-adjacent (synteny)
OG02579,OG15101,4,operon-adjacent (synteny)
OG02581,OG03824,4,operon-adjacent (synteny)
OG02581,OG05397,4,operon-adjacent (synteny)
OG00143,OG03023,4,operon-adjacent (synteny)
OG01804,OG04763,4,operon-adjacent (synteny)
OG01809,OG01956,4,operon-adjacent (synteny)
OG02576,OG14442,4,operon-adjacent (synteny)
OG01805,OG02325,4,operon-adjacent (synteny)
OG00053,OG01565,4,operon-adjacent (synteny)
OG00053,OG00711,4,operon-adjacent (synteny)
OG00053,OG00729,4,operon-adjacent (synteny)
OG00053,OG00762,4,operon-adjacent (synteny)
OG00143,OG03539,4,operon-adjacent (synteny)
OG01493,OG01592,4,operon-adjacent (synteny)
OG00071,OG01445,4,operon-adjacent (synteny)
OG02574,OG05939,4,operon-adjacent (synteny)
OG02520,OG10188,4,operon-adjacent (synteny)
OG02521,OG03217,4,operon-adjacent (synteny)
OG00053,OG05839,4,operon-adjacent (synteny)
OG01785,OG03425,4,operon-adjacent (synteny)
OG00053,OG11223,4,operon-adjacent (synteny)
OG00053,OG13398,4,operon-adjacent (synteny)
OG00053,OG14899,4,operon-adjacent (synteny)
OG01784,OG02990,4,operon-adjacent (synteny)
OG01799,OG14920,4,operon-adjacent (synteny)
OG01794,OG01963,4,operon-adjacent (synteny)
OG00102,OG02324,4,operon-adjacent (synteny)
OG01763,OG05099,4,operon-adjacent (synteny)
OG01762,OG14984,4,operon-adjacent (synteny)
OG01762,OG02609,4,operon-adjacent (synteny)
OG00143,OG01602,4,operon-adjacent (synteny)
OG01513,OG11658,4,operon-adjacent (synteny)
OG01775,OG03402,4,operon-adjacent (synteny)
OG01515,OG02521,4,operon-adjacent (synteny)
OG01767,OG02332,4,operon-adjacent (synteny)
OG01516,OG02698,4,operon-adjacent (synteny)
OG01780,OG04038,4,operon-adjacent (synteny)
OG00143,OG00970,4,operon-adjacent (synteny)
OG01518,OG02311,4,operon-adjacent (synteny)
OG01509,OG02810,4,operon-adjacent (synteny)
OG01509,OG03042,4,operon-adjacent (synteny)
OG00102,OG00684,4,operon-adjacent (synteny)
OG01509,OG06201,4,operon-adjacent (synteny)
OG01509,OG12649,4,operon-adjacent (synteny)
OG01509,OG13532,4,operon-adjacent (synteny)
OG00102,OG00402,4,operon-adjacent (synteny)
OG01505,OG04651,4,operon-adjacent (synteny)
OG01509,OG02037,4,operon-adjacent (synteny)
OG01509,OG02605,4,operon-adjacent (synteny)
OG01493,OG14971,4,operon-adjacent (synteny)
OG02516,OG05401,4,operon-adjacent (synteny)
OG01497,OG09095,4,operon-adjacent (synteny)
OG01500,OG05472,4,operon-adjacent (synteny)
