deg_dataset,deg_gene_id,gene_name,cog,func_class,description,organism,refseq,condition,uniprot,gi
DEG1027,DEG10270155,-,COG2132Q,-,Probable oxidase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6WZK7,15607986
DEG1027,DEG10270156,PE_PGRS15,-,-,PE-PGRS family protein PE_PGRS15,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,Q79FV3,57116793
DEG1027,DEG10270157,serC,COG1932HE,-,Possible phosphoserine aminotransferase SerC (PSAT),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XA12 P9WQ73,15608024
DEG1027,DEG10270158,-,COG2072P,-,Probable monooxygenase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XA19 P9WNG1,15608032
DEG1027,DEG10270159,-,COG3315Q,-,Possible S-adenosylmethionine-dependent methyltransferase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFI1 I6Y913,15608033
DEG1027,DEG10270160,-,-,-,Possible triacylglycerol synthase (diacylglycerol acyltransferase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WKA3 I6Y532,15608035
DEG1027,DEG10270161,ompA,COG2885M,-,Outer membrane protein A OmpA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WIU5 I6WZQ5,15608039
DEG1027,DEG10270162,prrA,COG0745TK,-,Two component response transcriptional regulatory protein PrrA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WGM1 I6Y924,15608043
DEG1027,DEG10270163,-,COG1680V,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O05900,15608047
DEG1027,DEG10270164,-,COG3670Q,-,Possible dioxygenase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y551,15608053
DEG1027,DEG10270165,mku,COG1273S,-,"DNA end-binding protein, Mku",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WKD9 O05866,15608077
DEG1027,DEG10270166,ligD,COG3285L,-,ATP dependent DNA ligase LigD (ATP dependent polydeoxyribonucleotide synthase) (thermostable DNA ligase) (ATP dependent polynucleotide ligase) (sealase) (DNA repair enzyme) (DNA joinase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNV3 I6XWL7,15608078
DEG1027,DEG10270167,-,COG0179Q,-,"Possible bifunctional enzyme: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) + cyclase/dehydrase",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O86346,15608079
DEG1027,DEG10270168,uvrD1,COG0210L,-,Probable ATP-dependent DNA helicase II UvrD1,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMQ1 I6Y968,57116803
DEG1027,DEG10270169,sucC,COG0045C,-,Probable succinyl-CoA synthetase (beta chain) SucC (SCS-beta),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WGC5 I6Y586,15608091
DEG1027,DEG10270170,sucD,COG0074C,-,Probable succinyl-CoA synthetase (alpha chain) SucD (SCS-alpha),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WGC7 I6XWN1,15608092
DEG1027,DEG10270171,purN,COG0299F,-,Probable 5'-phosphoribosylglycinamide formyltransferase PurN (GART) (gar transformylase) (5'-phosphoribosylglycinamide transformylase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHM5 I6Y590,15608096
DEG1027,DEG10270172,purH,COG0138F,-,Probable bifunctional purine biosynthesis protein PurH: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase) (5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase) + inosinemonophosphate cyclohydrolase (imp c,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XWN4 P9WHM7,15608097
DEG1027,DEG10270173,fadE12,COG1960I,-,Acyl-CoA dehydrogenase FadE12,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y992 P9WQG3,15608112
DEG1027,DEG10270174,accD2,COG4799I,-,Probable acetyl-/propionyl-CoA carboxylase (beta subunit) AccD2,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O86318,15608114
DEG1027,DEG10270175,mprB,COG0642T,-,Two component sensor kinase MprB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WGL1 I6WZY6,15608122
DEG1027,DEG10270176,-,COG1136V,-,Probable adhesion component transport ATP-binding protein ABC transporter,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y9A6 P9WQK1,15608126
DEG1027,DEG10270177,-,COG4591M,-,Probable adhesion component transport transmembrane protein ABC transporter,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53900,15608127
DEG1027,DEG10270178,-,COG5621R,-,Possible conserved exported protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O86370,15608128
DEG1027,DEG10270179,galU,COG1210M,-,UTP--glucose-1-phosphate uridylyltransferase GalU (UDP-glucose pyrophosphorylase) (UDPGP) (alpha-D-glucosyl-1-phosphate uridylyltransferase) (uridine diphosphoglucose pyrophosphorylase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O05576,15608133
DEG1027,DEG10270180,-,COG1928O,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y5D5 P9WN05,15608142
DEG1027,DEG10270181,pabB,COG0147EH,-,Probable para-aminobenzoate synthase component I PABD,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O05591,15608145
DEG1027,DEG10270182,metS,COG0143J,-,Methionyl-tRNA synthetase MetS (MetRS) (methionine--tRNA ligase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFU5 I6Y5D9,15608147
DEG1027,DEG10270183,ksgA,COG0030J,-,"Probable dimethyladenosine transferase KsgA (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase) (16S rRNA dimethylase) (high level kasugamycin resistance protein KsgA) (kasugamycin dimethyltransferase)",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y9D0 P9WH07,15608150
DEG1027,DEG10270184,ispE,COG1947I,-,Probable 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase IspE (CMK) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X018 P9WKG7,15608151
DEG1027,DEG10270185,pks16,COG0318IQ,-,Putative polyketide synthase Pks16,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XWT8 O05598,15608153
DEG1027,DEG10270186,pth,COG0193J,-,Probable peptidyl-tRNA hydrolase Pth,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XAD0 P9WHN7,15608154
DEG1027,DEG10270187,prsA,COG0462FE,-,Probable ribose-phosphate pyrophosphokinase PrsA (phosphoribosyl pyrophosphate synthetase) (PRPP synthetase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WKE3 I6Y5E8,15608157
DEG1027,DEG10270188,glmU,COG1207M,-,Probable UDP-N-acetylglucosamine pyrophosphorylase GlmU,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMN3 I6XWU3,15608158
DEG1027,DEG10270189,eno,COG0148G,-,Probable enolase Eno,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNL1 I6XWV0,15608163
DEG1027,DEG10270190,-,COG2919D,-,Possible conserved membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P96376,15608164
DEG1027,DEG10270191,-,COG5340K,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P96357,15608184
DEG1027,DEG10270192,lipU,COG0657I,-,Possible lipase LipU,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53424,15608216
DEG1027,DEG10270193,coaA,COG1072H,-,Probable pantothenate kinase CoaA (pantothenic acid kinase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y9L5 P9WPA7,15608232
DEG1027,DEG10270194,glyA1,-,-,Serine hydroxymethyltransferase 1 GlyA1,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X0A7 P9WGI9,448824753
DEG1027,DEG10270195,desA2,COG0208F,-,Possible acyl-[acyl-carrier protein] desaturase DesA2 (acyl-[ACP] desaturase) (stearoyl-ACP desaturase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y5K6 P9WNZ5,15608234
DEG1027,DEG10270196,fum,COG0114C,-,Probable fumarase Fum (fumarate hydratase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X0B1 P9WN93,15608238
DEG1027,DEG10270197,lytB2,COG0761IM,-,Probable LYTB-related protein LytB2,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WKG1 I6XX35,57116829
DEG1027,DEG10270198,zwf1,COG0364G,-,Probable glucose-6-phosphate 1-dehydrogenase Zwf1 (G6PD),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WN71 I6Y9P3,57116832
DEG1027,DEG10270199,gnd2,COG1023G,-,"Probable 6-phosphogluconate dehydrogenase,decarboxylating Gnd2",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06574,15608262
DEG1027,DEG10270200,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06577,15608265
DEG1027,DEG10270201,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y5P0 P9WM57,15608268
DEG1027,DEG10270202,-,COG3800R,-,Probable transcriptional regulator protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06581,15608269
DEG1027,DEG10270203,prpC,COG0372C,-,Probable methylcitrate synthase PrpC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y9Q3,15608271
DEG1027,DEG10270204,metE,COG0620E,-,"Probable 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase MetE (methionine synthase, vitamin-B12 independent isozyme)",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WK07 I6Y5P6,15608273
DEG1027,DEG10270205,lpqW,COG0747E,-,Probable conserved lipoprotein LpqW,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y9T9 P9WGU7,15608306
DEG1027,DEG10270206,fbiC,COG1060HR,-,Probable F420 biosynthesis protein FbiC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WP77 I6XXA2,15608313
DEG1027,DEG10270207,pks3,COG3321Q,-,Probable polyketide beta-ketoacyl synthase Pks3,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,L0T5X5,15608320
DEG1027,DEG10270208,mmpL10,COG2409R,-,Probable conserved transmembrane transport protein MmpL10,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJU1 I6Y5U3,15608323
DEG1027,DEG10270209,rocA,COG1012C,-,Probable pyrroline-5-carboxylate dehydrogenase RocA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O50443,15608327
DEG1027,DEG10270210,-,COG0506E,-,Probable proline dehydrogenase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O50444,15608328
DEG1027,DEG10270211,-,COG2508TQ,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O05296,15608334
DEG1027,DEG10270212,dapD,COG2171E,-,Tetrahydrodipicolinate N-succinyltransferase DapD,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y9X4 P9WP21,15608341
DEG1027,DEG10270213,dapE,COG0624E,-,Probable succinyl-diaminopimelate desuccinylase DapE,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X0L6 P9WHS9,57116842
DEG1027,DEG10270214,gpgS,COG0463M,-,Probable glucosyl-3-phosphoglycerate synthase GpgS,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMW9 I6Y5W6,15608348
DEG1027,DEG10270215,htrA,COG0265O,-,Probable serine protease HtrA (DEGP protein),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06291,57116844
DEG1027,DEG10270216,mrp,COG0489D,-,Probable Mrp-related protein Mrp,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XXH8 P9WJN7,15608369
DEG1027,DEG10270217,-,COG0567C,-,Multifunctional alpha-ketoglutarate metabolic enzyme,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y628 P9WIS5,161352467
DEG1027,DEG10270218,-,COG2251R,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O50466,15608391
DEG1027,DEG10270219,deaD,COG0513LKJ,-,Probable cold-shock DeaD-box protein A homolog DeaD (ATP-dependent RNA helicase dead homolog),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y631 P9WH05,15608393
DEG1027,DEG10270220,-,COG1835I,-,Probable acyltransferase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,Q11064,15608394
DEG1027,DEG10270221,-,COG0654HC,-,Probable oxidoreductase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XB34 P9WM51,15608400
DEG1027,DEG10270222,oppD,COG0444EP,-,Probable oligopeptide-transport ATP-binding protein ABC transporter OppD,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YA49 P9WQJ5,15608421
DEG1027,DEG10270223,cysD,COG0175EH,-,Probable sulfate adenylyltransferase subunit 2 CysD,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WIK1 I6XB53,15608425
DEG1027,DEG10270224,cysN,COG2895P,-,Probable bifunctional enzyme CysN/CysC: sulfate adenyltransferase (subunit 1) + adenylylsulfate kinase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNM5 I6YA54,15608426
DEG1027,DEG10270225,argS,COG0018J,-,Probable arginyl-tRNA synthetase ArgS (ARGRS) (arginine--tRNA ligase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFW5 I6Y661,15608432
DEG1027,DEG10270226,lysA,COG0019E,-,Diaminopimelate decarboxylase LysA (DAP decarboxylase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XXM8 P9WIU7,15608433
DEG1027,DEG10270227,thrA,COG0460E,-,Probable homoserine dehydrogenase ThrA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WPX1 I6XB59,15608434
DEG1027,DEG10270228,thrC,COG0498E,-,Threonine synthase ThrC (ts),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YA63 P9WG59,15608435
DEG1027,DEG10270229,thrB,COG0083E,-,Probable homoserine kinase ThrB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WKE7 I6Y665,15608436
DEG1027,DEG10270230,rho,COG1158K,-,Probable transcription termination factor Rho homolog,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHF3 I6XXN3,15608437
DEG1027,DEG10270231,prfA,COG0216J,-,Probable peptide chain release factor 1 PrfA (RF-1),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YA68 P9WHG3,15608439
DEG1027,DEG10270232,hemK,COG2890J,-,Probable HemK protein homolog HemK,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHV3 I6X0W3,15608440
DEG1027,DEG10270233,rfe,COG0472M,-,Probable undecapaprenyl-phosphate alpha-N-acetylglucosaminyltransferase Rfe (UDP-GlcNAc transferase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XXN5 P9WMW5,15608442
DEG1027,DEG10270234,atpB,COG0356C,-,Probable ATP synthase a chain AtpB (protein 6),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YA72 P9WPV7,15608444
DEG1027,DEG10270235,atpE,COG0636C,-,Probable ATP synthase C chain AtpE (lipid-binding protein) (dicyclohexylcarbodiimide-binding protein),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X0W7 P9WPS1,15608445
DEG1027,DEG10270236,atpH,COG0712C,-,Probable ATP synthase delta chain AtpH,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XXP0 P9WPV3,15608447
DEG1027,DEG10270237,atpA,COG0056C,-,Probable ATP synthase alpha chain AtpA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XB71 P9WPU7,15608448
DEG1027,DEG10270238,atpG,COG0224C,-,Probable ATP synthase gamma chain AtpG,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YA77 P9WPU9,15608449
DEG1027,DEG10270239,atpD,COG0055C,-,Probable ATP synthase beta chain AtpD,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WPU5 I6X0X1,15608450
DEG1027,DEG10270240,murA,COG0766M,-,Probable UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJM1 I6X0X6,15608455
DEG1027,DEG10270241,glgB,COG0296G,-,"1,4-alpha-glucan branching enzyme GlgB (glycogen branching enzyme)",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WN45 I6XXQ3,15608466
DEG1027,DEG10270242,glgE,COG0366G,-,Probable glucanase GlgE,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WQ17 I6XB87,57116849
DEG1027,DEG10270243,glgP,COG0058G,-,Probable glycogen phosphorylase GlgP,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YA95 P9WMW1,15608468
DEG1027,DEG10270244,murI,COG0796M,-,Probable glutamate racemase MurI,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YAA3 P9WPW9,15608478
DEG1027,DEG10270245,-,COG1234R,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X0Z8 P9WGC1,15608479
DEG1027,DEG10270246,mbtK,COG1670J,-,Lysine N-acetyltransferase MbtK,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XBA3 P9WK15,15608487
DEG1027,DEG10270247,irtA,COG1132V,-,Iron-regulated transporter IrtA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WQJ9 I6YAB3,15608488
DEG1027,DEG10270248,-,COG5001T,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X113 P9WM13,15608494
DEG1027,DEG10270249,moeY,COG0476H,-,Possible molybdopterin biosynthesis protein MoeY,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WM11 I6Y6B8,15608495
DEG1027,DEG10270250,pyrB,COG0540F,-,Probable aspartate carbamoyltransferase PyrB (ATCase) (aspartate transcarbamylase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WIT7 I6XBC8,15608520
DEG1027,DEG10270251,carB,COG0458EF,-,Probable carbamoyl-phosphate synthase large chain CarB (carbamoyl-phosphate synthetase ammonia chain),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XXU0 P9WPK3,57116856
DEG1027,DEG10270252,dfp,COG0452H,-,Probable DNA/pantothenate metabolism flavoprotein homolog Dfp,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNZ1 I6YAF6,15608530
DEG1027,DEG10270253,metK,COG0192H,-,Probable S-adenosylmethionine synthetase MetK (mat) (AdoMet synthetase) (methionine adenosyltransferase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WGV1 I6X149,15608531
DEG1027,DEG10270254,priA,COG1198L,-,Putative primosomal protein N' PriA (replication factor Y),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMQ9 I6X157,15608540
DEG1027,DEG10270255,fmt,COG0223J,-,Probable methionyl-tRNA formyltransferase Fmt,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WND3 I6YAG9,15608544
DEG1027,DEG10270256,rpe,COG0036G,-,Probable ribulose-phosphate 3-epimerase Rpe (PPE) (R5P3E) (pentose-5-phosphate 3-epimerase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WI51 I6Y6G9,15608546
DEG1027,DEG10270257,ribA2,COG0108H,-,"Probable riboflavin biosynthesis protein RibA2 : GTP cyclohydrolase II + 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase)",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHF1 I6XBF3,15608553
DEG1027,DEG10270258,uvrC,COG0322L,-,Probable excinuclease ABC (subunit C-nuclease) UvrC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFC5 I6XBF8,15608558
DEG1027,DEG10270259,-,COG1660R,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFQ3 I6YAI3,15608559
DEG1027,DEG10270260,lipO,COG0657I,-,Probable esterase LipO,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06832,15608564
DEG1027,DEG10270261,gap,COG0057G,-,Probable glyceraldehyde 3-phosphate dehydrogenase Gap (GAPDH),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WN83 I6YAJ8,15608574
DEG1027,DEG10270262,pgk,COG0126G,-,Probable phosphoglycerate kinase Pgk,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WID1 I6X185,15608575
DEG1027,DEG10270263,tpi,COG0149G,-,Probable triosephosphate isomerase Tpi (TIM),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WG43 I6Y6J3,15608576
DEG1027,DEG10270264,opcA,COG3429G,-,Putative OXPP cycle protein OpcA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06813,15608584
DEG1027,DEG10270265,tkt,COG0021G,-,Transketolase Tkt (TK),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X1A1 P9WG25,15608587
DEG1027,DEG10270266,ctaB,COG0109O,-,Probable cytochrome C oxidase assembly factor CtaB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XXZ1 P9WFR7,15608589
DEG1027,DEG10270267,-,COG1612O,-,Probable unidentified antibiotic-transport integral membrane ABC transporter,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53148,15608594
DEG1027,DEG10270268,-,-,-,Possible conserved integral membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53150 I6X1B1,15608597
DEG1027,DEG10270269,-,COG0719O,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XY00 P9WFP7,15608599
DEG1027,DEG10270270,-,COG0719O,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFP5 I6XBJ1,15608600
DEG1027,DEG10270271,-,COG0396O,-,Probable conserved ATP-binding protein ABC transporter,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53154,15608601
DEG1027,DEG10270272,acn,COG1048C,-,Probable iron-regulated aconitate hydratase Acn (citrate hydro-lyase) (aconitase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53166,15608613
DEG1027,DEG10270273,ripA,COG0791M,-,Peptidoglycan hydrolase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53168 I6YAN5,15608615
DEG1027,DEG10270274,moxR1,COG0714R,-,Probable transcriptional regulatory protein MoxR1,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,Q79FN7,57116872
DEG1027,DEG10270275,-,COG1240H,-,Probable membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XBK9 P9WFJ7,15608619
DEG1027,DEG10270276,fabG1,COG1028IQR,-,3-oxoacyl-[acyl-carrier protein] reductase FabG1 (3-ketoacyl-acyl carrier protein reductase) (mycolic acid biosynthesis a protein),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X1D4 P9WGT3,15608621
DEG1027,DEG10270277,hemZ,COG0276H,-,Ferrochelatase HemZ (protoheme ferro-lyase) (heme synthetase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNE3 I6XY22,15608623
DEG1027,DEG10270278,-,-,-,Probable membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XBL7 P9WLX1,15608628
DEG1027,DEG10270279,-,COG0463M,-,Probable glycosyltransferase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMX5 I6YAR1,15608638
DEG1027,DEG10270280,-,COG5285Q,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WI91 I6X1F6,15608639
DEG1027,DEG10270281,-,COG0110R,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P71784,15608643
DEG1027,DEG10270282,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WLW5 I6YAR8,15608645
DEG1027,DEG10270283,-,-,-,Hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,L7N6B6,57116879
DEG1027,DEG10270284,-,COG0463M,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMX9 I6YAS6,15608652
DEG1027,DEG10270285,-,COG2227H,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P71794,15608653
DEG1027,DEG10270286,mmpL12,COG2409R,-,Probable conserved transmembrane transport protein MmpL12,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJT7 I6XBP6,15608660
DEG1027,DEG10270287,wbbL2,COG1216R,-,Possible rhamnosyl transferase WbbL2,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y6S5 P9WLV3,15608663
DEG1027,DEG10270288,ileS,COG0060J,-,Isoleucyl-tRNA synthetase IleS,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XY74 P9WFV3,15608674
DEG1027,DEG10270289,-,COG0564J,-,Conserved hypothetical protein member of yabO/yceC/yfiI family,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHQ3 I6Y6T8,15608678
DEG1027,DEG10270290,dnaE1,COG0587L,-,Probable DNA polymerase III (alpha chain) DnaE1 (DNA nucleotidyltransferase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XBR5 P9WNT7,15608685
DEG1027,DEG10270291,frdA,COG1053C,-,Probable fumarate reductase [flavoprotein subunit] FrdA (fumarate dehydrogenase) (fumaric hydrogenase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YAW6 P9WN91,15608690
DEG1027,DEG10270292,ilvA,COG1171E,-,Probable threonine dehydratase IlvA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WG95 I6Y6V4,15608697
DEG1027,DEG10270293,treZ,COG0296G,-,Maltooligosyltrehalose trehalohydrolase TreZ,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WQ23 I6YAX6,57116884
DEG1027,DEG10270294,treY,COG3280G,-,Maltooligosyltrehalose synthase TreY,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WQ21 I6X1M4,57116885
DEG1027,DEG10270295,treX,COG1523G,-,Probable maltooligosyltrehalose synthase TreX,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y6V9 P9WQ25,57116886
DEG1027,DEG10270296,-,COG1835I,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06625,15608703
