organism,locus_tag,og_id,pident
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04705,OG01147,54.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08350,OG00082,35.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03130,OG02125,49.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04675,OG01590,35.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01870,OG00039,43.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03305,OG03356,45.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09630,OG02583,41.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07880,OG02033,45.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08175,OG02250,58.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09200,OG00908,38.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08590,OG01361,42.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02600,OG06284,30.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03680,OG01534,30.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06300,OG05030,38.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08855,OG01542,35.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01635,OG02028,47.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00590,OG04431,30.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03890,OG01398,36.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06635,OG00399,30.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08760,OG01923,42.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01525,OG06695,42.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02585,OG01576,36.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09815,OG00374,34.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05330,OG01797,35.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05635,OG00050,40.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06585,OG02022,32.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03025,OG01600,42.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01510,OG01707,35.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03555,OG02534,35.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01850,OG00613,38.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05630,OG02679,47.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06485,OG02567,38.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05575,OG01638,45.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07295,OG02479,34.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09890,OG06030,30.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00790,OG00503,30.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01745,OG00600,31.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07650,OG01392,32.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00670,OG06833,32.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04965,OG01417,42.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07840,OG01078,58.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08140,OG01873,43.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01835,OG02059,38.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08965,OG00344,41.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01275,OG00400,50.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01290,OG01968,34.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02555,OG15340,38.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05000,OG02810,41.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08355,OG07484,36.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04615,OG00281,54.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05550,OG02293,43.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08875,OG02374,54.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06220,OG01869,44.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03385,OG06370,32.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00160,OG01665,45.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06645,OG03732,40.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09020,OG02420,37.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02430,OG14355,35.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03395,OG00143,34.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04010,OG04742,35.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05595,OG07831,58.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09625,OG01509,43.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS10110,OG01287,45.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01225,OG00545,33.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02955,OG02458,39.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04845,OG00038,35.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01080,OG05067,31.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05790,OG03289,47.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03035,OG01519,60.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07025,OG02009,50.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08275,OG01433,60.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04205,OG03339,52.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01210,OG02322,42.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08200,OG01013,32.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01155,OG02301,35.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03650,OG01837,50.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09800,OG00803,33.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08825,OG00324,54.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05585,OG00569,34.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06530,OG00796,31.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08150,OG00816,34.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00885,OG00695,38.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02315,OG04065,35.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03070,OG01208,39.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS12170,OG03385,30.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00705,OG01509,41.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01105,OG03983,33.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02050,OG05153,30.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03020,OG00572,32.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05170,OG03718,62.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07100,OG00352,33.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08800,OG01366,53.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05645,OG04746,50.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06280,OG00583,35.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09670,OG01383,37.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02490,OG01566,37.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07120,OG03468,32.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09875,OG03631,35.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07080,OG02660,39.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07565,OG01793,35.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08030,OG01027,37.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03595,OG01693,33.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05970,OG01082,51.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07600,OG02470,32.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01120,OG02247,30.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01805,OG03127,30.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02610,OG00966,45.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03235,OG01952,33.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03085,OG02010,38.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04365,OG01900,58.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02425,OG01916,42.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03380,OG00305,34.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04480,OG00352,34.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08330,OG07508,50.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09830,OG00803,31.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01600,OG00405,33.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03190,OG00828,32.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09760,OG01265,37.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04145,OG02678,34.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06835,OG03105,42.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03855,OG01679,31.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06060,OG03356,34.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07035,OG00438,32.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08050,OG01570,41.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09085,OG00218,31.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00910,OG00115,32.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08675,OG01094,32.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06025,OG01163,33.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00195,OG00954,31.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06065,OG03584,31.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01650,OG00831,46.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03885,OG00721,47.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05770,OG01883,47.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07395,OG01171,38.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00735,OG03895,51.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05625,OG00299,39.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07575,OG02779,50.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08340,OG07151,46.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07580,OG00096,44.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08500,OG02830,39.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02015,OG01016,32.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07500,OG00632,34.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09455,OG01011,41.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04355,OG04819,36.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06895,OG02123,41.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00100,OG00565,36.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02330,OG15316,40.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08480,OG00021,30.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03140,OG00619,30.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03930,OG04556,40.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05810,OG01467,52.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06325,OG00626,32.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06350,OG02816,30.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07895,OG02642,38.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07595,OG01852,41.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07930,OG00004,36.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09375,OG00551,43.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00620,OG00975,31.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09545,OG01124,31.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01125,OG00278,56.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07570,OG01544,45.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08490,OG06258,31.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09205,OG01765,34.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02005,OG00990,38.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05020,OG01614,33.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04745,OG01660,42.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08375,OG07388,43.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03345,OG02902,34.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02060,OG00783,41.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09550,OG01778,41.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03820,OG02679,38.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05905,OG01758,39.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08755,OG01634,45.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09810,OG01324,38.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06910,OG00676,30.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01830,OG00898,37.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05290,OG00201,36.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05445,OG04180,52.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06240,OG00455,34.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06915,OG01586,48.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04755,OG01348,34.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03640,OG02649,35.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS11860,OG04161,31.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08105,OG00451,44.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03055,OG00987,56.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS10835,OG03986,48.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03975,OG00164,34.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04320,OG07249,33.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05245,OG01782,32.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06205,OG00568,31.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07355,OG02238,30.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08595,OG00618,36.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05750,OG04018,50.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06575,OG00924,37.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09480,OG00710,35.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02695,OG01213,38.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09495,OG00486,37.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05185,OG12169,30.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07115,OG01252,41.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07305,OG07805,32.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03665,OG00613,44.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04800,OG01299,32.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04840,OG00162,32.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08000,OG00990,41.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08750,OG00567,50.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09315,OG02292,33.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08465,OG01943,42.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08160,OG02764,40.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08815,OG00232,50.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04695,OG01213,37.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05620,OG00447,51.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06255,OG00749,35.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00750,OG02035,64.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05325,OG01175,36.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01695,OG01567,54.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04080,OG02414,33.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01770,OG01665,37.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03040,OG00345,40.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04790,OG01355,46.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05240,OG02169,50.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02000,OG02665,38.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05940,OG00501,36.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08115,OG00888,34.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06705,OG02638,42.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07505,OG01836,38.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01335,OG02579,30.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02605,OG01505,45.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06070,OG03481,38.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07550,OG02683,30.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00880,OG00492,38.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04215,OG08807,31.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07535,OG00898,33.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00085,OG02751,40.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05925,OG05700,34.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06290,OG00120,48.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09530,OG14927,32.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04440,OG04174,31.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03715,OG01819,35.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06390,OG02221,57.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07890,OG01988,38.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08930,OG01809,52.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05795,OG01343,49.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05515,OG02096,37.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02475,OG02262,35.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03260,OG00305,31.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00155,OG00927,35.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02215,OG03222,36.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03145,OG02539,44.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02025,OG00918,32.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06615,OG02598,35.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08680,OG02549,43.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08830,OG00546,52.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03030,OG02265,50.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01995,OG01091,31.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04220,OG08807,41.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06400,OG00802,47.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07730,OG01347,32.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08790,OG01961,46.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04105,OG06544,34.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04885,OG01596,31.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05505,OG02006,30.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07125,OG00791,34.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07740,OG01804,38.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02355,OG00378,35.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02990,OG00601,30.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05350,OG04159,31.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08810,OG02088,44.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09230,OG00904,30.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02350,OG00342,38.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08535,OG02229,35.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02540,OG02167,40.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03730,OG01560,33.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04175,OG02038,46.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06355,OG00626,30.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06570,OG00425,53.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08185,OG03961,52.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03540,OG02251,38.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00090,OG01303,37.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04990,OG00853,40.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07705,OG00524,37.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05680,OG03281,30.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08235,OG03100,34.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00645,OG01593,33.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06990,OG04750,35.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08555,OG01106,37.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02705,OG01164,33.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS10415,OG09107,42.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04580,OG14158,32.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01585,OG02738,44.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03455,OG03467,31.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02620,OG02160,34.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07555,OG02991,34.4
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01675,OG03121,36.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS06360,OG01675,33.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07690,OG01843,36.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09615,OG02682,41.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08435,OG01170,33.2
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01505,OG02878,38.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03695,OG00101,38.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02975,OG02531,38.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07290,OG01198,42.1
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07770,OG02745,41.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05420,OG00945,44.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09445,OG02687,41.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00550,OG02033,38.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02630,OG08176,31.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00965,OG00068,30.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07170,OG01216,45.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS01170,OG00581,60.5
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS04500,OG06578,36.9
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02345,OG02165,44.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03300,OG00154,34.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS03750,OG01130,46.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05030,OG14680,33.7
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS07750,OG00936,59.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS09740,OG02287,30.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS05870,OG01580,40.3
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS02035,OG07770,39.8
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08075,OG01220,46.0
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS00625,OG01850,32.6
deg_Porphyromonas_gingivalis_ATCC_33277,PGN_RS08085,OG00305,30.9
deg_Providencia_stuartii_strain_BE2467,BGK56_01320,OG00305,74.3
deg_Providencia_stuartii_strain_BE2467,BGK56_04870,OG02158,33.5
deg_Providencia_stuartii_strain_BE2467,BGK56_15650,OG12553,39.5
deg_Providencia_stuartii_strain_BE2467,BGK56_07700,OG00807,55.9
