og_id,organism,locus_tag
OG06230,beril_Magneto,AMB_RS05680
OG06231,beril_Magneto,AMB_RS02725
OG06232,beril_Magneto,AMB_RS08010
OG06233,beril_Magneto,AMB_RS09415
OG06234,beril_HerbieS,HSERO_RS14365
OG06235,beril_Magneto,AMB_RS22090
OG06236,beril_Magneto,AMB_RS00855
OG06237,beril_Magneto,AMB_RS01870
OG06238,beril_Magneto,AMB_RS21405
OG06239,beril_Magneto,AMB_RS21645
OG06240,beril_Methanococcus_S2,MMP_RS01635
OG06241,beril_HerbieS,HSERO_RS13655
OG06242,beril_Magneto,AMB_RS17570
OG06243,beril_Magneto,AMB_RS03345
OG06244,beril_Magneto,AMB_RS18750
OG06245,beril_Magneto,AMB_RS07950
OG06246,beril_Magneto,AMB_RS22430
OG06247,beril_Magneto,AMB_RS06430
OG06248,beril_Magneto,AMB_RS02055
OG06249,beril_Magneto,AMB_RS09050
OG06250,beril_Magneto,AMB_RS13475
OG06251,beril_Magneto,AMB_RS15240
OG06252,beril_Magneto,AMB_RS00860
OG06253,beril_HerbieS,HSERO_RS12280
OG06254,beril_Magneto,AMB_RS02825
OG06255,beril_Magneto,AMB_RS09270
OG06256,beril_Magneto,AMB_RS05790
OG06257,beril_Magneto,AMB_RS24335
OG06258,beril_Magneto,AMB_RS13565
OG06259,beril_Magneto,AMB_RS02560
OG06260,beril_RalstoniaBSBF1503,RALBFv3_RS13410
OG06261,beril_Magneto,AMB_RS07160
OG06262,beril_Magneto,AMB_RS23410
OG06263,beril_Magneto,AMB_RS05485
OG06264,beril_Magneto,AMB_RS00135
OG06265,beril_Magneto,AMB_RS17120
OG06266,beril_Magneto,AMB_RS07720
OG06267,beril_Magneto,AMB_RS10965
OG06268,beril_Magneto,AMB_RS16585
OG06269,beril_Magneto,AMB_RS00795
OG06270,beril_Magneto,AMB_RS00880
OG06271,beril_Magneto,AMB_RS23255
OG06272,beril_Magneto,AMB_RS07485
OG06273,beril_Magneto,AMB_RS17380
OG06274,beril_Magneto,AMB_RS22560
OG06275,beril_Magneto,AMB_RS10515
OG06276,beril_Magneto,AMB_RS09800
OG06277,beril_Magneto,AMB_RS17350
OG06278,beril_Dda3937,DDA3937_RS17645
OG06279,beril_Magneto,AMB_RS19420
OG06280,beril_Magneto,AMB_RS22215
OG06281,beril_Magneto,AMB_RS08290
OG06282,beril_Magneto,AMB_RS11800
OG06283,beril_Magneto,AMB_RS08485
OG06284,beril_Magneto,AMB_RS00430
OG06285,beril_Magneto,AMB_RS03970
OG06286,beril_Magneto,AMB_RS07340
OG06287,beril_Dda3937,DDA3937_RS04760
OG06288,beril_Magneto,AMB_RS15315
OG06289,beril_Magneto,AMB_RS06560
OG06290,beril_RalstoniaPSI07,RPSI07_RS08190
OG06291,beril_Magneto,AMB_RS17175
OG06292,beril_Magneto,AMB_RS00895
OG06293,beril_Magneto,AMB_RS01415
OG06294,beril_Magneto,AMB_RS18090
OG06295,beril_RalstoniaGMI1000,RS_RS23690
OG06296,beril_Magneto,AMB_RS11910
OG06297,beril_Magneto,AMB_RS17935
OG06298,beril_Magneto,AMB_RS01520
OG06299,beril_Magneto,AMB_RS05405
OG06300,beril_Magneto,AMB_RS14245
OG06301,beril_Magneto,AMB_RS18030
OG06302,beril_Magneto,AMB_RS08915
OG06303,beril_Magneto,AMB_RS13840
OG06304,beril_Magneto,AMB_RS01840
OG06305,beril_Magneto,AMB_RS19945
OG06306,beril_Magneto,AMB_RS07095
OG06307,beril_Magneto,AMB_RS13880
OG06308,beril_Magneto,AMB_RS04500
OG06309,beril_RalstoniaPSI07,RPSI07_RS08745
OG06310,beril_Magneto,AMB_RS05800
OG06311,beril_Magneto,AMB_RS00835
OG06312,beril_Magneto,AMB_RS09420
OG06313,beril_Magneto,AMB_RS07420
OG06314,beril_Magneto,AMB_RS22260
OG06315,beril_Magneto,AMB_RS21410
OG06316,beril_Magneto,AMB_RS17705
OG06317,beril_Magneto,AMB_RS18970
OG06318,beril_Magneto,AMB_RS06075
OG06319,beril_Magneto,AMB_RS13375
OG06320,beril_Magneto,AMB_RS10470
OG06321,beril_Magneto,AMB_RS11220
OG06322,beril_Magneto,AMB_RS08475
OG06323,beril_Magneto,AMB_RS04530
OG06324,beril_HerbieS,HSERO_RS13670
OG06325,beril_Magneto,AMB_RS01040
OG06326,beril_Magneto,AMB_RS21265
OG06327,beril_Magneto,AMB_RS17510
OG06328,beril_Magneto,AMB_RS19560
OG06329,beril_Magneto,AMB_RS18590
OG06330,beril_Magneto,AMB_RS22150
OG06331,beril_Magneto,AMB_RS14140
OG06332,beril_Magneto,AMB_RS19855
OG06333,beril_Magneto,AMB_RS03230
OG06334,beril_HerbieS,HSERO_RS01495
OG06335,beril_Magneto,AMB_RS00140
OG06336,beril_Magneto,AMB_RS01250
OG06337,beril_Magneto,AMB_RS01505
OG06338,beril_Magneto,AMB_RS03960
OG06339,beril_Magneto,AMB_RS13125
OG06340,beril_Magneto,AMB_RS18720
OG06341,beril_Magneto,AMB_RS05835
OG06342,beril_Magneto,AMB_RS12565
OG06343,beril_Magneto,AMB_RS07350
OG06344,beril_Magneto,AMB_RS04430
OG06345,beril_Magneto,AMB_RS17610
OG06346,beril_Magneto,AMB_RS06705
OG06347,beril_Magneto,AMB_RS00305
OG06348,beril_Magneto,AMB_RS09100
OG06349,beril_Magneto,AMB_RS22125
OG06350,beril_Magneto,AMB_RS16870
OG06351,beril_Magneto,AMB_RS10010
OG06352,beril_Magneto,AMB_RS15505
OG06353,beril_Magneto,AMB_RS06375
OG06354,beril_Magneto,AMB_RS00445
OG06355,beril_Magneto,AMB_RS03690
OG06356,beril_Magneto,AMB_RS06100
OG06357,beril_Magneto,AMB_RS00620
OG06358,beril_Magneto,AMB_RS14820
OG06359,beril_Magneto,AMB_RS16275
OG06360,beril_Magneto,AMB_RS10455
OG06361,beril_Magneto,AMB_RS15510
OG06362,beril_Magneto,AMB_RS00885
OG06363,beril_Magneto,AMB_RS04265
OG06364,beril_Magneto,AMB_RS05960
OG06365,beril_Magneto,AMB_RS21385
OG06366,beril_Magneto,AMB_RS22680
OG06367,beril_Magneto,AMB_RS06205
OG06368,beril_Magneto,AMB_RS01010
OG06369,beril_Magneto,AMB_RS10250
OG06370,beril_Magneto,AMB_RS16330
OG06371,beril_Magneto,AMB_RS14365
OG06372,beril_Magneto,AMB_RS09450
OG06373,beril_Magneto,AMB_RS12365
OG06374,beril_Magneto,AMB_RS23135
OG06375,beril_Magneto,AMB_RS23350
OG06376,beril_Magneto,AMB_RS03955
OG06377,beril_Dda3937,DDA3937_RS20260
OG06378,beril_Magneto,AMB_RS18605
OG06379,beril_Magneto,AMB_RS01495
OG06380,beril_Magneto,AMB_RS00280
OG06381,beril_Magneto,AMB_RS09235
OG06382,beril_Magneto,AMB_RS20205
OG06383,beril_Magneto,AMB_RS18495
OG06384,beril_Magneto,AMB_RS09430
OG06385,beril_Magneto,AMB_RS01740
OG06386,beril_Magneto,AMB_RS11240
OG06387,beril_Magneto,AMB_RS19355
OG06388,beril_Magneto,AMB_RS02630
OG06389,beril_RalstoniaPSI07,RPSI07_RS18555
OG06390,beril_Magneto,AMB_RS06730
OG06391,beril_Magneto,AMB_RS05685
OG06392,beril_Magneto,AMB_RS06255
OG06393,beril_Magneto,AMB_RS07515
OG06394,beril_HerbieS,HSERO_RS13980
OG06395,beril_Magneto,AMB_RS15600
OG06396,beril_Magneto,AMB_RS23070
OG06397,beril_Magneto,AMB_RS04355
OG06398,beril_Magneto,AMB_RS04400
OG06400,beril_RalstoniaGMI1000,RS_RS15930
OG06401,beril_Magneto,AMB_RS17185
OG06402,beril_RalstoniaGMI1000,RS_RS09220
OG06403,beril_Magneto,AMB_RS07965
OG06404,beril_Magneto,AMB_RS21870
OG06405,beril_Magneto,AMB_RS03745
OG06406,beril_Magneto,AMB_RS19585
OG06407,beril_Magneto,AMB_RS20635
OG06408,beril_Magneto,AMB_RS02270
OG06409,beril_Magneto,AMB_RS12260
OG06410,beril_Magneto,AMB_RS21925
OG06411,beril_Magneto,AMB_RS20735
OG06412,beril_Magneto,AMB_RS03030
OG06413,beril_Magneto,AMB_RS17455
OG06414,beril_Magneto,AMB_RS04475
OG06415,beril_Magneto,AMB_RS09115
OG06416,beril_Magneto,AMB_RS03665
OG06417,beril_Magneto,AMB_RS06825
OG06418,beril_Magneto,AMB_RS10155
OG06419,beril_Magneto,AMB_RS17545
OG06420,beril_Magneto,AMB_RS17275
OG06421,beril_Magneto,AMB_RS17660
OG06422,beril_Magneto,AMB_RS07940
OG06423,beril_Magneto,AMB_RS17880
OG06424,beril_RalstoniaGMI1000,RS_RS23270
OG06425,beril_Magneto,AMB_RS05410
OG06426,beril_Magneto,AMB_RS18220
OG06427,beril_Magneto,AMB_RS14810
OG06428,beril_Magneto,AMB_RS20540
OG06429,beril_Magneto,AMB_RS18620
OG06430,beril_Magneto,AMB_RS14110
OG06431,beril_Magneto,AMB_RS02855
OG06432,beril_Magneto,AMB_RS19910
OG06433,beril_Methanococcus_JJ,MMJJ_RS01735
OG06434,beril_RalstoniaGMI1000,RS_RS04445
OG06435,beril_Magneto,AMB_RS19935
OG06436,beril_Magneto,AMB_RS00220
OG06437,beril_RalstoniaPSI07,RPSI07_RS23080
OG06438,beril_Magneto,AMB_RS11970
OG06439,beril_Magneto,AMB_RS07505
OG06440,beril_Magneto,AMB_RS07115
OG06441,beril_Magneto,AMB_RS00840
OG06442,beril_Magneto,AMB_RS20280
OG06443,beril_Magneto,AMB_RS22730
OG06444,beril_Magneto,AMB_RS18830
OG06445,beril_Magneto,AMB_RS06070
OG06446,beril_Magneto,AMB_RS22515
OG06447,beril_Magneto,AMB_RS19270
OG06448,beril_Magneto,AMB_RS22500
OG06449,beril_Magneto,AMB_RS17195
OG06450,beril_Magneto,AMB_RS12915
OG06451,beril_Magneto,AMB_RS21750
OG06452,beril_Magneto,AMB_RS16180
OG06453,beril_Magneto,AMB_RS19690
OG06454,beril_Magneto,AMB_RS14220
OG06455,beril_Magneto,AMB_RS09685
OG06456,beril_Magneto,AMB_RS16540
OG06457,beril_Magneto,AMB_RS01550
OG06458,beril_Magneto,AMB_RS22375
OG06459,beril_Magneto,AMB_RS14340
OG06460,beril_Magneto,AMB_RS20085
OG06461,beril_Magneto,AMB_RS01215
OG06462,beril_Magneto,AMB_RS16590
OG06463,beril_Magneto,AMB_RS12815
OG06464,beril_Magneto,AMB_RS22740
OG06465,beril_Magneto,AMB_RS05760
OG06466,beril_Magneto,AMB_RS14485
OG06467,beril_Magneto,AMB_RS20835
OG06468,beril_Magneto,AMB_RS11795
OG06469,beril_Magneto,AMB_RS10510
OG06470,beril_Magneto,AMB_RS15535
OG06471,beril_Magneto,AMB_RS14965
OG06472,beril_Magneto,AMB_RS14520
OG06473,beril_Magneto,AMB_RS02215
OG06474,beril_Magneto,AMB_RS19700
OG06475,beril_Magneto,AMB_RS07125
OG06476,beril_Magneto,AMB_RS09945
OG06477,beril_Magneto,AMB_RS15610
OG06478,beril_Magneto,AMB_RS21940
OG06479,beril_Magneto,AMB_RS01560
OG06480,beril_Magneto,AMB_RS08375
OG06481,beril_Magneto,AMB_RS08655
OG06482,beril_Magneto,AMB_RS13625
OG06483,beril_Magneto,AMB_RS17040
OG06484,beril_RalstoniaGMI1000,RS_RS07370
OG06485,beril_Magneto,AMB_RS01620
OG06486,beril_Magneto,AMB_RS10100
OG06487,beril_Magneto,AMB_RS14640
OG06488,beril_Magneto,AMB_RS01460
OG06489,beril_Magneto,AMB_RS15310
OG06490,beril_Magneto,AMB_RS05850
OG06491,beril_Magneto,AMB_RS03510
OG06492,beril_RalstoniaBSBF1503,RALBFv3_RS13460
OG06493,beril_Magneto,AMB_RS21310
OG06494,beril_Magneto,AMB_RS03215
OG06495,beril_RalstoniaGMI1000,RS_RS16340
OG06496,beril_Magneto,AMB_RS05930
OG06497,beril_Magneto,AMB_RS09405
OG06498,beril_RalstoniaBSBF1503,RALBFv3_RS13110
OG06499,beril_Magneto,AMB_RS21560
OG06500,beril_Magneto,AMB_RS21745
OG06502,beril_Magneto,AMB_RS00890
OG06503,beril_Magneto,AMB_RS06365
OG06504,beril_RalstoniaGMI1000,RS_RS24365
OG06505,beril_Magneto,AMB_RS11470
OG06506,beril_Magneto,AMB_RS17815
OG06507,beril_Magneto,AMB_RS18395
OG06508,beril_Magneto,AMB_RS14825
OG06509,beril_Magneto,AMB_RS21415
OG06510,beril_Magneto,AMB_RS03885
OG06511,beril_Magneto,AMB_RS06925
OG06512,beril_Magneto,AMB_RS07425
OG06513,beril_Magneto,AMB_RS01910
OG06514,beril_RalstoniaGMI1000,RS_RS23265
OG06515,beril_Magneto,AMB_RS17305
OG06516,beril_Magneto,AMB_RS21220
OG06517,beril_HerbieS,HSERO_RS07260
OG06518,beril_Magneto,AMB_RS19065
OG06519,beril_Magneto,AMB_RS20660
OG06520,beril_Magneto,AMB_RS21590
OG06521,beril_Magneto,AMB_RS10320
OG06522,beril_Magneto,AMB_RS10150
OG06523,beril_Magneto,AMB_RS07080
OG06524,beril_Magneto,AMB_RS17715
OG06525,beril_RalstoniaPSI07,RPSI07_RS22265
OG06526,beril_Magneto,AMB_RS08320
OG06527,beril_Magneto,AMB_RS07475
OG06528,beril_Magneto,AMB_RS03650
OG06530,beril_Dda3937,DDA3937_RS11520
OG06531,beril_Magneto,AMB_RS15335
OG06532,beril_Magneto,AMB_RS22425
OG06533,beril_Magneto,AMB_RS12490
OG06534,beril_Magneto,AMB_RS20955
OG06535,beril_Magneto,AMB_RS05500
OG06536,beril_Magneto,AMB_RS13810
OG06537,beril_Magneto,AMB_RS11185
OG06538,beril_Magneto,AMB_RS10295
OG06539,beril_Magneto,AMB_RS16615
OG06540,beril_Magneto,AMB_RS07480
OG06541,beril_Magneto,AMB_RS22965
OG06542,beril_Magneto,AMB_RS03025
OG06543,beril_Magneto,AMB_RS17230
OG06544,beril_Magneto,AMB_RS19965
OG06545,beril_Magneto,AMB_RS19025
OG06546,beril_Methanococcus_JJ,MMJJ_RS07890
OG06547,beril_Magneto,AMB_RS08945
OG06548,beril_RalstoniaBSBF1503,RALBFv3_RS08590
OG06549,beril_Magneto,AMB_RS04395
OG06550,beril_Magneto,AMB_RS07545
OG06551,beril_Magneto,AMB_RS03130
OG06552,beril_Magneto,AMB_RS08585
OG06553,beril_Magneto,AMB_RS07150
OG06554,beril_HerbieS,HSERO_RS18675
OG06555,beril_Magneto,AMB_RS19915
OG06556,beril_Magneto,AMB_RS06855
OG06557,beril_Magneto,AMB_RS15325
OG06558,beril_Magneto,AMB_RS11920
OG06559,beril_Magneto,AMB_RS06770
OG06560,beril_Magneto,AMB_RS06145
OG06561,beril_Magneto,AMB_RS00270
OG06562,beril_Magneto,AMB_RS09550
OG06563,beril_Magneto,AMB_RS17820
OG06564,beril_Magneto,AMB_RS14130
OG06565,beril_RalstoniaBSBF1503,RALBFv3_RS07790
OG06566,beril_Magneto,AMB_RS06195
OG06567,beril_Magneto,AMB_RS04135
OG06568,beril_Magneto,AMB_RS01650
OG06569,beril_Magneto,AMB_RS05885
OG06571,beril_Magneto,AMB_RS03105
OG06572,beril_Magneto,AMB_RS00415
OG06573,beril_Magneto,AMB_RS06385
OG06574,beril_Magneto,AMB_RS08640
OG06575,beril_Dda3937,DDA3937_RS17640
OG06576,beril_Magneto,AMB_RS01185
OG06577,beril_Magneto,AMB_RS21580
OG06578,beril_Magneto,AMB_RS00790
OG06579,beril_Magneto,AMB_RS21585
OG06580,beril_Magneto,AMB_RS16325
OG06581,beril_Magneto,AMB_RS06910
OG06582,beril_Dda3937,DDA3937_RS08270
OG06583,beril_Magneto,AMB_RS16285
OG06584,beril_Magneto,AMB_RS17630
OG06585,beril_Magneto,AMB_RS03195
OG06586,beril_Magneto,AMB_RS15370
OG06587,beril_Magneto,AMB_RS20120
OG06588,beril_Magneto,AMB_RS09275
OG06589,beril_Magneto,AMB_RS20225
OG06590,beril_Magneto,AMB_RS01050
OG06591,beril_RalstoniaPSI07,RPSI07_RS07975
OG06592,beril_Magneto,AMB_RS14955
OG06593,beril_Magneto,AMB_RS20215
OG06594,beril_Magneto,AMB_RS09755
OG06595,beril_Magneto,AMB_RS18655
OG06596,beril_Magneto,AMB_RS06050
OG06597,beril_Magneto,AMB_RS11935
OG06598,beril_Magneto,AMB_RS19825
OG06599,beril_Magneto,AMB_RS06160
OG06600,beril_RalstoniaGMI1000,RS_RS07570
OG06601,beril_Magneto,AMB_RS17470
OG06602,beril_Magneto,AMB_RS22320
OG06603,beril_Magneto,AMB_RS00715
OG06604,beril_Magneto,AMB_RS17035
OG06605,beril_Magneto,AMB_RS22675
OG06606,beril_RalstoniaBSBF1503,RALBFv3_RS16820
OG06607,beril_Magneto,AMB_RS05870
OG06608,beril_Magneto,AMB_RS09095
OG06609,beril_Magneto,AMB_RS23915
OG06610,beril_RalstoniaPSI07,RPSI07_RS20440
OG06611,beril_Magneto,AMB_RS17625
OG06612,beril_Magneto,AMB_RS00625
OG06613,beril_Magneto,AMB_RS07005
OG06614,beril_Magneto,AMB_RS06315
OG06615,beril_Magneto,AMB_RS02010
OG06616,beril_Magneto,AMB_RS15520
OG06617,beril_Magneto,AMB_RS11575
OG06618,beril_Magneto,AMB_RS15360
OG06619,beril_Magneto,AMB_RS15500
OG06620,beril_Magneto,AMB_RS20780
OG06621,beril_Magneto,AMB_RS21390
OG06622,beril_Magneto,AMB_RS02200
OG06623,beril_Magneto,AMB_RS22250
OG06624,beril_Magneto,AMB_RS23510
OG06625,beril_Magneto,AMB_RS21010
OG06626,beril_Magneto,AMB_RS12360
OG06627,beril_Magneto,AMB_RS17070
OG06628,beril_Magneto,AMB_RS12920
OG06629,beril_Magneto,AMB_RS07090
OG06630,beril_Magneto,AMB_RS12985
OG06631,beril_RalstoniaBSBF1503,RALBFv3_RS08385
OG06632,beril_Magneto,AMB_RS15020
OG06633,beril_Magneto,AMB_RS06210
OG06634,beril_Magneto,AMB_RS03095
OG06635,beril_Magneto,AMB_RS02355
OG06636,beril_Magneto,AMB_RS00775
OG06637,beril_Magneto,AMB_RS23280
OG06639,beril_Magneto,AMB_RS17165
OG06640,beril_Magneto,AMB_RS23745
OG06641,beril_Magneto,AMB_RS19275
OG06642,beril_Magneto,AMB_RS10445
OG06643,beril_Magneto,AMB_RS07960
OG06644,beril_Magneto,AMB_RS18925
OG06645,beril_Magneto,AMB_RS12595
OG06646,beril_Magneto,AMB_RS02610
OG06647,beril_Magneto,AMB_RS21660
OG06648,beril_Magneto,AMB_RS21840
OG06649,beril_Magneto,AMB_RS19605
OG06650,beril_Magneto,AMB_RS15045
OG06651,beril_Magneto,AMB_RS23195
OG06652,beril_Magneto,AMB_RS22610
OG06653,beril_Magneto,AMB_RS00870
OG06654,beril_Magneto,AMB_RS22365
OG06655,beril_Magneto,AMB_RS08275
OG06656,beril_Magneto,AMB_RS15525
OG06657,beril_Magneto,AMB_RS16610
OG06658,beril_Magneto,AMB_RS06930
OG06659,beril_Magneto,AMB_RS15395
OG06660,beril_Magneto,AMB_RS15895
OG06661,beril_Magneto,AMB_RS07110
OG06662,beril_Magneto,AMB_RS18205
OG06663,beril_Magneto,AMB_RS06880
OG06664,beril_Magneto,AMB_RS19340
OG06665,beril_Magneto,AMB_RS16775
OG06666,beril_Magneto,AMB_RS19020
OG06667,beril_Magneto,AMB_RS05890
OG06668,beril_Magneto,AMB_RS16110
OG06669,beril_Magneto,AMB_RS17005
OG06670,beril_Magneto,AMB_RS15495
OG06671,beril_Magneto,AMB_RS19940
OG06672,beril_Magneto,AMB_RS14675
OG06673,beril_Magneto,AMB_RS18990
OG06674,beril_Magneto,AMB_RS03920
OG06675,beril_Magneto,AMB_RS04350
OG06676,beril_RalstoniaPSI07,RPSI07_RS21805
OG06677,beril_Magneto,AMB_RS12600
OG06678,beril_Magneto,AMB_RS17585
OG06679,beril_RalstoniaPSI07,RPSI07_RS09000
OG06680,beril_Magneto,AMB_RS05400
OG06681,beril_RalstoniaBSBF1503,RALBFv3_RS09350
OG06682,beril_Magneto,AMB_RS14580
OG06683,beril_Magneto,AMB_RS17535
OG06684,beril_Magneto,AMB_RS18785
OG06685,beril_Magneto,AMB_RS07800
OG06686,beril_HerbieS,HSERO_RS05390
OG06687,beril_Magneto,AMB_RS23345
OG06688,beril_Magneto,AMB_RS09900
OG06689,beril_Magneto,AMB_RS06150
OG06690,beril_Magneto,AMB_RS11540
OG06691,beril_Magneto,AMB_RS18980
OG06692,beril_Magneto,AMB_RS18985
OG06693,beril_Magneto,AMB_RS09805
OG06694,beril_Magneto,AMB_RS06165
OG06695,beril_Magneto,AMB_RS01515
OG06696,beril_Magneto,AMB_RS17170
OG06697,beril_Magneto,AMB_RS19170
OG06698,beril_Magneto,AMB_RS20070
OG06699,beril_Magneto,AMB_RS06220
OG06700,beril_Magneto,AMB_RS14685
OG06701,beril_Magneto,AMB_RS05750
OG06702,beril_RalstoniaGMI1000,RS_RS04255
OG06703,beril_RalstoniaBSBF1503,RALBFv3_RS09345
OG06704,beril_Magneto,AMB_RS04130
OG06705,beril_Magneto,AMB_RS02755
OG06706,beril_Magneto,AMB_RS20690
OG06707,beril_RalstoniaGMI1000,RS_RS16205
OG06708,beril_Magneto,AMB_RS21895
OG06709,beril_Magneto,AMB_RS14815
OG06710,beril_Magneto,AMB_RS14070
OG06711,beril_Magneto,AMB_RS12925
OG06712,beril_Magneto,AMB_RS12085
OG06713,beril_HerbieS,HSERO_RS14260
OG06714,beril_Magneto,AMB_RS16295
OG06715,beril_Magneto,AMB_RS09990
OG06716,beril_RalstoniaPSI07,RPSI07_RS23075
OG06717,beril_Magneto,AMB_RS20105
OG06718,beril_Dda3937,DDA3937_RS03265
OG06719,beril_Magneto,AMB_RS20015
OG06720,beril_Magneto,AMB_RS01885
OG06721,beril_Magneto,AMB_RS15215
OG06722,beril_RalstoniaGMI1000,RS_RS02655
OG06737,beril_Methanococcus_S2,MMP_RS02575
OG06744,beril_RalstoniaGMI1000,RS_RS23725
OG06773,beril_Dda3937,DDA3937_RS03450
OG06774,beril_Dda3937,DDA3937_RS04735
OG06776,beril_RalstoniaBSBF1503,RALBFv3_RS16905
OG06780,beril_RalstoniaGMI1000,RS_RS19000
OG06789,beril_RalstoniaGMI1000,RS_RS21410
OG06803,beril_RalstoniaPSI07,RPSI07_RS10895
OG06808,beril_HerbieS,HSERO_RS06500
OG06825,beril_RalstoniaGMI1000,RS_RS10850
OG06830,beril_RalstoniaBSBF1503,RALBFv3_RS08715
OG06833,beril_RalstoniaGMI1000,RS_RS15450
OG06844,beril_HerbieS,HSERO_RS00210
OG06851,beril_Methanococcus_S2,MMP_RS04155
OG06854,beril_RalstoniaGMI1000,RS_RS18840
OG06855,beril_HerbieS,HSERO_RS12330
OG06860,beril_Dda3937,DDA3937_RS07040
OG06861,beril_RalstoniaBSBF1503,RALBFv3_RS08230
OG06866,beril_Methanococcus_S2,MMP_RS07715
OG06870,beril_Dda3937,DDA3937_RS00210
OG06875,beril_Dda3937,DDA3937_RS07075
OG06887,beril_RalstoniaPSI07,RPSI07_RS12980
OG06892,beril_Dda3937,DDA3937_RS15375
OG06901,beril_Dda3937,DDA3937_RS07045
OG06905,beril_RalstoniaGMI1000,RS_RS00895
OG06912,beril_RalstoniaGMI1000,RS_RS18250
OG06924,beril_Dda3937,DDA3937_RS05370
OG06930,beril_RalstoniaBSBF1503,RALBFv3_RS10940
OG06932,beril_Dda3937,DDA3937_RS07065
OG06949,beril_RalstoniaBSBF1503,RALBFv3_RS22230
OG06951,beril_RalstoniaPSI07,RPSI07_RS17455
OG06952,beril_RalstoniaGMI1000,RS_RS01980
OG06955,beril_RalstoniaPSI07,RPSI07_RS16360
OG06968,beril_RalstoniaGMI1000,RS_RS00965
OG06972,beril_RalstoniaGMI1000,RS_RS21480
OG06974,beril_Dda3937,DDA3937_RS10705
OG07009,beril_HerbieS,HSERO_RS21380
OG07011,beril_Dda3937,DDA3937_RS01270
OG07019,beril_RalstoniaBSBF1503,RALBFv3_RS19285
OG07031,beril_RalstoniaPSI07,RPSI07_RS21340
OG07051,beril_HerbieS,HSERO_RS04865
OG07053,beril_RalstoniaBSBF1503,RALBFv3_RS14555
OG07059,beril_HerbieS,HSERO_RS06390
OG07060,beril_Methanococcus_JJ,MMJJ_RS00175
OG07064,beril_RalstoniaBSBF1503,RALBFv3_RS18525
OG07068,beril_RalstoniaPSI07,RPSI07_RS00225
OG07070,beril_Dda3937,DDA3937_RS07070
OG07094,beril_RalstoniaBSBF1503,RALBFv3_RS16525
OG07095,beril_Dda3937,DDA3937_RS04465
OG07099,beril_RalstoniaGMI1000,RS_RS02215
OG07100,beril_RalstoniaGMI1000,RS_RS21385
OG07116,beril_Methanococcus_S2,MMP_RS02375
OG07117,beril_Methanococcus_JJ,MMJJ_RS08565
OG07118,beril_Methanococcus_S2,MMP_RS07465
OG07119,beril_Methanococcus_JJ,MMJJ_RS04335
OG07120,beril_Methanococcus_JJ,MMJJ_RS06190
OG07121,beril_Methanococcus_JJ,MMJJ_RS05455
OG07122,beril_Methanococcus_S2,MMP_RS06070
OG07123,beril_Methanococcus_S2,MMP_RS02875
OG07124,beril_Methanococcus_JJ,MMJJ_RS02835
OG07125,beril_Methanococcus_JJ,MMJJ_RS03785
OG07126,beril_Methanococcus_JJ,MMJJ_RS04430
OG07127,beril_Methanococcus_JJ,MMJJ_RS07220
OG07128,beril_Methanococcus_S2,MMP_RS02275
OG07129,beril_Methanococcus_JJ,MMJJ_RS00055
OG07130,beril_Methanococcus_JJ,MMJJ_RS03540
OG07131,beril_Methanococcus_S2,MMP_RS03825
OG07132,beril_Methanococcus_JJ,MMJJ_RS04300
OG07133,beril_Methanococcus_S2,MMP_RS07450
OG07134,beril_Methanococcus_JJ,MMJJ_RS00550
OG07135,beril_Methanococcus_JJ,MMJJ_RS07905
OG07136,beril_Methanococcus_S2,MMP_RS08485
OG07137,beril_Methanococcus_JJ,MMJJ_RS04570
OG07138,beril_Methanococcus_JJ,MMJJ_RS09345
OG07139,beril_Methanococcus_JJ,MMJJ_RS00845
OG07140,beril_Methanococcus_JJ,MMJJ_RS05350
OG07141,beril_Methanococcus_S2,MMP_RS07445
OG07142,beril_Methanococcus_JJ,MMJJ_RS05050
OG07143,beril_Methanococcus_JJ,MMJJ_RS00875
OG07144,beril_Methanococcus_S2,MMP_RS04490
OG07145,beril_Methanococcus_S2,MMP_RS08710
OG07146,beril_Methanococcus_S2,MMP_RS07025
OG07147,beril_Methanococcus_S2,MMP_RS08370
OG07148,beril_Methanococcus_JJ,MMJJ_RS04150
OG07149,beril_Methanococcus_S2,MMP_RS03240
OG07150,beril_Methanococcus_JJ,MMJJ_RS03225
OG07151,beril_Methanococcus_JJ,MMJJ_RS07815
OG07152,beril_Methanococcus_S2,MMP_RS00700
OG07153,beril_Methanococcus_JJ,MMJJ_RS03645
OG07154,beril_Methanococcus_S2,MMP_RS03620
OG07155,beril_Methanococcus_JJ,MMJJ_RS07710
OG07156,beril_Methanococcus_JJ,MMJJ_RS02870
OG07157,beril_Methanococcus_S2,MMP_RS08210
OG07158,beril_Methanococcus_JJ,MMJJ_RS02565
OG07159,beril_Methanococcus_S2,MMP_RS08230
OG07160,beril_Methanococcus_JJ,MMJJ_RS09110
OG07161,beril_Methanococcus_S2,MMP_RS00970
OG07162,beril_Methanococcus_JJ,MMJJ_RS06170
OG07163,beril_Methanococcus_JJ,MMJJ_RS00870
OG07164,beril_Methanococcus_S2,MMP_RS02830
OG07165,beril_Methanococcus_JJ,MMJJ_RS06995
OG07166,beril_Methanococcus_S2,MMP_RS07295
OG07167,beril_Methanococcus_JJ,MMJJ_RS01505
